Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.15805400095949979,0.08015653030807451,0.0,0.0026342333493249966,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,0.0,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,38.859798119160544,51.666666666666686,46.10666666666668,0.0,51.154145854488554,0.0,0.0,0.0,38.859798119160544,51.18728614583474,51.20385629150784,51.154145854488554,12.43753247303448,17.78647832789473,-0.04685500543864052,2.8,9.236100170605994,-171.43396852722893,-253.61827851610585,-0.0,-0.0,104.57005511940955,0.0,0.0,0.012985638494952656,0.0,0,0.6408775559836758,0.0,-22.385745130532612,0.2328809865647819,8.35708743918326,0.002885747377180206,-20.843914652246017,1.2276310592214883
2025-01-01 00:01:00,0.15805400095949979,0.08015653030807451,0.0,0.0026342333493249966,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,0.0,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,38.97823982325063,51.666666666666686,46.10666666666668,0.0,51.148377466313796,0.0,0.0,0.0,38.97823982325063,51.181832498732255,51.19856001494149,51.148377466313796,12.43753247303448,17.67921525068022,-0.1541180826531523,2.8,9.236100170605994,-169.49004965269378,-251.0466933922725,-0.0,-0.0,104.57005511940955,0.0,0.0,0.012946632698503276,0.0,0,0.638952510903498,0.0,-23.013411379830846,0.23511521290480317,8.329140145335174,0.002885367969511381,-20.76254941582299,1.2316715056141647
2025-01-01 00:02:00,0.15805400095949979,0.08015653030807451,0.0,0.0026342333493249966,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,0.0,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,39.09266065426042,51.666666666666686,46.10666666666668,0.0,51.142591544288685,0.0,0.0,0.0,39.09266065426042,51.1763622293289,51.19324757184901,51.142591544288685,12.43753247303448,17.57539144731577,-0.25794188601760126,2.8,9.236100170605994,-167.7173614354289,-248.56734016760305,-0.0,-0.0,104.57005511940955,0.0,0.0,0.012908845935998723,0.0,0,0.6370876285558287,0.0,-23.72007638723534,0.2366296815292506,8.279706542026563,0.0028849912826512452,-20.68344183871302,1.2321116399456897
2025-01-01 00:03:00,3.3296401250620633,0.08015653030807451,0.0,0.05549400208436772,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,3.171586124102564,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,On,3171.586124102564,18.33333333333337,1.0000000000000002,0.0,3.065816893333333,0.10576923076923077,1,3065.816893333333,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,39.20326506047418,51.666666666666686,46.10666666666668,0.0,51.13678868624563,0.0,0.0,0.0,39.20326506047418,51.17087590192051,51.187919509757954,51.13678868624563,12.43753247303448,17.474831760723415,-0.3585015726099563,2.8,9.236100170605994,3005.485005048946,-246.17511824321988,-0.0,-0.0,104.57005511940955,0.0,0.0,0.012872217586496109,0.0,0,0.6352799171276939,0.0,-24.49605592980776,0.23810619018078838,8.231360933619143,0.0028846161650563306,-20.60643747133023,1.2325382443283452
2025-01-01 00:04:00,3.3296401250620633,0.08015653030807451,0.0,0.05549400208436772,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,3.171586124102564,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,On,3171.586124102564,18.33333333333337,1.0000000000000002,0.0,3.065816893333333,0.10576923076923077,1,3065.816893333333,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,38.95835484109586,51.666666666666686,46.10666666666668,0.0,51.130969459622065,0.0,0.0,0.0,38.95835484109586,51.16537405211034,51.18257634835449,51.130969459622065,12.43753247303448,17.67981981539431,-0.15351351793906076,2.8,9.236100170605994,2997.607191975745,-251.06115881452322,-0.0,-0.0,104.57005511940955,0.0,0.0,0.012946852639305518,0.0,0,0.638963365596847,0.0,-27.48782843170529,0.23501497183958817,8.328019184865067,0.002884242573374444,-20.71660039220233,1.2316697815267565
2025-01-01 00:05:00,3.3296401250620633,0.08015653030807451,0.0,0.05549400208436772,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,3.171586124102564,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,On,3171.586124102564,18.33333333333337,1.0000000000000002,0.0,3.065816893333333,0.10576923076923077,1,3065.816893333333,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,38.72272357603287,51.666666666666686,46.10666666666668,0.0,51.12518670530769,0.0,0.0,0.0,38.72272357603287,51.159906573397635,51.17726650744261,51.12518670530769,12.43753247303448,17.876867081915822,0.0,2.8,9.236100170605994,2990.724118790739,-255.79326720785576,-0.0,-0.0,104.57005511940955,0.0,0.0,0.013018482124873493,0.0,0,0.6424984809217511,0.0,-29.638793223379125,0.23208450342222875,8.420661641220935,0.002883866719623457,-20.821444059353905,1.2308361267502181
2025-01-01 00:06:00,3.3296401250620633,0.08015653030807451,0.0,0.05549400208436772,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,3.171586124102564,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,On,3171.586124102564,18.33333333333337,1.0000000000000002,0.0,3.065816893333333,0.10576923076923077,1,3065.816893333333,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,38.495691756271746,51.666666666666686,46.10666666666668,0.0,51.119439043687365,0.0,0.0,0.0,38.495691756271746,51.15447216355888,51.17198872349464,51.119439043687365,12.43753247303448,18.06655629090376,0.0,2.8,9.236100170605994,2984.178546109645,-260.38130342938746,-0.0,-0.0,104.57005511940955,0.0,0.0,0.01308733024073398,0.0,0,0.6458963278773628,0.0,-31.59632968294108,0.22930082100901678,8.508998522728948,0.0028834887078749536,-20.921358337185268,1.2300346797379933
2025-01-01 00:07:00,3.3296401250620633,0.08015653030807451,0.0,0.05549400208436772,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,3.171586124102564,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,On,3171.586124102564,18.33333333333337,1.0000000000000002,0.0,3.065816893333333,0.10576923076923077,1,3065.816893333333,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,38.27673473442448,51.666666666666686,46.10666666666668,0.0,51.11372519615972,0.0,0.0,0.0,38.27673473442448,51.14906961573398,51.166741825521115,51.11372519615972,12.43753247303448,18.249337165571838,0.0,2.8,9.236100170605994,2977.8690864231685,-264.83244590168925,-0.0,-0.0,104.57005511940955,0.0,0.0,0.013153571453002097,0.0,0,0.6491655168541148,0.0,-33.45464689711585,0.2266526368004735,8.594589194862222,0.002883108634709305,-21.016648497789884,1.2292634196558674
2025-01-01 00:08:00,3.3296401250620633,0.08015653030807451,0.0,0.05549400208436772,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,3.171586124102564,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,On,3171.586124102564,18.33333333333337,1.0000000000000002,0.0,3.065816893333333,0.10576923076923077,1,3065.816893333333,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,38.06539786190896,51.666666666666686,46.10666666666668,0.0,51.10804396211861,0.0,0.0,0.0,38.06539786190896,51.14369779669269,51.161524713979745,51.10804396211861,12.43753247303448,18.42559933919792,0.0,2.8,9.236100170605994,2971.77554477782,-269.1528393165756,-0.0,-0.0,104.57005511940955,0.0,0.0,0.013217357273990241,0.0,0,0.6523135254081173,0.0,-35.22779512757821,0.2241301219006329,8.676384369077795,0.002882726590880489,-21.107580441696328,1.228520593168002
2025-01-01 00:09:00,0.15805400095949979,0.08015653030807451,0.0,0.0026342333493249966,0.001335942171801242,0.0,0.01600229346246016,0.0,0.09205170749703963,0.0,0.05,0.0,0.0,0.06557319697474118,0.0,0.01458333333333334,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0037872532894736837,0.0,On,0.01221504017298648,0,On,0.004620778197384695,0,On,0.04977065485843201,0.037327991143824,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3065.816893333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,2206.2393244444443,Off,0.0,0.0,37.86127321540771,51.666666666666686,46.10666666666668,0.0,51.10239420854806,0.0,0.0,0.0,37.86127321540771,51.13835563701091,51.15633635124234,51.10239420854806,12.43753247303448,18.595692348765656,0.0,2.8,9.236100170605994,-205.68633186455835,-273.34801381404526,-0.0,-0.0,104.57005511940955,0.0,0.0,0.013278823679469438,0.0,0,0.6553470643237371,0.0,-36.908373169922655,0.22172452283842362,8.755246889580018,0.00288234266207424,-21.194393267891616,1.2278046278628871
