Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,79.06672800303598,51.666666666666686,46.10666666666668,0.0,50.69093262649521,0.6340021810468407,1690.8201296625193,0.0,123.5417625047437,49.81975354533139,50.69093262649521,49.384164004749486,12.43753247303448,20.166061881585485,0.0,2.8,-752.343072277203,-1524.3945763979423,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06735632732617597,0.0,0,0.6363851444698749,263.9984568888889,32.48580564463344,0.20476887613368885,9.523412711187841,0.0029441150247102644,85.98890593829931,1.2176287888832036
2025-01-01 00:01:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,78.68383703215339,51.666666666666686,46.10666666666668,0.0,50.6520211908247,0.6346477460121331,1690.8201296625195,0.0,122.94349536273967,49.63883188065825,50.6520211908247,49.13223722557503,12.43753247303448,20.133358341952295,0.0,2.8,-755.3142320448903,-1520.4178773611236,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06730736674219015,0.0,0,0.6359225630087115,263.9984568888889,25.537946840127425,0.20580402032048709,9.532980736110773,0.002944417125654065,86.01587943182949,1.2213215900780696
2025-01-01 00:02:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,78.29944340475369,51.666666666666686,46.10666666666668,0.0,50.61310461869196,0.6352947124725786,1690.8201296625195,0.0,122.34288031992764,49.45796987304014,50.61310461869196,48.88040250021424,12.43753247303448,20.10127481622333,-0.009836294887840324,2.8,-758.5120730056149,-1516.5204532838404,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06725932670093333,0.0,0,0.6354686788702918,263.9984568888889,18.442681802119573,0.20623406942597747,9.518400508161719,0.002944718407640404,86.0413977967213,1.221454988322136
2025-01-01 00:03:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,77.91362054136859,51.666666666666686,46.10666666666668,0.0,50.57418319170122,0.635943080284202,1690.8201296625195,0.0,121.74003209588841,49.27716775660132,50.57418319170122,48.628660039051375,12.43753247303448,20.069784052309537,-0.041327058801634564,2.8,-761.8966884603444,-1512.6987769009447,-0.0,-0.0,739.5656984761059,0.0,4.0,0.0672121668460746,0.0,0,0.6350231107664651,263.9984568888889,11.236389964494279,0.20665753647972035,9.504132767892525,0.002945019746094646,86.06534659156674,1.221585946201144
2025-01-01 00:04:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,77.52643700125832,51.666666666666686,46.10666666666668,0.0,50.53525717920995,0.6365928494889983,1690.8201296625195,0.0,121.13505781446611,49.09642575402661,50.53525717920995,48.37701004143495,12.43753247303448,20.03886060664931,-0.07225050446186287,2.8,-761.416365967161,-1508.9495568535876,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06716584949513066,0.0,0,0.634585502671695,263.9984568888889,7.967492410320602,0.20707469769198641,9.49085997902826,0.0029453211361101183,86.08779501550812,1.2217145681610804
2025-01-01 00:05:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,77.13776121027666,51.666666666666686,46.10666666666668,0.0,50.49632683913863,0.6372440203032701,1690.8201296625193,0.0,120.52775189105728,48.91574407731884,50.49632683913863,48.12545269640895,12.43753247303448,20.008553952741575,-0.10255715836959567,2.8,-757.8924747044073,-1505.2785873903745,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06712044916988594,0.0,0,0.6341565586706374,263.9984568888889,7.820414209861269,0.2074848700583506,9.477215951341888,0.002945622572998567,86.10860186834833,1.2218406465213536
2025-01-01 00:06:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,76.74750591964592,51.666666666666686,46.10666666666668,0.0,50.457392451291106,0.6378965925603534,1690.8201296625193,0.0,119.91797799944675,48.73512295898098,50.457392451291106,47.87398821282593,12.43753247303448,19.978896989688536,-0.1322141214226349,2.8,-753.1948647230076,-1501.689639401141,-0.0,-0.0,739.5656984761059,0.0,4.0,0.0670760155919585,0.0,0,0.6337367485350321,263.9984568888889,8.929076202027368,0.20788757911020714,9.463915499347337,0.0029459240516303683,86.12767230330766,1.2219640425546914
2025-01-01 00:07:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,76.35567774754905,51.666666666666686,46.10666666666668,0.0,50.41845430997421,0.638550565830758,1690.8201296625195,0.0,119.3057464805454,48.55456264510999,50.41845430997421,47.62261681267788,12.43753247303448,19.949887487421567,-0.16122362368960452,2.8,-748.7447167519219,-1498.1822282045187,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06703254585713805,0.0,0,0.6333260448257902,263.9984568888889,9.871812976490773,0.20828280093662313,9.450957592128015,0.0029462255665799386,86.14501016845948,1.2220847639286108
2025-01-01 00:08:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,75.96235191435815,51.666666666666686,46.10666666666668,0.0,50.37951270836953,0.6392059396827495,1690.8201296625193,0.0,118.69117486618461,48.37406338077164,50.37951270836953,47.371338716972694,12.43753247303448,19.921497531040615,-0.1896135800705565,2.8,-744.42956548288,-1494.7527733488012,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06698999855245001,0.0,0,0.6329240562715512,263.9984568888889,10.757509389815361,0.20867084495500243,9.438327383219416,0.002946527112435155,86.16069166899898,1.2222029254669013
2025-01-01 00:09:00,0.549267773255984,0.29613109221797096,0.0,0.009154462887599732,0.004935518203632849,0.0,0.0429349706594887,0.4563328025964953,0.0,0.05,0.0,0.0,0.0,0.2815477588846376,0,0.01458333333333334,1,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.00600545504385965,0.0,On,0.03692951561562905,0,On,0.08093579075031164,0,On,0.338579023839528,0.2539342678796459,On,0,0,Off,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,5148.380208888889,Off,0.0,21.61111111111117,0,0.0,0.05,0.0,0.0,0,0,0,3459.411395555556,Off,0.0,0,75.56759499882551,51.666666666666686,46.10666666666668,0.0,50.34056792711199,0.6398627138751392,1690.8201296625193,0.0,118.07436718566487,48.19362539931186,50.34056792711199,47.1201541354118,12.43753247303448,19.893702429157504,-0.21740868195366758,2.8,-740.4623176952807,-1491.3980994509625,-0.0,-0.0,739.5656984761059,0.0,4.0,0.06694833706347131,0.0,0,0.6325304369378522,263.9984568888889,11.37008327957598,0.20905198265812142,9.426011750475844,0.002946828684024095,86.1747840938796,1.2223186286705274
