Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.5264243505609235,0.2882088500836227,0.11771566318347963,0.5264243505609235,0.2882088500836226,0.11771566318347962,0.0316716547212204,0.4077334650704723,0.03701923076923077,0.05,0.04091004513422114,0.07680561804925849,0.0,0.2736255167502893,0.0,0.01458333333333334,1.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.00600545504385965,0.0,0.02566619967736076,0.0,0.04289944273675316,0.0,0.32801603432706355,0.24601202574529754,0.0,0.0,1838.9523038803418,20.611111111111168,0.2801823036720913,0.0,2.2509507821271795,0.03701923076923077,0.35,1801.933073111111,5148.380208888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,928.0585185185186,0.0,80.51069144548737,51.66666666666668,46.10666666666668,0.0,51.442261716703165,0.38238733967879074,1031.4002790941367,928.0585185185186,125.797955383574,50.328662478008475,51.442261716703165,49.77186285866114,12.43753247303448,20.219286756415105,-0.07620069834331501,2.8,984.3335328643874,-1531.0495779056976,0.0,0.0,680.4424542776871,0.0,4.0,0.06743564468711208,0.0,0.0,0.6371345379151836,263.9984568888889,-4.011647387944063,0.20532723371435677,9.580393467641244,0.002952852535195563,83.74482624185912,1.220899695566703
2025-01-01 01:00:00,0.50301554952365,0.2789624913034016,0.15342257875621168,0.50301554952365,0.2789624913034016,0.15342257875621168,0.023926641474102086,0.3709158311264711,0.058173076923076925,0.05,0.032728036107376915,0.12069454264883477,0.0,0.2643791579700683,0.0,0.01458333333333334,1.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.005555045915570176,0.0,0.01837159555853191,0.0,0.0184102871663799,0.0,0.3166080056536019,0.23745600424020136,0.0,0.0,2889.7821918119657,20.611111111111168,0.44028647719900066,0.0,3.537208371914139,0.058173076923076925,0.55,2831.6091148888886,5148.380208888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,742.4468148148148,0.0,81.60051577385975,51.66666666666668,46.10666666666668,0.0,51.58971341343024,0.03673738992718859,99.10084648855324,742.4468148148148,127.50080589665586,50.78902260845696,51.61009283893034,50.36829778047022,12.43753247303448,20.29709629958413,-0.04679191759063623,2.5,2081.258585913711,-1433.6305377677975,0.0,0.0,636.67836909371,0.0,4.0,0.06179690670478356,0.0,0.0,0.5838595268217954,263.9984568888889,-11.571437224167262,0.20557854203982348,9.636074111385506,0.0029707117670027773,93.51209367887186,1.2206219025069798
2025-01-01 02:00:00,0.4809412536696376,0.2782721540282768,0.07680561804925849,0.4809412536696376,0.2782721540282768,0.07680561804925849,0.023926641474102086,0.36999538142630467,0.03701923076923077,0.05,0.0,0.07680561804925849,0.0,0.2636888206949435,0.0,0.01458333333333334,1.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.005555045915570176,0.0,0.01837159555853191,0.0,0.0184102871663799,0.0,0.3166080056536019,0.23745600424020136,0.0,0.0,1838.9523038803418,20.611111111111168,0.2801823036720913,0.0,2.2509507821271795,0.03701923076923077,0.35,1801.933073111111,5148.380208888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,0.0,0.0,82.27423907138207,51.66666666666668,46.10666666666668,0.0,51.121211437831874,0.0,0.0,0.0,128.55349854903452,51.15518997714696,51.17217924680451,51.121211437831874,12.43753247303448,20.35146415010661,-0.04383474610465073,1.6500000000000001,1076.7480509693576,-1386.2592068364513,0.0,0.0,635.7579193935435,0.0,4.0,0.05661850964298913,0.0,0.0,0.53493383426831,263.9984568888889,-11.702965468076586,0.20639031112723855,9.684991394318946,0.0029925463587147207,111.3425331311762,1.2203798781432704
2025-01-01 03:00:00,0.4779577107044577,0.277581816753152,0.07314820766596046,0.4779577107044577,0.277581816753152,0.07314820766596047,0.023626368721909104,0.36907493172613826,0.035256410256410256,0.05,0.0,0.07314820766596046,0.0,0.2629984834198187,0.0,0.01458333333333334,1.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.0052547731633771945,0.0,0.01837159555853191,0.0,0.0184102871663799,0.0,0.3166080056536019,0.23745600424020136,0.0,0.0,1751.3831465527064,20.611111111111168,0.26684028921151554,0.0,2.1437626496449327,0.035256410256410256,0.3333333333333333,1716.1267362962963,5148.380208888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,0.0,0.0,80.5088813223932,51.66666666666668,46.10666666666668,0.0,50.354377660020866,0.0,0.0,0.0,125.79512706623936,50.39398078827887,50.41378235240787,50.354377660020866,12.43753247303448,20.250992483432757,-0.06028510723045759,1.6500000000000001,935.3233384467746,-1443.3874001773377,0.0,0.0,634.5371969411842,0.0,4.0,0.059349793759126086,0.0,0.0,0.5607391105628299,263.9984568888889,-7.2096048697781585,0.20922412440299604,9.664674703667036,0.0030150065690137946,80.16036646364674,1.2207811975753946
2025-01-01 04:00:00,0.5034795686965989,0.2768914794780272,0.12800936341543082,0.5034795686965989,0.2768914794780272,0.12800936341543082,0.023626368721909104,0.3681544820259719,0.06169871794871795,0.05,0.0,0.12800936341543082,0.0,0.2623081461446939,0.0,0.01458333333333334,1.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0052547731633771945,0.0,0.01837159555853191,0.0,0.0184102871663799,0.0,0.3166080056536019,0.23745600424020136,0.0,0.0,3064.920506467236,20.611111111111168,0.4669705061201522,0.0,3.7515846368786323,0.06169871794871795,0.5833333333333334,3003.221788518518,5148.380208888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,0.0,0.0,78.45183904577708,51.66666666666668,46.10666666666668,0.0,49.62101261457835,0.0,0.0,0.0,122.58099850902668,49.651508029691044,49.66675573724739,49.62101261457835,12.43753247303448,20.278965705432125,-0.056676077985141404,0.55,2123.80985174264,-1568.7229384400016,0.0,0.0,633.6167472410177,0.0,4.0,0.06064620871678594,0.0,0.0,0.5729876884303267,263.9984568888889,-6.004463525612096,0.20974091975240328,9.68922750692505,0.0030291329718733764,102.57807430576258,1.2200813402148616
2025-01-01 05:00:00,0.5164198577907285,0.2768914794780272,0.15361123609851698,0.5164198577907285,0.2768914794780272,0.15361123609851698,0.024226914226295068,0.3681544820259719,0.07403846153846154,0.05,0.0,0.15361123609851698,0.0,0.2623081461446939,0.0,0.01458333333333334,1.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.005855318667763159,0.0,0.01837159555853191,0.0,0.0184102871663799,0.0,0.3166080056536019,0.23745600424020136,0.0,0.0,3677.9046077606836,21.44444444444449,0.5603646073441826,0.0,4.501901564254359,0.07403846153846154,0.7,3603.866146222222,5148.380208888889,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,0.0,0.0,74.31019912097814,51.66666666666668,46.10666666666668,0.0,48.90868579675667,0.0,0.0,0.0,116.10968612652836,48.93681933919985,48.95088611042146,48.90868579675667,12.43753247303448,21.114941953712556,-0.05689908927967882,-0.25000000000000006,2562.870338303308,-1725.7523936541795,0.0,0.0,634.2172927454037,0.0,4.0,0.061379933290362225,0.0,0.0,0.5799199461304134,263.9984568888889,-23.499168548599176,0.2009393385629727,10.090951214602018,0.0030570641457182838,107.68297629610787,1.2159845863582253
2025-01-01 06:00:00,0.6373551391326499,0.31186246067791384,0.219934496573519,0.6373551391326499,0.31186246067791384,0.219934496573519,0.07262077038990745,0.4442215482299219,0.07051282051282051,0.05,0.07363808124159806,0.14629641533192092,0.0,0.2972791273445805,0.0,0.01458333333333334,1.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0066060005482456155,0.0,0.06601476984166182,0.0,0.04784937843714776,0.0,0.36139508118645125,0.2710463108898384,0.0,0.0,3502.766293105413,21.44444444444449,0.5336805784230311,0.0,4.287525299289865,0.07051282051282051,0.6666666666666666,3432.2534725925925,5148.380208888889,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,1670.5053333333335,0.0,74.70126850607362,51.66666666666668,46.10666666666668,0.0,49.99394951960064,0.47989254559288935,1259.1913243403374,1670.5053333333335,116.72073204074005,49.10217031654691,50.01028515401545,48.639945080605244,12.43753247303448,21.184897647361122,-0.032454552560122946,0.3,2553.11948040803,-1695.1630513348346,0.0,0.0,755.5431198256666,0.0,4.0,0.061773810321473555,0.0,0.0,0.5836413113131278,263.9984568888889,-10.026881188214793,0.20106167912216186,10.1390107493858,0.0030722674951836255,65.28839100878446,1.2156841075247222
2025-01-01 07:00:00,0.7802943106452241,0.35486131390727343,0.24602624283224273,0.7802943106452241,0.35486131390727343,0.24602624283224273,0.13676906491418403,0.5459290918848863,0.04759615384615385,0.05,0.1472761624831961,0.09875008034904663,0.0,0.3402779805739401,0.0,0.01458333333333334,1.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.006155591419956142,0.0,0.1306134734942279,0.0,0.09222511778629931,0.0,0.41688598609193134,0.31266448956894843,0.0,0.0,2364.3672478461535,21.44444444444449,0.360234390435546,0.0,2.8940795770206593,0.04759615384615385,0.45,2316.771094,5148.380208888889,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,3341.010666666667,0.0,77.22063525434588,51.66666666666668,46.10666666666668,0.0,51.62249309132413,1.2339603980683962,3355.808285121862,3341.010666666667,120.65724258491544,50.06302571383872,51.62249309132414,49.283292025096024,12.43753247303448,21.204362108166436,-0.03701525363247609,-0.55,1422.9289932004503,-1814.8255432447856,0.0,0.0,874.6148454170796,4.799444407508862,3.35,0.0632450983631546,0.0,0.0,0.5975420967349322,221.09870764444443,-1.227556817997079,0.20179722010782752,10.163902283326648,0.0030872074643683656,63.34124164493155,1.2155929421345644
2025-01-01 08:00:00,0.7378267421089093,0.33315811341597357,0.1906752135071348,0.7378267421089093,0.33315811341597357,0.1906752135071348,0.10070450666936852,0.5307119790292845,0.05641025641025641,0.05,0.07363808124159806,0.11703713226553675,0.0,0.31857478008264023,0.0,0.01458333333333334,1.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.027643991143849484,0.0,0.004654227658991229,0.0,0.09605027901037728,0.0,0.07830161444191451,0.0,0.3870279357366984,0.2902709518025237,0.0,0.0,2802.2130344843304,21.44444444444449,0.4269444627384249,0.0,3.4300202394318924,0.05641025641025641,0.5333333333333333,2745.802778074074,5148.380208888889,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,1670.5053333333335,0.0,76.59502588124657,51.66666666666668,46.10666666666668,0.0,51.45022454135926,0.5164770777593629,1405.2593966528498,1670.5053333333335,119.67972793944777,49.68033313399158,51.45022454135926,48.795387430307755,12.43753247303448,21.07708877205861,-0.06808093312880074,-1.4,1657.6030229790906,-1936.7363078776327,0.0,0.0,726.3208562987638,343.55525590944006,2.0,0.06517113503328925,0.0,0.0,0.6157393645081943,131.99922844444444,65.80544007362899,0.20413472794479592,10.122186695130518,0.003097194293376868,53.46813788535555,1.2166826987008108
2025-01-01 09:00:00,0.6303163276828418,0.308651977747056,0.179891639699546,0.630316327682842,0.308651977747056,0.17989163969954602,0.06458835818396065,0.4487407900117018,0.06698717948717949,0.05,0.04091004513422114,0.13898159456532488,0.0,0.29406864441372266,0.0,0.01458333333333334,1.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0037534094024122815,0.0,0.06083494878154837,0.0,0.056649264126738146,0.0,0.3543530881781416,0.26576481613360614,0.0,0.0,3327.6279784501426,21.44444444444449,0.5069965495018796,0.0,4.073149034325373,0.06698717948717949,0.6333333333333333,3260.640798962963,5148.380208888889,0.0,22.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3459.411395555556,928.0585185185186,0.0,78.53114540077777,51.66666666666668,46.10666666666668,0.0,51.714918119570115,0.3390221130949224,921.496970666073,928.0585185185186,122.70491468871525,50.54720536310098,51.714918119570115,49.96334898486642,12.43753247303448,21.186124936139265,-0.03795224032392556,-0.85,2186.025186366808,-1875.3323864972112,0.0,0.0,557.8240269565259,988.0997011645582,1.05,0.06442329706807906,0.0,0.0,0.6086737629467297,69.29959493333332,175.9055674573514,0.2036741089449228,10.188532397431803,0.0031095345506360478,64.97530361131729,1.2168332425905282
