Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.9360631845007648,1.2674921094505394,0.0,1.9360631845007648,1.2674921094505391,0.0,0.011510141473841889,0.0,0.3077901484438657,1.6167628945830572,0.0,0.0,0.0,0.22316644701862806,1.0443256624319113,0.0,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0034871436403508763,0.0,0.008022997833491013,0.0,0.01023488575236156,0.0,0.26073727468484853,0.19555295601363634,0.0,0.0,0.0,0.0,32.20698445422695,51.66666666666668,46.10666666666668,0.0,50.18257207623161,0.0,0.0,0.0,32.20698445422695,47.593090644202036,50.18257207623161,46.298349928187264,12.43753247303448,4266.575921824623,20.000000000000057,2.6656679991852696,0.0,1.590868026441777,0.025894868141280256,2.5605350180802593,4240.681053683343,6173.529619973705,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8899.491011243821,20.007687328743486,0.0,7.121432551066462,2.8,9.236100170605994,3111.702666764605,-2064.700610851604,-1529.8507243860813,0.0,0.0,433.0479091342127,0.0,2.0,0.06821955755654366,0.0,0.0,0.8981921479275367,131.99922844444444,-58.07043980814966,0.2131426533746167,9.567015108342952,0.003026320539418197,-37.54675991915333,1.2217254791545513,0.37622920034489066,-2118.9037446510583,54.20313379945474
2025-01-01 01:00:00,2.872491428798887,1.2803229214930312,0.0,2.872491428798887,1.2803229214930312,0.0,0.011248605700815574,0.9166775903703706,0.30686969874369935,1.6376955339840018,0.0,0.0,0.0,0.22247610974350326,1.057846811749528,0.0,1.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0032256078673245604,0.0,0.008022997833491013,0.0,0.01023488575236156,0.0,0.26073727468484853,0.19555295601363634,0.0,0.0,916.6775903703705,0.16666666666666666,32.45174973246665,51.66666666666668,46.10666666666668,0.0,50.04653883614679,0.0,0.0,916.6775903703705,32.45174973246665,47.77809020056779,50.04653883614679,46.64386588277829,12.43753247303448,4273.8941607395955,20.000000000000057,2.6359364620615335,0.0,1.6115900334853728,0.02610550049862935,2.5989848685201182,4247.788660240966,6091.190538484058,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8891.97001181077,20.007657000707518,0.0,7.444126414759307,2.5,9.236100170605994,3125.5826619005993,-1804.449603710468,-1520.4445223637347,0.0,0.0,431.86592366101996,0.0,2.0,0.06659595941996459,0.0,0.0,0.8768155346820403,131.99922844444444,-59.732900136282325,0.21243871499055758,9.555981631316914,0.003016124054226404,-28.783719105828816,1.2217924286423676,0.2959159348969647,-1856.698877041642,52.24927333117401
2025-01-01 02:00:00,2.0230055320942655,1.3236286825193895,0.0,2.0230055320942655,1.3236286825193895,0.0,0.011248605700815574,0.0,0.305949249043533,1.705807677349917,0.0,0.0,0.0,0.22178577246837847,1.101842910051011,0.0,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0032256078673245604,0.0,0.008022997833491013,0.0,0.01023488575236156,0.0,0.26073727468484853,0.19555295601363634,0.0,0.0,0.0,0.0,37.09007631866758,51.66666666666668,46.10666666666668,0.0,51.87882377068588,0.0,0.0,0.0,37.09007631866758,51.88560264117744,51.888992076423236,51.87882377068588,12.43753247303448,4305.281610061608,20.000000000000057,2.5510978492108163,0.0,1.6786299678346748,0.027177709515241892,2.721975849175197,4278.103900546366,5854.018419162154,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8870.252229142208,20.007633387564503,0.0,7.999815351353674,1.6500000000000001,9.236100170605994,3091.328795596915,-1661.9344865878193,-1587.1546281677067,0.0,0.0,430.9454739608536,0.0,2.0,0.06603568698693173,0.0,0.0,0.8694388773410239,131.99922844444444,-57.74366025784018,0.21200466303966056,9.54904224214616,0.0030099272946601803,-12.536163478289543,1.221797093298473,0.20688581447986365,-1711.4325131065366,49.498026518717126
2025-01-01 03:00:00,2.0160062566511763,1.3191885772222323,0.0,2.0160062566511763,1.3191885772222323,0.0,0.011135275378586247,0.0,0.3098513490259195,1.6950196322466704,0.0,0.0,0.0,0.22431405591055995,1.0948745213116724,0.0,1.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.003051250685307017,0.0,0.00808402469327923,0.0,0.01076594114517277,0.0,0.2650287689745902,0.19877157673094265,0.0,0.0,0.0,0.0,36.871996450767035,51.66666666666668,46.10666666666668,0.0,51.67832718345354,0.0,0.0,0.0,36.871996450767035,51.698754526037845,51.708968197329995,51.67832718345354,12.43753247303448,4293.619848211406,20.000000000000057,2.560860541930881,0.0,1.6679675952085653,0.027052037038105225,2.711883073276749,4266.5678111733005,5901.604399062717,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8870.007477773052,20.007714728726704,0.0,7.88186522397399,1.6500000000000001,9.236100170605994,3058.6704961882992,-1954.7705228576683,-1611.5556932111383,0.0,0.0,434.4338390207289,0.0,2.0,0.06707289294527015,0.0,0.0,0.8830949355291918,131.99922844444444,-57.827497832696814,0.21171329479310985,9.544421373481969,0.003005785810990057,-36.91221870515024,1.221799806116323,0.25252743055597454,-2009.5775778434227,54.807054985754455
2025-01-01 04:00:00,2.280081398262514,1.4785207876471127,0.0,2.280081398262514,1.4785207876471127,0.0,0.012567372354949757,0.0,0.352830251098869,1.907183774808695,0.007499999999999999,0.0,0.0,0.24441426867425148,1.2319190189728613,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.011946267833198708,0.0,0.003051250685307017,0.0,0.00951612166964274,0.0,0.014998291700001531,0.0,0.29274950235967867,0.21956212676975895,0.0,0.0,0.0,0.0,36.42638372098623,51.66666666666668,46.10666666666668,0.0,51.45080284437124,0.118202611763013,320.1810941690746,0.0,36.42638372098623,51.32436817241553,51.487963191440805,51.22399048936812,12.43753247303448,4419.85269167483,20.000000000000057,2.378007359012199,0.0,1.8030416259910313,0.02914214881766377,2.8804582020281364,4390.710542857167,5594.657060214099,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,8833.547169127827,20.008673666950497,0.0,7.621334899150864,0.55,9.236100170605994,3060.5707492344,-1877.9317450500132,-1776.1887103949712,0.0,0.0,472.5816624971323,0.0,2.0,0.0692849090971682,0.0,0.0,0.9122187764024918,131.99922844444444,-55.674894542591666,0.21068739282554702,9.526385519819765,0.0029927401628074357,-2.121367650751828,1.2212320842650068,0.22806872373289344,-1935.735128440069,57.80338339005597
2025-01-01 05:00:00,3.3151733645867223,1.5451069999618032,0.0,3.3151733645867223,1.5451069999618032,0.0,0.021858555906618338,0.9166775903703706,0.360350024765023,2.0087871935447104,0.007499999999999999,0.0,0.0,0.2453711559145317,1.2975483440472717,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.011946267833198708,0.0,0.0033999650493421046,0.0,0.018458590857276233,0.0,0.02124221571244852,0.0,0.2940253520133857,0.22051901401003918,0.0,0.0,916.6775903703705,0.16666666666666666,34.86329797559459,51.66666666666668,46.10666666666668,0.0,51.37151822288388,0.35491095083983176,962.2373623705519,916.6775903703705,34.86329797559459,49.921624534404515,51.37167957922785,49.19651633382086,12.43753247303448,4520.217794360642,20.000000000000057,2.2855218591558493,0.0,1.902916836751722,0.030870356792988475,3.0618623983880835,4489.347437567654,5374.391665198899,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,8812.201983506318,20.009125332141082,0.0,7.738857900162188,-0.25000000000000006,9.236100170605994,3078.4216378709275,-1994.010624186583,-1876.6450833742351,0.0,0.0,489.30331023919535,0.0,2.0,0.07031955584607694,0.0,0.0,0.9258411395346234,131.99922844444444,-54.45438335467519,0.21123790352238625,9.533061651102868,0.0030021960307721643,5.38532662778886,1.2206103621610478,0.20146050782626662,-2050.817306944764,56.80668275818064
2025-01-01 06:00:00,4.021975050798943,1.4571886892854502,0.0,4.021975050798943,1.4571886892854504,0.0,0.04187593393904163,1.741687421703704,0.38016871728772544,1.8507429778684719,0.007499999999999999,0.0,0.0,0.25953932358489007,1.1954618657005602,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.003835858004385964,0.0,0.03804007593465567,0.0,0.0341162858412052,0.0,0.3110753428401974,0.23330650713014794,0.0,0.0,1741.6874217037039,0.31666666666666665,34.32451416883745,51.66666666666668,46.10666666666668,0.0,51.22526846562555,0.5223733419742381,1406.0862865626025,1741.6874217037039,34.32451416883745,49.43158621637805,51.22526846562555,48.5347450917543,12.43753247303448,4438.334922228451,20.000000000000057,2.421407054508157,0.0,1.8212438345035007,0.029499143364971184,2.984209209250373,4408.83577886348,5574.996594333406,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,8830.511376684612,20.010180564750762,0.0,7.316014517058084,0.3,9.236100170605994,3112.4737795824935,-2134.5412788589383,-1800.9460679944657,0.0,0.0,532.2686056723977,0.0,2.0,0.06953347185842529,0.0,0.0,0.9154914027346586,131.99922844444444,-57.183680323889526,0.2105475659837564,9.522718097716817,0.0029925339394140022,-38.81759927678126,1.220613081729377,0.2386971285103344,-2195.7625518456034,61.22127298666523
2025-01-01 07:00:00,3.7837203228359955,1.6022716972777753,0.0,3.7837203228359955,1.6022716972777753,0.0,0.07692860769679725,1.1916808674814816,0.5004473172485105,1.9996635304092056,0.014999999999999998,0.0,0.0,0.30624165742477694,1.2916550398529985,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.023892535666397416,0.0,0.0035743222313596485,0.0,0.07335428546543762,0.0,0.0682325716824104,0.0,0.371504221893047,0.27862816641978516,0.0,0.0,1191.6808674814815,0.21666666666666667,34.80937849176004,51.66666666666668,46.10666666666668,0.0,51.32769190480931,0.3546124510171636,956.6468988215681,1191.6808674814815,34.80937849176004,49.86824779800987,51.32800899324274,49.13820865617673,12.43753247303448,4471.156764743449,20.000000000000057,2.266489654868819,0.0,1.8939975372669324,0.030665993142273314,3.0681798889393757,4440.490771601176,5310.339037258065,0.0,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,8802.002026541484,20.01382238478361,0.0,7.0825568455037455,-0.55,9.236100170605994,3153.9664446433935,-2376.9899072806493,-1935.9668732392086,0.0,0.0,674.7244093853323,1.237903134923114,2.0,0.07140445852974996,0.0,0.0,0.9401251822145096,131.99922844444444,-55.94785624617901,0.21005101910536694,9.51718392939525,0.002986119407991873,4.9620782350676125,1.2206026410706334,0.24171943322318348,-2439.460051564254,62.47014428360472
2025-01-01 08:00:00,2.795598185197233,1.7576897724415885,0.0,2.795598185197233,1.7576897724415887,0.0,0.06299707379203097,0.0,0.453078894223693,2.2645222171815087,0.014999999999999998,0.0,0.0,0.29057792186602105,1.4627368505755676,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0027025363212719294,0.0,0.06029453747075904,0.0,0.06564166506899811,0.0,0.34969879144787286,0.2622740935859046,0.0,0.0,0.0,0.0,36.45867261350755,51.66666666666668,46.10666666666668,0.0,51.753240506122516,0.05846570978772224,160.42936305720292,0.0,36.45867261350755,51.33885808930341,51.75494429266851,51.129963094347865,12.43753247303448,4712.009716925924,20.000000000000057,2.0973203328395895,0.0,2.0808203600124906,0.033701857169018495,3.246517534226816,4678.3078597569065,5011.987833786858,0.0,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,8772.385623851414,20.012542317259992,0.0,6.477871637508806,-1.4,9.236100170605994,3189.349799877191,-2612.590556900432,-2080.4517136208283,0.0,0.0,590.5964739477062,94.43173704045323,1.5,0.07349622342300964,0.0,0.0,0.9676657713026032,98.99942133333333,-32.80467737561141,0.2105053102243229,9.525784280714902,0.002990957835202651,39.903449349715174,1.2211777381989333,0.25727963147221655,-2679.3469373149915,66.75638041455909
2025-01-01 09:00:00,2.6328400401208842,1.623159872188745,0.0,2.6328400401208847,1.6231598721887452,0.0,0.08143301335351795,0.0,0.5147667977439084,2.021640229023458,0.014999999999999998,0.0,0.0,0.31293428738893236,1.3058505847998128,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.002179464775219298,0.0,0.07925354857829865,0.0,0.09752108122533183,0.0,0.37950727881175456,0.28463045910881585,0.0,0.0,0.0,0.0,34.30943146978916,51.66666666666668,46.10666666666668,0.0,51.293659933550835,0.1176702542189808,320.1810941690745,0.0,34.30943146978916,49.44738289235291,51.293659933550835,48.52424437175395,12.43753247303448,4435.151498598573,20.000000000000057,2.2289480919151834,0.0,1.9155674538464114,0.031072775177046652,3.0455649161215756,4404.078723421527,5014.590268859849,0.0,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,8793.084764810425,20.014539288537215,0.0,6.3350820996528965,-0.85,9.236100170605994,3163.9613506985766,-2345.879961376308,-1992.3545965047592,0.0,0.0,701.633530025048,311.21226951007264,2.0,0.07230097184018872,0.0,0.0,0.9519288532553424,131.99922844444444,19.53091857971405,0.21245133581508774,9.560769990514437,0.003017596654981521,136.07144754076984,1.2217626610866423,0.25386042928334995,-2410.425376421953,64.5454150456451
