Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 05:33:00,2.184565888681684,1.4193744554334051,0.0,0.03640943147802807,0.023656240923890084,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8190034975688751,0.0,0.0,0.0,0.24441426867425148,1.1749601867591537,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,36.473444236113664,51.666666666666686,46.10666666666668,0.0,51.83073024724131,0.7007358890443979,1924.4747247411037,0.0,36.473444236113664,51.419897666150035,51.83073024724131,51.2144813756044,12.43753247303448,HP On,4414.742723336015,20.000000000000057,2.4501336603087096,0.0,1.789999981942733,0.02900351562614191,2.9418143883896137,4385.739207709873,5663.481773006352,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.596085237574,20.008810672012466,0,7.809986137168616,0.6,9.236100170605994,3074.8402997553076,-2347.74583284139,-1760.7629283596505,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.20864961313281,0.2114706416602507,9.536792012208473,0.0030054609544512265,-50.865841555472045,1.220609268716333,0.254009100865244,-2403.8365828124956,56.09074997110562
2025-01-01 05:34:00,2.1847795329242374,1.419512455981214,0.0,0.03641299221540396,0.023658540933020233,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8192171418114287,0.0,0.0,0.0,0.24441426867425148,1.1750981873069626,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,36.28721841532774,51.666666666666686,46.10666666666668,0.0,51.80304973028774,0.7012286231174678,1924.4747247411037,0.0,36.28721841532774,51.25477607801818,51.80304973028774,50.9806392518834,12.43753247303448,HP On,4415.132862060441,20.000000000000057,2.4500620496953016,0.0,1.7902100953503928,0.029007046461035815,2.942161863802411,4386.125815599405,5663.481773006352,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.608644817932,20.008810672012466,0,7.783027778394695,0.6,9.236100170605994,3075.2301444914183,-2336.941488549312,-1760.7629283596505,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.208943601447935,0.2114532461003359,9.536336718587295,0.0030052125308469373,-50.81086577565391,1.220609451600001,0.2538761308521987,-2393.594896422345,56.65340787303298
2025-01-01 05:35:00,2.185010795089149,1.4196618365826466,0.0,0.03641684658481915,0.023661030609710774,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8194484039763403,0.0,0.0,0.0,0.24441426867425148,1.1752475679083951,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,36.10100996417623,51.666666666666686,46.10666666666668,0.0,51.7753644797645,0.7017221350655017,1924.4747247411037,0.0,36.10100996417623,51.08967017102658,51.7753644797645,50.74682301665763,12.43753247303448,HP On,4415.555325426259,20.000000000000057,2.449984472499544,0.0,1.7904377396363693,0.029010664339970897,2.9425383137207746,4386.544661086287,5663.481773006351,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.584214306211,20.00881067201247,0,7.757576633997381,0.6,9.236100170605994,3075.6408714533463,-2327.0071500237173,-1760.762928359651,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.22068000533704,0.21143586933033096,9.535881882681077,0.0030049643757759543,-50.75594942186321,1.2206096342861263,0.2537505311129684,-2383.9338472688996,56.92669724518239
2025-01-01 05:36:00,2.1852644019624434,1.4198256504398534,0.0,0.036421073366040724,0.023663760840664225,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8197020108496347,0.0,0.0,0.0,0.24441426867425148,1.175411381765602,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,35.91481888102817,51.666666666666686,46.10666666666668,0.0,51.747674497305155,0.7022164266811184,1924.4747247411035,0.0,35.91481888102817,50.92457994371263,51.747674497305155,50.51303266691638,12.43753247303448,HP On,4416.018593876368,20.000000000000057,2.449899405863851,0.0,1.7906873901226588,0.02901462072697587,2.942951134185777,4387.003973149392,5663.481773006351,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.559808354927,20.00881067201247,0,7.733519462254457,0.6,9.236100170605994,3076.0683328727036,-2317.386135213239,-1760.762928359651,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.25648703608943,0.21141851132994918,9.53542750406393,0.003004716488947927,-50.70109242984573,1.2206098167749218,0.2536317533569374,-2374.8091183071624,57.42298309392367
2025-01-01 05:37:00,2.185531508271092,1.4199981840708846,0.0,0.036425525137851536,0.02366663640118141,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8199691171582832,0.0,0.0,0.0,0.24441426867425148,1.1755839153966332,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,35.72864516430673,51.666666666666686,46.10666666666668,0.0,51.719979784542936,0.7027114997624778,1924.474724741104,0.0,35.72864516430673,50.75950539461387,51.719979784542936,50.27926819964934,12.43753247303448,HP On,4416.506463002673,20.000000000000057,2.449809835762857,0.0,1.7909502900276233,0.02901882713065976,2.9433858405348925,4387.487635872013,5663.481773006351,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.535426941224,20.00881067201247,0,7.710779241784973,0.6,9.236100170605994,3076.5099589032125,-2308.530246873222,-1760.762928359651,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.30273013188534,0.21140117207892573,9.535661812890737,0.0030044688700728178,-50.64629473541662,1.220609999066601,0.25351942663684957,-2366.1903193748567,57.660072501634524
2025-01-01 05:38:00,2.185806104563773,1.4201755557536568,0.0,0.03643010174272955,0.02366959259589428,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8202437134509646,0.0,0.0,0.0,0.24441426867425148,1.1757612870794054,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,35.54248881252283,51.666666666666686,46.10666666666668,0.0,51.692280343110724,0.7032073561133029,1924.474724741104,0.0,35.54248881252283,50.59444652226794,51.692280343110724,50.04552961184655,12.43753247303448,HP On,4417.0079639705755,20.000000000000057,2.44971777444715,0.0,1.7912205370523837,0.029023176398580933,2.943832670506167,4387.984787571994,5663.481773006351,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.54809273198,20.00881067201247,0,7.689261251479502,0.6,9.236100170605994,3076.9646978619185,-2300.0558960679873,-1760.762928359651,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.349492141082244,0.21138385155701747,9.535208377372157,0.003004221518860903,-50.59155627446047,1.2206101811613763,0.2534130913507112,-2358.040507334469,57.98461126648165
2025-01-01 05:39:00,2.186086707397363,1.4203568072785717,0.0,0.03643477845662271,0.02367261345464286,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8205243162845544,0.0,0.0,0.0,0.24441426867425148,1.1759425386043203,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,35.35634982393208,51.666666666666686,46.10666666666668,0.0,51.664576174641056,0.7037039975429009,1924.4747247411037,0.0,35.35634982393208,50.42940332521263,51.664576174641056,49.81181690049842,12.43753247303448,HP On,4417.520400484741,20.000000000000057,2.44962371405618,0.0,1.791496689119105,0.02902762716544932,2.9442892379017556,4388.492773319292,5663.481773006352,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.523761922981,20.008810672012466,0,7.668895275023869,0.6,9.236100170605994,3077.4321843648386,-2291.9341855390876,-1760.7629283596505,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.39444215232812,0.21136654974400337,9.534755397836761,0.0030039744350227734,-50.53687698293139,1.2206103630594611,0.25331240784582704,-2350.3321651189153,58.397979579827556
2025-01-01 05:40:00,2.1863735798535853,1.4205421085796355,0.0,0.03643955966422642,0.023675701809660592,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8208111887407767,0.0,0.0,0.0,0.24441426867425148,1.176127839905384,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,35.170228197071765,51.666666666666686,46.10666666666668,0.0,51.636867280766126,0.7042014258661855,1924.4747247411037,0.0,35.170228197071765,50.26437580198588,51.636867280766126,49.57813006259576,12.43753247303448,HP On,4418.044256743237,20.000000000000057,2.449527564926883,0.0,1.7917790118972117,0.029032176843565217,2.9447559802349366,4389.012079899672,5663.481773006352,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.499455581501,20.008810672012466,0,7.649617144617689,0.6,9.236100170605994,3077.912186849522,-2284.461504954415,-1760.7629283596505,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.438295926140505,0.21134926661968403,9.534991193741584,0.0030037276182693323,-50.482256796852724,1.2206105447610665,0.25321706545454525,-2343.04018101447,58.57867606005486
2025-01-01 05:41:00,2.186666959794112,1.42073161330031,0.0,0.036444449329901867,0.023678860221671833,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8211045686813034,0.0,0.0,0.0,0.24441426867425148,1.1763173446260586,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,34.98412393047943,51.666666666666686,46.10666666666668,0.0,51.60915366311779,0.7046996429036976,1924.4747247411037,0.0,34.98412393047943,50.09936395112574,51.60915366311779,49.344469095129725,12.43753247303448,HP On,4418.579964940918,20.000000000000057,2.4494292482664997,0.0,1.7920677393299225,0.02903682935138117,2.9452332824319445,4389.543135589537,5663.481773006352,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.47517368475,20.008810672012466,0,7.63135044736193,0.6,9.236100170605994,3078.4044266625647,-2277.2992556457693,-1760.7629283596505,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.48176431077899,0.21133200216388187,9.53453915460642,0.003003481068311795,-50.42769565231693,1.2206107262664057,0.25312669209688116,-2336.1349193081596,58.83566366239025
2025-01-01 05:42:00,2.1869667429091204,1.4209252540631057,0.0,0.036449445715152004,0.02368208756771843,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8214043517963117,0.0,0.0,0.0,0.24441426867425148,1.1765109853888542,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,34.79803702243862,51.666666666666686,46.10666666666668,0.0,51.58143532332754,0.7051986504816281,1924.474724741104,0.0,34.79803702243862,49.9343677711704,51.58143532332754,49.11083399509183,12.43753247303448,HP On,4419.127331383472,20.000000000000057,2.4493288003935905,0.0,1.7923627674284148,0.029041584367896854,2.945720970692729,4390.085747015575,5663.481773006351,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.487945282159,20.00881067201247,0,7.614039193264005,0.6,9.236100170605994,3078.9085770768856,-2270.498696858671,-1760.762928359651,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.52498033901094,0.21131475635644117,9.534087570151659,0.003003234784861691,-50.373193485485686,1.2206109075756901,0.2530410159467465,-2329.5945639649717,59.09586710630067
2025-01-01 05:43:00,2.1872726717525106,1.4211228645742704,0.0,0.03645454452920851,0.02368538107623784,0.0,0.01965752049692329,0.0,0.3459048706158854,1.821710280639702,0.0,0.0,0.0,0.24441426867425148,1.176708595900019,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,34.61196747137524,51.666666666666686,46.10666666666668,0.0,51.55371226302655,0.7056984504318391,1924.4747247411037,0.0,34.61196747137524,49.76938726065817,51.55371226302655,48.87722475947398,12.43753247303448,HP On,4419.685883433586,20.000000000000057,2.449226308667351,0.0,1.7926638422558554,0.02904643838384665,2.9462186233744143,4390.639445049739,5663.481773006352,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.4637137982,20.008810672012466,0,7.597627790657755,0.6,9.236100170605994,3079.424292885529,-2264.0682954867075,-1760.7629283596505,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.56781658048241,0.21129752917722777,9.533636439953819,0.0030029887676308598,-50.31875023258978,1.2206110886891317,0.25295976651008245,-2323.3975300870184,59.329234600310926
2025-01-01 05:44:00,2.1875844772847493,1.4213242710514329,0.0,0.036459741288079155,0.023688737850857216,0.0,0.01965752049692329,0.0,0.3459048706158854,1.8220220861719405,0.0,0.0,0.0,0.24441426867425148,1.1769100023771815,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.016257555447581184,0,On,0.020019179050216634,0,On,0.29274950235967867,0.21956212676975895,On,0,0,Off,Off,0.0,0.0,34.4259152758259,51.666666666666686,46.10666666666668,0.0,51.52598448384563,0.706199044591886,1924.4747247411037,0.0,34.4259152758259,49.604422418127506,51.52598448384563,48.64364138526845,12.43753247303448,HP On,4420.255127828231,20.000000000000057,2.4491218641093426,0.0,1.7929706990193073,0.029051387152633293,2.9467258009588457,4391.203740675597,5663.481773006351,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.439506689128,20.00881067201247,0,7.582062701033981,0.6,9.236100170605994,3079.9512118650273,-2257.985945156001,-1760.762928359651,-0.0,-0.0,477.0691543920756,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.61014199562857,0.21128032060612933,9.533874202120739,0.003002743016331454,-50.26436582992879,1.220611269606942,0.25288268287245436,-2317.5230817792267,59.537136623225855
2025-01-01 05:45:00,2.2067015926790927,1.4253568585627905,0.0,0.036778359877984876,0.023755947642713174,0.0,0.028461662135703485,0.0,0.35590041587964083,1.8223395146637482,0.0,0.0,0.0,0.24824181763537245,1.177115040927418,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.02506169708636138,0,On,0.02491132569914417,0,On,0.2978529009745066,0.2233896757308799,On,0,0,Off,Off,0.0,0.0,34.33120157844745,51.666666666666686,46.10666666666668,0.0,51.498251987415266,0.0,0.0,0.0,34.33120157844745,49.439473242117,51.498251987415266,48.410083869467876,12.43753247303448,HP On,4420.834599424277,20.000000000000057,2.449015552541897,0.0,1.7932830880953547,0.029056426568393672,2.9472420890749813,4391.778172855884,5663.481773006351,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.415323932231,20.00881067201247,0,7.567293736432386,0.6,9.236100170605994,3098.9313952362254,-2252.224809928702,-1760.762928359651,-0.0,-0.0,495.5116033915734,0.0,2.0,0.06911633945285801,0.0,0,0.9099993552229738,131.99922844444444,-56.65187921997381,0.21126313062305527,9.533424008755095,0.003002497530675937,-50.10286884296002,1.2206114503293313,0.2528095201868022,-2311.9518138500425,59.727003921340454
2025-01-01 05:46:00,2.1972695355242635,1.4192643515110048,0.0,0.03662115892540439,0.023654405858516747,0.0,0.028461662135703485,0.0,0.35590041587964083,1.812907457508919,0.0,0.0,0.0,0.24824181763537245,1.1710225338756324,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.02506169708636138,0,On,0.02491132569914417,0,On,0.2978529009745066,0.2233896757308799,On,0,0,Off,Off,0.0,0.0,34.32726714639848,51.666666666666686,46.10666666666668,0.0,51.49482487950469,0.0,0.0,0.0,34.32726714639848,49.43658238420612,51.49482487950469,48.40746113655685,12.43753247303448,HP On,4403.544486162107,20.000000000000057,2.4521805737844353,0.0,1.7839634239851414,0.02894403352377755,2.9318268203528093,4374.600452638329,5663.447604094981,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.428200933848,20.009281563147923,0,7.5532741475362,0.6,9.236100170605994,3081.5153980384493,-2246.7628841880087,-1760.832306917863,-0.0,-0.0,495.5116033915734,0.0,2.0,0.06911738590654484,0.0,0,0.9100131330385789,131.99922844444444,-56.70838459736823,0.21123983454875817,9.53322746578366,0.0030022528337902395,-50.05112150063704,1.220609669846933,0.2527400501737785,-2306.665676952404,59.90279276439493
2025-01-01 05:47:00,2.1975741143382783,1.4194610899893398,0.0,0.03662623523897131,0.023657684833155664,0.0,0.028461662135703485,0.0,0.35590041587964083,1.8132120363229338,0.0,0.0,0.0,0.24824181763537245,1.1712192723539674,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.02506169708636138,0,On,0.02491132569914417,0,On,0.2978529009745066,0.2233896757308799,On,0,0,Off,Off,0.0,0.0,34.3238809913955,51.666666666666686,46.10666666666668,0.0,51.491398211480664,0.0,0.0,0.0,34.3238809913955,49.43369185759399,51.491398211480664,48.40483868065066,12.43753247303448,HP On,4404.133609727691,20.000000000000057,2.4520651016453963,0.0,1.7843012482490446,0.028910788073889065,2.9323861965092566,4375.2228216538015,5663.447604094981,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.417641393607,20.00928156314792,0,7.5399602448754734,0.6,9.236100170605994,3082.058267506488,-2241.5822404759037,-1760.8323069178625,-0.0,-0.0,495.5116033915734,0.0,2.0,0.06911738590654484,0.0,0,0.9100131330385789,131.99922844444444,-56.75463869491318,0.21122271794340927,9.532779114753911,0.0030020083892762883,-49.99702546865663,1.220609849802845,0.2526740593024366,-2301.647827464381,60.065586988477214
2025-01-01 05:48:00,2.1978994147559114,1.4196712133013434,0.0,0.03663165691259852,0.023661186888355723,0.0,0.028461662135703485,0.0,0.35590041587964083,1.813537336740567,0.0,0.0,0.0,0.24824181763537245,1.171429395665971,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.02506169708636138,0,On,0.02491132569914417,0,On,0.2978529009745066,0.2233896757308799,On,0,0,Off,Off,0.0,0.0,34.320495172656834,51.666666666666686,46.10666666666668,0.0,51.4879719337547,0.0,0.0,0.0,34.320495172656834,49.43080161611295,51.4879719337547,48.402216457292084,12.43753247303448,HP On,4404.728437351808,20.000000000000057,2.451955724913702,0.0,1.7846212912347925,0.028916045505774167,2.9329160935637177,4375.812391846033,5663.447604094981,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.393583410554,20.00928156314792,0,7.527311058957484,0.6,9.236100170605994,3082.6142516751165,-2236.666717739262,-1760.8323069178625,-0.0,-0.0,495.5116033915734,0.0,2.0,0.06911738590654484,0.0,0,0.9100131330385789,131.99922844444444,-56.793482150401815,0.21120561982710656,9.532331214973341,0.0030017642089977766,-49.94298791247732,1.2206100295643711,0.25261134715566946,-2296.882493080613,60.215775341351005
2025-01-01 05:49:00,2.1982300316332415,1.4198847707070616,0.0,0.036637167193887356,0.02366474617845103,0.0,0.028461662135703485,0.0,0.35590041587964083,1.813867953617897,0.0,0.0,0.0,0.24824181763537245,1.1716429530716892,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.02506169708636138,0,On,0.02491132569914417,0,On,0.2978529009745066,0.2233896757308799,On,0,0,Off,Off,0.0,0.0,34.317109690210614,51.666666666666686,46.10666666666668,0.0,51.484546046279895,0.0,0.0,0.0,34.317109690210614,49.42791165973469,51.484546046279895,48.39959446646209,12.43753247303448,HP On,4405.3330240192745,20.000000000000057,2.4518445464174197,0.0,1.7849466575440827,0.028921296073814346,2.9334547680725436,4376.41172794546,5663.447604094981,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.369549640993,20.009281563147923,0,7.515288123220963,0.6,9.236100170605994,3083.1814837246775,-2232.0009370263565,-1760.832306917863,-0.0,-0.0,495.5116033915734,0.0,2.0,0.06911738590654484,0.0,0,0.9100131330385789,131.99922844444444,-56.83083676830688,0.21118854017988747,9.532572366316522,0.0030015202926689977,-49.88900876887172,1.2206102091317228,0.25255172539775095,-2292.3548855417607,60.35394851540433
2025-01-01 05:50:00,2.198566188042526,1.420101906296939,0.0,0.03664276980070877,0.023668365104948984,0.0,0.028461662135703485,0.0,0.35590041587964083,1.8142041100271817,0.0,0.0,0.0,0.24824181763537245,1.1718600886615667,0.0,1,0,0,Off,0,0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.0033999650493421046,0.0,On,0.02506169708636138,0,On,0.02491132569914417,0,On,0.2978529009745066,0.2233896757308799,On,0,0,Off,Off,0.0,0.0,34.313724543944346,51.666666666666686,46.10666666666668,0.0,51.48112054900934,0.0,0.0,0.0,34.313724543944346,49.425021988430885,51.48112054900934,48.39697270814166,12.43753247303448,HP On,4405.947698893346,20.000000000000057,2.4517315231566204,0.0,1.7852774755698082,0.02892663445737345,2.934002430786419,4377.021064435972,5663.447604094981,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,8840.38258258009,20.009281563147923,0,7.503855317486034,0.6,9.236100170605994,3083.7586861190657,-2227.5702485311886,-1760.832306917863,-0.0,-0.0,495.5116033915734,0.0,2.0,0.06911738590654484,0.0,0,0.9100131330385789,131.99922844444444,-56.86830924798969,0.21117147898181085,9.532125397149603,0.003001276640004554,-49.83508797468076,1.2206103885051085,0.25249501703654,-2288.05113682277,60.48088829158124
