Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2098297690155479,0.13873755439673618,0.0,0.003497162816925798,0.0023122925732789366,0.0,0.011297123988689189,0.0,0.1885326450268587,0.0,0.010000000000000002,0.0,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,33.88502164941209,51.666666666666686,46.10666666666668,0.0,49.92268505166205,0.0,0.0,0.0,33.88502164941209,48.19533549061187,49.92268505166205,47.33166071008679,12.43753247303448,19.12232254390951,0.0,-2.559294234763437,-2.7999999999869813,2.8,9.236100170605994,-431.9882553003265,25.998730802344927,115.81694987202322,-730.1180371726085,-0.0,-0.0,322.2285578154895,0.0,2.0,0.03432365041143925,0.0,0.0,3.660790092115355,131.99922844444444,-24.098775943207507,0.24464957867990106,9.446407521278205,0.003298567884769422,2.4352633208996837,1.2217159608259212,0,0,25.998730802344927,0.018585143850080248,135.6349481908167,-19.817998318793475
2025-01-01 00:01:00,0.2098297690155479,0.13873755439673618,0.0,0.003497162816925798,0.0023122925732789366,0.0,0.011297123988689189,0.0,0.1885326450268587,0.0,0.010000000000000002,0.0,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,34.1451363936051,51.666666666666686,46.10666666666668,0.0,49.91726269979498,0.0,0.0,0.0,34.1451363936051,48.19058001170873,49.91726269979498,47.32723866766561,12.43753247303448,18.893979867262885,0.0,-2.357195110644163,-2.6159315046677016,2.8,9.236100170605994,-417.0676517177732,25.278262777856135,110.0300922545171,-715.914736814092,-0.0,-0.0,322.2285578154895,0.0,2.0,0.034133450811905525,0.0,0.0,3.640504347413058,131.99922844444444,-23.38147271917078,0.24889379182339752,9.366258925783521,0.0032986641434644077,2.9950378244336138,1.226242703056595,0,0,25.278262777856135,0.018534395788154072,130.81852495232442,-20.788432697807327
2025-01-01 00:02:00,0.2098297690155479,0.13873755439673618,0.0,0.003497162816925798,0.0023122925732789366,0.0,0.011297123988689189,0.0,0.1885326450268587,0.0,0.010000000000000002,0.0,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,34.3933024964157,51.666666666666686,46.10666666666668,0.0,49.911801835671824,0.0,0.0,0.0,34.3933024964157,48.18578802788046,49.911801835671824,47.32278112398478,12.43753247303448,18.67587043218739,0.0,-2.1611846956229193,-2.449457352931854,2.8,9.236100170605994,-403.5568711783461,24.638548695312256,104.91468356136528,-702.4488123389643,-0.0,-0.0,322.2285578154895,0.0,2.0,0.033951540521490665,0.0,0.0,3.6211026992543696,131.99922844444444,-23.336616654871264,0.25232050116615623,9.267209515129174,0.003298782091351383,3.527731280562283,1.2271591044944798,0,0,24.638548695312256,0.018488378562591275,126.4826303871272,-21.56794682576193
2025-01-01 00:03:00,0.2098297690155479,0.13873755439673618,0.0,0.003497162816925798,0.0023122925732789366,0.0,0.011297123988689189,0.0,0.1885326450268587,0.0,0.010000000000000002,0.0,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,34.63038072122369,51.666666666666686,46.10666666666668,0.0,49.90630423568655,0.0,0.0,0.0,34.63038072122369,48.18096121601877,49.90630423568655,47.318289706184885,12.43753247303448,18.46725609607837,0.0,-1.9708996483117782,-2.2984076528798876,2.8,9.236100170605994,-390.8305604224564,24.01516991777491,100.33979870674837,-689.661555969996,-0.0,-0.0,322.2285578154895,0.0,2.0,0.03377733827635654,0.0,0.0,3.6025231529250337,131.99922844444444,-23.397562267949944,0.25564969447421254,9.171071898408599,0.003298920913547887,4.035202781225171,1.2280368749810369,0,0,24.01516991777491,0.018446525670828086,122.56509039445848,-22.225291687710115
2025-01-01 00:04:00,0.2098297690155479,0.13873755439673618,0.0,0.003497162816925798,0.0023122925732789366,0.0,0.011297123988689189,0.0,0.1885326450268587,0.0,0.010000000000000002,0.0,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,34.857038419311124,51.666666666666686,46.10666666666668,0.0,49.900771548274285,0.0,0.0,0.0,34.857038419311124,48.17610113221444,49.900771548274285,47.31376592418453,12.43753247303448,18.267564832213626,-0.121324056675288,-1.7860372102165076,-2.1609475461620664,2.8,9.236100170605994,-378.1024971368596,23.41689750766473,96.2364248648247,-677.5061422026181,-0.0,-0.0,322.2285578154895,0.0,2.0,0.03361039681161807,0.0,0.0,3.5847180053736496,131.99922844444444,-22.82491274973099,0.2588847759452002,9.079419747265195,0.003299079592106178,4.518927199604993,1.2288782586814682,0,0,23.41689750766473,0.018408355487836408,119.01378835284157,-22.777363488016874
2025-01-01 00:05:00,0.39795476901554794,0.13873755439673618,0.16125,0.006632579483592465,0.0023122925732789366,0.0026875000000000002,0.011297123988689189,0.0,0.1885326450268587,0.18812500000000004,0.010000000000000002,0.16125,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,On,3470.903948101312,18.888888888888914,0.8,497.83838523202166,4.725771666666667,0.18812500000000004,1,3780.6173333333336,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,35.07372054777646,51.666666666666686,46.10666666666668,0.0,49.89520532266005,0.0,0.0,0.0,35.07372054777646,48.17120923890111,49.89520532266005,47.30921119702165,12.43753247303448,18.07641566688953,-0.3124732219993831,-1.606328772228202,-2.035465997472936,2.8,9.236100170605994,2411.499290464876,1214.8637833028565,92.54759007053028,-665.9486727069442,-0.0,-0.0,322.2285578154895,0.0,2.0,0.033450424911256285,0.0,0.0,3.5676561969458924,131.99922844444444,-21.503753124718997,0.2620266142025797,8.991472562900997,0.003299257170765824,4.9799005568372126,1.2296847127500645,0,0,22.844608450572494,0.018373442300559848,115.78345783728716,-23.235867766756886
2025-01-01 00:06:00,0.39795476901554794,0.13873755439673618,0.16125,0.006632579483592465,0.0023122925732789366,0.0026875000000000002,0.011297123988689189,0.0,0.1885326450268587,0.18812500000000004,0.010000000000000002,0.16125,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,On,3470.903948101312,18.888888888888914,0.8,497.83838523202166,4.725771666666667,0.18812500000000004,1,3780.6173333333336,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,34.61413356739593,51.666666666666686,46.10666666666668,0.0,49.88960704191477,0.0,0.0,0.0,34.61413356739593,48.166286936066385,49.88960704191477,47.3046268831422,12.43753247303448,18.466486428210203,0.0,-1.1854676643603357,-1.9205436911692049,2.8,9.236100170605994,2383.5292904149896,1213.433427434734,89.2226802661024,-689.6145459448859,-0.0,-0.0,322.2285578154895,0.0,2.0,0.03377669519120792,0.0,0.0,3.6024545646568216,131.99922844444444,-25.80787993666349,0.2557030268320711,9.171562819574849,0.003299452735789999,3.9800259840086243,1.2280397225595223,0,0,21.414252582449894,0.018341408745221506,112.83461799627203,-23.611937730169622
2025-01-01 00:07:00,0.39795476901554794,0.13873755439673618,0.16125,0.006632579483592465,0.0023122925732789366,0.0026875000000000002,0.011297123988689189,0.0,0.1885326450268587,0.18812500000000004,0.010000000000000002,0.16125,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,On,3470.903948101312,18.888888888888914,0.8,497.83838523202166,4.725771666666667,0.18812500000000004,1,3780.6173333333336,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,34.17576812247909,51.666666666666686,46.10666666666668,0.0,49.88407722135255,0.0,0.0,0.0,34.17576812247909,48.161429132413986,49.88407722135255,47.30010508794471,12.43753247303448,18.838381987426608,0.0,-0.7768150873583717,-1.8149313476976143,2.8,9.236100170605994,2357.186642145671,1212.12421344764,86.21743708422296,-712.4727937331345,-0.0,-0.0,322.2285578154895,0.0,2.0,0.034087102014207074,0.0,0.0,3.6355610148315263,131.99922844444444,-29.292280417733416,0.2498312131293028,9.342053459777798,0.0032996092442370128,3.031591276139456,1.226475494920045,0,0,20.10503859535585,0.01831192084640069,110.13283000834063,-23.91539292411767
2025-01-01 00:08:00,0.2098297690155479,0.13873755439673618,0.0,0.003497162816925798,0.0023122925732789366,0.0,0.011297123988689189,0.0,0.1885326450268587,0.0,0.010000000000000002,0.0,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,33.75732138109616,51.666666666666686,46.10666666666668,0.0,49.87861270589795,0.0,0.0,0.0,33.75732138109616,48.1566328496792,49.87861270589795,47.29564292156982,12.43753247303448,19.193219139426162,0.0,-0.37971821883207435,-1.7175294410213995,2.8,9.236100170605994,-444.91475914976,18.840797510704288,83.49307467376642,-734.5498507047224,-0.0,-0.0,322.2285578154895,0.0,2.0,0.03438265254161716,0.0,0.0,3.6670829662991866,131.99922844444444,-32.59346626052711,0.2443675385545199,9.50431067675958,0.0032997286089787685,2.131503463661308,1.224986748799776,0,0,18.840797510704288,0.018284683220460615,107.64802941977138,-24.15495474600496
2025-01-01 00:09:00,0.2098297690155479,0.13873755439673618,0.0,0.003497162816925798,0.0023122925732789366,0.0,0.011297123988689189,0.0,0.1885326450268587,0.0,0.010000000000000002,0.0,0.0,0.0,0.1358208877300695,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00233672331871345,0.0,On,0.004480200334987869,0,On,0.004480200334987869,0.0,On,0.007438128053432643,0,On,0.13714913777861143,0.10286185333395854,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,3780.6173333333336,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,533.9755644444444,Off,0.0,0.0,34.02439488545291,51.666666666666686,46.10666666666668,0.0,49.87321053415704,0.0,0.0,0.0,34.02439488545291,48.15189529243885,49.87321053415704,47.291237671579765,12.43753247303448,18.95891342681304,0.0,-0.23968212488539897,-1.627370458833281,2.8,9.236100170605994,-427.5749710899506,18.519188561192976,81.01558996825398,-719.9427373031641,-0.0,-0.0,322.2285578154895,0.0,2.0,0.034187563383824705,0.0,0.0,3.6462757255959155,131.99922844444444,-29.860791602276002,0.24797222084675097,9.397713654664415,0.00329981263599486,2.707969587734415,1.2259692701983487,0,0,18.519188561192976,0.0182594348068651,105.35395539713129,-24.338365428877314
