Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.16235094931203703,0.1112529005126641,0.0,0.0027058491552006173,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,0.0,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,4156.334497777778,Off,0.0,0.0,33.63444167512292,51.666666666666686,46.10666666666668,0.0,50.95470979701001,0.0,0.0,0.0,33.63444167512292,48.09867667395453,50.95470979701001,46.67066011242679,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5159.779811217922,19.29624607345269,-0.20375392654736757,2.8,-285.87008592192035,-578.6265732721117,-0.0,-0.0,286.42110624240985,0.0,2.0,0.02691507512664051,0.0,0,0.5008473167991941,131.99922844444444,6.335381107781551,0.22751354358997336,9.302668520561799,0.0030999725105411813,41.13737574006243,1.2211355642604105
2025-01-01 00:01:00,0.16235094931203703,0.1112529005126641,0.0,0.0027058491552006173,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,0.0,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,4156.334497777778,Off,0.0,0.0,33.69266897022102,51.666666666666686,46.10666666666668,0.0,50.9512205594485,0.0,0.0,0.0,33.69266897022102,48.09584448669268,50.9512205594485,46.66815645031477,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5159.643223495802,19.24334519087278,-0.25665480912727645,2.8,-289.29543110414266,-575.9612415478198,-0.0,-0.0,286.42110624240985,0.0,2.0,0.026877287282564548,0.0,0,0.5001441443122505,131.99922844444444,0.24470420126726822,0.22895218994769848,9.30218441339833,0.003100256345177278,41.20255510397997,1.2249240274681272
2025-01-01 00:02:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,33.749689987349974,51.666666666666686,46.10666666666668,0.0,50.94772616049736,0.0,0.0,0.0,33.749689987349974,48.093007396402996,50.94772616049736,46.665648014355824,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5158.899991270033,19.191476152506404,-0.30852384749365314,2.8,3863.418291791627,-573.3526108069855,-0.0,-0.0,286.42110624240985,0.0,2.0,0.026840220311933637,0.0,0,0.4994543861490273,131.99922844444444,-5.984701421575814,0.22971436691959166,9.278822232890795,0.0031005397502911172,41.2661319425919,1.2251411517292523
2025-01-01 00:03:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,33.63102265515582,51.666666666666686,46.10666666666668,0.0,50.944226709260484,0.0,0.0,0.0,33.63102265515582,48.090165504660106,50.944226709260484,46.663134902359914,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5158.173322168872,19.290600749713906,-0.20939925028615036,2.8,3847.44738281849,-578.3419108361393,-0.0,-0.0,286.42110624240985,0.0,2.0,0.026911043387529525,0.0,0,0.5007722924603702,131.99922844444444,-16.966310365558996,0.2283207368666091,9.324573446115552,0.0031008235424043093,41.07411094932731,1.2247256727883402
2025-01-01 00:04:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,33.516334768862855,51.666666666666686,46.10666666666668,0.0,50.94073809030792,0.0,0.0,0.0,33.516334768862855,48.087333605296735,50.94073809030792,46.66063136279115,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5159.596417873939,19.386315165397402,-0.11368483460265466,2.8,3835.694983715527,-583.1757271898897,-0.0,-0.0,286.42110624240985,0.0,2.0,0.026979374355013845,0.0,0,0.5020438245500184,131.99922844444444,-23.884893114771373,0.2269847166304588,9.368426325490415,0.0031011061097925645,40.88797418710203,1.224324748460632
2025-01-01 00:05:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,33.40528075690105,51.666666666666686,46.10666666666668,0.0,50.937259943713755,0.0,0.0,0.0,33.40528075690105,48.08451136322377,50.937259943713755,46.65813707297878,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5160.960428182248,19.4789160711437,-0.021083928856356238,2.8,3827.127622922492,-587.8673964862946,-0.0,-0.0,286.42110624240985,0.0,2.0,0.02704543053665327,0.0,0,0.5032730264443634,131.99922844444444,-27.76058461140179,0.22570112261798722,9.411203475339764,0.0031013874887736315,40.70721074054206,1.2239371095738167
2025-01-01 00:06:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,33.29757374752445,51.666666666666686,46.10666666666668,0.0,50.93379194080018,0.0,0.0,0.0,33.29757374752445,48.08169847245091,50.93379194080018,46.65565173827628,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5162.291030808031,19.568649717066375,0.0,2.8,3819.7520646636394,-592.4279369775597,-0.0,-0.0,286.42110624240985,0.0,2.0,0.02710939250355716,0.0,0,0.5044632582884242,131.99922844444444,-30.575602378988783,0.22446562490050168,9.452385135821604,0.0031016677125168457,40.531396279519136,1.2235617018010998
2025-01-01 00:07:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,33.19302296925109,51.666666666666686,46.10666666666668,0.0,50.9303337788299,0.0,0.0,0.0,33.19302296925109,48.0788946511439,50.9303337788299,46.6531750873009,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5163.571974037275,19.655679782480085,0.0,2.8,3812.7669055413685,-596.8643532096908,-0.0,-0.0,286.42110624240985,0.0,2.0,0.027171381364957878,0.0,0,0.5056167737349873,131.99922844444444,-33.12434526912886,0.2232751604410831,9.492061641763769,0.003101946811579261,40.36024708081609,1.2231978190745567
2025-01-01 00:08:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,33.09148014999296,51.666666666666686,46.10666666666668,0.0,50.92688517231716,0.0,0.0,0.0,33.09148014999296,48.07609963353237,50.92688517231716,46.650706864139984,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5164.806069518382,19.740133435957436,0.0,2.8,3806.0052833066666,-601.181921516769,-0.0,-0.0,286.42110624240985,0.0,2.0,0.02723149178641729,0.0,0,0.5067353343616234,131.99922844444444,-35.56839919675265,0.22212725598669392,9.530971695842304,0.0031022248147859785,40.19354184632862,1.2228449100810699
2025-01-01 00:09:00,4.318685447089815,0.1112529005126641,0.0,0.07197809078483025,0.0018542150085444015,0.0,0.00951161022732184,0.0,0.15283933908471517,4.156334497777778,0.0,0.0,0.0,0.1112529005126641,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.003103307748538012,0.0,On,0.006408302478783829,0,On,0.004502138401163003,0,On,0.11327245020102299,0.08495433765076721,On,0,0,Off,On,4156.334497777778,20.000000000000057,0.9999999999999999,0.0,4.156334497777778,0.0,1,4156.334497777778,4156.334497777778,Off,0.0,0.0,32.99281124528525,51.666666666666686,46.10666666666668,0.0,50.923445849185036,0.0,0.0,0.0,32.99281124528525,48.073313166331225,50.923445849185036,46.64824682490433,12.43753247303448,Off,0.0,22.222222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,5166.016383681746,19.82212563034525,0.0,2.8,3799.464857740989,-605.3854035361364,-0.0,-0.0,286.42110624240985,0.0,2.0,0.027289809376993747,0.0,0,0.5078205332185831,131.99922844444444,-37.90534274306259,0.22101967504100395,9.568516106372662,0.003102501749618921,40.03108050404999,1.2225024763289651
