Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,41.12110368351611,51.666666666666686,46.10666666666668,0.0,51.675670906703445,0.07215404934487411,197.38116970866585,0.0,41.12110368351611,51.677201888978125,51.67796738011547,51.675670906703445,12.43753247303448,16.326838650235384,0.0,4.797735963741058,2.239793701175656,-2.799999999999932,2.8,9.236100170605994,704.0893119125367,-407.2415254986876,150.24067807132923,1122.9934599576493,-298.52325263890384,-0.0,-0.0,970.2787880904966,0.0,8.001,0.016934181229720603,0.0,0,0.15848718188927677,528.0629133919999,32.33377646094383,0.3690637625952527,9.158573707828669,0.004177803909026521,319.16222449214746,1.2328613968697164,0.17123379253577145,-445.8052879076176,38.56376240892996,0.14498225455103997,105.84747162875843,44.39320644257079,0.1746511458888115,1274.609403900213,-151.61594394256366
2025-01-01 00:01:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,41.101905728755554,51.666666666666686,46.10666666666668,0.0,51.66945907990219,0.07216547392929565,197.38116970866585,0.0,41.101905728755554,51.65711881142482,51.66945907990219,51.65094867718614,12.43753247303448,16.323766932610173,0.0,4.844342358848079,2.294153629419285,-2.711867865220472,2.8,9.236100170605994,696.6345516734923,-418.5701723906851,139.33004946448696,1097.3487723679852,-298.41728936353854,-0.0,-0.0,970.2787880904966,0.0,8.001,0.01693201527927741,0.0,0,0.15846691073608685,528.0629133919999,24.773052946534072,0.37031088318909683,9.182134271602134,0.004178900917800559,319.1157230474891,1.2364750496488226,0.17130742506270719,-456.40192390463494,37.831751513949776,0.14498225455103997,95.57650363967304,43.75354582481392,0.17429091634098148,1251.962160613699,-154.61338824571388
2025-01-01 00:02:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,41.08293250634492,51.666666666666686,46.10666666666668,0.0,51.663246811810524,0.07217690294412861,197.38116970866585,0.0,41.08293250634492,51.63703735043478,51.663246811810524,51.623932619746924,12.43753247303448,16.320503605531517,0.0,4.888180797722881,2.3469081081782894,-2.6273122715544455,2.8,9.236100170605994,689.114471206208,-429.11997573096846,128.15427137066064,1073.7567027205896,-298.30473274493215,-0.0,-0.0,970.2787880904966,0.0,8.001,0.01692971407801045,0.0,0,0.15844537376900159,528.0629133919999,17.14041586064358,0.3704842026444841,9.182219180491117,0.004179994561152778,319.07020230489553,1.2364881758631754,0.17137665567612834,-466.3773101424717,37.25733441150329,0.14498225455103997,85.60887527588599,42.54539609477466,0.17394460426027814,1230.3067982550021,-156.55009553441243
2025-01-01 00:03:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,41.064175574094975,51.666666666666686,46.10666666666668,0.0,51.657034082432666,0.07218833642866876,197.38116970866585,0.0,41.064175574094975,51.61695748708444,51.657034082432666,51.59691918941033,12.43753247303448,16.317055905786948,0.0,4.929526139062315,2.398076972231808,-2.5458802189885477,2.8,9.236100170605994,681.5690984258624,-439.0184038490182,117.68598676543456,1051.7205607135454,-298.18583532646016,-0.0,-0.0,970.2787880904966,0.0,8.001,0.01692728270381349,0.0,0,0.1584226185120826,528.0629133919999,9.476145661825882,0.3706619211572721,9.181312582405813,0.004181088036892438,319.02546204993496,1.2365020900760322,0.1714419235191849,-475.79257225215304,36.774168403134794,0.14498225455103997,75.94083888010306,41.74514788533151,0.17361043218030753,1209.5189966286127,-157.79843591506742
2025-01-01 00:04:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,41.04562669815684,51.666666666666686,46.10666666666668,0.0,51.650820872536286,0.07219977442085479,197.38116970866582,0.0,41.04562669815684,51.596879203161066,51.650820872536286,51.56990836847346,12.43753247303448,16.313430891837445,0.0,4.968599327985677,2.447732761066179,-2.467202137416275,2.8,9.236100170605994,677.1022017717069,-448.3475528356709,107.4526374251282,1031.030167260366,-298.0608435115388,-0.0,-0.0,970.2787880904966,0.0,8.001,0.016924726108729842,0.0,0,0.1583986913115559,528.0629133919999,4.884257192749011,0.37084387867564195,9.181210663781837,0.0041821813470011085,318.98147477291894,1.2365167621886475,0.1715035817091574,-484.69681410406537,36.3492612683945,0.14498225455103997,66.55868857069044,40.89394885443777,0.17328694944522477,1189.4973909556284,-158.4672236952625
2025-01-01 00:05:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,41.02721345450922,51.666666666666686,46.10666666666668,0.0,51.644607163633665,0.07221121695730073,197.38116970866585,0.0,41.02721345450922,51.57680248114529,51.644607163633665,51.54290013990112,12.43753247303448,16.309690792306434,0.0,5.0055831121400205,2.4959219040261886,-2.390962036403726,2.8,9.236100170605994,676.092126152578,-457.1570843440817,97.54819959900624,1011.5086399424503,-297.9319054913615,-0.0,-0.0,970.2787880904966,0.0,8.001,0.01692208815867303,0.0,0,0.15837400270897176,528.0629133919999,3.745243553442755,0.37102861010311294,9.181048922437398,0.004183274493392943,318.9379867890588,1.236531926422871,0.17156192236731413,-493.13063538465315,35.973551040571444,0.14498225455103997,57.45365181373469,40.09454778527155,0.17297291327168363,1170.1555711758654,-158.6469312334151
2025-01-01 00:06:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,41.00885875024639,51.666666666666686,46.10666666666668,0.0,51.63839294378531,0.07222266406260151,197.38116970866588,0.0,41.00885875024639,51.55672730961622,51.63839294378531,51.51589449253168,12.43753247303448,16.305901854534106,0.0,5.040633024379518,2.5426953303218953,-2.316889698834149,2.8,9.236100170605994,675.711502044213,-465.49167837603517,87.93006185665467,993.0020846451869,-297.8013065706064,-0.0,-0.0,970.2787880904966,0.0,8.001,0.016919415566313625,0.0,0,0.15834898988870988,528.0629133919999,3.23402052432278,0.37121455218643973,9.179966696232137,0.004184367477347887,318.89472728667016,1.2365472998081126,0.17161719410423748,-501.12859141126665,35.636913035231466,0.14498225455103997,48.616105853961386,39.31395600269328,0.17266725918729037,1151.4198243302035,-158.41773968501667
2025-01-01 00:07:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,40.99054777418388,51.666666666666686,46.10666666666668,0.0,51.63217820802204,0.07223411574853594,197.38116970866585,0.0,40.99054777418388,51.53665368364452,51.63217820802204,51.48889142145577,12.43753247303448,16.30207680336623,0.0,5.07388297877013,2.5881009008443736,-2.2447546339485474,2.8,9.236100170605994,675.6506251210612,-473.38838867332726,78.58982090288356,975.3784940182655,-297.66948612741805,-0.0,-0.0,970.2787880904966,0.0,8.001,0.016916717300665376,0.0,0,0.15832373679186518,528.0629133919999,3.0413231579825677,0.3714014055513777,9.17976040513306,0.004185460299468069,318.85164441344546,1.2365628279983405,0.17166961096078626,-508.7204376740165,35.33204900068928,0.14498225455103997,40.03700767575154,38.55281322713203,0.17236907819330266,1133.2273798427625,-157.84888582449693
2025-01-01 00:08:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,40.97227253819469,51.666666666666686,46.10666666666668,0.0,51.625962952713785,0.07224557202442777,197.38116970866582,0.0,40.97227253819469,51.516581599548076,51.625962952713785,51.461890922965225,12.43753247303448,16.298222500759568,0.0,5.105449857771829,2.63218516680487,-2.174360674789887,2.8,9.236100170605994,675.6514580818379,-480.8788699374444,69.51913753225048,958.524612860638,-297.5366812419009,-0.0,-0.0,970.2787880904966,0.0,8.001,0.01691399819708503,0.0,0,0.15829828867259277,528.0629133919999,2.909351233242134,0.37158900906755543,9.179538412124744,0.004186552960226005,318.80871026109014,1.2365784816895518,0.17171935972912516,-515.9321522699341,35.05328233248976,0.14498225455103997,31.70756171928717,37.811575812963305,0.17207759617887403,1115.5248617604989,-157.00024889986096
2025-01-01 00:09:00,0.5168229636406556,0.33325444948767047,0.004614913446466296,0.008613716060677594,0.005554240824794508,7.69152241077716e-05,0.02298921381950906,0.0,0.4438337498211465,0.0,0.05,0.004614913446466296,0.0,0.0,0.31867111615433713,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006547994051010987,0.0,On,0.016302862879320243,0,On,0.018938928282030133,0,On,0.35152984203083976,0.2636473815231297,On,0.004614913446466296,On,0,0,Off,Off,0.0,15.5555555555556,0,0.0,0.0,0.0,0,0,4837.455719258826,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7506.72344,Off,0.0,0.0,40.954030624663346,51.666666666666686,46.10666666666668,0.0,51.619747174952714,0.0722570328982794,197.38116970866588,0.0,40.954030624663346,51.49651105431739,51.619747174952714,51.434892993999725,12.43753247303448,16.294341021280925,0.0,5.1354369126405714,2.674993300983229,-2.105541268395788,2.8,9.236100170605994,675.616298403929,-487.9904829894074,60.70883758095747,942.3434654998534,-297.4029639189361,-0.0,-0.0,970.2787880904966,0.0,8.001,0.016911259714586544,0.0,0,0.15827265918581984,528.0629133919999,2.7404742323684204,0.37177731472771486,9.178408440210454,0.004187645460024511,318.7659165230187,1.2365942520280235,0.17176660538119554,-522.7866933955308,34.796210406123436,0.14498225455103997,23.619232870730784,37.08960471022669,0.17179215586306276,1098.2669517546574,-155.9234862548039
