intercept,slope,r_squared,equation,n_customers,kwh_mean,kwh_std,kw_mean,kw_std,residual_std,n_trials,kva
4.452449568970385,0.005408726592026978,0.8568612482506395,kw_max_div = 4.4524 + 0.005409 x kWh_transformer,3,2885.212583672076,1539.4443099895668,20.057775593928405,20.057775593928405,3.403160040150109,20,25.0
3.298915118024617,0.00384974932403255,0.9088969074810666,kw_max_div = 3.2989 + 0.003850 x kWh_transformer,9,9907.684542368035,2689.6144856584883,41.441016987733704,41.441016987733704,3.2781719763159036,20,50.0
-24.592940335057136,0.005315428470023041,0.6893931212686786,kw_max_div = -24.5929 + 0.005315 x kWh_transformer,17,17684.382818555005,3034.016221496196,69.40713157347645,69.40713157347645,10.825008311691162,20,75.0
