Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 02:54:00,1.1558226412021866,0.16214182249814893,0.5343665660746187,0.01926371068670311,0.002702363708302482,0.00890610943457698,0.178581657294757,0.006998,0.38461173390742937,0.53563125,0.05,0.0,0.004939539047591663,0.529427027027027,0.0,0,0.1475584891648156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03164593731048258,0.02373445298286193,On,0.0,0,Off,0.045786130756578954,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.004939539047591663,On,0.09537635313255277,0,On,0.08767010829244815,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.247822301470175e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.247822301470175e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.188344126797393,0.0,7.474959764452597,1.6120074858049025,1.1,9.236100170605994,10670.357347503046,-832.2987290379942,3421.9298580130044,-770.4625920590871,-0.0,-0.0,638.9706722529235,0.0,3.0,0.03248951368692332,0.0,0.0,0.09241280768008281,197.99884266666666,-107.11345281187872,0.194261865330285,8.728123858517815,0.002619494821170683,157.9257019949972,1.2255099160377314,0.10873669091327998,-908.7890704878639,76.49034144986966,0.20617913197353352,-138.39823527849384,-418.61888992074915
2025-01-01 02:55:00,1.1558226412021866,0.16214182249814893,0.5343665660746187,0.01926371068670311,0.002702363708302482,0.00890610943457698,0.178581657294757,0.006998,0.38461173390742937,0.53563125,0.05,0.0,0.004939539047591663,0.529427027027027,0.0,0,0.1475584891648156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03164593731048258,0.02373445298286193,On,0.0,0,Off,0.045786130756578954,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.004939539047591663,On,0.09537635313255277,0,On,0.08767010829244815,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.243859367785262e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.243859367785262e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.22812052408084,0.0,7.471890873927747,1.6582461059228708,1.1,9.236100170605994,10662.221343169153,-831.8160705041229,3402.3683349667044,-773.2336473785011,-0.0,-0.0,638.9706722529235,0.0,3.0,0.03253482157116761,0.0,0.0,0.09254168091694952,197.99884266666666,-112.47840182635707,0.1937931020261341,8.747550855493458,0.002619660782869995,157.8893229098221,1.2253430695390242,0.10873669091327998,-908.3515815827479,76.53551107862503,0.20849993956433338,-152.59530467387242,-423.98334357167056
2025-01-01 02:56:00,1.1558226412021866,0.16214182249814893,0.5343665660746187,0.01926371068670311,0.002702363708302482,0.00890610943457698,0.178581657294757,0.006998,0.38461173390742937,0.53563125,0.05,0.0,0.004939539047591663,0.529427027027027,0.0,0,0.1475584891648156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03164593731048258,0.02373445298286193,On,0.0,0,Off,0.045786130756578954,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.004939539047591663,On,0.09537635313255277,0,On,0.08767010829244815,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.239945970771411e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.239945970771411e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.26711949861858,0.0,7.468875139608227,1.703619869910031,1.1,9.236100170605994,10654.366875598136,-831.3408944148441,3382.955714443578,-775.9543621152546,-0.0,-0.0,638.9706722529235,0.0,3.0,0.03257921165202322,0.0,0.0,0.09266794356416987,197.99884266666666,-117.61215466062066,0.1933349786067998,8.765824957022332,0.0026198267289317366,157.8532854670408,1.225179525707314,0.10873669091327998,-907.9216704161935,76.5807760013493,0.21075249559502393,-166.78069847010528,-429.21057029856405
2025-01-01 02:57:00,1.1558226412021866,0.16214182249814893,0.5343665660746187,0.01926371068670311,0.002702363708302482,0.00890610943457698,0.178581657294757,0.006998,0.38461173390742937,0.53563125,0.05,0.0,0.004939539047591663,0.529427027027027,0.0,0,0.1475584891648156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03164593731048258,0.02373445298286193,On,0.0,0,Off,0.045786130756578954,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.004939539047591663,On,0.09537635313255277,0,On,0.08767010829244815,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.2361316470996826e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2361316470996826e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.305365894948732,0.0,7.465910961561545,1.7481446777861822,1.1,9.236100170605994,10646.782594731392,-830.8729458806323,3363.701291617672,-778.6262442035398,-0.0,-0.0,638.9706722529235,0.0,3.0,0.032622714174028386,0.0,0.0,0.0927916816489686,197.99884266666666,-122.52455343907945,0.19288711792979366,8.783672401892774,0.00261999265926348,157.81757833876847,1.2250191778499153,0.10873669091327998,-907.4991089081466,76.6261630275143,0.2129397431222981,-180.94151402750018,-434.3041775670753
2025-01-01 02:58:00,1.1558226412021866,0.16214182249814893,0.5343665660746187,0.01926371068670311,0.002702363708302482,0.00890610943457698,0.178581657294757,0.006998,0.38461173390742937,0.53563125,0.05,0.0,0.004939539047591663,0.529427027027027,0.0,0,0.1475584891648156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03164593731048258,0.02373445298286193,On,0.0,0,Off,0.045786130756578954,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.004939539047591663,On,0.09537635313255277,0,On,0.08767010829244815,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.232366860099015e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.232366860099015e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.342883535687704,0.0,7.462996822596469,1.7918362506490004,1.1,9.236100170605994,10639.457667945508,-830.4119855369432,3344.6133577780383,-781.2507441287948,-0.0,-0.0,638.9706722529235,0.0,3.0,0.032665358094234105,0.0,0.0,0.0929129775364562,197.99884266666666,-127.22498029970888,0.19244916012527719,8.801106665248408,0.002620158573775429,157.78219067822982,1.22486192371434,0.10873669091327998,-907.0836807738214,76.67169523687815,0.21506443549488632,-195.06594127212097,-439.2676841620878
2025-01-01 02:59:00,1.1558226412021866,0.16214182249814893,0.5343665660746187,0.01926371068670311,0.002702363708302482,0.00890610943457698,0.178581657294757,0.006998,0.38461173390742937,0.53563125,0.05,0.0,0.004939539047591663,0.529427027027027,0.0,0,0.1475584891648156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03164593731048258,0.02373445298286193,On,0.0,0,Off,0.045786130756578954,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.004939539047591663,On,0.09537635313255277,0,On,0.08767010829244815,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.2287011464404713e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2287011464404713e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.37969528283147,0.0,7.460131283429804,1.8347101218086954,1.1,9.236100170605994,10632.381768900153,-829.9577885549483,3325.6992861848994,-783.8292582676535,-0.0,-0.0,638.9706722529235,0.0,3.0,0.032707171160644144,0.0,0.0,0.09303191015274281,197.99884266666666,-131.7223652062048,0.1920207615099597,8.818140678356613,0.002620324472380321,157.74711208990115,1.224707665220795,0.10873669091327998,-906.6751808346938,76.7173922797456,0.217129153602782,-209.1431752920256,-444.1045217353221
2025-01-01 03:00:00,1.1906496068549262,0.1615172316301789,0.533326663117231,0.01984416011424877,0.0026919538605029813,0.008888777718620516,0.1761067313079149,0.006998,0.4219136255470112,0.53563125,0.05,0.0,0.0038996360902039443,0.529427027027027,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.225084969452988e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.225084969452988e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.415823092115716,0.0,7.457312978107741,1.876781629201784,1.1,9.236100170605994,10606.999069457945,-829.5101437058723,3306.9656095979217,-786.3631318182914,-0.0,-0.0,620.4246826836539,0.0,3.0,0.032748179982047064,0.0,0.0,0.09314855518356764,197.99884266666666,-136.02520152850596,0.19160159361305976,8.8355058506397,0.002620490354993333,154.6646774513663,1.2245563082246094,0.10873669091327998,-906.2734143657868,76.76327065991451,0.21913632110320191,-223.1633372279497,-448.8180363863761
2025-01-01 03:01:00,1.1906496068549262,0.1615172316301789,0.533326663117231,0.01984416011424877,0.0026919538605029813,0.008888777718620516,0.1761067313079149,0.006998,0.4219136255470112,0.53563125,0.05,0.0,0.0038996360902039443,0.529427027027027,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.2215678658076286e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2215678658076286e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.451185409844317,0.0,7.454540609676664,1.9180659089469425,1.1,9.236100170605994,10600.415419773033,-829.0688524823684,3288.4180904660607,-788.8464481740615,-0.0,-0.0,620.4246826836539,0.0,3.0,0.03278829368397558,0.0,0.0,0.09326265414661701,197.99884266666666,-140.12553485764744,0.1911923303360066,8.851714211820997,0.002620653016303824,154.6305731261166,1.2244081942255631,0.10873669091327998,-905.8781964785185,76.80934399615018,0.2210882179095433,-237.11740246542288,-453.4114902807638
2025-01-01 03:02:00,1.1906496068549262,0.1615172316301789,0.533326663117231,0.01984416011424877,0.0026919538605029813,0.008888777718620516,0.1761067313079149,0.006998,0.4219136255470112,0.53563125,0.05,0.0,0.0038996360902039443,0.529427027027027,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.21810029883333e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.21810029883333e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.48590730843247,0.0,7.45181294609164,1.95857788992212,1.1,9.236100170605994,10594.050392807629,-828.6337282996699,3270.0617846378673,-791.2878035467206,-0.0,-0.0,620.4246826836539,0.0,3.0,0.03282765575401309,0.0,0.0,0.0933746151763609,197.99884266666666,-144.0492064503925,0.19079165291167918,8.868280414598477,0.002620815661419139,154.59674898356468,1.224262795267283,0.10873669091327998,-905.4893515374318,76.85562323776195,0.2229869921827,-250.9971352817294,-457.8880632926507
2025-01-01 03:03:00,1.1906496068549262,0.1615172316301789,0.533326663117231,0.01984416011424877,0.0026919538605029813,0.008888777718620516,0.1761067313079149,0.006998,0.4219136255470112,0.53563125,0.05,0.0,0.0038996360902039443,0.529427027027027,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.2146822685300926e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2146822685300926e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.520008197349124,0.0,7.4491288163485,1.998332289256228,1.1,9.236100170605994,10587.896848014949,-828.2045957355306,3251.901099325665,-793.688398057818,-0.0,-0.0,620.4246826836539,0.0,3.0,0.03286628961300982,0.0,0.0,0.09348450489080257,197.99884266666666,-147.8021567319754,0.1903992750612078,8.884496387311012,0.0026209782902694378,154.5631962199134,1.2241200282470655,0.10873669091327998,-905.1067126088008,76.90211687327017,0.22483467102587698,-264.7950292222614,-462.25085466432074
2025-01-01 03:04:00,1.1906496068549262,0.1615172316301789,0.533326663117231,0.01984416011424877,0.0026919538605029813,0.008888777718620516,0.1761067313079149,0.006998,0.4219136255470112,0.53563125,0.05,0.0,0.0038996360902039443,0.529427027027027,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.211313774897917e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.211313774897917e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.553506770060917,0.0,7.4464871068409275,2.0373436086409065,1.1,9.236100170605994,10581.946995461436,-827.7812897766361,3233.939845954435,-796.0493910193209,-0.0,-0.0,620.4246826836539,0.0,3.0,0.03290421778581478,0.0,0.0,0.09359238735936941,197.99884266666666,-151.3910163239849,0.19001492235884535,8.90037264608833,0.002621140902786741,154.5299063649047,1.2239798131670778,0.10873669091327998,-904.7301209413092,76.94883116467317,0.22663317005271008,-278.50425258154024,-466.5028846762721
2025-01-01 03:05:00,1.1906496068549262,0.1615172316301789,0.533326663117231,0.01984416011424877,0.0026919538605029813,0.008888777718620516,0.1761067313079149,0.006998,0.4219136255470112,0.53563125,0.05,0.0,0.0038996360902039443,0.529427027027027,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.208044354607864e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.208044354607864e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.586421030084985,0.0,7.443886757936999,2.07562613137835,1.1,9.236100170605994,10576.192965822416,-827.3636551104122,3216.18128844308,-798.3719021681975,-0.0,-0.0,620.4246826836539,0.0,3.0,0.032941461936248646,0.0,0.0,0.09369832420238956,197.99884266666666,-154.82253481412772,0.18963833170514502,8.915195231704015,0.0026213034989048646,154.49687126921137,1.2238420730185586,0.10873669091327998,-904.3594254780184,76.99577036760616,0.2283843019726768,-292.1185984483909,-470.6470963207763
2025-01-01 03:06:00,1.1906496068549262,0.1615172316301789,0.533326663117231,0.01984416011424877,0.0026919538605029813,0.008888777718620516,0.1761067313079149,0.006998,0.4219136255470112,0.53563125,0.05,0.0,0.0038996360902039443,0.529427027027027,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,On,10908.962720121088,19.444444444444457,0.9250000000000002,3978.9469832122472,15.515976706306306,0.53563125,1,14352.278453333334,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.204824470988873e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.204824470988873e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.618768319011785,0.0,7.441326760762629,2.1131939200903136,1.1,9.236100170605994,10570.627385894291,-826.9515454752893,3198.6281873923263,-800.6570130789303,-0.0,-0.0,620.4246826836539,0.0,3.0,0.03297804290393778,0.0,0.0,0.09380237469586211,197.99884266666666,-158.10300383152097,0.18926925079166831,8.930421106718576,0.0026214660785593594,154.46408309092257,1.2237067336582168,0.10873669091327998,-903.994482397825,77.04293692253572,0.23008978431640043,-305.6324388455204,-474.68635697440027
2025-01-01 03:07:00,0.655018356854926,0.1615172316301789,0.0038996360902039443,0.010916972614248767,0.0026919538605029813,6.49939348367324e-05,0.1761067313079149,0.006998,0.4219136255470112,0.0,0.05,0.0,0.0038996360902039443,0.0,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.201604587369881e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.201604587369881e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.650565346385907,0.0,7.438806154179454,2.150060815021349,1.1,9.236100170605994,-343.71951341297125,-826.5448230595223,-797.6641426172266,-802.9057687450777,-0.0,-0.0,620.4246826836539,0.0,3.0,0.03301398074289489,0.0,0.0,0.09390459588119546,197.99884266666666,-161.23842735154753,0.18890743755806813,8.945336564601304,0.002621628641687451,154.43153428116435,1.2235737236772943,0.10873669091327998,-903.6351546846428,77.09033162512044,0.23175124640565864,-319.04068255352496,-478.6234600637016
2025-01-01 03:08:00,0.655018356854926,0.1615172316301789,0.0038996360902039443,0.010916972614248767,0.0026919538605029813,6.49939348367324e-05,0.1761067313079149,0.006998,0.4219136255470112,0.0,0.05,0.0,0.0038996360902039443,0.0,0.0,0,0.14693389829684556,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.030813149486522508,0.023109862114891876,On,0.0,0,Off,0.04331120476973685,0.0,On,0.002466501606177841,0.0,On,0.13032902493200021,0,On,0.004820620262674254,0,On,0.1650987149092716,0.12382403618195367,On,0.0038996360902039443,On,0.1152464267018346,0,On,0.10593471418670819,0,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,14352.278453333334,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8803.563106666666,Off,0.0,0.0,3.204527250962504e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.204527250962504e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.621447117524575,0.0,7.436324021834633,2.124243637447692,1.1,9.236100170605994,-337.11129331861133,-826.1433597657208,-784.8713120171228,-800.8463673629303,-0.0,-0.0,620.4246826836539,0.0,3.0,0.03298107134932478,0.0,0.0,0.09381098877189338,197.99884266666666,-156.68960863933492,0.18926112487340552,8.932548955462853,0.002621791188227982,154.4284955391614,1.2236952968107693,0.10873669091327998,-903.2813117068321,77.13795194111123,0.23058901277425006,-309.63597952630187,-475.235332490821
