Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,3.4809550410364505,2.2301055128462526,0.04091004513422114,3.48095504103645,2.2301055128462526,0.04091004513422114,0.03701013055763135,0.522305116493093,2.921639793985726,0.0,0.04091004513422114,0.0,0.34291263907088876,1.8871928737753643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.004544051535087718,0.0,0.0009125557288717779,0.0,0.03155352329367186,0.0,0.06508826439857442,0.0,0.3982220115829463,0.2986665086872096,0.0,0.0,928.0585185185186,0.0,81.87976121270881,51.66666666666668,46.10666666666668,0.0,51.17630588740804,0.26130275266803554,695.3867805755101,928.0585185185186,127.93712689485751,50.63273616147448,51.20091372210753,50.33634346380823,12.43753247303448,7479.7341662689605,20.000000000000057,2.585794511649512,0.0,2.8748303571561435,0.046809436829582315,2.914170107049199,7432.924729439378,9843.127826811578,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14156.704916079376,20.007521747769086,0.0,7.14889834308033,1.6982967969073408,2.8,9.236100170605994,5984.964575430901,-3739.1388504240394,787.6843923025394,-1939.2403513536526,0.0,0.0,597.4393204621404,0.0,1.0,0.08647601320392896,0.0,0.0,0.6306756372486964,65.99961422222222,-152.96855994654726,0.18935897656546682,9.184405483879953,0.0026871396440688025,-31.57668766143727,1.2219762163629329,0.6793725140391308,-3850.5153432666457,111.37649284260611,0.5436834545663999,780.5997012443474,7.084691058191962
2025-01-01 01:00:00,3.4051502385939347,2.2229518326405997,0.0,3.4051502385939347,2.2229518326405997,0.0,0.016898688445775304,0.40553654472625716,2.9827150054219023,0.0,0.0,0.0,0.29630826955577916,1.9266435630848207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05751996949878289,0.04313997712408715,0.0,0.0,0.004203247669956139,0.0,0.00035684312856140113,0.0,0.012338597647257763,0.0,0.010458851985218122,0.0,0.33755772324225614,0.25316829243169203,0.0,0.0,0.0,0.0,84.48607879706422,51.66666666666668,46.10666666666668,0.0,51.59853866038392,0.0,0.0,0.0,132.00949812041284,51.63763398888919,51.657181653141826,51.59853866038392,12.43753247303448,7536.879456140941,20.000000000000057,2.5514853342812387,0.0,2.935164035858472,0.047550969563430315,2.979364505699493,7489.32848657751,9712.062488412073,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14145.150503608022,20.005644541820967,0.0,7.476048764987253,2.8040115024212025,2.5,9.236100170605994,5989.5248407721065,-3268.8704984993747,-210.93595509934838,-1857.854439063784,0.0,0.0,464.80580676729676,0.0,1.0,0.08143945794511295,0.0,0.0,0.5939436860438998,65.99961422222222,-154.3059830723472,0.18905415200823342,9.178553864156157,0.002682351025103437,-22.522037266474754,1.2220468963200706,0.5344865143346171,-3375.5045502877488,106.63405178837417,0.5436834545663999,-217.35784599139396,6.4218908920455915
2025-01-01 02:00:00,3.4449847673014147,2.248528915600788,0.0,3.4449847673014147,2.248528915600788,0.0,0.016898688445775304,0.40406167371346785,3.0240244051421716,0.0,0.0,0.0,0.2952021162961872,1.9533267993046006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.004203247669956139,0.0,0.00035684312856140113,0.0,0.012338597647257763,0.0,0.010458851985218122,0.0,0.33755772324225614,0.25316829243169203,0.0,0.0,0.0,0.0,82.40338338734598,51.66666666666668,46.10666666666668,0.0,50.83110955059642,0.0,0.0,0.0,128.7552865427281,50.857437351143204,50.870601251416595,50.83110955059642,12.43753247303448,7450.566105315153,20.000000000000057,2.4889386446043034,0.0,2.9758370602476267,0.04818734489454498,3.004034648802752,7402.378760420607,9333.910453138056,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14110.919217607268,20.005623588288778,0.0,8.037108031967588,2.4647333340377995,1.6500000000000001,9.236100170605994,5905.90968158019,-3011.533959587554,-576.6239370760303,-1858.1303226118594,0.0,0.0,463.33093575450744,0.0,1.0,0.07732876254798592,0.0,0.0,0.5639640958307771,65.99961422222222,-149.8570368776104,0.1889097493134597,9.176184654911511,0.002680289875925774,-1.442864913106501,1.2220485041028408,0.37389864724691385,-3111.3292938863156,99.79533429876157,0.5436834545663999,-580.1025997904172,3.478662714386914
2025-01-01 03:00:00,3.431354263781654,2.2397177577728797,0.0,3.4313542637816536,2.2397177577728797,0.0,0.016671485869020918,0.40258680270067854,3.0120959752119543,0.0,0.0,0.0,0.29409596303659524,1.9456217947362842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457022747320427,0.040927670604903196,0.0,0.0,0.003976045093201754,0.0,0.00035684312856140113,0.0,0.012338597647257763,0.0,0.010458851985218122,0.0,0.33755772324225614,0.25316829243169203,0.0,0.0,0.0,0.0,80.37054582909276,51.66666666666668,46.10666666666668,0.0,50.065970663236456,0.0,0.0,0.0,125.57897785795744,50.09648503066699,50.11174221438227,50.065970663236456,12.43753247303448,7442.482944916955,20.000000000000057,2.4961955570874603,0.0,2.964031671679474,0.048064303532479806,3.0042858090581364,7394.4186413844745,9409.796156812637,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14110.874291057411,20.005599553245776,0.0,7.906584959836815,2.1277873375198455,1.6500000000000001,9.236100170605994,5834.729066915307,-3536.0156241321233,-342.92385123092384,-1920.3058401781466,0.0,0.0,461.6288621649637,0.0,1.0,0.07998836694849033,0.0,0.0,0.583360777499739,65.99961422222222,-149.07689998846385,0.18887400838457843,9.175576087109025,0.002679776589520637,-32.163124348717204,1.2220489829338288,0.4561293731496233,-3644.173995048766,108.15837091664226,0.5436834545663999,-344.9475475106358,2.023696279711953
2025-01-01 04:00:00,3.7199397297444317,2.4233150517048463,0.0,3.7199397297444317,2.4233150517048463,0.0,0.016671485869020918,0.4011119316878892,3.2946563121875214,0.007499999999999999,0.0,0.0,0.29298980977700323,2.1281377419278433,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.003976045093201754,0.0,0.00035684312856140113,0.0,0.012338597647257763,0.0,0.010458851985218122,0.0,0.33755772324225614,0.25316829243169203,0.0,0.0,0.0,0.0,78.38764260612437,51.66666666666668,46.10666666666668,0.0,49.31756298685517,0.0,0.0,0.0,122.48069157206932,49.35430049087586,49.37266924288621,49.31756298685517,12.43753247303448,7614.74478003777,20.000000000000057,2.353969228871337,0.0,3.1684274732155284,0.051228838971993075,3.130984911612473,7563.515941065777,8920.503406872771,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,14053.27981563784,20.00557862650933,0.0,7.638513138477794,2.0410745339452476,0.55,9.236100170605994,5828.836108419741,-3391.382745745172,-1066.6890402139538,-2100.6456821875795,0.0,0.0,460.1539911521744,0.0,1.0,0.08215351644804039,0.0,0.0,0.5991513648519483,65.99961422222222,-145.4169805826235,0.18829254436135956,9.163799890499803,0.0026727474943159823,6.785887119516888,1.2214807995928096,0.41193487511036125,-3505.5717146706415,114.18896892546935,0.5436834545663999,-1068.4777019191833,1.788661705229473
2025-01-01 05:00:00,3.861746538965197,2.5146196848755316,0.0,3.861746538965197,2.5146196848755316,0.0,0.01712589102252969,0.4011119316878892,3.436008716254778,0.007499999999999999,0.0,0.0,0.29298980977700323,2.2194423750985286,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.004430450246710526,0.0,0.00035684312856140113,0.0,0.012338597647257763,0.0,0.010458851985218122,0.0,0.33755772324225614,0.25316829243169203,0.0,0.0,0.0,0.0,76.45387924341486,51.66666666666668,46.10666666666668,0.0,48.59096898291816,0.0,0.0,0.0,119.45918631783573,48.63041996307935,48.65014545315994,48.59096898291816,12.43753247303448,7735.239695448956,20.000000000000057,2.2794094137126937,0.0,3.3073593194622175,0.05364939679256049,3.2280889298898,7681.590298656395,8569.357575884891,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,14019.099187468522,20.00558460241968,0.0,7.760199574106371,0.7493536290023062,-0.25000000000000006,9.236100170605994,5859.312802608928,-3603.1445443233574,-725.4565339337036,-2192.5468660657425,0.0,0.0,460.6083963056832,0.0,1.0,0.0822176030957437,0.0,0.0,0.5996187532742625,65.99961422222222,-143.98842307996867,0.18875692499658508,9.168794588257494,0.0026807195941764136,19.37787177424569,1.2208618949258252,0.3639610924217845,-3715.1622449524816,112.01770062912472,0.5436834545663999,-726.2438364478691,0.787302514165522
2025-01-01 06:00:00,3.716910278181977,2.421004768055881,0.0,3.716910278181977,2.421004768055881,0.0,0.017693897464415655,0.40406167371346785,3.287654707004094,0.007499999999999999,0.0,0.0,0.2952021162961872,2.1236151517596937,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.00499845668859649,0.0,0.00035684312856140113,0.0,0.012338597647257763,0.0,0.010458851985218122,0.0,0.33755772324225614,0.25316829243169203,0.0,0.0,0.0,0.0,74.56927196438097,51.66666666666668,46.10666666666668,0.0,47.89937111568906,0.0,0.0,0.0,116.51448744434528,47.9243985704683,47.93691229785792,47.89937111568906,12.43753247303448,7730.6259321036605,20.000000000000057,2.3738251589248476,0.0,3.2352532230737774,0.05240148393031623,3.1854031340185975,7678.224448173344,8889.326603206491,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,14048.771184170955,20.0056336648662,0.0,7.329651046227324,1.2717783596210797,0.3,9.236100170605994,5924.1170307741,-3852.4474545754474,-691.8251920158684,-2121.9319930815727,0.0,0.0,464.12614477314776,0.0,1.0,0.0819518352358431,0.0,0.0,0.5976804896079234,65.99961422222222,-148.7030530211347,0.1884651318233888,9.164088067252758,0.002676565890882781,-32.95331213664317,1.2208647516940359,0.4310504421505084,-3972.918292524701,120.47083794925354,0.5436834545663999,-694.3622424949825,2.5370504791141264
2025-01-01 07:00:00,4.067515613249311,2.6188130685766833,0.049092054161065365,4.067515613249311,2.6188130685766833,0.04909205416106537,0.048087390893280374,0.46669119834141715,3.5377370240146133,0.014999999999999998,0.049092054161065365,0.0,0.3292856980636669,2.285152370513017,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.004657652823464912,0.0,0.0012207219803626837,0.0,0.04220901608945278,0.0,0.02764360092319444,0.0,0.38005275690665047,0.2850395676799878,0.0,0.0,1113.6702222222223,0.0,76.13270356430311,51.66666666666668,46.10666666666668,0.0,48.66884808988388,0.19890140007897847,522.9650583426479,1113.6702222222223,118.95734931922361,48.47512761220355,48.71114389435657,48.335971568890706,12.43753247303448,7874.200037504781,20.000000000000057,2.249846540753724,0.0,3.407559353394832,0.05517767061978137,3.2890920230169174,7819.022366884999,8467.620700875888,0.0,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,14003.597688910548,20.006839524933905,0.0,7.098718113322002,0.8218386253301325,-0.55,9.236100170605994,6002.738064285294,-4291.526414522303,-980.6752993739611,-2278.4185528091466,0.0,0.0,554.1745104734542,2.7279767644231323,1.0,0.0840549952060234,0.0,0.0,0.6130189829690991,65.99961422222222,-147.21793088379547,0.18827612550708392,9.161825595568123,0.002674070759885726,15.142709417330986,1.2208615686888151,0.43652912629560503,-4414.74676057719,123.2203460548864,0.5436834545663999,-983.186786389879,2.5114870159179
2025-01-01 08:00:00,4.491265598653483,2.8209339314357273,0.04091004513422114,4.491265598653483,2.8209339314357273,0.04091004513422114,0.12442446842340694,0.6293092534726898,3.722531876757386,0.014999999999999998,0.04091004513422114,0.0,0.41204087801942285,2.404518053416304,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.0035216399396929823,0.0,0.003398333648267299,0.0,0.11750449483544666,0.0,0.07992141611345924,0.0,0.4889181258348692,0.36668859437615176,0.0,0.0,928.0585185185186,0.0,79.09195089887889,51.66666666666668,46.10666666666668,0.0,51.4389333028226,0.400292976174962,1089.2492931801637,928.0585185185186,123.58117327949827,49.565131148534526,51.43970537883131,48.627457995381775,12.43753247303448,7860.42538094868,20.000000000000057,2.13209931885923,0.0,3.4989893600134656,0.066062926903146,3.350354329697177,7794.362454045534,7991.397795689815,0.007479589840774457,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,13956.92197414236,20.010174889166663,0.0,6.491190524241028,0.13102350725088902,-1.4,9.236100170605994,6076.714264598896,-4714.285872050967,-1096.1853140392338,-2456.6172627791516,0.0,0.0,785.5090673098783,146.99383754734453,1.0,0.08679520888543496,0.0,0.0,0.6330035537700803,65.99961422222222,-112.60292088051055,0.18892529839691147,9.176846565222515,0.0026826201089287646,95.46788756881983,1.2214148200834651,0.4645845492821052,-4846.434672752487,132.14880070152037,0.5436834545663999,-1100.389927264383,4.204613225149036
2025-01-01 09:00:00,4.298389130631341,2.684479708848926,0.0,4.298389130631341,2.684479708848926,0.0,0.12805622038878214,0.646840956505338,3.5084919537372206,0.014999999999999998,0.0,0.0,0.4138427875740968,2.2662619212748294,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.0028400322094298243,0.0,0.0035195734536101688,0.0,0.12169661472574214,0.0,0.09505057307320872,0.0,0.4913206719077678,0.3684905039308257,0.0,0.0,0.0,0.0,75.8756944431677,51.66666666666668,46.10666666666668,0.0,50.60259831961226,0.0,0.0,0.0,118.55577256744952,48.339930311944734,50.60259831961226,47.20859630811097,12.43753247303448,7659.79902872534,20.000000000000057,2.2137535180132315,0.0,3.3618689035804414,0.06389371069999943,3.2516890047534868,7595.90531802534,7995.725899051342,0.007729339456780133,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,13989.467902320412,20.010475751531644,0.0,6.357994367877805,0.18048304904022333,-0.85,9.236100170605994,6071.012074727037,-4237.625729099524,-744.7903217821579,-2353.9251918324144,0.0,0.0,806.5043440827988,441.2051589079241,1.0,0.08544305943374887,0.0,0.0,0.623142232861511,65.99961422222222,-41.36610624868819,0.19057245675976947,9.206219685178572,0.0027047997409442542,177.88539793009264,1.222010198677075,0.45849942910176517,-4367.262738216412,129.6370091168877,0.5436834545663999,-756.6830276077474,11.892705825589482
