Metric,Value
Total Electric Energy (kWh),635.055804117883
Total Gas Energy (therms),109.58051225225226
Average Electric Power (kW),0.8820219501637264
Peak Electric Power (kW),8.165057523809477
Other Electric Energy (kWh),296.72620226756175
HVAC Heating Electric Energy (kWh),110.86465888020835
Lighting Electric Energy (kWh),50.538248703668415
Water Heating Electric Energy (kWh),142.17669426644446
HVAC Cooling Electric Energy (kWh),34.75
HVAC Heating Gas Energy (therms),109.58051225225226
Average Temperature - Indoor (C),19.08531509641258
Unmet Heating Load (C-hours),42.72291763852827
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
