Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.07567778577777,51.666666666666686,46.10666666666668,0.0,52.057438643382184,0.0,0.0,0.0,27.07567778577777,52.05863512424664,52.059233364678875,52.057438643382184,12.43753247303448,13.612145634146632,0.0,6.920091945437803,2.8,9.236100170605994,-426.69393787140126,-1448.793378899049,-735.3562215201409,-0.0,-0.0,362.9498470589456,0.0,2.0,0.05218770904154235,0.0,0.0,0.9413691240545272,131.99922844444444,-54.287563410206005,0.2923845725968733,6.188473325318583,0.00277252744287413,36.61109602214563,1.2455865026470425,0.2741234894946692,-1471.874602520233,23.081223621184144
2025-01-01 00:01:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.122954876646872,51.666666666666686,46.10666666666668,0.0,52.05499078362432,0.0,0.0,0.0,27.122954876646872,52.05635521752271,52.05703743447191,52.05499078362432,12.43753247303448,13.542727842856852,0.0,6.893925356204812,2.8,9.236100170605994,-421.3807996274731,-1438.7092567202692,-728.3605964375569,-0.0,-0.0,362.9498470589456,0.0,2.0,0.05202525499555532,0.0,0.0,0.93843875547199,131.99922844444444,-55.97005024886181,0.29459278120393,6.174413983501853,0.0027727674993833517,36.786760060173634,1.249527319802601,0.2740597828896793,-1462.1868750462518,23.47761832598266
2025-01-01 00:02:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.168634998393244,51.666666666666686,46.10666666666668,0.0,52.05253866903457,0.0,0.0,0.0,27.168634998393244,52.0540713298326,52.05483766023163,52.05253866903457,12.43753247303448,13.475573696728683,0.0,6.869679758158096,2.8,9.236100170605994,-416.27503679556725,-1429.460210556379,-721.6185108804754,-0.0,-0.0,362.9498470589456,0.0,2.0,0.051867914977282534,0.0,0.0,0.9356006344296911,131.99922844444444,-57.60637297403741,0.29591025797685033,6.140908777919535,0.0027730079469759318,36.95582004316938,1.2498198929929465,0.27400074001367036,-1453.214169382023,23.753958825644133
2025-01-01 00:03:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.212848943689,51.666666666666686,46.10666666666668,0.0,52.05008244403212,0.0,0.0,0.0,27.212848943689,52.05178359564907,52.05263417145755,52.05008244403212,12.43753247303448,13.410497609876282,0.0,6.8471428197731825,2.8,9.236100170605994,-411.42955497027566,-1420.8971638460794,-715.1089467675494,-0.0,-0.0,362.9498470589456,0.0,2.0,0.05171527134954237,0.0,0.0,0.9328472275303025,131.99922844444444,-59.270455261671884,0.29719414735671634,6.108551768228001,0.002773249443041831,37.118711376341594,1.2501035370411104,0.273945846653589,-1444.8770829166008,23.97991907052151
2025-01-01 00:04:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.255699942304872,51.666666666666686,46.10666666666668,0.0,52.047622241209595,0.0,0.0,0.0,27.255699942304872,52.049492138431454,52.05042708704239,52.047622241209595,12.43753247303448,13.347353123592953,0.0,6.826148154418044,2.8,9.236100170605994,-405.382322455747,-1412.913709073018,-708.8151162229872,-0.0,-0.0,362.9498470589456,0.0,2.0,0.05156699598389682,0.0,0.0,0.9301726159476117,131.99922844444444,-59.517053291705444,0.2984467477103206,6.076747786490969,0.002773491948521435,37.275867181822235,1.250378878918742,0.27389469991940274,-1437.1133784191913,24.199669346173415
2025-01-01 00:05:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.29723703212645,51.666666666666686,46.10666666666668,0.0,52.045158183825215,0.0,0.0,0.0,27.29723703212645,52.047197072946645,52.04821651750736,52.045158183825215,12.43753247303448,13.286070721208965,0.0,6.806561378482676,2.8,9.236100170605994,-397.8827571298895,-1405.4549097664146,-702.7281253011269,-0.0,-0.0,362.9498470589456,0.0,2.0,0.05142293981490338,0.0,0.0,0.9275741108185196,131.99922844444444,-58.10447888770825,0.2996689170947248,6.045975929003458,0.0027737354271103196,37.42748290897741,1.2506462111180814,0.2738469744406172,-1429.8727818034931,24.417872037078396
2025-01-01 00:06:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.337492363960504,51.666666666666686,46.10666666666668,0.0,52.04269039070254,0.0,0.0,0.0,27.337492363960504,52.044898509832294,52.04600256939718,52.04269039070254,12.43753247303448,13.226604860522347,0.0,6.788268830945518,2.8,9.236100170605994,-390.1792115336629,-1398.4859737873726,-696.8415976490571,-0.0,-0.0,362.9498470589456,0.0,2.0,0.05128300915896693,0.0,0.0,0.9250500222653621,131.99922844444444,-56.28746094355143,0.3008610774631951,6.0162114409831435,0.00277397984376662,37.57368044014726,1.2509057222391244,0.2738023949887597,-1423.11278075506,24.626806967687422
2025-01-01 00:07:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.376521565826344,51.666666666666686,46.10666666666668,0.0,52.0402189777573,0.0,0.0,0.0,27.376521565826344,52.04259655701881,52.04378534664957,52.0402189777573,12.43753247303448,13.168876660145964,0.0,6.771171170309258,2.8,9.236100170605994,-382.61512629585576,-1391.9746206417767,-691.1459840285286,-0.0,-0.0,362.9498470589456,0.0,2.0,0.051147030968770324,0.0,0.0,0.9225972288366642,131.99922844444444,-54.418989326272715,0.30202433424550684,5.987410577127302,0.002774225164247747,37.71468732280742,1.2511577471914543,0.2737607209462585,-1416.7962373009875,24.821616659210854
2025-01-01 00:08:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.414382317532233,51.666666666666686,46.10666666666668,0.0,52.03774405587479,0.0,0.0,0.0,27.414382317532233,52.04029131775243,52.041564948691246,52.03774405587479,12.43753247303448,13.112804320499333,0.0,6.755179996899978,2.8,9.236100170605994,-375.3550752213925,-1385.8884629357585,-685.6315976170904,-0.0,-0.0,362.9498470589456,0.0,2.0,0.05101482424326071,0.0,0.0,0.9202124656103643,131.99922844444444,-52.67332466324763,0.3031598867329655,5.959021710041804,0.0027744713557688364,37.85074187210378,1.2514026344694549,0.273721738126729,-1410.8901246059925,25.00166167023396
2025-01-01 00:09:00,0.32945136393128205,0.17943344007999168,0.0,0.0054908560655213675,0.002990557334666528,0.0,0.013572407782748637,0.0,0.2658789561485334,0.0,0.05,0.0,0.0,0.0,0.16485010674665834,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0031326663011695902,0.0,On,0.010439741481579046,0,On,0.008708700913864888,0,On,0.1590090344427176,0.11925677583203817,On,0.03737011290579067,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,12692.32368,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7433.162591111111,Off,0.0,0.0,27.451131168442025,51.666666666666686,46.10666666666668,0.0,52.03526573072439,0.0,0.0,0.0,27.451131168442025,52.037982890422455,52.03934147027149,52.03526573072439,12.43753247303448,13.05830764219525,0.0,6.740215742192948,2.8,9.236100170605994,-368.37947541105547,-1380.196841287038,-680.2890539463975,-0.0,-0.0,362.9498470589456,0.0,2.0,0.050886210711572705,0.0,0.0,0.9178925169119013,131.99922844444444,-51.04026852360353,0.3042689380219028,5.932014224550926,0.0027747183870670262,37.98207896555647,1.2516407263775684,0.2736852536707084,-1405.3647355615308,25.167894274492788
