Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4908386569727904,0.180936452048529,0.31477777777777777,0.49083865697279044,0.180936452048529,0.3147777777777778,0.11835649590460937,0.0,0.37248216106818105,0.0,0.31477777777777777,0.0,0.0,0.180936452048529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.024126206140350874,0.0,0.09423028976425848,0.0,0.027689479633398024,0.0,0.20160620858271638,0.15120465643703723,0.05395163904464596,0.0,0.04959243965876499,0.0,0.0,0.0,5535.136385185185,17.77777777777783,0.25,0.0,9.225227308641974,0.0,0.4166666666666667,5535.136385185185,13284.327324444444,0.0,0.0,36.21809782513405,51.66666666666668,46.10666666666668,0.0,50.049041582563056,0.0,0.0,0.0,36.21809782513405,48.53488890430137,50.049041582563056,47.77781256517053,12.43753247303448,17.46242342641946,-0.053088465771407974,2.8,9.236100170605994,3691.606146020498,-2189.2816595531426,0.0,0.0,505.1813721130338,0.0,2.0,0.11455191057438374,0.0,0.0,1.0720925470611644,131.99922844444444,-159.4299517245786,0.23064269145546626,8.115373427619854,0.002791158774213351,-51.95783571715694,1.2326018261823335
2025-01-01 01:00:00,0.8304174730378157,0.179596453699532,0.2895955555555556,0.8304174730378155,0.17959645369953203,0.28959555555555555,0.08499073301445507,0.36667103614814817,0.37875570387521235,0.0,0.2895955555555556,0.0,0.0,0.179596453699532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.022316740679824556,0.0,0.06267399233463052,0.0,0.014178003842548026,0.0,0.20081060397110345,0.15060795297832755,0.06519156384561388,0.0,0.0599241979210077,0.0,0.0,0.0,5092.32547437037,17.77777777777783,0.22999999999999998,0.0,8.487209123950617,0.0,0.38333333333333336,5092.32547437037,13284.327324444444,366.6710361481482,0.06666666666666667,35.57947083196116,51.66666666666668,46.10666666666668,0.0,49.77694988099811,0.09364999303688994,243.39444333924106,366.6710361481482,35.57947083196116,47.98663672746171,49.77694988099811,47.09148015069351,12.43753247303448,17.47817297601866,-0.05824189226987648,2.5,9.236100170605994,3322.0846841350035,-2065.4760611005895,0.0,0.0,456.5731612895131,0.0,2.0,0.1058134313264061,0.0,0.0,0.9903090270183267,131.99922844444444,-161.33789042429083,0.22964955239136947,8.11198425839026,0.0027816352696864916,-31.94406115858134,1.2326022267200338
2025-01-01 02:00:00,1.045424980859894,0.166501397213954,0.2770044444444445,1.045424980859894,0.16650139721395402,0.27700444444444444,0.07070152444902734,0.6416743132592593,0.33304914315160744,0.0,0.2770044444444445,0.0,0.0,0.166501397213954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.022316740679824556,0.0,0.048384783769202785,0.0,0.007503201496257787,0.0,0.18434158851071583,0.1382561913830368,0.05395163904464596,0.0,0.04959243965876499,0.0,0.0,0.0,4870.920018962963,17.77777777777783,0.22,0.0,8.118200031604939,0.0,0.36666666666666664,4870.920018962963,13284.327324444444,641.6743132592594,0.11666666666666667,38.85623732895524,51.66666666666668,46.10666666666668,0.0,51.35781431459314,0.08658692980797053,233.5132861275344,641.6743132592594,38.85623732895524,50.8677450767233,51.35781431459314,50.622710457788386,12.43753247303448,17.506630081329924,-0.048199168692995835,1.6500000000000001,9.236100170605994,3094.698339734302,-2042.4326540986235,0.0,0.0,419.3019061459182,0.0,2.0,0.09837266747831692,0.0,0.0,0.9206708391785996,131.99922844444444,-153.09093127595543,0.22897126673413914,8.121710041952435,0.002778412136018354,-0.5291544662112263,1.2324838856467257
2025-01-01 03:00:00,0.4133255320461007,0.1616408484585698,0.2895955555555556,0.4133255320461007,0.1616408484585698,0.28959555555555555,0.06663275556024399,0.0,0.3466927764858568,0.0,0.2895955555555556,0.0,0.0,0.1616408484585698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.021110430372807017,0.0,0.04552232518743697,0.0,0.006055883441142071,0.0,0.1788519166905866,0.1341389375179399,0.06519156384561388,0.0,0.0599241979210077,0.0,0.0,0.0,5092.32547437037,17.77777777777783,0.22999999999999998,0.0,8.487209123950617,0.0,0.38333333333333336,5092.32547437037,13284.327324444444,0.0,0.0,38.63922114884846,51.66666666666668,46.10666666666668,0.0,51.28465427800266,0.0,0.0,0.0,38.63922114884846,50.65467737671517,51.28465427800266,50.33968892607143,12.43753247303448,17.468741209748448,-0.06486585925695228,1.6500000000000001,9.236100170605994,3226.081149283172,-2126.300984768515,0.0,0.0,407.6893645555826,0.0,2.0,0.10279836408622413,0.0,0.0,0.9620909807118146,131.99922844444444,-147.6327048742656,0.22946258718337717,8.102779991870415,0.0027776375843878436,-42.75657615141211,1.2326453201462784
2025-01-01 04:00:00,0.4899925312199425,0.1608975535682825,0.2895955555555556,0.4899925312199425,0.1608975535682825,0.28959555555555555,0.06663275556024399,0.0,0.42335977565969857,0.0,0.2895955555555556,0.0,0.0,0.1608975535682825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.021110430372807017,0.0,0.04552232518743697,0.0,0.006055883441142071,0.0,0.1788519166905866,0.1341389375179399,0.10565529312909833,0.0,0.09711852766508144,0.0,0.0,0.0,5092.32547437037,17.77777777777783,0.22999999999999998,0.0,8.487209123950617,0.0,0.38333333333333336,5092.32547437037,13284.327324444444,0.0,0.0,38.36517150249856,51.66666666666668,46.10666666666668,0.0,51.06987354172985,0.0,0.0,0.0,38.36517150249856,50.4600821397097,51.06987354172985,50.15518643869962,12.43753247303448,17.50893866476404,-0.048778169411257365,0.55,9.236100170605994,2996.3989699945623,-2359.339822529857,0.0,0.0,406.6983047018662,0.0,2.0,0.10589755138771362,0.0,0.0,0.991096307565058,131.99922844444444,-143.28498654781737,0.22779081270658247,8.104296347777353,0.0027657286571337145,7.497053513955033,1.2319053547762364
2025-01-01 05:00:00,0.5786918840868202,0.1608975535682825,0.667328888888889,0.5786918840868202,0.1608975535682825,0.667328888888889,0.06904537617427908,0.0,0.5096465079125411,0.0,0.667328888888889,0.0,0.0,0.1608975535682825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.023523050986842105,0.0,0.04552232518743697,0.0,0.006055883441142071,0.0,0.1788519166905866,0.1341389375179399,0.15061499233297,0.0,0.13844556071405228,0.0,0.0,0.0,11734.489136592592,21.111111111111143,0.5299999999999999,0.0,19.557481894320986,0.0,0.8833333333333333,11734.489136592592,13284.327324444444,0.0,0.0,35.21896191757831,51.66666666666668,46.10666666666668,0.0,50.862982100656765,0.0,0.0,0.0,35.21896191757831,50.27265969132269,50.862982100656765,49.977498486655655,12.43753247303448,20.02486376793973,-0.6629055255680278,-0.25000000000000006,9.236100170605994,8870.738609461749,-3052.337635406408,0.0,0.0,409.1109253159013,0.0,2.0,0.11432713891493873,0.0,0.0,1.0699889067144144,131.99922844444444,-220.523817040338,0.19578028276953233,9.284382563002238,0.002778041572839787,13.854915174375812,1.2207245916937712
2025-01-01 06:00:00,0.6752441568363216,0.17831612569640598,0.4784622222222223,0.6752441568363216,0.178316125696406,0.47846222222222223,0.1771179987613086,0.0,0.4981261580750129,0.0,0.4784622222222223,0.0,0.0,0.17831612569640598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.02653882675438596,0.0,0.1505791720069226,0.0,0.01445413689253721,0.0,0.2000945598206518,0.1500709198654888,0.12813514273103416,0.0,0.11778204418956686,0.0,0.0,0.0,8413.407305481482,21.111111111111143,0.38,0.0,14.022345509135805,0.0,0.6333333333333333,8413.407305481482,13284.327324444444,0.0,0.0,34.06906125118236,51.66666666666668,46.10666666666668,0.0,50.67108820803187,0.0,0.0,0.0,34.06906125118236,50.09904008474632,50.67108820803187,49.81301602310354,12.43753247303448,20.83887289255097,-0.052252736556539565,0.3,9.236100170605994,5615.015080889488,-3159.266659197008,0.0,0.0,547.3195791727194,0.0,2.0,0.11704900847034877,0.0,0.0,1.0954629127767836,131.99922844444444,-186.44514456770509,0.18513017731855275,9.646264985850895,0.002767776928028046,-57.931688194958625,1.217338997802282
2025-01-01 07:00:00,0.6214699342693193,0.19030469635027128,0.44068888888888896,0.6214699342693193,0.19030469635027128,0.4406888888888889,0.24287640643649627,0.0,0.37859352783282296,0.0,0.44068888888888896,0.0,0.0,0.19030469635027128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.024729361293859647,0.0,0.21814704514263664,0.0,0.02130985399571691,0.0,0.2140972009850394,0.16057290073877947,0.05395163904464596,0.0,0.04959243965876499,0.0,0.0,0.0,7749.19093925926,21.111111111111143,0.35,0.0,12.915318232098766,0.0,0.5833333333333334,7749.19093925926,13284.327324444444,0.0,0.0,33.89473861017348,51.66666666666668,46.10666666666668,0.0,50.481362833742885,0.0,0.0,0.0,33.89473861017348,49.92728135301742,50.481362833742885,49.65024061265469,12.43753247303448,20.816276515907653,-0.05836030220899649,-0.55,9.236100170605994,4808.00044340892,-3376.8012179945226,0.0,0.0,585.4385692747334,5.042166758564293,1.25,0.1198284099973192,0.0,0.0,1.1214753611717014,82.49951777777778,-149.82784713055025,0.18475015909848586,9.62529296974421,0.0027582255399774603,-26.58968630134486,1.217439560813473
2025-01-01 08:00:00,0.6463342717855406,0.19456854164694576,0.4280977777777778,0.6463342717855405,0.19456854164694576,0.4280977777777778,0.25738992052859866,0.0,0.38894435125694177,0.0,0.4280977777777778,0.0,0.0,0.19456854164694576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.01869780975877193,0.0,0.23869211076982674,0.0,0.025975550357603096,0.0,0.21879126819355565,0.16409345114516669,0.05395163904464596,0.0,0.04959243965876499,0.0,0.0,0.0,7527.785483851852,21.111111111111143,0.33999999999999997,0.0,12.546309139753086,0.0,0.5666666666666667,7527.785483851852,13284.327324444444,0.0,0.0,33.115048290647984,51.66666666666668,46.10666666666668,0.0,50.21438185789048,0.16290704529260555,427.6154592179612,0.0,33.115048290647984,49.2348843226666,50.21438185789048,48.74513555505466,12.43753247303448,20.7922404658047,-0.058609360175873405,-1.4,9.236100170605994,4447.31658204011,-3626.5095279551238,0.0,0.0,593.474418530803,366.83888301233924,1.0,0.12359457474581272,0.0,0.0,1.156722937031578,65.99961422222222,-47.43379238742034,0.18530995524083868,9.62169964453487,0.0027612575476171986,72.93394886210305,1.218108581740742
2025-01-01 09:00:00,0.634436911403185,0.19516524510565544,0.44068888888888896,0.6344369114031849,0.19516524510565544,0.4406888888888889,0.2618505097980141,0.0,0.37258640160517104,0.0,0.44068888888888896,0.0,0.0,0.19516524510565544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.015078878837719297,0.0,0.2467716309602948,0.0,0.03039367915743002,0.0,0.21958687280516856,0.16469015460387634,0.042711714243678055,0.0,0.039260681396522286,0.0,0.0,0.0,7749.19093925926,21.111111111111143,0.35,0.0,12.915318232098766,0.0,0.5833333333333334,7749.19093925926,13284.327324444444,0.0,0.0,31.128554711691162,51.66666666666668,46.10666666666668,0.0,49.778445742288994,0.0,0.0,0.0,31.128554711691162,47.43531286470143,49.778445742288994,46.26374642590765,12.43753247303448,20.767703774126524,-0.0681758966448637,-0.85,9.236100170605994,5011.3368464057585,-3473.990093117895,0.0,0.0,603.0930488888451,1058.4148450815667,1.0,0.12166853593508035,0.0,0.0,1.1386971193565782,65.99961422222222,133.0429513755497,0.18751678625608814,9.645293871155605,0.002788597710891433,188.74013292502838,1.2188016797416923
