Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 02:42:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.52868337194884,51.666666666666686,46.10666666666668,0.0,51.45577037098064,0.0,0.0,0.0,38.52868337194884,50.80962022869032,51.45577037098064,50.486545157545166,12.43753247303448,17.719283899411472,0.0,1.1,9.236100170605994,-1935.7279909100712,-2186.6027188836188,-0.0,-0.0,409.88673471631654,0.0,2.0,0.10035708590568353,0.0,0,0.9392430323053925,131.99922844444444,-159.0120067427689,0.22585316816540046,8.222983607607368,0.00277823847601135,12.934080813993134,1.2315814453856069
2025-01-01 02:43:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.638256467550555,51.666666666666686,46.10666666666668,0.0,51.45218546207648,0.0,0.0,0.0,38.638256467550555,50.80637592193727,51.45218546207648,50.48347115186766,12.43753247303448,17.621852510081723,0.0,1.1,9.236100170605994,-1909.6596255065297,-2165.8791331527514,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09999215800584714,0.0,0,0.9358276682170281,131.99922844444444,-153.6672270700949,0.22724899973589516,8.176405007487967,0.0027782829786031625,13.259041355419228,1.2319940887330814
2025-01-01 02:44:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.74469019876351,51.666666666666686,46.10666666666668,0.0,51.44859069978372,0.0,0.0,0.0,38.74469019876351,50.80312238858462,51.44859069978372,50.48038823298508,12.43753247303448,17.527110052951635,0.0,1.1,9.236100170605994,-1884.4846520543388,-2145.802674407286,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09963664160634324,0.0,0,0.9325003864601809,131.99922844444444,-148.5687123633694,0.22861579384994912,8.131888243066676,0.0027783285840140798,13.57500392546875,1.2323956074078048
2025-01-01 02:45:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.84812888899598,51.666666666666686,46.10666666666668,0.0,51.44498636804045,0.0,0.0,0.0,38.84812888899598,50.7998598929825,51.44498636804045,50.477296655453515,12.43753247303448,17.43493275199402,0.0,1.1,9.236100170605994,-1860.1709090476447,-2126.3410838405575,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09929012206209324,0.0,0,0.9292573063671585,131.99922844444444,-143.71655992340376,0.22995463488554338,8.08808400009651,0.0027783752609881404,13.882363676579502,1.2327865045164015
2025-01-01 02:46:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.94870431912366,51.666666666666686,46.10666666666668,0.0,51.441372737732955,0.0,0.0,0.0,38.94870431912366,50.79658868732821,51.441372737732955,50.47419666212585,12.43753247303448,17.345207598531257,0.0,1.1,9.236100170605994,-1836.6833942211933,-2107.4648881550947,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09895222116097195,0.0,0,0.9260948882466669,131.99922844444444,-139.10524078241517,0.23126650717028335,8.04557558390751,0.0027784229796677406,14.181481352954407,1.2331672393423998
2025-01-01 02:47:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,39.046538076923966,51.666666666666686,46.10666666666668,0.0,51.43775006782984,0.0,0.0,0.0,39.046538076923966,50.79330901272253,51.43775006782984,50.471088485168885,12.43753247303448,17.257830333719607,-0.019947444058221464,1.1,9.236100170605994,-1813.986848754087,-2089.146915608674,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09862258999161212,0.0,0,0.9230098666335157,131.99922844444444,-134.72666786172954,0.23255231798675718,8.00367558621123,0.0027784717114720616,14.47268996519955,1.2335382356936349
2025-01-01 02:48:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,39.14174325139249,51.666666666666686,46.10666666666668,0.0,51.43411860630381,0.0,0.0,0.0,39.14174325139249,50.79002110002789,51.43411860630381,50.46797234688994,12.43753247303448,17.172703992696196,-0.10507378508163256,1.1,9.236100170605994,-1792.046519389803,-2071.3619415692447,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09830090383473059,0.0,0,0.919999202476487,131.99922844444444,-130.57131253687493,0.233812913658279,7.9629699796339395,0.0027785214289986885,14.756299578007614,1.2338998879067506
2025-01-01 02:49:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,39.23442566782171,51.666666666666686,46.10666666666668,0.0,51.430478590900144,0.0,0.0,0.0,39.23442566782171,50.78672517058408,51.430478590900144,50.464848460426055,12.43753247303448,17.08973784387756,-0.1880399339002672,1.1,9.236100170605994,-1770.8286823578824,-2054.0864252645847,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09798685847820825,0.0,0,0.917060048651129,131.99922844444444,-126.62899180961419,0.2350490907620921,7.923410519742033,0.0027785721059419093,15.032600769595618,1.2342525652037304
2025-01-01 02:50:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,39.324684812155255,51.666666666666686,46.10666666666668,0.0,51.42683024979355,0.0,0.0,0.0,39.324684812155255,50.78342143681988,51.42683024979355,50.46171703033304,12.43753247303448,17.00884659537406,-0.2689311824037688,1.1,9.236100170605994,-1750.300942988404,-2037.2983086323056,-0.0,-0.0,409.88673471631654,0.0,2.0,0.097680167491612,0.0,0,0.9141897244519778,131.99922844444444,-122.88936907241467,0.23626160408811764,7.884951867850428,0.0027786237170231223,15.30186719543822,1.2345966149361018
2025-01-01 02:51:00,0.393951219143624,0.1623841433488571,0.7554666666666667,0.006565853652393734,0.0027064023891476183,0.012591111111111112,0.06783906586726153,0.0,0.3261121532763625,0.0,0.7554666666666667,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,13284.327324444444,17.77777777777783,0.6,0.0,22.140545540740742,0.0,1,13284.327324444444,13284.327324444444,Off,0.0,0.0,39.41261454129169,51.666666666666686,46.10666666666668,0.0,51.42317380216142,0.0,0.0,0.0,39.41261454129169,50.78011010278683,51.42317380216142,50.45857825309954,12.43753247303448,16.929949784930216,-0.3478279928476127,1.1,9.236100170605994,11553.894937112893,-2020.976858267444,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09738056015699229,0.0,0,0.9113856962268695,131.99922844444444,-119.34226378042472,0.23745117240045543,7.847551260949033,0.0027786762379302587,15.564357538797935,1.2349323650664936
2025-01-01 02:52:00,0.393951219143624,0.1623841433488571,0.7554666666666667,0.006565853652393734,0.0027064023891476183,0.012591111111111112,0.06783906586726153,0.0,0.3261121532763625,0.0,0.7554666666666667,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,13284.327324444444,17.77777777777783,0.6,0.0,22.140545540740742,0.0,1,13284.327324444444,13284.327324444444,Off,0.0,0.0,39.21720132288939,51.666666666666686,46.10666666666668,0.0,51.41950945869291,0.0,0.0,0.0,39.21720132288939,50.7767913646333,51.41950945869291,50.455432317603496,12.43753247303448,17.094569638976854,-0.18320813880097475,1.1,9.236100170605994,11509.949998578724,-2055.0909436497814,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09800516209844758,0.0,0,0.9172313524272461,131.99922844444444,-129.17311693225548,0.23499040924140285,7.9263846553585955,0.0027787296452640975,14.966191545934223,1.2342319008624083
2025-01-01 02:53:00,0.393951219143624,0.1623841433488571,0.7554666666666667,0.006565853652393734,0.0027064023891476183,0.012591111111111112,0.06783906586726153,0.0,0.3261121532763625,0.0,0.7554666666666667,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,13284.327324444444,17.77777777777783,0.6,0.0,22.140545540740742,0.0,1,13284.327324444444,13284.327324444444,Off,0.0,0.0,39.02724885378283,51.666666666666686,46.10666666666668,0.0,51.41586283738327,0.0,0.0,0.0,39.02724885378283,50.77348908124459,51.41586283738327,50.45230220317526,12.43753247303448,17.25451265744169,-0.023265120336137812,1.1,9.236100170605994,11468.20441150036,-2088.452641706766,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09861006286350225,0.0,0,0.922892625108557,131.99922844444444,-137.5570059536359,0.23262692281974068,8.002426136504695,0.002778781029204346,14.3867963634425,1.2335520977758618
2025-01-01 02:54:00,0.393951219143624,0.1623841433488571,0.7554666666666667,0.006565853652393734,0.0027064023891476183,0.012591111111111112,0.06783906586726153,0.0,0.3261121532763625,0.0,0.7554666666666667,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,13284.327324444444,17.77777777777783,0.6,0.0,22.140545540740742,0.0,1,13284.327324444444,13284.327324444444,Off,0.0,0.0,38.84245941898862,51.666666666666686,46.10666666666668,0.0,51.41223344431027,0.0,0.0,0.0,38.84245941898862,50.77020279279847,51.41223344431027,50.44918746704258,12.43753247303448,17.410034255471327,0.0,1.1,9.236100170605994,11427.432545866279,-2121.096291211024,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09919641491355707,0.0,0,0.9283803001692852,131.99922844444444,-145.68522208345786,0.23035430962000034,8.076462252705959,0.0027788304511082947,13.825100615398185,1.232891805047815
2025-01-01 02:55:00,0.393951219143624,0.1623841433488571,0.7554666666666667,0.006565853652393734,0.0027064023891476183,0.012591111111111112,0.06783906586726153,0.0,0.3261121532763625,0.0,0.7554666666666667,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,13284.327324444444,17.77777777777783,0.6,0.0,22.140545540740742,0.0,1,13284.327324444444,13284.327324444444,Off,0.0,0.0,38.66259380915514,51.666666666666686,46.10666666666668,0.0,51.40862081247431,0.0,0.0,0.0,38.66259380915514,50.76693206454176,51.40862081247431,50.446087690575496,12.43753247303448,17.561339589893823,0.0,1.1,9.236100170605994,11387.732814149751,-2153.047541819055,-0.0,-0.0,409.88673471631654,0.0,2.0,0.09976516161295013,0.0,0,0.9337032065662849,131.99922844444444,-153.4337031919562,0.22816717729160566,8.148628278858567,0.0027788779688953354,13.280226891669983,1.2322500915884285
2025-01-01 02:56:00,0.393951219143624,0.1623841433488571,0.7554666666666667,0.006565853652393734,0.0027064023891476183,0.012591111111111112,0.06783906586726153,0.0,0.3261121532763625,0.0,0.7554666666666667,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,13284.327324444444,17.77777777777783,0.6,0.0,22.140545540740742,0.0,1,13284.327324444444,13284.327324444444,Off,0.0,0.0,38.48743455962964,51.666666666666686,46.10666666666668,0.0,51.40502449650857,0.0,0.0,0.0,38.48743455962964,50.763676481863925,51.40502449650857,50.44300247454161,12.43753247303448,17.708615148786144,0.0,1.1,9.236100170605994,11349.074166383818,-2184.3296653234584,-0.0,-0.0,409.88673471631654,0.0,2.0,0.10031715965026357,0.0,0,0.9388693620570906,131.99922844444444,-160.8102274534854,0.2260606358355788,8.218402119372712,0.0027789236376856334,12.751377776673337,1.2316261107802295
2025-01-01 02:57:00,0.393951219143624,0.1623841433488571,0.7554666666666667,0.006565853652393734,0.0027064023891476183,0.012591111111111112,0.06783906586726153,0.0,0.3261121532763625,0.0,0.7554666666666667,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,13284.327324444444,17.77777777777783,0.6,0.0,22.140545540740742,0.0,1,13284.327324444444,13284.327324444444,Off,0.0,0.0,38.31678327862658,51.666666666666686,46.10666666666668,0.0,51.40144407071267,0.0,0.0,0.0,38.31678327862658,50.76043564846601,51.40144407071267,50.43993143734268,12.43753247303448,17.852031046026816,0.0,1.1,9.236100170605994,11311.429209342463,-2214.9638500681976,-0.0,-0.0,409.88673471631654,0.0,2.0,0.10085318974349419,0.0,0,0.9438860733897215,131.99922844444444,-167.8209997501011,0.22403023533030547,8.286534442302603,0.0027789675100557626,12.23782596488688,1.2310190901090374
2025-01-01 02:58:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.15045677134182,51.666666666666686,46.10666666666668,0.0,51.39787912732809,0.0,0.0,0.0,38.15045677134182,50.75720918475464,51.39787912732809,50.436874213467924,12.43753247303448,17.991744351050865,0.0,1.1,9.236100170605994,-2009.5606153915846,-2244.9697488214097,-0.0,-0.0,409.88673471631654,0.0,2.0,0.10137397086218282,0.0,0,0.9487600694077427,131.99922844444444,-174.4776012864917,0.22207189386617177,8.352476463259752,0.0027790096362627146,11.738901085069813,1.2304283165221737
2025-01-01 02:59:00,0.393951219143624,0.1623841433488571,0.0,0.006565853652393734,0.0027064023891476183,0.0,0.06783906586726153,0.0,0.3261121532763625,0.0,0.0,0.0,0.0,0.1623841433488571,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.022316740679824556,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.26938677530505,51.666666666666686,46.10666666666668,0.0,51.39432927516393,0.0,0.0,0.0,38.26938677530505,50.75399672656238,51.39432927516393,50.4338304522616,12.43753247303448,17.886302968807545,0.0,1.1,9.236100170605994,-1979.988305809988,-2222.309514162463,-0.0,-0.0,409.88673471631654,0.0,2.0,0.10098106655950753,0.0,0,0.9450828738682329,131.99922844444444,-167.5655263638416,0.2235538440343529,8.302971854367758,0.002779050064424777,12.092009064302005,1.2308740661459912
2025-01-01 03:00:00,0.4133255320461007,0.1616408484585698,0.0,0.006888758867435011,0.0026940141409761633,0.0,0.06663275556024399,0.0,0.3466927764858568,0.0,0.0,0.0,0.0,0.1616408484585698,0,1,0,0,Off,0,0,Off,0,0,Off,0.03666921458750652,0.027501910940629884,On,0.0,0,Off,0.021110430372807017,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.06519156384561388,0,On,0.0599241979210077,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.384649452192534,51.666666666666686,46.10666666666668,0.0,51.39076872312045,0.0,0.0,0.0,38.384649452192534,50.75077425387231,51.39076872312045,50.43077701924824,12.43753247303448,17.784003495646736,0.0,1.1,9.236100170605994,-1954.676271767557,-2200.411793947955,-0.0,-0.0,407.6893645555826,0.0,2.0,0.10059911426444057,0.0,0,0.9415081782841878,131.99922844444444,-161.95384237518437,0.22500245106731342,8.254469799310755,0.0027790916935911945,12.434622786221269,1.2313068404778538
2025-01-01 03:01:00,0.4133255320461007,0.1616408484585698,0.0,0.006888758867435011,0.0026940141409761633,0.0,0.06663275556024399,0.0,0.3466927764858568,0.0,0.0,0.0,0.0,0.1616408484585698,0,1,0,0,Off,0,0,Off,0,0,Off,0.03666921458750652,0.027501910940629884,On,0.0,0,Off,0.021110430372807017,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.06519156384561388,0,On,0.0599241979210077,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.49652320835574,51.666666666666686,46.10666666666668,0.0,51.387197802879676,0.0,0.0,0.0,38.49652320835574,50.74754207549161,51.387197802879676,50.427714211797586,12.43753247303448,17.684606959957684,0.0,1.1,9.236100170605994,-1927.9821241388545,-2179.217981612402,-0.0,-0.0,407.6893645555826,0.0,2.0,0.10022728248298916,0.0,0,0.938028200694502,131.99922844444444,-156.45350708203486,0.22642024426080531,8.207496309480614,0.0027791344872278574,12.767529224269865,1.231727623906416
2025-01-01 03:02:00,0.4133255320461007,0.1616408484585698,0.0,0.006888758867435011,0.0026940141409761633,0.0,0.06663275556024399,0.0,0.3466927764858568,0.0,0.0,0.0,0.0,0.1616408484585698,0,1,0,0,Off,0,0,Off,0,0,Off,0.03666921458750652,0.027501910940629884,On,0.0,0,Off,0.021110430372807017,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.06519156384561388,0,On,0.0599241979210077,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.605137543079735,51.666666666666686,46.10666666666668,0.0,51.38361682094846,0.0,0.0,0.0,38.605137543079735,50.744300476784275,51.38361682094846,50.42464230470218,12.43753247303448,17.58800234747094,0.0,1.1,9.236100170605994,-1902.2059724760175,-2158.69757328136,-0.0,-0.0,407.6893645555826,0.0,2.0,0.09986521187971759,0.0,0,0.9346395780750187,131.99922844444444,-151.19776375024,0.22780802235771005,8.16135110207934,0.0027791784115482995,13.091074241698806,1.2321368620285411
2025-01-01 03:03:00,0.4133255320461007,0.1616408484585698,0.0,0.006888758867435011,0.0026940141409761633,0.0,0.06663275556024399,0.0,0.3466927764858568,0.0,0.0,0.0,0.0,0.1616408484585698,0,1,0,0,Off,0,0,Off,0,0,Off,0.03666921458750652,0.027501910940629884,On,0.0,0,Off,0.021110430372807017,0.0,On,0.04552232518743697,0,On,0.006055883441142071,0,On,0.1788519166905866,0.1341389375179399,On,0.06519156384561388,0,On,0.0599241979210077,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,13284.327324444444,Off,0.0,0.0,38.710651440081385,51.666666666666686,46.10666666666668,0.0,51.38002607212191,0.0,0.0,0.0,38.710651440081385,50.74104973220978,51.38002607212191,50.42156156225372,12.43753247303448,17.494053292079016,0.0,1.1,9.236100170605994,-1877.3111394900502,-2138.815235573436,-0.0,-0.0,407.6893645555826,0.0,2.0,0.09951244379337845,0.0,0,0.9313380178102544,131.99922844444444,-146.18526847219698,0.22916700664145365,8.1172489649989,0.002779223434006883,13.4056957695215,1.2325351098506008
