Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.27979103422123414,0.10483617596041964,0.0,0.004663183903687236,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,0.0,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,23.06297809192365,51.666666666666686,46.10666666666668,0.0,51.05214168903215,0.0,0.0,0.0,23.06297809192365,50.45142048391682,51.05214168903215,50.15105988135916,12.43753247303448,17.725002920093942,-0.10833041323942894,2.8,9.236100170605994,-1131.6880254315722,-1279.7049329671943,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06579270879107973,0.0,0,0.47983084563901807,131.99922844444444,-136.02749450452703,0.21526747187868733,8.059405890042775,0.0026561969352730994,41.62982329961688,1.2280606277714305
2025-01-01 00:01:00,0.27979103422123414,0.10483617596041964,0.0,0.004663183903687236,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,0.0,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,23.11173947763181,51.666666666666686,46.10666666666668,0.0,51.0499862330616,0.0,0.0,0.0,23.11173947763181,50.449478466463304,51.0499862330616,50.14922458316416,12.43753247303448,17.65381369841464,-0.17951963491873002,2.8,9.236100170605994,-1121.6439615062634,-1271.0567419865336,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06566127539000012,0.0,0,0.4788722926147687,131.99922844444444,-134.63162155987885,0.2168768339122694,8.04857054624413,0.00265630887341337,41.7320935710465,1.2319493779722996
2025-01-01 00:02:00,0.27979103422123414,0.10483617596041964,0.0,0.004663183903687236,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,0.0,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,23.15931991444201,51.666666666666686,46.10666666666668,0.0,51.04782639337904,0.0,0.0,0.0,23.15931991444201,50.44753234305861,51.04782639337904,50.147385317898404,12.43753247303448,17.584297263639584,-0.249036069693787,2.8,9.236100170605994,-1112.0383174217018,-1262.6339189311586,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06553285876357547,0.0,0,0.4779357411399371,131.99922844444444,-133.4488005306922,0.21783935959736178,8.01539719866005,0.002656420732337409,41.8315880304226,1.2322438617600522
2025-01-01 00:03:00,12.449568923110123,0.10483617596041964,0.0,0.2074928153851687,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,12.16977788888889,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,On,12169.77788888889,18.33333333333337,1.0,0.0,12.16977788888889,0.0,1,12169.77788888889,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,23.205762510033615,51.666666666666686,46.10666666666668,0.0,51.04566227679035,0.0,0.0,0.0,23.205762510033615,50.445582213144505,51.04566227679035,50.145542181321595,12.43753247303448,17.516392504076588,-0.316940829256783,2.8,9.236100170605994,11066.907214958472,-1254.427529276879,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06540735120990614,0.0,0,0.47702040573700555,131.99922844444444,-132.48754669368776,0.21878442761027467,7.983087177827903,0.002656532831150949,41.92834007646963,1.232531652099593
2025-01-01 00:04:00,12.449568923110123,0.10483617596041964,0.0,0.2074928153851687,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,12.16977788888889,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,On,12169.77788888889,18.33333333333337,1.0,0.0,12.16977788888889,0.0,1,12169.77788888889,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,23.129819315108314,51.666666666666686,46.10666666666668,0.0,51.043493986203075,0.0,0.0,0.0,23.129819315108314,50.44362817253289,51.043493986203075,50.1436952656978,12.43753247303448,17.62226704940537,-0.21106628392800175,2.8,9.236100170605994,11044.778720221597,-1267.23173941644,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06560300851620797,0.0,0,0.47844734821229384,131.99922844444444,-141.81183129100236,0.21733629654330416,8.033664942000417,0.0026566451630021235,41.71767668645289,1.2320827852824527
2025-01-01 00:05:00,12.449568923110123,0.10483617596041964,0.0,0.2074928153851687,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,12.16977788888889,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,On,12169.77788888889,18.33333333333337,1.0,0.0,12.16977788888889,0.0,1,12169.77788888889,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,23.056150322100862,51.666666666666686,46.10666666666668,0.0,51.041332586943575,0.0,0.0,0.0,23.056150322100862,50.44168052671597,51.041332586943575,50.141854496602164,12.43753247303448,17.72491872648662,-0.10841460684675042,2.8,9.236100170605994,11025.0558666777,-1279.694691430506,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06579255339218083,0.0,0,0.4798297123039351,131.99922844444444,-149.07173282083232,0.21594276851178137,8.083029250027922,0.0026567569711754063,41.51283680139743,1.231647892011983
2025-01-01 00:06:00,12.449568923110123,0.10483617596041964,0.0,0.2074928153851687,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,12.16977788888889,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,On,12169.77788888889,18.33333333333337,1.0,0.0,12.16977788888889,0.0,1,12169.77788888889,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,22.98459729846752,51.666666666666686,46.10666666666668,0.0,51.039177873335824,0.0,0.0,0.0,22.98459729846752,50.43973908419463,51.039177873335824,50.14001968962403,12.43753247303448,17.824572027812824,-0.008761305520547324,2.8,9.236100170605994,11006.117334010183,-1291.8392265154105,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06597641384447207,0.0,0,0.48117061949446627,131.99922844444444,-155.8657304034448,0.21459977451321074,8.13065223109253,0.0026568682696397014,41.31341491442063,1.2312259931226637
2025-01-01 00:07:00,12.449568923110123,0.10483617596041964,0.0,0.2074928153851687,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,12.16977788888889,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,On,12169.77788888889,18.33333333333337,1.0,0.0,12.16977788888889,0.0,1,12169.77788888889,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,22.91504155106052,51.666666666666686,46.10666666666668,0.0,51.03702965401177,0.0,0.0,0.0,22.91504155106052,50.43780366679373,51.03702965401177,50.13819067318472,12.43753247303448,17.921395314188732,0.0,2.8,9.236100170605994,10987.767230611504,-1303.6818539822161,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06615491282724402,0.0,0,0.48247242511127314,131.99922844444444,-162.37320633532,0.213304126640444,8.176630659482086,0.0026569790713966263,41.11910570648905,1.2308163502939173
2025-01-01 00:08:00,12.449568923110123,0.10483617596041964,0.0,0.2074928153851687,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,12.16977788888889,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,On,12169.77788888889,18.33333333333337,1.0,0.0,12.16977788888889,0.0,1,12169.77788888889,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,22.847382624240538,51.666666666666686,46.10666666666668,0.0,51.034887748336324,0.0,0.0,0.0,22.847382624240538,50.43587410633268,51.034887748336324,50.13636728533087,12.43753247303448,18.0155310602883,0.0,2.8,9.236100170605994,10969.949514629534,-1315.2363191629433,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06632832439942057,0.0,0,0.48373712788533413,131.99922844444444,-168.63645713656177,0.21205308080202204,8.221046701620121,0.002657089388723945,40.929650351656676,1.2304183372699589
2025-01-01 00:09:00,12.449568923110123,0.10483617596041964,0.0,0.2074928153851687,0.0017472695993403272,0.0,0.01966604769630541,0.0,0.2501249865249287,12.16977788888889,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004544051535087718,0.0,On,0.015121996161217694,0,On,0.003362715164259895,0,On,0.09823240461711442,0.0736743034628358,On,0.05776859768153405,0,On,0.05310099462079741,0,On,0,0,Off,On,12169.77788888889,18.33333333333337,1.0,0.0,12.16977788888889,0.0,1,12169.77788888889,12169.77788888889,Off,0.0,23.33333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1276.031617777778,Off,0.0,0.0,22.78153239414138,51.666666666666686,46.10666666666668,0.0,51.032751984758384,0.0,0.0,0.0,22.78153239414138,50.43395024308976,51.032751984758384,50.13454937225546,12.43753247303448,18.107104238763007,0.0,2.8,9.236100170605994,10952.669068471978,-1326.514561620453,-0.0,-0.0,284.04440204014907,0.0,2.0,0.06649688937723623,0.0,0,0.4849664841063593,131.99922844444444,-174.63866083660878,0.2108442080098944,8.264646683227648,0.002657199233287447,40.74482157588963,1.2300314039655051
