Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,6.364679978665678,0.10483617596041964,0.0,6.364679978665678,0.10483617596041964,0.0,0.01966604769630541,0.0,0.2501249865249287,6.084888944444445,0.010000000000000002,0.0,0.0,0.10191950929375297,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.004544051535087718,0.0,0.015121996161217694,0.0,0.003362715164259895,0.0,0.09823240461711442,0.0736743034628358,0.05776859768153405,0.0,0.05310099462079741,0.0,0.0,0.0,6084.888944444445,18.33333333333337,0.5,0.0,6.084888944444445,0.0,0.5,6084.888944444445,12169.77788888889,0.0,23.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,0.0,0.0,22.832316167865844,51.66666666666668,46.10666666666668,0.0,50.98916596210904,0.0,0.0,0.0,22.832316167865844,50.394686132234604,50.98916596210904,50.097446217297396,12.43753247303448,17.995569753891722,-0.06455427151552134,2.8,9.236100170605994,4888.257723062018,-1313.0127220749305,0.0,0.0,284.04440204014907,0.0,2.0,0.06629080805093084,0.0,0.0,0.4834635185211373,131.99922844444444,-167.66290134764625,0.21254263969828555,8.21372282288146,0.0026594185191846035,40.47494637757745,1.230442658073474
2025-01-01 01:00:00,6.386495499669169,0.1041300458146467,0.0,6.386495499669169,0.1041300458146467,0.0,0.019325243831173834,0.0,0.2722813113935505,6.084888944444445,0.010000000000000002,0.0,0.0,0.10121337914798004,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.004203247669956139,0.0,0.015121996161217694,0.0,0.003362715164259895,0.0,0.09823240461711442,0.0736743034628358,0.06980372219852031,0.0,0.06416370183346354,0.0,0.0,0.0,6084.888944444445,18.33333333333337,0.5,0.0,6.084888944444445,0.0,0.5,6084.888944444445,12169.77788888889,0.0,23.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,0.0,0.0,22.695202485405783,51.66666666666668,46.10666666666668,0.0,50.86155462151882,0.0,0.0,0.0,22.695202485405783,50.27968191044601,50.86155462151882,49.988745554909606,12.43753247303448,18.074797061792868,-0.05113318758977906,2.5,9.236100170605994,4939.718191547645,-1254.740425553145,0.0,0.0,282.76209131398696,0.0,2.0,0.061835023151347514,0.0,0.0,0.4509671663319946,131.99922844444444,-173.19241865764116,0.21202916044288841,8.259403255916302,0.002666103653839645,46.33902887327465,1.2301628175908697
2025-01-01 02:00:00,4.739819109226634,0.10342391566887378,0.0,4.739819109226635,0.10342391566887378,0.0,0.019325243831173834,0.0,0.24824197280286756,4.462251892592593,0.010000000000000002,0.0,0.0,0.10050724900220712,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.004203247669956139,0.0,0.015121996161217694,0.0,0.003362715164259895,0.0,0.09823240461711442,0.0736743034628358,0.05776859768153405,0.0,0.05310099462079741,0.0,0.0,0.0,4462.251892592593,18.33333333333337,0.36666666666666664,0.0,4.462251892592593,0.0,0.36666666666666664,4462.251892592593,12169.77788888889,0.0,23.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,0.0,0.0,22.655148375149274,51.66666666666668,46.10666666666668,0.0,50.73447433786593,0.0,0.0,0.0,22.655148375149274,50.165090263238476,50.73447433786593,49.88039822592476,12.43753247303448,18.016620365453807,-0.05084837865976428,1.6500000000000001,9.236100170605994,3341.270139720893,-1239.063491919275,0.0,0.0,281.8205844529564,0.0,2.0,0.057821876637136414,0.0,0.0,0.4216990069725448,131.99922844444444,-163.73884540538089,0.2134765411878335,8.242003209729965,0.0026746726991284087,60.85625336460747,1.2304019237081305
2025-01-01 03:00:00,6.9938066796630745,0.10330770432307017,0.0,6.993806679663074,0.10330770432307017,0.0,0.019159388094830067,0.0,0.2712694526793544,6.69337783888889,0.010000000000000002,0.0,0.0,0.1003910376564035,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.003976045093201754,0.0,0.015183343001628314,0.0,0.003447311772165804,0.0,0.09901896301707352,0.07426422226280512,0.06980372219852031,0.0,0.06416370183346354,0.0,0.0,0.0,6693.3778388888895,18.33333333333337,0.55,0.0,6.69337783888889,0.0,0.55,6693.3778388888895,12169.77788888889,0.0,23.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,0.0,0.0,22.46615142407664,51.66666666666668,46.10666666666668,0.0,50.58781316036835,0.08532850227516216,226.30912388211675,0.0,22.46615142407664,49.9174814259425,50.58781316036835,49.582315558729576,12.43753247303448,18.03187173127035,-0.05064557983724865,1.6500000000000001,9.236100170605994,5520.7370810049715,-1291.2111097930722,0.0,0.0,281.5293177754499,0.0,2.0,0.06026919764516729,0.0,0.0,0.4395474909521679,131.99922844444444,-162.95896586629593,0.21402218935661357,8.260153321766746,0.0026840886257982334,35.262294193276674,1.2303305736129124
2025-01-01 04:00:00,6.359895223437113,0.12023359164304706,0.0,6.359895223437113,0.12023359164304705,0.0,0.021789633877435377,1.2833486265185186,0.3796754389670848,4.665081524074074,0.010000000000000002,0.0,0.0,0.1173169249763804,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.003976045093201754,0.0,0.017813588784233624,0.0,0.006133254073178425,0.0,0.1225283196380733,0.09189623972855494,0.11313017045967083,0.0,0.1039894477990616,0.0,0.0,0.0,4665.081524074075,18.33333333333337,0.38333333333333336,0.0,4.665081524074074,0.0,0.38333333333333336,4665.081524074075,12169.77788888889,0.0,23.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,1283.3486265185188,0.23333333333333334,22.365642772879035,51.66666666666668,46.10666666666668,0.0,51.11503862118662,0.49555526315261605,1328.2190246890898,1283.3486265185188,22.365642772879035,49.75469699289138,51.11503862118662,49.07452617874377,12.43753247303448,18.04434327375244,-0.044023414515001254,0.55,9.236100170605994,3386.192641111632,-1425.9093785000305,0.0,0.0,307.76770065556707,0.0,2.0,0.06203674871703627,0.0,0.0,0.45243836504914736,131.99922844444444,-160.7472051179786,0.21407944853094912,8.267280929410065,0.0026882220843544636,62.69467854077211,1.2296973732451346
2025-01-01 05:00:00,8.12954521019025,0.12039745797637187,0.0,8.12954521019025,0.12039745797637187,0.0,0.05281777062058662,1.1000131084444444,0.47616612371781103,6.490548207407408,0.010000000000000002,0.0,0.0,0.11748079130970521,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.004430450246710526,0.0,0.04838732037387609,0.0,0.010014123460862012,0.0,0.12274680808250639,0.09206010606187975,0.1612706685276159,0.0,0.14824027664972614,0.0,0.0,0.0,6490.548207407408,18.33333333333337,0.5333333333333333,0.0,6.490548207407408,0.0,0.5333333333333333,6490.548207407408,12169.77788888889,0.0,23.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,1100.0131084444445,0.2,22.227528575000427,51.66666666666668,46.10666666666668,0.0,51.37229098635859,0.27911909309969996,757.9559545893117,1100.0131084444445,22.227528575000427,49.49528557667382,51.37229098635859,48.55678287183144,12.43753247303448,18.015918109808357,-0.05851256567358357,-0.25000000000000006,9.236100170605994,5186.9908585375915,-1487.8909669049847,0.0,0.0,342.8799010397246,0.0,2.0,0.06186751520833731,0.0,0.0,0.45120413318544134,131.99922844444444,-158.54628300455718,0.21556535591972628,8.267562611979418,0.0027033853682094365,71.08837838449423,1.2291892289771587
2025-01-01 06:00:00,6.981630886470673,0.12702066766764677,0.0,6.981630886470673,0.1270206676676468,0.0,0.11427251617001238,0.7333420722962963,0.4447866165228825,5.679229681481482,0.010000000000000002,0.0,0.0,0.12410400100098012,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.00499845668859649,0.0,0.1092740594814159,0.0,0.015999333470205095,0.0,0.12969474061547845,0.0972710554616088,0.13720041949364337,0.0,0.12611486222439386,0.0,0.0,0.0,5679.229681481482,18.33333333333337,0.4666666666666667,0.0,5.679229681481482,0.0,0.4666666666666667,5679.229681481482,12169.77788888889,0.0,23.33333333333337,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,733.3420722962964,0.13333333333333333,22.101548113522078,51.66666666666668,46.10666666666668,0.0,51.34699999541841,0.27660260284764904,746.9997192267648,733.3420722962964,22.101548113522078,49.38914566940683,51.34699999541841,48.410218506401044,12.43753247303448,18.077224174261776,-0.05165203316178382,0.3,9.236100170605994,4485.048961395407,-1445.4522869865539,0.0,0.0,418.66444757621866,0.0,2.0,0.061869100881487886,0.0,0.0,0.4512156976110856,131.99922844444444,-167.39288067573978,0.21520279794183586,8.303335011259357,0.0027092392093398484,29.78924503252883,1.2289262513765336
2025-01-01 07:00:00,6.944340521238645,0.12312365875946875,0.0,6.944340521238645,0.12312365875946873,0.0,0.09200021685808434,1.2833486265185186,0.28542125934352314,5.273570418518519,0.010000000000000002,0.0,0.0,0.12020699209280208,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.004657652823464912,0.0,0.08734256403461944,0.0,0.014275677584122192,0.0,0.12261571501584655,0.09196178626188489,0.05776859768153405,0.0,0.05310099462079741,0.0,0.0,0.0,5273.570418518519,18.33333333333337,0.43333333333333335,0.0,5.273570418518519,0.0,0.43333333333333335,5273.570418518519,12169.77788888889,0.0,24.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,1283.3486265185188,0.23333333333333334,22.690313002474674,51.66666666666668,46.10666666666668,0.0,51.47596758509488,0.4822116239298079,1307.2046060428936,1283.3486265185188,22.690313002474674,50.1784937857966,51.47596758509488,49.52975688614746,12.43753247303448,18.005660020652137,-0.05748066529723932,-0.55,9.236100170605994,3893.0036346495253,-1552.8269752855672,0.0,0.0,336.04632747305567,1.6930265382105536,1.183,0.06345176064705253,0.0,0.0,0.4627581464268227,78.07754362488889,-163.786136056482,0.21650356798525922,8.274573081726603,0.0027134876642827487,21.91217836762159,1.2292249389831855
2025-01-01 08:00:00,8.039915658005388,0.10554230610619257,0.0,8.039915658005388,0.10554230610619257,0.0,0.018643636100910677,0.4583387951851853,0.25106649338595927,7.301866733333333,0.010000000000000002,0.0,0.0,0.1026256394395259,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.0035216399396929823,0.0,0.015121996161217694,0.0,0.003362715164259895,0.0,0.09823240461711442,0.0736743034628358,0.05776859768153405,0.0,0.05310099462079741,0.0,0.0,0.0,7301.866733333333,18.33333333333337,0.6,0.0,7.301866733333333,0.0,0.6,7301.866733333333,12169.77788888889,0.0,24.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,458.33879518518523,0.08333333333333333,23.81765891687576,51.66666666666668,46.10666666666668,0.0,51.87991227500109,0.0,0.0,458.33879518518523,23.81765891687576,51.851241614647,51.88540361479792,51.83141494467313,12.43753247303448,18.050703557014106,-0.04541864935791225,-1.4,9.236100170605994,5616.091624332287,-1693.416044188178,0.0,0.0,151.96426886134049,108.58873185595168,0.0,0.06584314405046404,0.0,0.0,0.4801986735276256,0.0,-144.32333367420972,0.2161765851784782,8.302275160365534,0.0027158293862297287,20.86719017602335,1.2296102223584784
2025-01-01 09:00:00,5.123841845582509,0.10554230610619257,0.0,5.123841845582509,0.10554230610619257,0.0,0.017962028370647518,0.0,0.2279686616563069,4.867911155555556,0.010000000000000002,0.0,0.0,0.1026256394395259,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.0028400322094298243,0.0,0.015121996161217694,0.0,0.003362715164259895,0.0,0.09823240461711442,0.0736743034628358,0.04573347316454779,0.0,0.042038287408131286,0.0,0.0,0.0,4867.911155555556,18.33333333333337,0.4,0.0,4.867911155555556,0.0,0.4,4867.911155555556,12169.77788888889,0.0,24.444444444444457,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1276.031617777778,0.0,0.0,23.799335983434165,51.66666666666668,46.10666666666668,0.0,51.83413310810594,0.0,0.0,0.0,23.799335983434165,51.846581782684765,51.852806119974176,51.83413310810594,12.43753247303448,18.051959778291653,-0.04347704844057538,-0.85,9.236100170605994,3301.6894510181664,-1616.7419828672048,0.0,0.0,151.2826611310773,279.0313059578679,0.0,0.06473241516083036,0.0,0.0,0.47209804973235064,0.0,-100.76238280126238,0.21695077216733727,8.316864503490953,0.002724435925593349,85.9695234334802,1.2302157282749127
