Metric,Value
Total Electric Energy (kWh),2407.508244539069
Total Gas Energy (therms),0.0
Average Electric Power (kW),3.3437614507487075
Peak Electric Power (kW),20.239388757677084
Other Electric Energy (kWh),158.19485168177795
HVAC Heating Electric Energy (kWh),2100.235796626667
Lighting Electric Energy (kWh),41.01805801277295
Water Heating Electric Energy (kWh),101.10953821785186
HVAC Cooling Electric Energy (kWh),6.950000000000004
Average Temperature - Indoor (C),17.32319314891846
Unmet Heating Load (C-hours),40.53316758193037
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
