Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,37.59979499550708,51.666666666666686,46.10666666666668,0.0,50.997971932558826,0.0,0.0,0.0,37.59979499550708,48.85254231898652,50.997971932558826,47.77982751220037,12.43753247303448,16.615823800421733,-0.16195397735606676,-2.8038242589237234,-2.1541062327431177,2.8,9.236100170605994,8436.471214921,152.07131133611273,1008.4294991467884,-862.3090580661841,-0.0,-0.0,182.1507453588086,0.0,1.0,0.047892610549350845,0.0,0,0.6197803021071404,65.99961422222222,-4.915734593845457,0.23686941234235584,7.609963397737623,0.0027248144309842755,-3.543037533876703,1.2327103972579947,0,0,152.07131133611273,0.17998242716215598,1162.0185773327637,-153.58907818597527
2025-01-01 00:01:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,37.45725044161329,51.666666666666686,46.10666666666668,0.0,50.99423570143347,0.0,0.0,0.0,37.45725044161329,48.84937622925436,50.99423570143347,47.776946493164814,12.43753247303448,16.73514912090957,-0.042628656868231474,-2.619587912540284,-2.0866142327949766,2.8,9.236100170605994,8412.030394156085,148.9178842597334,989.211154795183,-872.7867064197152,-0.0,-0.0,182.1507453588086,0.0,1.0,0.048059455980080594,0.0,0,0.6219394558946818,65.99961422222222,-18.878907005230275,0.23576485014622878,7.689803522944118,0.0027247975900226893,-3.7363458705741444,1.2358024141490969,0,0,148.9178842597334,0.17960696333011975,1143.7968013124253,-154.58564651724225
2025-01-01 00:02:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,37.31922293329713,51.666666666666686,46.10666666666668,0.0,50.99051244768646,0.0,0.0,0.0,37.31922293329713,48.84622214248256,50.99051244768646,47.774076989880605,12.43753247303448,16.85060422595533,0.0,-2.4396602948055297,-2.021539951727395,2.8,9.236100170605994,8387.96823295901,146.0352226934341,971.0897932099645,-882.971295795542,-0.0,-0.0,182.1507453588086,0.0,1.0,0.04822074687203473,0.0,0,0.624026728160608,65.99961422222222,-32.75647882647806,0.23404101290764798,7.745310140132644,0.0027247798746528437,-3.9229817060704057,1.2353104294254922,0,0,146.0352226934341,0.17924420474865282,1126.285634351861,-155.19584114189655
2025-01-01 00:03:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,37.18547319513546,51.666666666666686,46.10666666666668,0.0,50.98680176276473,0.0,0.0,0.0,37.18547319513546,48.843079678313394,50.98680176276473,47.77121863608773,12.43753247303448,16.96239438343326,0.0,-2.2638345604645536,-1.9585721851704314,2.8,9.236100170605994,8364.327174325079,143.16744784660563,954.1363656249385,-892.8763509217872,-0.0,-0.0,182.1507453588086,0.0,1.0,0.04837678291937381,0.0,0,0.6260459972597474,65.99961422222222,-46.49248233416378,0.23238524541471364,7.798677889611374,0.002724761266966967,-4.1032936786474,1.2348344362354402,0,0,143.16744784660563,0.1788924887286374,1109.3955502486351,-155.25918462369657
2025-01-01 00:04:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,37.05579296708897,51.666666666666686,46.10666666666668,0.0,50.98310325975323,0.0,0.0,0.0,37.05579296708897,48.83994847653736,50.98310325975323,47.76837108492943,12.43753247303448,17.07069822515714,0.0,-2.09194466620542,-1.8974324204696023,2.8,9.236100170605994,8345.393778528382,140.3544384693048,938.1208448689815,-902.5134967911349,-0.0,-0.0,182.1507453588086,0.0,1.0,0.04852782546557178,0.0,0,0.6280006452490681,65.99961422222222,-55.78873226151427,0.23079352619602106,7.850644240185549,0.0027247417965137848,-4.277592715874125,1.2343736382832498,0,0,140.3544384693048,0.1785503203444734,1093.0469745183782,-154.92612964939667
2025-01-01 00:05:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,36.92987313524979,51.666666666666686,46.10666666666668,0.0,50.97941657057058,0.0,0.0,0.0,36.92987313524979,48.836828194481456,50.97941657057058,47.7655340064369,12.43753247303448,17.175781080792223,0.0,-1.9238474394006093,-1.837887684468331,2.8,9.236100170605994,8330.47888768531,137.60415138530803,922.8766530839684,-911.902529657171,-0.0,-0.0,182.1507453588086,0.0,1.0,0.048674255556670584,0.0,0,0.6298956032615421,65.99961422222222,-61.31459023854927,0.22926071788398028,7.901370687377542,0.0027247214914207134,-4.446330100928744,1.2339268742515803,0,0,137.60415138530803,0.17821644706642198,1077.1734993752914,-154.2968462913229
2025-01-01 00:06:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,36.80744679637518,51.666666666666686,46.10666666666668,0.0,50.975741355087315,0.0,0.0,0.0,36.80744679637518,48.83371851550163,50.975741355087315,47.76270709570879,12.43753247303448,17.2778720276191,0.0,-1.7594164001772035,-1.7797421667410633,2.8,9.236100170605994,8317.121011237034,134.92236977255752,908.2984555006944,-921.0604949522761,-0.0,-0.0,182.1507453588086,0.0,1.0,0.048816402373724255,0.0,0,0.6317351312431357,65.99961422222222,-65.51450139172152,0.2277823745978824,7.949718066917187,0.0027247003777146972,-4.609895949168955,1.233493141095011,0,0,134.92236977255752,0.17788981462883754,1061.7194244858497,-153.42096898515518
2025-01-01 00:07:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,36.68833432914796,51.666666666666686,46.10666666666668,0.0,50.97207729730923,0.0,0.0,0.0,36.68833432914796,48.83061914542839,50.97207729730923,47.75989006948798,12.43753247303448,17.377125149164517,0.0,-1.5985371635409742,-1.7228298055834874,2.8,9.236100170605994,8304.337133692068,132.3119681246295,894.2915570074979,-929.998100043101,-0.0,-0.0,182.1507453588086,0.0,1.0,0.04895448960709324,0.0,0,0.63352212398028,65.99961422222222,-69.36077384586144,0.22635526559872457,7.997051685482337,0.0027246784796076135,-4.768556317143595,1.2330717576879555,0,0,132.3119681246295,0.1775695275995522,1046.637610186943,-152.34605317944514
2025-01-01 00:08:00,9.252547844877599,0.08314171019890468,0.0,0.15420913074795997,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,9.121545262222222,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,On,9121.545262222222,17.2777777777778,1.0,0.0,9.121545262222222,0.0,1,9121.545262222222,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,36.57239441445865,51.666666666666686,46.10666666666668,0.0,50.96842409748564,0.0,0.0,0.0,36.57239441445865,48.827529805217274,50.96842409748564,47.757082659083096,12.43753247303448,17.473661624998957,0.0,-1.4411043932837722,-1.667010533019485,2.8,9.236100170605994,8291.918066186134,129.77403848931735,880.7756117692828,-938.7233770966976,-0.0,-0.0,182.1507453588086,0.0,1.0,0.049088694389191535,0.0,0,0.6352588737510487,65.99961422222222,-73.05456429819944,0.22497673050984746,8.04345097108915,0.0027246558200849772,-4.9225224758684085,1.2326621850405761,0,0,129.77403848931735,0.17725483000181666,1031.888343364241,-151.11273159495832
2025-01-01 00:09:00,0.13100258265537634,0.08314171019890468,0.0,0.0021833763775896057,0.0013856951699817445,0.0,0.011642721237525359,0.0,0.10935986141785098,0.0,0.010000000000000002,0.0,0.0,0.08022504353223801,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.00813274316734992,0,On,0.0023931367082002625,0,On,0.0693064502684278,0.051979837701320836,On,Off,0.0,17.2777777777778,0.0,0.0,0.0,0.0,0,0.0,9121.545262222222,Off,0.0,18.2777777777778,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1320.2853555555555,Off,0.0,0.0,36.45949898915635,51.666666666666686,46.10666666666668,0.0,50.96478146864624,0.0,0.0,0.0,36.45949898915635,48.824450227723574,50.96478146864624,47.75428460726224,12.43753247303448,17.56759125328189,0.0,-1.2870197317520755,-1.612166662763043,2.8,9.236100170605994,-841.6874148222037,127.30851486208206,867.6824071239434,-947.2435701182164,-0.0,-0.0,182.1507453588086,0.0,1.0,0.04921917737873381,0.0,0,0.636947459646675,65.99961422222222,-76.59459006279576,0.22364435330493362,8.087691138178904,0.0027246324211642665,-5.071986259850181,1.232263934487483,0,0,127.30851486208206,0.1769450864166826,1017.4382672870325,-149.75586016308912
