Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,2.0421474305353393,1.1803949032207788,0.0,2.0421474305353393,1.1803949032207788,0.0,0.01641663604333156,0.0,0.5320425055535164,1.4936882889384917,0.0,0.0,0.0,0.21556758250548247,0.9648273207152962,0.0,1.0,0.0,0.0,0.0,0.0,0.043945379194814636,0.03295903439611097,0.22685818763549823,0.0,0.0035099780701754383,0.0,0.0005466626536250879,0.0,0.012359995319531034,0.0,0.017760874577374835,0.0,0.24347806414582873,0.1826085481093715,0.0,0.0,33.88162599302655,51.66666666666668,46.10666666666668,0.0,50.491007308650744,0.11071889145125953,294.8309373678836,0.0,33.88162599302655,49.11229866650278,50.493252710063636,48.42069894401592,12.43753247303448,3967.477212995699,20.000000000000057,2.6886237831503834,0.0,1.4697860132622358,0.023902275676255903,2.467916616015785,3943.574937319443,5894.294723887909,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8532.449073696445,20.01173751121012,0.0,7.101392236410031,1.8327958844843175,2.8,9.236100170605994,4246.606141534886,-2081.7775843877193,194.1901464783744,-415.20934709065074,0.0,0.0,797.8934556798117,0.0,5.0,0.01851077962180484,0.0,0.0,0.2395487833017364,329.99807111111113,-103.55518004997401,0.2564465936626047,10.254092791233886,0.0036456900586901643,203.48373360734246,1.2212526996998094,0.38270708553618193,-2145.408276445224,63.63069205750503,0.14498225455103997,182.74716009283077,11.4429863855436
2025-01-01 01:00:00,1.84589144919353,1.2063051296776754,0.0,1.84589144919353,1.2063051296776754,0.0,0.01367784837190567,0.0,0.29062536415417106,1.5415882366674536,0.0,0.0,0.0,0.2105374992793056,0.9957676303983697,0.0,1.0,0.0,0.0,0.0,0.0,0.042846744714944256,0.03213505853620819,0.0,0.0,0.0032467297149122803,0.0,0.0004418109643232268,0.0,0.009989307692670164,0.0,0.00990869844843017,0.0,0.23786992099079665,0.1784024407430974,0.0,0.0,32.71691967446962,51.66666666666668,46.10666666666668,0.0,50.05619528589177,0.0,0.0,0.0,32.71691967446962,48.06856300891046,50.05619528589177,47.074746870419816,12.43753247303448,4036.8031796628406,20.000000000000057,2.64485528338291,0.0,1.5170121909453809,0.02457604572207256,2.560115652371474,4012.227133940768,5815.992824023689,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8528.762487409933,20.007216106061914,0.0,7.427756671323707,2.9508781089344933,2.5,9.236100170605994,4144.0190910859465,-1821.7922927618736,-83.78755868305672,-412.4896213136955,0.0,0.0,617.650389167832,0.0,5.0,0.01806763360950688,0.0,0.0,0.23381401198254534,329.99807111111113,-97.94485643103036,0.2602907644440406,10.311108943179862,0.0036994492043388853,184.7792647629854,1.2212912940964933,0.30098223206929403,-1882.5235981637934,60.73130540191998,0.14498225455103997,-85.37301633379111,1.585457650734397
2025-01-01 02:00:00,1.8554723285356374,1.2123794382749153,0.0,1.8554723285356374,1.2123794382749153,0.0,0.01367784837190567,0.0,0.2895267296743007,1.5522677504894309,0.0,0.0,0.0,0.20971352341940283,1.0026659148555124,0.0,1.0,0.0,0.0,0.0,0.0,0.0417481102350739,0.03131108267630542,0.0,0.0,0.0032467297149122803,0.0,0.0004418109643232268,0.0,0.009989307692670164,0.0,0.00990869844843017,0.0,0.23786992099079665,0.1784024407430974,0.0,0.0,32.39650695626309,51.66666666666668,46.10666666666668,0.0,49.73947025692361,0.0,0.0,0.0,32.39650695626309,47.79439902723718,49.73947025692361,46.82186341239397,12.43753247303448,3964.3224423896586,20.000000000000057,2.5801585865788663,0.0,1.5275318842032848,0.024735866286146175,2.5887724174546225,3939.5865761035125,5589.537113503936,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8511.36834950088,20.007188437606363,0.0,7.952859638946366,2.88160460599255,1.6500000000000001,9.236100170605994,4056.7897457819,-1669.260689469975,-231.61743469930266,-430.58793719093075,0.0,0.0,616.5517546879618,0.0,5.0,0.01791561971616976,0.0,0.0,0.2318467937487454,329.99807111111113,-93.49651410478957,0.26402890184422323,10.36937916208665,0.0037528925582458643,185.9530862933048,1.2212521178540665,0.21019248537520177,-1725.9243339587288,56.663644488753604,0.14498225455103997,-233.81111499410198,2.1936802947992957
2025-01-01 03:00:00,2.53685284787698,1.200415173615567,0.0,2.53685284787698,1.200415173615567,0.0,0.0135023494683969,0.6999710417777778,0.2889727450179372,1.5344067116128677,0.0,0.0,0.0,0.20928635014122401,0.991128823474343,0.0,1.0,0.0,0.0,0.0,0.0,0.04064947575520353,0.030487106816402636,0.0,0.0,0.003071230811403509,0.0,0.0004418109643232268,0.0,0.009989307692670164,0.0,0.009924278162971728,0.0,0.23839899109976193,0.1787992433248214,699.9710417777777,0.2,32.505759635937316,51.66666666666668,46.10666666666668,0.0,49.51345603054524,0.07839985279333797,203.38374099335348,699.9710417777777,32.505759635937316,47.86323520099401,49.51345603054524,47.0381247862184,12.43753247303448,3937.531135779541,20.000000000000057,2.593341337626442,0.0,1.5099207139078241,0.024485997705043634,2.5648029462264796,3913.0451380744976,5634.980375097633,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8514.301372158652,20.007168434577025,0.0,7.81360715102784,2.6350401508112227,1.6500000000000001,9.236100170605994,4022.2857391240545,-1957.4674284330638,-182.83409879897212,-437.2041937697887,0.0,0.0,615.7852362204618,0.0,5.0,0.01819696309273421,0.0,0.0,0.23548767030408116,329.99807111111113,-93.82643910615921,0.2677205003266741,10.426750615548482,0.0038056810408166335,175.36257362822806,1.2212133976885495,0.2565567338274823,-2018.6866398702427,61.21921143717897,0.14498225455103997,-187.06086984134217,4.226771042370048
2025-01-01 04:00:00,2.069603007419269,1.3104747827453147,0.0,2.069603007419269,1.3104747827453147,0.0,0.013692775569640186,0.05833092014814815,0.30005049137515954,1.6900288203263214,0.007499999999999999,0.0,0.0,0.21663650746483504,1.0916507752804798,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03955084127533316,0.02966313095649986,0.0,0.0,0.003071230811403509,0.0,0.00044987647888490844,0.0,0.010171668279351767,0.0,0.011201814755379392,0.0,0.24929783534444697,0.18697337650833518,58.33092014814815,0.016666666666666666,35.41592134813618,51.66666666666668,46.10666666666668,0.0,51.60503924454396,0.08536044163601302,234.00992468482352,58.33092014814815,35.41592134813618,50.424427390440464,51.60503924454396,49.83412146338872,12.43753247303448,3964.358145290228,20.000000000000057,2.3987810807919066,0.0,1.5893344556608502,0.02569436466547134,2.726836850155721,3938.663780624757,5341.9487175171935,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,8482.950166493478,20.00742838325915,0.0,7.563393476732101,2.6230645856194683,0.55,9.236100170605994,4017.0035738145993,-1883.857067836178,-391.85788871471766,-481.8407701716472,0.0,0.0,626.2904895817995,0.0,5.0,0.018796681918456126,0.0,0.0,0.2432486570350563,329.99807111111113,-91.80429088578055,0.2710313607209056,10.476287979340547,0.003854925744351483,178.86682067420347,1.2206030830343648,0.23166035729913925,-1948.3166501864473,64.45958235026954,0.14498225455103997,-395.9459342712205,4.0880455565028475
2025-01-01 05:00:00,2.1234671073804,1.3824981558893976,0.0,2.1234671073804,1.3824981558893976,0.0,0.013900953800725264,0.0,0.28996896348483836,1.8120971900948362,0.007499999999999999,0.0,0.0,0.20981150305918275,1.1704991528302149,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03955084127533316,0.02966313095649986,0.0,0.0,0.0034222286184210525,0.0,0.0004438273429636472,0.0,0.010034897839340565,0.0,0.010220292739261307,0.0,0.2401978294702439,0.1801483721026829,0.0,0.0,34.5342084017318,51.66666666666668,46.10666666666668,0.0,51.20713007211612,0.0,0.0,0.0,34.5342084017318,49.64301284262218,51.20713007211612,48.86095422787521,12.43753247303448,4111.613556729989,20.000000000000057,2.3008526360414363,0.0,1.7093715901600015,0.02772559993483454,2.9396095120646493,4083.8879567951544,5131.680940014808,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,8464.713709472222,20.007205625396054,0.0,7.658746799229732,1.6237080308865144,-0.25000000000000006,9.236100170605994,4073.3851321316465,-1995.8034082251534,-346.0364165983376,-509.06662211539697,0.0,0.0,564.25444895598,0.0,4.2,0.019076984154568776,0.0,0.0,0.24687606014769697,277.1983797333333,-93.4162514389253,0.27429980984252117,10.524653633791505,0.003903615694789887,136.46939150132374,1.2199556966876508,0.2044202441493671,-2059.111531448127,63.308123222973784,0.14498225455103997,-357.9571425399165,11.920725941578876
2025-01-01 06:00:00,2.8963419063065303,1.23409593221125,0.0,2.8963419063065303,1.23409593221125,0.0,0.03489514076592535,0.5833092014814816,0.7160256861587215,1.5546118779004021,0.007499999999999999,0.0,0.0,0.2277283606296711,1.0041800715815787,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0417481102350739,0.03131108267630542,0.3907632282021457,0.0,0.0038609758771929823,0.0,0.0013144548314829472,0.0,0.02971971005724942,0.0,0.02162464378368094,0.0,0.261889703937821,0.1964172779533657,583.3092014814815,0.16666666666666666,34.912565414968974,51.66666666666668,46.10666666666668,0.0,51.24732251419985,0.17390537823996718,469.9609455191063,583.3092014814815,34.912565414968974,49.97748910886651,51.24774584219177,49.342149078207925,12.43753247303448,3841.5792551391146,20.000000000000057,2.49721701935838,0.0,1.5298156430654783,0.02479623483492393,2.625887893985765,3816.7830203041904,5322.737710959218,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,8484.877868746784,20.015366938826688,0.0,7.2559955245506735,1.882006802341138,0.3,9.236100170605994,4142.943061742913,-2143.852948643715,-292.38314377804767,-488.8201613385447,0.0,0.0,887.1733006412876,0.0,4.0,0.018867983343888874,0.0,0.0,0.24417137180229237,263.9984568888889,-96.98933269894393,0.276669970474856,10.567062209619596,0.003939567525623564,144.29173091694264,1.2198953469629423,0.24252948613784123,-2211.8276145390214,67.97466589530659,0.14498225455103997,-301.4157787212502,9.032634943202519
2025-01-01 07:00:00,3.489316135511505,1.3991350719363038,0.0,3.4893161355115048,1.3991350719363038,0.0,0.03686939910027081,1.108287482814815,0.5284215256705767,1.8007377279258425,0.014999999999999998,0.0,0.0,0.23159840680713092,1.163161665129173,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.043945379194814636,0.03295903439611097,0.19538161410107285,0.0,0.0035977275219298247,0.0,0.0014092246275827062,0.0,0.03186244695075828,0.0,0.024242035826662494,0.0,0.2648524965480267,0.19863937241101992,1108.287482814815,0.31666666666666665,34.70345409023595,51.66666666666668,46.10666666666668,0.0,51.25932971836167,0.42971175307213877,1159.2657559271208,1108.287482814815,34.70345409023595,49.80081026082651,51.25932971836167,49.07155053205893,12.43753247303448,4061.236464613619,20.000000000000057,2.299500857362008,0.0,1.69826368680767,0.02747404111817259,2.887252926945273,4033.7624234954465,5070.471963309091,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,8460.205042060386,20.012586247828267,0.0,7.029586289493457,1.5785141066603245,-0.55,9.236100170605994,4160.056343962239,-2392.322109617473,-395.9510156014415,-525.1849945104915,0.0,0.0,719.743067130852,1.4295291157185577,3.45,0.01937177410564101,0.0,0.0,0.25069094939340697,227.69866906666667,-95.73819327173929,0.279621123093199,10.610716687601617,0.003981160773995322,106.34769447725074,1.219876391036929,0.24564376159608886,-2461.975172445521,69.65306282804823,0.14498225455103997,-406.7578836561089,10.806868054667367
2025-01-01 08:00:00,3.418700207236225,1.4443237441874277,0.0,3.418700207236225,1.4443237441874277,0.0,0.030935033671933,0.5833092014814816,0.9134009525851509,1.8760550194976593,0.014999999999999998,0.0,0.0,0.22813691478441475,1.2118118294030131,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.045044013674684996,0.03378301025601374,0.5861448423032185,0.0,0.002720233004385965,0.0,0.0011950404075558275,0.0,0.027019760259991206,0.0,0.023073557236045726,0.0,0.25913853937120146,0.19435390452840104,583.3092014814815,0.16666666666666666,34.830517942100705,51.66666666666668,46.10666666666668,0.0,51.345446967397066,0.12329252960155315,333.2215056571911,583.3092014814815,34.830517942100705,49.89607663334736,51.345446967397066,49.17139146632251,12.43753247303448,3962.1881567971764,20.000000000000057,2.132198842685695,0.0,1.6985494255935882,0.027505593904071198,2.898523523438442,3934.682562893105,4785.086915071757,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,8433.43844730101,20.01913100323602,0.0,6.444465769259281,1.0179440546968876,-1.4,9.236100170605994,4231.983619582556,-2637.7435628172707,-448.7267587196385,-564.7202196138124,0.0,0.0,907.2748839450873,102.127223480217,2.2,0.0199438452061676,0.0,0.0,0.25809414574132333,145.19915128888888,-72.7592015458958,0.2816596431399396,10.648781815266107,0.004010109666720899,87.47876369554119,1.220400887595723,0.26159024417562604,-2712.71440093581,74.97083811853932,0.14498225455103997,-463.40478725878813,14.678028539149615
2025-01-01 09:00:00,2.738600415286308,1.4947397942060157,0.0,2.738600415286308,1.4947397942060157,0.0,0.03107502831575819,0.40831644103703707,0.3304713792520409,1.9537375666814716,0.014999999999999998,0.0,0.0,0.22837499633344913,1.2619897978725665,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.045044013674684996,0.03378301025601374,0.0,0.0,0.0021937362938596492,0.0,0.0012232697085217134,0.0,0.027658022313376825,0.0,0.025971384140775305,0.0,0.2594559814365806,0.19459198607743539,408.31644103703707,0.11666666666666667,34.29725280582375,51.66666666666668,46.10666666666668,0.0,51.27604023338691,0.16409362358503926,444.2953408762547,408.31644103703707,34.29725280582375,49.43515379456323,51.27604023338691,48.51471057515139,12.43753247303448,4270.253645759119,20.000000000000057,2.216153462381688,0.0,1.8487509568932958,0.029986609788175682,3.0899296427270193,4240.267035970943,4788.38994279752,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,8452.269844338758,20.008594953173354,0.0,6.347284032331544,0.9052157201703281,-0.85,9.236100170605994,4181.9340531459375,-2383.420733169121,-320.9411982435151,-540.2881606658451,0.0,0.0,475.3837173116829,301.20484374533436,2.0,0.019612204933232028,0.0,0.0,0.25380237491920243,131.99922844444444,-23.415149259018666,0.28304585001135824,10.664770762633317,0.0040253003026807,51.25373118608389,1.2210460895250759,0.2583392043861161,-2456.994633932241,73.57390076312039,0.14498225455103997,-336.1081464688562,15.166948225341093
