Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.35554933074062184,0.21331459233302677,0.0,0.35554933074062184,0.21331459233302677,0.0,0.05834048373578723,0.0,0.2972088470048346,0.0,0.0,0.0,0.21331459233302677,0.0,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.020472697368421052,0.0,0.03786778636736618,0.0,0.012789390560798806,0.0,0.2427949425879473,0.18209620694096043,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,543.0607688888889,0.0,0.0,35.632546485802955,51.66666666666668,46.10666666666668,0.0,51.587293190264056,0.0,0.0,0.0,35.632546485802955,51.595328063320714,51.59934549984904,51.587293190264056,12.43753247303448,20.970012195805644,0.0,2.8,-338.7748420281432,-886.748441594802,0.0,0.0,536.5525274261322,0.0,3.0,0.03744737226065689,0.0,0.0,0.5229337978394348,197.99884266666666,11.42107214052655,0.20456219830621664,10.062225928926905,0.003082366871840146,72.25760257653388,1.2176871648553704
2025-01-01 01:00:00,0.3489070396618393,0.21196886731082526,0.0,0.3489070396618392,0.21196886731082526,0.0,0.0551697898093344,0.0,0.2937372498525048,0.0,0.0,0.0,0.21196886731082526,0.0,1.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.01893724506578947,0.0,0.03623254474354493,0.0,0.011112093438071093,0.0,0.24204125540474747,0.18153094155356056,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,543.0607688888889,0.0,0.0,35.785615146347354,51.66666666666668,46.10666666666668,0.0,51.39366951769803,0.0,0.0,0.0,35.785615146347354,51.414872102976084,51.425473395615114,51.39366951769803,12.43753247303448,20.657513274297244,-0.011028671125143497,2.5,-290.6896769317096,-826.9537151341552,0.0,0.0,529.9629944501736,0.0,3.0,0.034941154427071096,0.0,0.0,0.4879357210502959,197.99884266666666,6.301043752272021,0.2100714700924501,9.948036341361314,0.003105079900795856,77.12621997004314,1.2190246950553225
2025-01-01 02:00:00,0.412749426781249,0.2111884076760236,0.0,0.41274942678124893,0.2111884076760236,0.0,0.0551697898093344,0.0,0.2926966370061026,0.06488299996581197,0.0,0.0,0.2111884076760236,0.0,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.01893724506578947,0.0,0.03623254474354493,0.0,0.011112093438071093,0.0,0.24204125540474747,0.18153094155356056,64.88299996581198,21.111111111111143,0.1,0.0,0.05430607688888889,0.010576923076923076,0.1,54.30607688888889,543.0607688888889,0.0,0.0,35.84207724101875,51.66666666666668,46.10666666666668,0.0,51.1996415384313,0.0,0.0,0.0,35.84207724101875,51.23392446360756,51.25106592619569,51.1996415384313,12.43753247303448,20.427556109171125,-0.18355500194001598,1.6500000000000001,-211.26156323575307,-807.593861110717,0.0,0.0,528.9223816037713,0.0,3.0,0.03285817320173192,0.0,0.0,0.4588479315142793,197.99884266666666,2.526916305380518,0.21481828921026822,9.873288100300757,0.003130650160275084,86.11974045069286,1.2199607319312118
2025-01-01 03:00:00,0.9946321787587333,0.21040794804122193,0.0,0.9946321787587332,0.21040794804122193,0.0,0.05414615494091335,0.0,0.29165602415970043,0.6488299996581196,0.0,0.0,0.21040794804122193,0.0,1.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.01791361019736842,0.0,0.03623254474354493,0.0,0.011112093438071093,0.0,0.24204125540474747,0.18153094155356056,648.8299996581197,21.111111111111143,1.0,0.0,0.5430607688888889,0.10576923076923077,1.0,543.0607688888889,543.0607688888889,0.0,0.0,35.46199144112365,51.66666666666668,46.10666666666668,0.0,51.00631543397396,0.0,0.0,0.0,35.46199144112365,51.053516370695114,51.077116839055705,51.00631543397396,12.43753247303448,20.57334325137928,-0.058250942137635126,1.6500000000000001,325.5201101860693,-845.8251188283717,0.0,0.0,526.8581338889481,0.0,3.0,0.034174916741642976,0.0,0.0,0.4772355955488438,197.99884266666666,-4.342904532626863,0.2146419334060548,9.967135130515077,0.00315652170685374,68.01649940015427,1.219336245901249
2025-01-01 04:00:00,1.0056280532367263,0.21705669064081864,0.0,1.0056280532367263,0.21705669064081862,0.0,0.05484434799378086,0.0,0.3019537055848259,0.6488299996581196,0.0,0.0,0.21705669064081864,0.0,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.01791361019736842,0.0,0.036930737796412434,0.0,0.012544784730401014,0.0,0.25194685838394526,0.18896014378795892,648.8299996581197,21.111111111111143,1.0,0.0,0.5430607688888889,0.10576923076923077,1.0,543.0607688888889,543.0607688888889,0.0,0.0,34.303665341842844,51.66666666666668,46.10666666666668,0.0,50.71902943892423,0.13021472523655875,347.06955948018947,0.0,34.303665341842844,50.233270326215326,50.763051829291925,49.94636837949317,12.43753247303448,20.754132774807395,0.0,0.55,247.01740928934527,-935.6516026286534,0.0,0.0,537.1606161583973,0.0,3.0,0.03524443678679333,0.0,0.0,0.4921709073027069,197.99884266666666,-3.321603898518354,0.21342500365904804,10.06485743158301,0.003175400548680721,80.03942216243355,1.218000412115521
2025-01-01 05:00:00,0.9956388356491732,0.2096274884064203,0.0,0.9956388356491732,0.2096274884064203,0.0,0.056193424677755455,0.0,0.2906154113132982,0.6488299996581196,0.0,0.0,0.2096274884064203,0.0,1.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.019960879934210526,0.0,0.03623254474354493,0.0,0.011112093438071093,0.0,0.24204125540474747,0.18153094155356056,648.8299996581197,21.111111111111143,1.0,0.0,0.5430607688888889,0.10576923076923077,1.0,543.0607688888889,543.0607688888889,0.0,0.0,32.88182938089679,51.66666666666668,46.10666666666668,0.0,50.360872695164296,0.0,0.0,0.0,32.88182938089679,48.954091935655434,50.360872695164296,48.250701555900996,12.43753247303448,20.745083054734508,0.0,-0.25000000000000006,202.48560877487682,-973.374450836708,0.0,0.0,527.864790779388,0.0,3.0,0.035217491437591675,0.0,0.0,0.49179462899687415,197.99884266666666,-0.8347308259229027,0.21545101859661345,10.08982920524649,0.003205520877554947,82.710213572436,1.217404510986511
2025-01-01 06:00:00,1.057023662507603,0.2206364148654215,0.0,1.057023662507603,0.2206364148654215,0.0,0.09605071967304553,0.0,0.312142943176438,0.6488299996581196,0.0,0.0,0.2206364148654215,0.0,1.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.022519967105263158,0.0,0.07353075256778237,0.0,0.01796105668920925,0.0,0.2546385983239447,0.19097894874295845,648.8299996581197,21.111111111111143,1.0,0.0,0.5430607688888889,0.10576923076923077,1.0,543.0607688888889,543.0607688888889,0.0,0.0,32.22071832786351,51.66666666666668,46.10666666666668,0.0,50.121699663531196,0.06621076026844967,173.77919492282732,0.0,32.22071832786351,48.46707200616117,50.121699663531196,47.63975817747616,12.43753247303448,20.82831571798256,0.0,0.3,271.5472212209284,-950.020742354368,0.0,0.0,574.0623872508074,0.0,2.7832500000000002,0.035220358767871995,0.0,0.0,0.49183466982811624,183.693426284,-1.324423333630741,0.21561643373240222,10.147802345801319,0.0032245610471122992,46.844151284400034,1.2170458769362922
2025-01-01 07:00:00,1.0008249219032033,0.21274932694562693,0.0,1.0008249219032033,0.21274932694562693,0.0,0.05721705954617651,0.0,0.29477786269890704,0.6488299996581196,0.0,0.0,0.21274932694562693,0.0,1.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.02098451480263158,0.0,0.03623254474354493,0.0,0.011112093438071093,0.0,0.24204125540474747,0.18153094155356056,648.8299996581197,21.111111111111143,1.0,0.0,0.5430607688888889,0.10576923076923077,1.0,543.0607688888889,543.0607688888889,0.0,0.0,31.45157925649646,51.66666666666668,46.10666666666668,0.0,49.84781732395613,0.0,0.0,0.0,31.45157925649646,47.750819650610616,49.84781732395613,46.70232081393786,12.43753247303448,20.79650807852762,0.0,-0.55,102.6540424356932,-1014.7340565817674,0.0,0.0,467.11726242541795,1.4447124908034998,2.0010000000000003,0.03605404812768806,0.0,0.0,0.5034767241787489,132.0652280586667,1.4408369339229787,0.21664406733575173,10.143570677449752,0.0032336243471441767,23.818773185423435,1.2171709239951622
2025-01-01 08:00:00,2.907804702379622,0.22636938609422577,0.0,2.907804702379622,0.22636938609422577,0.0,0.10067842288253616,1.833355180740741,0.3249410990982257,0.6488299996581196,0.0,0.0,0.22636938609422577,0.0,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.015866340460526315,0.0,0.08481208242200984,0.0,0.023115250972591282,0.0,0.2591607214231437,0.19437054106735774,648.8299996581197,21.111111111111143,1.0,0.0,0.5430607688888889,0.10576923076923077,1.0,543.0607688888889,543.0607688888889,1833.355180740741,0.3333333333333333,32.6036021565858,51.66666666666668,46.10666666666668,0.0,50.05469770658116,0.4914542095370599,1297.844620309723,1833.355180740741,32.6036021565858,48.65407256787021,50.05469770658116,47.953759998514734,12.43753247303448,20.705377430092298,0.0,-1.4,121.05749692527735,-1084.2745124834364,0.0,0.0,539.5434995398085,85.9908303587832,2.0010000000000003,0.0371041716353274,0.0,0.0,0.5181411730011635,132.0652280586667,16.95851021078545,0.21875746514613534,10.119922531209575,0.0032454422286853028,55.13517652010036,1.2181115946495735
2025-01-01 09:00:00,2.3005079686971652,0.2606890703292183,0.0,2.3005079686971652,0.2606890703292183,0.0,0.23272624750852527,1.0083453494074075,0.4106063721231126,0.6488299996581196,0.0,0.0,0.2606890703292183,0.0,1.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.012795435855263158,0.0,0.21993081165326211,0.0,0.0630209450174881,0.0,0.3049203004031338,0.22869022530235025,648.8299996581197,21.111111111111143,1.0,0.0,0.5430607688888889,0.10576923076923077,1.0,543.0607688888889,543.0607688888889,1008.3453494074075,0.18333333333333332,33.995734451689216,51.66666666666668,46.10666666666668,0.0,51.41167694585533,0.3940433867529866,1070.5385003684721,1008.3453494074075,33.995734451689216,50.04111527103059,51.41187783468634,49.35563354478723,12.43753247303448,20.870634667329337,0.0,-0.85,384.5521708374147,-1052.8382882328424,0.0,0.0,754.0534266620853,189.48118653518623,2.0010000000000003,0.036713392734071225,0.0,0.0,0.5126841413694911,132.0652280586667,34.50703275005208,0.2181659765254898,10.222563677276241,0.0032682246327747325,92.40392496355594,1.2180213683643788
