Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.2855189560218513,0.11733458326244302,0.10300793312691582,0.004758649267030855,0.0019555763877073837,0.0017167988854485969,0.006960838619458389,0.0,0.15278888663316212,0.10576923076923077,0.020000000000000004,0.10300793312691582,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,On,2522.433612991453,21.111111111111143,0.8005208676345467,0.0,3.0188649414764246,0.10576923076923077,1,2416.6643822222222,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,30.616749605599512,51.666666666666686,46.10666666666668,0.0,50.166545428203314,0.0,0.0,0.0,30.616749605599512,47.503751562619,50.166545428203314,46.172354629826856,12.43753247303448,21.267432629637995,0.0,7.187039044362906,2.8,9.236100170605994,2187.8352156767214,-558.4768938346798,-607.2216830013422,-0.0,-0.0,284.117137960754,0.0,2.0,0.025230339585455584,0.0,0,1.2451877800579352,131.99922844444444,-11.493852274143858,0.2173528380045344,10.459009624804114,0.0033465827901966623,25.255305309304674,1.2127795096417158,0.10042765876513043,-574.1726344200938,15.695740585414011
2025-01-01 00:01:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,30.51305220898548,51.666666666666686,46.10666666666668,0.0,50.16139982446191,0.0,0.0,0.0,30.51305220898548,47.499454758315956,50.16139982446191,46.16848222524298,12.43753247303448,21.35223822158718,0.0,7.20993019456502,2.8,9.236100170605994,-340.8593880307536,-561.6719852744782,-611.5651818706157,-0.0,-0.0,284.117137960754,0.0,2.0,0.025294656591032947,0.0,0,1.2483620040561336,131.99922844444444,-13.411344120891872,0.2168870578915703,10.521473263451458,0.003347048124917471,25.015246431907784,1.2159715995400742,0.10044797594396707,-577.2853773418193,15.613392067341112
2025-01-01 00:02:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,30.692836871657484,51.666666666666686,46.10666666666668,0.0,50.156269823088394,0.0,0.0,0.0,30.692836871657484,47.495172507073754,50.156269823088394,46.16462384906644,12.43753247303448,21.193406789325042,0.0,7.231172308889017,2.8,9.236100170605994,-332.00717004412377,-564.6657056142685,-603.4404340170322,-0.0,-0.0,284.117137960754,0.0,2.0,0.025174136303365034,0.0,0,1.2424139909925416,131.99922844444444,-12.68387398784548,0.21904034884393714,10.451881472739698,0.0033475078265438525,25.358352049412716,1.2166274162058448,0.1004668258356509,-580.1749471986129,15.509241584344357
2025-01-01 00:03:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,30.86517408716251,51.666666666666686,46.10666666666668,0.0,50.15111328946184,0.0,0.0,0.0,30.86517408716251,47.490865024560364,50.15111328946184,46.16074089210963,12.43753247303448,21.040951136087997,0.0,7.250911485329441,2.8,9.236100170605994,-323.8117115680418,-567.4742288135501,-595.6828172841471,-0.0,-0.0,284.117137960754,0.0,2.0,0.02505820402721322,0.0,0,1.236692409121255,131.99922844444444,-12.246032244648724,0.2211313933871259,10.385450540968415,0.0033479735821748237,25.686852255450034,1.2172575553090659,0.10048433887613838,-582.8609891718718,15.386760358321634
2025-01-01 00:04:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,31.03064212650815,51.666666666666686,46.10666666666668,0.0,50.14593133079878,0.0,0.0,0.0,31.03064212650815,47.4865333559626,50.14593133079878,46.156834368544516,12.43753247303448,20.894375287456217,0.0,7.269274255975041,2.8,9.236100170605994,-315.45523188018694,-570.0460322847814,-588.2623472868719,-0.0,-0.0,284.117137960754,0.0,2.0,0.024946510535692232,0.0,0,1.2311800231193595,131.99922844444444,-11.310022554069008,0.2231644963939412,10.320580428124034,0.00334844512712162,26.00185671384571,1.217863990322543,0.10050062799849718,-585.3605274047497,15.314495119968308
2025-01-01 00:05:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,31.189648500364477,51.666666666666686,46.10666666666668,0.0,50.14072496835257,0.0,0.0,0.0,31.189648500364477,47.48217846531179,50.14072496835257,46.152905213791406,12.43753247303448,20.75332995555978,0.0,7.286384712959818,2.8,9.236100170605994,-307.0485469969839,-572.4517260694159,-581.1570821384444,-0.0,-0.0,284.117137960754,0.0,2.0,0.024838814838657505,0.0,0,1.225864939449627,131.99922844444444,-10.008602819293458,0.22514225406464505,10.259137267388507,0.0033489222170599102,26.304132889085707,1.2184480976202323,0.10051580385108724,-587.6902886354721,15.238562566056206
2025-01-01 00:06:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,31.342559125083273,51.666666666666686,46.10666666666668,0.0,50.13549516279481,0.0,0.0,0.0,31.342559125083273,47.477801259448555,50.13549516279481,46.148954307775426,12.43753247303448,20.61750154522465,0.0,7.302343532107753,2.8,9.236100170605994,-298.89905364440426,-574.694951165252,-574.3473536338632,-0.0,-0.0,284.117137960754,0.0,2.0,0.024734900477755985,0.0,0,1.2207364752873096,131.99922844444444,-8.668837971294991,0.2270669951949301,10.19895123776379,0.0033494046218838012,26.594370306046613,1.219011113507601,0.1005299562116608,-589.8638406548148,15.168889489562835
2025-01-01 00:07:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,31.489733323653518,51.666666666666686,46.10666666666668,0.0,50.13024282039835,0.0,0.0,0.0,31.489733323653518,47.4734025938602,50.13024282039835,46.14498248059113,12.43753247303448,20.486582076904686,-0.12452903420645711,7.317242504916321,2.8,9.236100170605994,-291.11300419912266,-576.7882717812804,-567.8142001107655,-0.0,-0.0,284.117137960754,0.0,2.0,0.024634552845341814,0.0,0,1.2157840391452335,131.99922844444444,-7.415942049111145,0.22894117390179736,10.141218788658616,0.0033498921242555214,26.873252266547894,1.219554257990091,0.10054316689718264,-591.8935649509727,15.10529316969236
2025-01-01 00:08:00,0.1797497252526205,0.11733458326244302,0.0,0.0029958287542103416,0.0019555763877073837,0.0,0.006960838619458389,0.0,0.15278888663316212,0.0,0.020000000000000004,0.0,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,31.63150908012709,51.666666666666686,46.10666666666668,0.0,50.12496879401795,0.0,0.0,0.0,31.63150908012709,47.4689832736061,50.12496879401795,46.14099051340017,12.43753247303448,20.360281861257416,-0.25082924985372657,7.331164177761935,2.8,9.236100170605994,-283.6930710039883,-578.7437112750981,-561.5399639556355,-0.0,-0.0,284.117137960754,0.0,2.0,0.024537569084412097,0.0,0,1.2109976194632976,131.99922844444444,-6.270245009106819,0.23076717769955346,10.085794434458862,0.00335038451943027,27.14142462001314,1.2200786815697795,0.10055550945760854,-593.7906036095878,15.046892334489751
2025-01-01 00:09:00,0.2855189560218513,0.11733458326244302,0.10300793312691582,0.004758649267030855,0.0019555763877073837,0.0017167988854485969,0.006960838619458389,0.0,0.15278888663316212,0.10576923076923077,0.020000000000000004,0.10300793312691582,0.0,0.0,0.11150124992910967,0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.002524835526315789,0.0,On,0.0044360030931425995,0,On,0.0041205533943491895,0,On,0.10902593909015723,0.0817694543176179,On,0,0,Off,On,2522.433612991453,21.111111111111143,0.8005208676345467,0.0,3.0188649414764246,0.10576923076923077,1,2416.6643822222222,2416.6643822222222,Off,0.0,22.222222222222285,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,935.7760577777777,Off,0.0,0.0,31.76819735829596,51.666666666666686,46.10666666666668,0.0,50.119673886262596,0.0,0.0,0.0,31.76819735829596,47.46454405631235,50.119673886262596,46.13697914133723,12.43753247303448,20.23833438514661,-0.37277672596453115,7.344182969983573,2.8,9.236100170605994,2245.81792541804,-580.5716796022261,-555.5084903865038,-0.0,-0.0,284.117137960754,0.0,2.0,0.024443762085951865,0.0,0,1.2063679818886244,131.99922844444444,-5.224335147663677,0.2325472384860666,10.031889135695664,0.0033508816145357465,27.39948315448295,1.2205854442162114,0.10056705017905032,-595.5650082346007,14.99332863237456
