occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.586,0.0495,0.0803,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.822,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.844,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.586,0.0213,0.0673,0.0,0.0,0,0,0,0
1.0,0.608,0.026,0.0831,0.0,0.0,0,0,0,0
1.0,0.615,0.0311,0.119,0.0,0.0,0,0,0,0
1.0,0.621,0.0355,0.151,0.0,0.0878,0,0,0,0
1.0,0.653,0.046,0.205,0.0,0.153,0,0,0,0
1.0,0.68,0.0551,0.252,0.0,0.0,0,0,0,0
0.822,0.659,0.0497,0.215,0.0,0.0878,0,0,0,0
0.667,0.64,0.0449,0.182,0.0,0.12,0,0,0,0
0.667,0.64,0.0449,0.182,0.0,0.0,0,0,0,0
0.667,0.64,0.0449,0.182,0.0,0.0,0,0,0,0
0.667,0.644,0.0491,0.187,0.0,0.216,0,0,0,0
0.667,0.647,0.0527,0.191,0.0,0.0,0,0,0,0
0.667,0.647,0.0527,0.191,0.0,0.0,0,0,0,0
0.667,0.647,0.0527,0.191,0.0,0.197,0,0,0,0
0.667,0.692,0.0806,0.272,0.0,0.0,0,0,0,0
0.667,0.732,0.105,0.342,0.0,0.0,0,0,0,0
0.667,0.732,0.105,0.342,0.0,0.427,0,0,0,0
0.667,0.732,0.105,0.342,0.0,0.26,0,0,0,0
0.667,0.732,0.111,0.337,0.0,0.0878,0,0,0,0
0.667,0.732,0.117,0.333,0.0,0.0,0,0,0,0
0.667,0.732,0.117,0.333,0.0,0.0,0,0,0,0
0.667,0.732,0.117,0.333,0.0,0.0,0,0,0,0
0.489,0.687,0.0932,0.254,0.0,0.264,0,0,0,0
0.333,0.647,0.0724,0.185,0.0,0.264,0,0,0,0
0.333,0.647,0.0724,0.185,0.0,0.176,0,0,0,0
0.333,0.647,0.0724,0.185,0.0,0.0,0,0,0,0
0.156,0.601,0.0423,0.113,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.178,0.607,0.0479,0.119,0.533,0.0878,0,0,0,0
0.333,0.647,0.0759,0.181,0.467,0.0,0,0,0,0
0.333,0.647,0.0805,0.18,0.0,0.0,0,0,0,0
0.333,0.647,0.0845,0.179,0.0,0.0,0,0,0,0
0.156,0.601,0.0479,0.11,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.178,0.607,0.0547,0.12,0.0,0.0,0,0,0,0
0.333,0.647,0.0888,0.182,0.0,0.0878,0,0,0,0
0.333,0.647,0.0888,0.182,0.0,0.0,0,0,0,0
0.333,0.654,0.0938,0.191,0.0,0.0878,0,0,0,0
0.333,0.66,0.0982,0.198,0.0,0.0878,0,0,0,0
0.333,0.66,0.0982,0.198,0.0,0.176,0,0,0,0
0.511,0.712,0.142,0.277,0.0,0.332,0,0,0,0
0.844,0.842,0.259,0.491,0.0,0.0915,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0,0,0,0
0.822,0.852,0.272,0.515,0.0,0.471,0,0,0,0
0.667,0.797,0.224,0.427,0.0,0.179,0,0,0,0
0.844,0.891,0.319,0.635,0.533,0.176,0,0,0,0
1.0,0.973,0.402,0.817,1.0,0.489,0,0,0,0
1.0,0.973,0.402,0.817,0.533,0.116,0,0,0,0
0.822,0.9,0.333,0.68,0.0,0.0,0,0,0,0
0.667,0.843,0.323,0.621,0.533,0.0,0,0,0,0
0.667,0.849,0.366,0.674,1.0,0.0,0,0,0,0
0.667,0.849,0.366,0.674,0.533,0.264,0,0,0,0
0.667,0.849,0.366,0.674,0.0,0.0,0,0,0,0
0.667,0.842,0.443,0.671,0.0,0.0,0,0,0,0
0.844,0.909,0.642,0.833,0.0,0.264,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0878,0,0,0,0
1.0,0.953,0.853,0.882,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.533,0.0,0,0,0,0
1.0,0.934,0.936,0.798,1.0,0.0,0,0,0,0
1.0,0.893,0.909,0.694,1.0,0.235,0,0,0,0
1.0,0.857,0.887,0.602,1.0,0.176,0,0,0,0
1.0,0.804,0.732,0.504,0.6,0.0,0,0,0,0
1.0,0.706,0.442,0.32,0.0,0.0,0,0,0,0
