Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.177594818416,51.666666666666686,46.10666666666668,0.0,51.52039962779825,0.0,0.0,0.0,151.839991903775,51.56090820504143,51.58116249366302,51.52039962779825,12.43753247303448,15.344393459338077,0.0,-2.804031786347326,2.8,9.236100170605994,-359.47895793328865,80.04172378991298,-786.876818954482,-0.0,-0.0,432.1333827202553,0.0,1.0,0.04813261222557697,0.0,0.0,1.2457723479338831,65.99961422222222,-4.735521699062097,0.3060248415219748,7.620489556185911,0.003248318429063625,-78.6063841214214,1.2377522189941201,0,0,80.04172378991298
2025-01-01 00:01:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.24634522994768,51.666666666666686,46.10666666666668,0.0,51.50424037933613,0.0,0.0,0.0,151.94741442179324,51.54576726528857,51.56653070826479,51.50424037933613,12.43753247303448,15.303596430964653,0.0,-2.6726788916581605,2.8,9.236100170605994,-360.89021317838893,78.55557524788895,-783.44691713214,-0.0,-0.0,432.1333827202553,0.0,1.0,0.048079171597256436,0.0,0.0,1.2443891930636275,65.99961422222222,-9.57667876650423,0.3076540621667364,7.62221033806161,0.0032475742005716682,-78.34095401151083,1.2415439815632106,0,0,78.55557524788895
2025-01-01 00:02:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.31390181190875,51.666666666666686,46.10666666666668,0.0,51.4880701806614,0.0,0.0,0.0,152.0529715811074,51.530615613747244,51.551888330290176,51.4880701806614,12.43753247303448,15.263233586508935,0.0,-2.5438652548219056,2.8,9.236100170605994,-362.41296726738864,77.2180329201683,-780.0589969866422,-0.0,-0.0,432.1333827202553,0.0,1.0,0.048026292731256984,0.0,0.0,1.2430205777733647,65.99961422222222,-14.48735300100175,0.3083831943048453,7.601522616217375,0.00324683475036655,-78.07809807890487,1.241718286546354,0,0,77.2180329201683
2025-01-01 00:03:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.38032412431261,51.666666666666686,46.10666666666668,0.0,51.471889230649396,0.0,0.0,0.0,152.15675644423845,51.51545343642435,51.53723553931183,51.471889230649396,12.43753247303448,15.223282916218544,0.0,-2.4174493344015655,2.8,9.236100170605994,-364.0280566755827,75.91332916972871,-776.7110422263061,-0.0,-0.0,432.1333827202553,0.0,1.0,0.047973947103238795,0.0,0.0,1.2416657637937143,65.99961422222222,-19.45039716953206,0.30910634590095465,7.5815662712037195,0.0032460978846761443,-77.81739462057666,1.2418908633435046,0,0,75.91332916972871
2025-01-01 00:04:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.44566608996352,51.666666666666686,46.10666666666668,0.0,51.455697718253106,0.0,0.0,0.0,152.258853265568,51.5002809100469,51.52257250594379,51.455697718253106,12.43753247303448,15.18372450185446,0.0,-2.2933204909621745,2.8,9.236100170605994,-362.76059923380257,74.65640005263889,-773.4012247938614,-0.0,-0.0,432.1333827202553,0.0,1.0,0.047922108908121215,0.0,0.0,1.240324083235393,65.99961422222222,-21.492757160196557,0.30982385415033886,7.561814578517737,0.003245363581441893,-77.55876223920632,1.2420617963149563,0,0,74.65640005263889
2025-01-01 00:05:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.50957965675221,51.666666666666686,46.10666666666668,0.0,51.43949582344203,0.0,0.0,0.0,152.35871821367533,51.485098202940364,51.50789939268953,51.43949582344203,12.43753247303448,15.144688220534904,0.0,-2.1713851056065714,2.8,9.236100170605994,-359.8248614336774,73.44821036175884,-770.140232325763,-0.0,-0.0,432.1333827202553,0.0,1.0,0.04787094865242357,0.0,0.0,1.2389999491625805,65.99961422222222,-21.818011828169794,0.31053306837924266,7.541827172816642,0.0032446318194428087,-77.30267482877949,1.242230524475533,0,0,73.44821036175884
2025-01-01 00:06:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.57189054336291,51.666666666666686,46.10666666666668,0.0,51.42328378412676,0.0,0.0,0.0,152.45607897400455,51.469905537659145,51.49321641442535,51.42328378412676,12.43753247303448,15.106239244675741,0.0,-2.0515624202404714,2.8,9.236100170605994,-356.50189035300326,72.28871641343386,-766.9332939721809,-0.0,-0.0,432.1333827202553,0.0,1.0,0.04782055210078232,0.0,0.0,1.237695581342865,65.99961422222222,-21.701979101077747,0.31123260699498156,7.522153614624461,0.0032439025726768767,-77.04936468378042,1.2423967651361012,0,0,72.28871641343386
2025-01-01 00:07:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.63260111521748,51.666666666666686,46.10666666666668,0.0,51.40706186722628,0.0,0.0,0.0,152.5509392425273,51.45470316391189,51.47852381225469,51.40706186722628,12.43753247303448,15.068376943073636,0.0,-1.9337812622894748,2.8,9.236100170605994,-353.20051547569625,71.17667766431563,-763.7801323713803,-0.0,-0.0,432.1333827202553,0.0,1.0,0.04777091878129529,0.0,0.0,1.236410967562434,65.99961422222222,-21.55376582457125,0.3119223969093708,7.503303125768033,0.003243175812809612,-76.79881964913804,1.2425605190273334,0,0,71.17667766431563
2025-01-01 00:08:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.69176740135889,51.666666666666686,46.10666666666668,0.0,51.390830339257406,0.0,0.0,0.0,152.64338656462326,51.43949133103865,51.46382182692928,51.390830339257406,12.43753247303448,15.0310806853261,-0.024474870229500567,-1.8179778119398067,2.8,9.236100170605994,-350.00752245011273,70.1101998618831,-760.6788119859985,-0.0,-0.0,432.1333827202553,0.0,1.0,0.047722021989662855,0.0,0.0,1.2351454166583424,65.99961422222222,-21.462093184369554,0.3126027686455579,7.48424489385708,0.0032424515116479,-76.55095368466331,1.2427218731544472,0,0,70.1101998618831
2025-01-01 00:09:00,0.43872629646035927,0.28786451832175197,0.0,0.007312104941005987,0.0047977419720292,0.0,0.013374731504117558,0.3753515649562418,0.0,0.05,0.0,0.0,0.0,0.27328118498841864,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.00284234283625731,0.0,On,0.005266194333930124,0,On,0.005266194333930124,0.0,On,0.010976651638350092,0,On,0.3227503994618032,0.2420627995963523,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,8094.331017777778,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,3396.987248888889,Off,0.0,0,97.74945419783081,51.666666666666686,46.10666666666668,0.0,51.374589457400354,0.0,0.0,0.0,152.73352218411065,51.42427027964982,51.44911069077456,51.374589457400354,12.43753247303448,14.994326565115317,-0.061228990440282516,-1.7040940335984294,2.8,9.236100170605994,-346.8847095547323,69.08703862472709,-757.6271389195102,-0.0,-0.0,432.1333827202553,0.0,1.0,0.047673830703720325,0.0,0.0,1.233898125712295,65.99961422222222,-21.390953355477443,0.3132741239055502,7.465476473883667,0.003241729641886424,-76.3056690185073,1.2428809287725597,0,0,69.08703862472709
