Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 06:23:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.730213891708843,51.666666666666686,46.10666666666668,0.0,50.844711179610044,0.12146797279196225,325.2451310644366,0.0,20.730213891708843,48.71780630373625,50.844711179610044,47.65435386579936,12.43753247303448,19.34682284294397,-0.15317715705608848,4.258480318623933,0.6,9.236100170605994,12072.7376394963,3982.4866791454497,-1299.037968514375,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05279258602061176,0.0,0,0.31327806620893955,131.99922844444444,-102.6098306911428,0.19848309721723784,8.893842359911584,0.002705970847782253,33.83640311862638,1.2235928717411313,0.30408202973306686,-1460.2012364238708,-492.7818903555335
2025-01-01 06:24:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.658242165358672,51.666666666666686,46.10666666666668,0.0,50.83847869136661,0.12148768709035677,325.2451310644366,0.0,20.658242165358672,48.6886734590658,50.83847869136661,47.61377084291539,12.43753247303448,19.4207313448808,-0.0792686551192574,4.3102785875336265,0.6,9.236100170605994,12058.99990246773,3953.9216408847446,-1307.1765955162623,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05291472392779881,0.0,0,0.3140028484228554,131.99922844444444,-108.20894071782391,0.19757755892007772,8.928117483419094,0.002706045147512567,33.659127674501576,1.223283715845023,0.3052762147095629,-1486.6910307007684,-494.857134339341
2025-01-01 06:25:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.587633729547292,51.666666666666686,46.10666666666668,0.0,50.83225003200495,0.1215073956718396,325.2451310644365,0.0,20.587633729547292,48.659546674772635,50.83225003200495,47.57319499615648,12.43753247303448,19.492710003578523,-0.007289996421533829,4.360817019158339,0.6,9.236100170605994,12045.674030989137,3925.620620234005,-1315.1222054737468,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05303354021449119,0.0,0,0.3147079197090884,131.99922844444444,-113.58920223893321,0.19670024718979648,8.961294980256312,0.0027061190766513718,33.48633740604264,1.2229827813317218,0.3064368694218875,-1512.6709053334662,-497.17828035738285
2025-01-01 06:26:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.518316358945867,51.666666666666686,46.10666666666668,0.0,50.826025078526534,0.12152709891710933,325.2451310644366,0.0,20.518316358945867,48.63042583606092,50.826025078526534,47.53262621482812,12.43753247303448,19.562861261184878,0.0,4.410130091219479,0.6,9.236100170605994,12032.741321798081,3897.961112967377,-1322.8845766879701,-0.0,-0.0,384.1967457377827,0.0,2.0,0.053149214716665054,0.0,0,0.3153943472376918,131.99922844444444,-118.75954021576669,0.19584953619090337,8.994144807733417,0.002706192644370509,33.31779092069634,1.2226896282665465,0.3075651608796137,-1538.1481846448974,-499.3605083125793
2025-01-01 06:27:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.45022750102163,51.666666666666686,46.10666666666668,0.0,50.81980371446392,0.1215467971866849,325.2451310644366,0.0,20.45022750102163,48.60131083421655,50.81980371446392,47.492064394092864,12.43753247303448,19.631273831016344,0.0,4.4582580510662115,0.6,9.236100170605994,12020.215708430997,3870.838500432499,-1330.4721119467401,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05326190360495891,0.0,0,0.31606305774552995,131.99922844444444,-123.6976183240807,0.19502400346084894,9.025294486642784,0.002706265859351773,33.1532786360506,1.2224038751695956,0.308662359899211,-1563.133881651046,-501.497423841309
2025-01-01 06:28:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.38331146590309,51.666666666666686,46.10666666666668,0.0,50.81358582900615,0.12156649082364271,325.2451310644366,0.0,20.38331146590309,48.57220156579263,50.81358582900615,47.45150943418588,12.43753247303448,19.698026686783713,0.0,4.505237655410881,0.6,9.236100170605994,12008.096501414924,3844.25864515804,-1337.8922581957397,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05337174611763655,0.0,0,0.31671487749055527,131.99922844444444,-128.39667909115283,0.19422237583151597,9.056215205105946,0.002706338729852023,32.9926137136616,1.2221251821825783,0.3097296305031597,-1587.6378933978842,-503.57326736892963
2025-01-01 06:29:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.317517825390155,51.666666666666686,46.10666666666668,0.0,50.80737131637824,0.12158618015555361,325.2451310644366,0.0,20.317517825390155,48.54309793203167,50.80737131637824,47.41096123985839,12.43753247303448,19.763191335605985,0.0,4.551104418681695,0.6,9.236100170605994,11996.377053571918,3818.2067870231513,-1345.1517422646266,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05347886842192254,0.0,0,0.31735055516547456,131.99922844444444,-132.85664286527347,0.1934434977315562,9.086234969362991,0.002706411263749575,32.835626862090166,1.2218532414517305,0.3107680837691133,-1611.670105873972,-505.5929130277305
2025-01-01 06:30:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.26214184655007,51.666666666666686,46.10666666666668,0.0,50.801160075365374,0.0,0.0,0.0,20.26214184655007,48.51399983842244,50.801160075365374,47.37041971995098,12.43753247303448,19.82683342270446,0.0,4.595892303155973,0.0,9.236100170605994,11938.675959133952,3579.987301849189,-1399.0592777624495,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05365003593812414,0.0,0,0.3183662854510205,131.99922844444444,-136.65020180541495,0.19268630853450025,9.116111126025986,0.002706483468579895,47.639341958878845,1.22158777033093,0.3057043800267263,-1847.9245924212294,-507.55791165443526
2025-01-01 06:31:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.21754695453723,51.666666666666686,46.10666666666668,0.0,50.79906061430792,0.0,0.0,0.0,20.21754695453723,48.512293665310075,50.79906061430792,47.36891019081116,12.43753247303448,19.888435822965835,0.0,4.635544354946703,0.0,9.236100170605994,11928.609470699133,3556.7414368329014,-1406.0712226883352,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05375191617683858,0.0,0,0.3189708560275955,131.99922844444444,-139.70474531434837,0.19195902841141366,9.144188599637847,0.002706588249223805,47.51230626822532,1.2213308914896903,0.30661412011445827,-1869.4146109449155,-509.3137581470372
2025-01-01 06:32:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.173927357255714,51.666666666666686,46.10666666666668,0.0,50.7969652312161,0.0,0.0,0.0,20.173927357255714,48.51059124730939,50.7969652312161,47.36740425535605,12.43753247303448,19.948657108265266,0.0,4.674257161655335,0.0,9.236100170605994,11918.138677622206,3533.7984402008315,-1412.9394264068892,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05385141726486188,0.0,0,0.31956130841478214,131.99922844444444,-143.30733467272125,0.1912511902945427,9.172205989150783,0.002706692772437713,47.387792762463114,1.221079874660684,0.3074997144431633,-1890.4711743632079,-511.20019136081487
2025-01-01 06:33:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.13125215245054,51.666666666666686,46.10666666666668,0.0,50.79487383787259,0.0,0.0,0.0,20.13125215245054,48.508892502295744,50.79487383787259,47.36590183450732,12.43753247303448,20.007541076506932,0.0,4.7120418332577225,0.0,9.236100170605994,11907.88226555789,3511.248648931028,-1419.6679692002876,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05394861824817221,0.0,0,0.32013811168168743,131.99922844444444,-146.83520394364064,0.1905620595053766,9.199467767702398,0.002706797043162503,47.26571860378613,1.2208345302865395,0.3083616241248018,-1911.0946759967692,-513.1264809970565
2025-01-01 06:34:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.089487136035206,51.666666666666686,46.10666666666668,0.0,50.79278634885478,0.0,0.0,0.0,20.089487136035206,48.507197350746566,50.79278634885478,47.36440285169246,12.43753247303448,20.065136216219027,0.0,4.748912814859431,0.0,9.236100170605994,11897.945056493007,3489.0942437049707,-1426.2615286029625,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05404360545266168,0.0,0,0.32070177809737377,131.99922844444444,-150.17885360584853,0.18989086100825006,9.226001243556148,0.002706901066179586,47.14599306277161,1.2205946497414633,0.30920037538137096,-1931.287589528734,-515.0879726911494
2025-01-01 06:35:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.048598923418073,51.666666666666686,46.10666666666668,0.0,50.79070268183322,0.0,0.0,0.0,20.048598923418073,48.50550571601948,50.79070268183322,47.362907233112615,12.43753247303448,20.12148985561639,0.0,4.784885790057668,0.0,9.236100170605994,11888.337845561044,3467.3464525494383,-1432.7247102780068,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05413646283340235,0.0,0,0.3212528058621495,131.99922844444444,-153.32288286276642,0.1892368483207314,9.251833050701563,0.0027070048460947293,47.028527848330484,1.2203600296983905,0.3100165115319952,-1951.0533362065569,-517.0700171688585
2025-01-01 06:36:00,1.443952463438038,0.13484131588293607,0.7730125000000001,0.024065874390633967,0.0022473552647156014,0.012883541666666668,0.07138242342988495,0.0,0.47072212334148616,0.9018479166666669,0.7730125000000001,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,On,13090.188692964035,20.000000000000057,0.8000000000000002,5935.469805924854,22.654763227777778,0.9018479166666669,1,18123.810582222224,18123.810582222224,Off,0.0,0.0,20.008555586449678,51.666666666666686,46.10666666666668,0.0,50.78862275749754,0.0,0.0,0.0,20.008555586449678,48.50381752428324,50.78862275749754,47.3614149076761,12.43753247303448,20.17664725738994,0.0,4.8199776065689335,0.0,9.236100170605994,11879.043311980184,3446.0123042857695,-1439.0619403125777,-0.0,-0.0,384.1967457377827,0.0,2.0,0.054227270513738164,0.0,0,0.32179167043834994,131.99922844444444,-156.28018640905594,0.18859931311606007,9.276988656846367,0.002707108387342546,46.91323867756768,1.220130475866951,0.3108105914813673,-1970.3962446450246,-519.0612569940599
2025-01-01 06:37:00,0.5421045467713711,0.13484131588293607,0.0,0.00903507577952285,0.0022473552647156014,0.0,0.07138242342988495,0.0,0.47072212334148616,0.0,0.0,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18123.810582222224,Off,0.0,0.0,19.969326753359788,51.666666666666686,46.10666666666668,0.0,50.786546499424766,0.0,0.0,0.0,19.969326753359788,48.50213270439512,50.786546499424766,47.35992580688031,12.43753247303448,20.230651476849193,0.0,4.8542060019628925,0.0,9.236100170605994,-1220.1441395673753,-2510.3734853702117,-1445.2774445524851,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05431610458538937,0.0,0,0.3223188233641318,131.99922844444444,-159.06344075267288,0.18797758577318124,9.302224830289248,0.002707211694194146,46.80004549626419,1.2199058035503265,0.31158318373316723,-1989.3213986587996,-521.0520867114124
2025-01-01 06:38:00,0.5421045467713711,0.13484131588293607,0.0,0.00903507577952285,0.0022473552647156014,0.0,0.07138242342988495,0.0,0.47072212334148616,0.0,0.0,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18123.810582222224,Off,0.0,0.0,20.03707037879094,51.666666666666686,46.10666666666668,0.0,50.78447383393852,0.0,0.0,0.0,20.03707037879094,48.500451187769855,50.78447383393852,47.35843986468552,12.43753247303448,20.132762137584177,0.0,4.773524050096052,0.0,9.236100170605994,-1199.351195221304,-2461.498159630239,-1434.018918810593,-0.0,-0.0,384.1967457377827,0.0,2.0,0.054155027122361435,0.0,0,0.3213629687653907,131.99922844444444,-149.5290221484936,0.1891264456423286,9.257130944024809,0.002707314770765258,46.95479164526546,1.2203128970505566,0.30975897461092894,-1944.8036178694583,-516.6945417607808
2025-01-01 06:39:00,0.5421045467713711,0.13484131588293607,0.0,0.00903507577952285,0.0022473552647156014,0.0,0.07138242342988495,0.0,0.47072212334148616,0.0,0.0,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18123.810582222224,Off,0.0,0.0,20.102751463183907,51.666666666666686,46.10666666666668,0.0,50.782395089278644,0.0,0.0,0.0,20.102751463183907,48.49876396679441,50.782395089278644,47.356948405552295,12.43753247303448,20.03779581091927,0.0,4.694913830308296,0.0,9.236100170605994,-1180.0136823590194,-2415.5121955049367,-1423.1300524347505,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05399852565946094,0.0,0,0.32043426874608893,131.99922844444444,-141.08037566205186,0.19024877883002084,9.213565829395023,0.0027074181536632146,47.104683310411644,1.2207080918773014,0.30797121454131393,-1901.7371579192925,-513.7750375856441
2025-01-01 06:40:00,0.5421045467713711,0.13484131588293607,0.0,0.00903507577952285,0.0022473552647156014,0.0,0.07138242342988495,0.0,0.47072212334148616,0.0,0.0,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18123.810582222224,Off,0.0,0.0,20.166500451639212,51.666666666666686,46.10666666666668,0.0,50.780310451969996,0.0,0.0,0.0,20.166500451639212,48.49707121514501,50.780310451969996,47.35545159673252,12.43753247303448,19.94556744383364,0.0,4.618267979214034,0.0,9.236100170605994,-1161.1740311747124,-2371.2609847739004,-1412.5867281503574,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05384631462353272,0.0,0,0.31953102867801125,131.99922844444444,-132.78404876213753,0.19134614926033858,9.171431420140989,0.0027075218330094783,47.250024490814816,1.221092135613978,0.3062180791462815,-1860.0417754342054,-511.219209339695
2025-01-01 06:41:00,0.5421045467713711,0.13484131588293607,0.0,0.00903507577952285,0.0022473552647156014,0.0,0.07138242342988495,0.0,0.47072212334148616,0.0,0.0,0.0,0.0,0.13484131588293607,0,1,0,0,Off,0,0,Off,0,0,Off,0.05775155249185224,0.043313664368889164,On,0,0,Off,0.0055953051900584794,0.0,On,0.06578711823982647,0,On,0.009569253494182844,0,On,0.1220368686853959,0.0915276515140469,On,0.14660493738250405,0,On,0.13475951128755115,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18123.810582222224,Off,0.0,0.0,20.228420096406953,51.666666666666686,46.10666666666668,0.0,50.77822009674195,0.0,0.0,0.0,20.228420096406953,48.49537309551374,50.77822009674195,47.353949594899646,12.43753247303448,19.8559312952361,0.0,4.543505157148795,0.0,9.236100170605994,-1142.950869763508,-2327.9780339103377,-1402.3696306484949,-0.0,-0.0,384.1967457377827,0.0,2.0,0.05369817130513691,0.0,0,0.31865192697439904,131.99922844444444,-124.77798485279578,0.19241971865998217,9.130650869728141,0.0027076257995490233,47.391051947598214,1.2214656145279539,0.30449829011684715,-1819.653195040378,-508.3248388699597
