occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.4,0.732,0.182,0.253,0.356,0.0,0.0,0.0,0.267,0.0,0,0.2,0,0,0,0
0.4,0.737,0.226,0.253,0.406,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.4,0.739,0.242,0.253,0.424,0.0,0.0,0.0,0.0,0.137,0,1.0,0,0,0,0
0.253,0.676,0.159,0.314,0.287,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.2,0.652,0.129,0.337,0.237,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.65,0.163,0.337,0.235,0.0,0.0,0.0,0.733,0.0,0,1.0,0,0,0,0
0.2,0.649,0.176,0.337,0.235,0.0,0.0,0.0,1.0,0.0,0,1.0,0,0,0,0
0.2,0.649,0.176,0.337,0.235,0.0,0.0,0.0,1.0,0.0822,0,1.0,0,0,0,0
0.347,0.709,0.292,0.275,0.371,0.0,0.0,0.0,1.0,0.132,0,0.267,0,0,0,0
0.4,0.72,0.39,0.253,0.368,0.0,0.0,0.0,0.4,0.0,1.0,0,0,0,0,0
0.547,0.771,0.554,0.191,0.459,0.0,0.0,0.0,0.0,0.11,1.0,0,0,0,0,0
0.6,0.791,0.607,0.168,0.499,0.0,0.0,0.0,0.0,0.133,1.0,0,0,0,0,0
0.6,0.791,0.607,0.168,0.499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.756,0.584,0.168,0.412,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.747,0.787,0.712,0.107,0.462,0.0,0.0,0.0,0.0,0.62,1.0,0,0,0,0,0
0.8,0.803,0.762,0.0842,0.491,0.0,0.0,0.0,0.0,0.239,1.0,0,0,0,0,0
0.8,0.803,0.762,0.0842,0.491,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.947,0.757,0.542,0.0842,0.445,0.0,0.0,0.0,0.0,0.123,1.0,0,0,0,0,0
1.0,0.741,0.462,0.0842,0.428,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.741,0.462,0.0842,0.428,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.741,0.462,0.0842,0.428,0.0,0.0,0.0,0.0,0.223,1.0,0,0,0,0,0
1.0,0.636,0.169,0.269,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.598,0.0632,0.337,0.0892,0.0,0.0,0.0,0.0,0.021,1.0,0,0,0,0,0
1.0,0.598,0.0632,0.337,0.0892,0.0,0.0,0.0,0.0,0.126,1.0,0,0,0,0,0
1.0,0.598,0.0632,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.595,0.0417,0.337,0.0708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.034,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.573,0.0215,0.399,0.0533,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.853,0.566,0.017,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.947,0.586,0.0189,0.359,0.0502,0.0,0.0,0.0,0.733,0.329,1.0,0,0,0,0,0
1.0,0.594,0.0196,0.337,0.0504,0.0,0.0,0.0,0.267,0.0822,1.0,0,0,0,0,0
1.0,0.594,0.0196,0.337,0.0504,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.853,0.594,0.0225,0.337,0.0645,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.8,0.594,0.0235,0.337,0.0696,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0235,0.337,0.0696,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0235,0.337,0.0696,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.599,0.0279,0.337,0.0993,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.8,0.602,0.0295,0.337,0.11,0.0,0.0,0.0,0.0,0.425,1.0,0,0,0,0,0
0.8,0.628,0.0388,0.275,0.155,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.653,0.611,0.0329,0.314,0.126,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.61,0.034,0.337,0.124,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.613,0.0356,0.337,0.129,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.613,0.0356,0.337,0.129,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.613,0.0356,0.337,0.129,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.747,0.654,0.0566,0.275,0.195,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0642,0.253,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0642,0.253,0.22,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.8,0.669,0.0642,0.253,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0714,0.253,0.224,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0741,0.253,0.225,0.0,0.0,0.0,0.0,0.329,1.0,0,0,0,0,0
0.8,0.669,0.0741,0.253,0.225,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0741,0.253,0.225,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
0.8,0.669,0.0797,0.253,0.221,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0818,0.253,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0818,0.253,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.669,0.0818,0.253,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.653,0.707,0.114,0.191,0.274,0.0,0.0,0.0,0.733,0.0,1.0,0,0,0,0,0
0.6,0.72,0.126,0.168,0.294,0.0,0.0,0.0,1.0,0.411,1.0,0,0,0,0,0
0.6,0.72,0.126,0.168,0.294,0.0,0.0,0.0,0.333,0.247,1.0,0,0,0,0,0
0.6,0.72,0.126,0.168,0.294,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.72,0.131,0.168,0.288,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.6,0.72,0.132,0.168,0.286,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.72,0.132,0.168,0.286,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.72,0.132,0.168,0.286,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.72,0.145,0.168,0.284,0.0,0.0,0.0,0.0,0.186,1.0,0,0,0,0,0
0.6,0.72,0.149,0.168,0.284,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.72,0.149,0.168,0.284,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.6,0.72,0.149,0.168,0.284,0.0,0.0,0.0,0.0,0.307,1.0,0,0,0,0,0
0.6,0.683,0.121,0.23,0.229,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.453,0.631,0.0762,0.314,0.15,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.617,0.0637,0.337,0.129,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.617,0.0637,0.337,0.129,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.623,0.0682,0.337,0.136,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.625,0.0698,0.337,0.139,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.4,0.625,0.0698,0.337,0.139,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.625,0.0698,0.337,0.139,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.634,0.0799,0.337,0.156,0.0191,0.733,0.0,0.0,0.329,1.0,0,0,0,0,0
0.4,0.637,0.0835,0.337,0.163,0.452,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.547,0.741,0.181,0.213,0.329,0.102,0.2,0.8,0.733,0.0,1.0,0,0,0,0,0
0.6,0.779,0.217,0.168,0.389,0.185,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0
0.6,0.805,0.252,0.168,0.478,0.0732,0.0,1.0,0.333,0.0,1.0,0,0,0,0,0
0.453,0.754,0.204,0.23,0.397,0.596,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.732,0.182,0.253,0.356,0.42,0.0,1.0,0.0,0.329,1.0,0,0,0,0,0
0.4,0.732,0.182,0.253,0.356,0.331,0.0,1.0,0.0,0.164,1.0,0,0,0,0,0
0.4,0.737,0.226,0.253,0.406,0.0732,0.0,0.733,0.0,0.0822,1.0,0,0,0,0,0
0.547,0.803,0.324,0.191,0.562,0.229,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.826,0.354,0.168,0.612,0.293,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.6,0.826,0.354,0.168,0.612,0.175,0.0,0.0,0.0,0.329,1.0,0,0,0,0,0
0.6,0.818,0.456,0.168,0.608,0.0,0.0,0.0,0.0,0.312,1.0,0,0,0,0,0
0.6,0.814,0.493,0.168,0.606,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.814,0.493,0.168,0.606,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.6,0.814,0.493,0.168,0.606,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.687,0.288,0.292,0.308,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.641,0.214,0.337,0.199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.641,0.214,0.337,0.199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.641,0.214,0.337,0.199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.629,0.206,0.337,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.625,0.203,0.337,0.16,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
0.6,0.625,0.203,0.337,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.625,0.203,0.337,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.614,0.148,0.337,0.148,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.609,0.128,0.337,0.144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.747,0.641,0.21,0.275,0.213,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.653,0.239,0.253,0.239,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.636,0.144,0.253,0.158,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.63,0.109,0.253,0.129,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.63,0.109,0.253,0.129,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.63,0.109,0.253,0.129,0.0,0.0,0.0,0.0,0.151,1.0,0,0,0,0,0
0.8,0.603,0.0583,0.314,0.0814,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0397,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0397,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0397,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0309,0.337,0.0569,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
0.8,0.594,0.0276,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0276,0.337,0.0543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0276,0.337,0.0543,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
0.8,0.594,0.0236,0.337,0.0507,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.8,0.594,0.0221,0.337,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.594,0.0221,0.337,0.0493,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.8,0.573,0.0201,0.399,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.947,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.586,0.021,0.359,0.0502,0.0,0.0,0.0,0.0,0.298,1.0,0,0,0,0,0
1.0,0.594,0.0216,0.337,0.0504,0.0,0.0,0.0,0.0,0.283,1.0,0,0,0,0,0
1.0,0.594,0.0216,0.337,0.0504,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
1.0,0.594,0.0216,0.337,0.0504,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
1.0,0.594,0.0228,0.337,0.0645,0.0,0.0,0.0,0.0,0.13,1.0,0,0,0,0,0
1.0,0.594,0.0232,0.337,0.0696,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
1.0,0.594,0.0232,0.337,0.0696,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
1.0,0.594,0.0232,0.337,0.0696,0.0,0.0,0.0,0.0,0.207,1.0,0,0,0,0,0
1.0,0.599,0.0273,0.337,0.0993,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.602,0.0287,0.337,0.11,0.0,0.0,0.0,0.0,0.164,1.0,0,0,0,0,0
1.0,0.602,0.0287,0.337,0.11,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
1.0,0.602,0.0287,0.337,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.645,0.0509,0.275,0.182,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.853,0.626,0.0445,0.314,0.15,0.0,0.0,0.0,0.0,0.0,0,0.733,0,0,0,0
0.8,0.648,0.0537,0.275,0.187,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.8,0.661,0.059,0.253,0.208,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.8,0.667,0.0816,0.253,0.217,0.0,0.0,0.0,0.0,0.164,0,1.0,0,0,0,0
0.8,0.669,0.0899,0.253,0.22,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.653,0.631,0.064,0.314,0.157,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.6,0.617,0.0546,0.337,0.135,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.6,0.617,0.0639,0.337,0.136,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.6,0.617,0.0673,0.337,0.137,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.453,0.579,0.0322,0.399,0.0728,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.4,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.4,0.603,0.0618,0.359,0.112,0.0,0.0,0.0,0.733,0.0,0,1.0,0,0,0,0
0.4,0.617,0.0772,0.337,0.135,0.0,0.0,0.0,0.267,0.0,0,0.867,0,0,0,0
0.4,0.617,0.0772,0.337,0.135,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.617,0.0772,0.337,0.135,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.617,0.0817,0.337,0.132,0.0,0.0,0.0,0.0,0.329,0,0,0,0,0,0
0.4,0.617,0.0833,0.337,0.131,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.617,0.0833,0.337,0.131,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.4,0.617,0.0833,0.337,0.131,0.0,0.0,0.0,0.0,0.164,0,0,0,0,0,0
0.253,0.617,0.0869,0.337,0.129,0.0,0.0,0.0,0.0,0.0,0,0.267,0,0,0,0
0.2,0.617,0.0882,0.337,0.128,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.2,0.617,0.0882,0.337,0.128,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.2,0.617,0.0882,0.337,0.128,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.2,0.617,0.0979,0.337,0.128,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0533,0.579,0.0413,0.399,0.0702,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.147,0.603,0.0885,0.359,0.108,0.0,0.0,0.0,0.0,0.164,0,1.0,0,0,0,0
0.2,0.617,0.114,0.337,0.129,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.2,0.617,0.114,0.337,0.129,0.0,0.0,0.0,0.0,0.329,0,1.0,0,0,0,0
0.2,0.617,0.114,0.337,0.129,0.0,0.0,0.0,0.0,0.359,0,1.0,0,0,0,0
0.2,0.623,0.121,0.337,0.136,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.347,0.669,0.2,0.275,0.204,0.0,0.0,0.0,0.0,0.0,0,0.267,0,0,0,0
0.4,0.684,0.228,0.253,0.228,0.0,0.0,0.0,0.0,0.289,1.0,0,0,0,0,0
0.4,0.684,0.228,0.253,0.228,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.253,0.65,0.155,0.314,0.18,0.0,0.0,0.0,0.0,0.329,1.0,0,0,0,0,0
0.2,0.637,0.129,0.337,0.163,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.2,0.637,0.129,0.337,0.163,0.0,0.0,0.0,0.0,0.329,1.0,0,0,0,0,0
0.347,0.689,0.209,0.275,0.246,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.725,0.244,0.253,0.335,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.732,0.246,0.253,0.356,0.0,0.0,0.0,0.0,0.493,1.0,0,0,0,0,0
0.4,0.732,0.246,0.253,0.356,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.732,0.246,0.253,0.356,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.737,0.277,0.253,0.406,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.739,0.288,0.253,0.424,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.739,0.288,0.253,0.424,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.739,0.288,0.253,0.424,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
0.4,0.734,0.352,0.253,0.421,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.732,0.375,0.253,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.732,0.375,0.253,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.732,0.375,0.253,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.72,0.422,0.253,0.368,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.716,0.439,0.253,0.349,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
0.4,0.716,0.439,0.253,0.349,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.716,0.439,0.253,0.349,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.649,0.273,0.314,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.625,0.213,0.337,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.625,0.213,0.337,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.547,0.669,0.355,0.275,0.241,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.629,0.211,0.314,0.178,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.609,0.14,0.337,0.144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.609,0.14,0.337,0.144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.609,0.14,0.337,0.144,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.601,0.0903,0.337,0.104,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.598,0.0723,0.337,0.0892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.574,0.0335,0.399,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.747,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.8,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.947,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.566,0.0194,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.586,0.0222,0.359,0.0642,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
1.0,0.594,0.0232,0.337,0.0696,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.599,0.0273,0.337,0.0993,0.0,0.0,0.0,0.0,0.329,1.0,0,0,0,0,0
1.0,0.602,0.0287,0.337,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.628,0.0356,0.275,0.155,0.0,0.0,0.0,0.0,0.0822,1.0,0,0,0,0,0
1.0,0.637,0.0381,0.253,0.171,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.655,0.0534,0.253,0.198,0.0,0.0,0.0,0.0,0.257,1.0,0,0,0,0,0
1.0,0.661,0.059,0.253,0.208,0.0,0.0,0.0,0.0,0.247,1.0,0,0,0,0,0
0.853,0.661,0.059,0.253,0.208,0.0,0.0,0.0,0.0,0.411,0,0.733,0,0,0,0
0.8,0.661,0.059,0.253,0.208,0.0,0.0,0.0,0.0,0.0822,0,1.0,0,0,0,0
0.653,0.629,0.0558,0.314,0.154,0.0,0.0,0.0,0.0,0.164,0,1.0,0,0,0,0
0.6,0.617,0.0546,0.337,0.135,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.6,0.655,0.0805,0.275,0.197,0.21,0.733,0.0,0.0,0.0,0,1.0,0,0,0,0
