Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7676537023172316,0.11571899286197136,0.4264475675675676,0.7676537023172316,0.11571899286197136,0.4264475675675676,0.029157177306238975,0.27705152501099267,0.431445,0.029999999999999995,0.0,0.4264475675675676,0.0,0.10696899286197135,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0060315515350877185,0.0,0.023125625771151258,0.0,0.010608268639472264,0.0,0.10931381085755912,0.08198535814316932,0.06451532997484435,0.0,0.05930260258071417,0.0,0.0,0.0,8628.961709906847,19.222222222222253,0.555,3363.083567426487,12.497946245765768,0.431445,0.6,11560.600277333335,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,0.0,0.0,88.10513638721359,51.66666666666668,46.10666666666668,0.0,51.778327553567514,0.0,0.0,0.0,137.66427560502123,51.81637713056349,51.835401919061475,51.778327553567514,12.43753247303448,18.98097526882618,-0.04939467419138689,4.7144399392111,2.8,6086.318747191646,2370.4286540203875,-2792.4426384072117,0.0,0.0,372.73764566831056,0.0,3.0,0.13240131999748103,0.0,0.0,1.2391453593276163,197.99884266666666,-122.93796997629991,0.21966242846783202,8.981703856930178,0.002924786742618715,-83.63178313073608,1.2260960235133733,0.22996945829939255,-578.6249770629896,-414.02993634311025
2025-01-01 01:00:00,0.721912924197222,0.11499339333920479,0.3672187387387388,0.721912924197222,0.11499339333920479,0.3672187387387387,0.02295064958051934,0.2974401912833693,0.37152208333333336,0.029999999999999995,0.0,0.3672187387387388,0.0,0.10624339333920478,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.005579185169956139,0.0,0.017371464410563198,0.0,0.006168998326462973,0.0,0.10917913265116377,0.08188434948837281,0.0779560237196036,0.0,0.07165731145169629,0.0,0.0,0.0,7430.494805753118,19.222222222222253,0.47791666666666666,2895.9886275061417,10.762120378298299,0.37152208333333336,0.5166666666666667,9954.961349925927,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,0.0,0.0,86.20674156940446,51.66666666666668,46.10666666666668,0.0,50.97417137368756,0.0,0.0,0.0,134.6980337021945,51.00139687859969,51.015009631055754,50.97417137368756,12.43753247303448,18.873839913989322,-0.07232614090073858,6.073323844829601,2.5,5117.316451372214,1593.20377909228,-2559.099954541855,0.0,0.0,361.1338090736739,0.0,3.0,0.12002257520726486,0.0,0.0,1.1232925554326922,197.99884266666666,-115.21220891272233,0.21999681406644386,8.915081678118487,0.0029095371704071296,-50.23249204798802,1.2266165403112896,0.2063134558390822,-938.9958534723945,-363.788994941467
2025-01-01 02:00:00,0.7135438066919837,0.11362807233606033,0.39091027027027025,0.7135438066919837,0.11362807233606033,0.3909102702702703,0.020226141360543928,0.26782641533143975,0.39549125,0.029999999999999995,0.0,0.39091027027027025,0.0,0.10487807233606032,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.005579185169956139,0.0,0.014646956190587791,0.0,0.004171052994467423,0.0,0.10819149247093121,0.08114361935319839,0.06451532997484435,0.0,0.05930260258071417,0.0,0.0,0.0,7909.881567414609,19.222222222222253,0.50875,3082.8266034742796,11.456450725285286,0.39549125,0.55,10597.21692088889,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,0.0,0.0,83.83340544554561,51.66666666666668,46.10666666666668,0.0,50.17673914166622,0.0,0.0,0.0,130.98969600866502,50.206343322309756,50.22114541263152,50.17673914166622,12.43753247303448,18.963174816793863,-0.04778259069075895,6.556460847537822,1.6500000000000001,5678.823178831789,1560.265722776566,-2473.9840554008497,0.0,0.0,354.6600623301266,0.0,3.0,0.10915113435427079,0.0,0.0,1.0215466250866159,197.99884266666666,-111.73439551209829,0.21837266526727553,8.950344079264426,0.002904203047067744,-6.488885484601988,1.2262453458190512,0.17664389070963785,-1136.253670539263,-386.30721015845086
2025-01-01 03:00:00,0.7059536767876008,0.1075490141090786,0.3672187387387388,0.7059536767876007,0.1075490141090786,0.3672187387387387,0.019604888152645765,0.28482670530162163,0.37152208333333336,0.029999999999999995,0.0,0.3672187387387388,0.0,0.0987990141090786,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.005277607593201754,0.0,0.01432728055944401,0.0,0.0034813513182169044,0.0,0.10091886932558232,0.07568915199418672,0.0779560237196036,0.0,0.07165731145169629,0.0,0.0,0.0,7430.494805753118,19.222222222222253,0.47791666666666666,2895.9886275061417,10.762120378298299,0.37152208333333336,0.5166666666666667,9954.961349925927,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,0.0,0.0,82.01553157249354,51.66666666666668,46.10666666666668,0.0,49.39741253318655,0.0,0.0,0.0,128.14926808202117,49.431189775494325,49.44807839664822,49.39741253318655,12.43753247303448,18.865344377011592,-0.0738731679456204,6.25808861391271,1.6500000000000001,5086.482265782264,1340.231511347989,-2586.3006258519276,0.0,0.0,345.75278009684337,0.0,3.0,0.11494099579652813,0.0,0.0,1.0757339997854451,197.99884266666666,-103.46469421576964,0.21954133075021126,8.90249604452382,0.002901947275508241,-57.12800268045157,1.2266578546931164,0.19422618905649477,-1157.5835526531043,-398.1735635050481
2025-01-01 04:00:00,0.8339380883803096,0.10692442324110854,0.4027560360360361,0.8339380883803095,0.10692442324110854,0.40275603603603605,0.019604888152645765,0.3768573668943304,0.40747583333333337,0.029999999999999995,0.0,0.4027560360360361,0.0,0.09817442324110853,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.005277607593201754,0.0,0.01432728055944401,0.0,0.0034813513182169044,0.0,0.10091886932558232,0.07568915199418672,0.12634252120073686,0.0,0.11613426338723191,0.0,0.0,0.0,8149.574948245356,19.222222222222253,0.5241666666666667,3176.245591458349,11.80361589877878,0.40747583333333337,0.5666666666666667,10918.344706370372,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,0.0,0.0,79.83004914644285,51.66666666666668,46.10666666666668,0.0,48.635504089772404,0.0,0.0,0.0,124.73445179131694,48.674428680778256,48.69389097628119,48.635504089772404,12.43753247303448,18.92286948899547,-0.06396023850598004,6.216346569814181,0.55,5556.488792311814,1347.9255262497504,-2834.8439984529005,0.0,0.0,344.9199922728833,0.0,3.0,0.11769209400728115,0.0,0.0,1.1014815571434378,197.99884266666666,-103.1621497535234,0.21747457872339332,8.907344608166694,0.0028862222685184465,-1.7676778172090386,1.2258525064066752,0.19735083096148182,-1435.7526560397216,-392.56740916887674
2025-01-01 05:00:00,0.9257382706634505,0.10692442324110854,0.39091027027027025,0.9257382706634505,0.10692442324110854,0.3909102702702703,0.020208043306154534,0.4800389773572959,0.39549125,0.029999999999999995,0.0,0.39091027027027025,0.0,0.09817442324110853,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.005880762746710526,0.0,0.01432728055944401,0.0,0.0034813513182169044,0.0,0.10091886932558232,0.07568915199418672,0.18010529617977383,0.0,0.1655530988711604,0.0,0.0,0.0,7909.881567414609,19.222222222222253,0.50875,3082.8266034742796,11.456450725285286,0.39549125,0.55,10597.21692088889,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,0.0,0.0,77.94767687005438,51.66666666666668,46.10666666666668,0.0,47.905229380821176,0.0,0.0,0.0,121.79324510945996,47.93707405772188,47.95299639617223,47.905229380821176,12.43753247303448,18.887260303816483,-0.06089490345797799,5.479261227673695,-0.25000000000000006,5236.94372496978,1275.0237758807577,-2919.7008430680858,0.0,0.0,345.52314742639214,0.0,3.0,0.11593751486334798,0.0,0.0,1.0850604323100967,197.99884266666666,-98.7601468031356,0.21879080128945133,8.901329269783124,0.0028988543091917848,18.456117738559964,1.2253770944522435,0.1831440055507819,-1370.449872547896,-437.35295504562583
2025-01-01 06:00:00,0.9270295240023009,0.1150421935032115,0.4492133211541286,0.927029524002301,0.11504219350321149,0.4492133211541286,0.04656509916055606,0.4429885915084116,0.40747583333333337,0.029999999999999995,0.04645728511809253,0.4027560360360361,0.0,0.1062921935032115,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.00663470668859649,0.0,0.03993039247195958,0.0,0.007198077018011366,0.0,0.1100769873604661,0.08255774052034955,0.15322390869025534,0.0,0.14084368112919615,0.0,0.0,0.0,8149.574948245356,19.222222222222253,0.5241666666666667,3176.245591458349,11.80361589877878,0.40747583333333337,0.5666666666666667,10918.344706370372,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,1055.056,0.0,84.9448484941869,51.66666666666668,46.10666666666668,0.0,50.736901239062135,0.19479397049918484,501.52613075095144,1055.056,132.726325772167,50.56118155009276,50.74922693251376,50.46099601215645,12.43753247303448,18.937375610441126,-0.06438110679057758,5.379417112849479,0.3,5571.572937458823,1488.633629433151,-2859.924752212268,0.0,0.0,385.7795544009502,0.0,3.0,0.11677297769926276,0.0,0.0,1.0928795378600578,197.99884266666666,-103.85681297521496,0.21741969412850592,8.913805489784806,0.0028895150582857903,-53.85234243068281,1.2251741031227295,0.19035591701935548,-1270.64769220516,-416.96426982003794
2025-01-01 07:00:00,0.7890235518839669,0.126156553857611,0.4177789087695816,0.7890235518839669,0.126156553857611,0.4177789087695816,0.08166938140491688,0.29384750381238334,0.38350666666666666,0.029999999999999995,0.03871440426507711,0.3790645045045045,0.0,0.11740655385761099,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.006182340323464912,0.0,0.07548704108145196,0.0,0.01348749944667681,0.0,0.1232305588517453,0.09242291913880894,0.06451532997484435,0.0,0.05930260258071417,0.0,0.0,0.0,7670.188186583864,19.222222222222253,0.49333333333333335,2989.407615490211,11.109285551791793,0.38350666666666666,0.5333333333333333,10276.089135407408,19267.66712888889,0.0,20.222222222222253,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,879.2133333333333,0.0,82.90380574938338,51.66666666666668,46.10666666666668,0.0,50.974049991335285,0.2610423075541088,699.9758128734935,879.2133333333333,129.53719648341152,49.709742893740554,50.974049991335285,49.0775893449432,12.43753247303448,18.865813295901628,-0.07928119906643522,5.1510627200558785,-0.55,4949.5482057220015,1078.6460031827278,-3061.180238699438,0.0,0.0,441.0716562087862,2.0730148711472105,3.0,0.1195091931078445,0.0,0.0,1.1184878069145452,197.99884266666666,-100.53139837121029,0.21795538307015283,8.874081714190968,0.002883745308233403,13.42336798820642,1.2254784663250313,0.19724679800003525,-1490.751824214223,-420.0097880932596
2025-01-01 08:00:00,0.8666119743696304,0.14274051218343,0.4059331430038159,0.8666119743696303,0.14274051218342998,0.40593314300381583,0.1365406502865027,0.32854924074979436,0.37152208333333336,0.029999999999999995,0.03871440426507711,0.3672187387387388,0.0,0.13399051218343,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0046744524396929825,0.0,0.13186619784680972,0.0,0.02607729194966247,0.0,0.1445097154622106,0.10838228659665791,0.06451532997484435,0.0,0.05930260258071417,0.0,0.0,0.0,7430.494805753118,18.66666666666671,0.47791666666666666,2895.9886275061417,10.762120378298299,0.37152208333333336,0.5166666666666667,9954.961349925927,19267.66712888889,0.0,19.66666666666671,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,879.2133333333333,0.0,85.51149140368688,51.66666666666668,46.10666666666668,0.0,51.403326977903546,0.3308226450088442,894.6725783713686,879.2133333333333,133.61170531826073,50.22944377556807,51.403326977903546,49.64250217440034,12.43753247303448,18.401184574277853,-0.056351787686346695,4.280180097815111,-1.4,4690.776282848291,972.473336832241,-3204.4691344907246,0.0,0.0,529.1551210650505,132.95851229205402,3.0,0.12239583577165852,0.0,0.0,1.1455039262475721,197.99884266666666,-64.40450947915379,0.22549979887936675,8.67661316640824,0.002896716727277961,120.14251684288493,1.2279983704209363,0.20316205353482072,-1527.3016205587194,-396.2136701151814
2025-01-01 09:00:00,0.8818130765190563,0.14452499841816838,0.39091027027027025,0.8818130765190562,0.14452499841816838,0.3909102702702703,0.14529884004308566,0.31102298647597054,0.39549125,0.029999999999999995,0.0,0.39091027027027025,0.0,0.13577499841816837,0.0,0.008750000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0037697197094298243,0.0,0.14152912033365583,0.0,0.03196712531192881,0.0,0.14688903044186177,0.1101667728313963,0.05107463623008511,0.0,0.046947893709732055,0.0,0.0,0.0,7909.881567414609,18.66666666666671,0.50875,3082.8266034742796,11.456450725285286,0.39549125,0.55,10597.21692088889,19267.66712888889,0.0,19.66666666666671,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,4122.045177777778,0.0,0.0,80.04913883864681,51.66666666666668,46.10666666666668,0.0,50.69447799513461,0.07468881044108704,201.29280077759273,0.0,125.07677943538563,48.076332503372875,50.69447799513461,46.767259757492006,12.43753247303448,18.324463123615512,-0.07045150111415494,4.447637200200719,-0.85,5385.616718655101,1387.425940168242,-3044.119839770136,0.0,0.0,546.0159071149753,341.6463494763107,3.0,0.12018294476977173,0.0,0.0,1.1247934558705548,197.99884266666666,-26.16091610434794,0.22953774076409006,8.686751533495388,0.002933122948482232,232.16536691308065,1.2289110874314728,0.19877990117000485,-1396.4061050026914,-298.9945583033463
