Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4467786377105852,0.3057684556599396,0.0,0.007446310628509753,0.00509614092766566,0.0,0.027035298866304597,0.41974333884428056,0.0,0.0,0.0,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22554.752711111112,Off,0.0,0,87.06218641483864,51.666666666666686,46.10666666666668,0.0,51.62665491723888,0.0,0.0,0.0,136.03466627318537,51.69056311686086,51.722517216671854,51.62665491723888,12.43753247303448,19.093257031609248,0.0,10.33447459622211,-2.7999999999999803,2.8,9.236100170605994,-1373.3717635302878,-3396.1948631380906,1101.320021856969,-1650.9281266808853,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07775039534288389,0.0,0,0.5670390934139815,65.99961422222222,-210.81313842309243,0.19520059149706487,8.666257750827747,0.0026242555007858588,-7.874534111979702,1.2223345389028177,0.3491260491541769,-3428.0952366269285,31.90037348883803,0.1710448293697572,1248.2903956553328,-146.9703737983636
2025-01-01 00:01:00,0.4467786377105852,0.3057684556599396,0.0,0.007446310628509753,0.00509614092766566,0.0,0.027035298866304597,0.41974333884428056,0.0,0.0,0.0,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22554.752711111112,Off,0.0,0,87.28493854618294,51.666666666666686,46.10666666666668,0.0,51.61219103968362,0.0,0.0,0.0,136.38271647841086,51.676998227528884,51.70940182145152,51.61219103968362,12.43753247303448,18.996265402385948,0.0,10.186749218107725,-2.720475783542454,2.8,9.236100170605994,-1364.6745358488383,-3322.740790353829,1078.254709034498,-1636.3081082486633,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07752335253213657,0.0,0,0.565383254250662,65.99961422222222,-216.73592917386497,0.19695773047055476,8.644342924252815,0.002624234227816586,-7.675317565655024,1.2263121487359336,0.3486939559153247,-3356.7223976084006,33.981607254570946,0.17069964451039377,1228.0803365965319,-149.82562756203382
2025-01-01 00:02:00,0.4467786377105852,0.3057684556599396,0.0,0.007446310628509753,0.00509614092766566,0.0,0.027035298866304597,0.41974333884428056,0.0,0.0,0.0,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22554.752711111112,Off,0.0,0,87.50221745535325,51.666666666666686,46.10666666666668,0.0,51.597690512462,0.0,0.0,0.0,136.72221477398944,51.66339863187797,51.69625269158595,51.597690512462,12.43753247303448,18.901288113805577,-0.04315633063887958,10.048699960302839,-2.6438683110173273,2.8,9.236100170605994,-1356.7478976677871,-3254.2548636804477,1057.0334755774632,-1622.042105135757,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07730077539385012,0.0,0,0.5637599835502105,65.99961422222222,-223.07529410572005,0.1981278720960739,8.599574085625687,0.002624213560283079,-7.480095148253883,1.226710970031248,0.34828968055747883,-3290.170337108519,35.91547342807142,0.1703664587634262,1208.6744983990513,-151.64102282158825
2025-01-01 00:03:00,0.4467786377105852,0.3057684556599396,0.0,0.007446310628509753,0.00509614092766566,0.0,0.027035298866304597,0.41974333884428056,0.0,0.0,0.0,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22554.752711111112,Off,0.0,0,87.71423670204777,51.666666666666686,46.10666666666668,0.0,51.583154247746734,0.0,0.0,0.0,137.05349484694963,51.64976518267387,51.68307065013744,51.583154247746734,12.43753247303448,18.808246066298906,-0.1361983781455507,9.919701640500058,-2.5697875012032716,2.8,9.236100170605994,-1349.539057252337,-3190.3967622906625,1037.1859887164005,-1608.1152040801048,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07708249346953555,0.0,0,0.562168038146896,65.99961422222222,-229.793354745922,0.19928176415550217,8.556512725876152,0.002624193424978617,-7.288701157786451,1.2271019165345802,0.3479114861669069,-3228.109168944727,37.712406654064736,0.17004364122307047,1189.9676301658421,-152.7816414494416
2025-01-01 00:04:00,0.4467786377105852,0.3057684556599396,0.0,0.007446310628509753,0.00509614092766566,0.0,0.027035298866304597,0.41974333884428056,0.0,0.0,0.0,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22554.752711111112,Off,0.0,0,87.92737790331805,51.666666666666686,46.10666666666668,0.0,51.6360986994083,0.0,0.0,0.0,137.38652797393445,51.6360986994083,51.63609869940831,51.6360986994083,12.43753247303448,18.71706525584043,-0.22737918860402573,9.799144524697779,-2.497917341204546,2.8,9.236100170605994,-1337.470439219232,-3130.8458506575334,1018.5199109738296,-1594.5134682140606,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07686834721904401,0.0,0,0.5606062545032088,65.99961422222222,-231.32647257886111,0.20041991806738121,8.513717153034431,0.002624173811129166,-7.100994767065418,1.2274852841798798,0.3475576674907831,-3170.220625582482,39.37477492494895,0.1697298701279836,1171.8745130070847,-153.35460203325508
2025-01-01 00:05:00,1.5691119710439183,0.3057684556599396,0.9620000000000002,0.026151866184065304,0.00509614092766566,0.016033333333333337,0.027035298866304597,0.41974333884428056,1.1223333333333332,0.0,0.9620000000000002,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,On,17288.939988081336,19.444444444444457,0.7999999999999999,6388.146056363109,28.193440888888894,1.1223333333333332,1,22554.752711111112,22554.752711111112,Off,0.0,0,88.12925208558104,51.666666666666686,46.10666666666668,0.0,51.621459777856145,0.0,0.0,0.0,137.7019563837204,51.622399007273,51.62286862198144,51.621459777856145,12.43753247303448,18.627753916581767,-0.3166905278626899,9.68644554503319,-2.4279888996026333,2.8,9.236100170605994,15968.51522731192,3312.8516055048353,1000.8731964406726,-1581.2353669368983,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07665836957948075,0.0,0,0.5590748728317706,65.99961422222222,-227.5588954062057,0.20154183452171184,8.471896558635986,0.002624154708364475,-6.916999739510078,1.2278610238821674,0.34722658532034534,-3116.2029831033424,40.90853224506888,0.16942401843476335,1154.3228347287877,-153.44963828811515
2025-01-01 00:06:00,1.5691119710439183,0.3057684556599396,0.9620000000000002,0.026151866184065304,0.00509614092766566,0.016033333333333337,0.027035298866304597,0.41974333884428056,1.1223333333333332,0.0,0.9620000000000002,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,On,17288.939988081336,19.444444444444457,0.7999999999999999,6388.146056363109,28.193440888888894,1.1223333333333332,1,22554.752711111112,22554.752711111112,Off,0.0,0,87.67109521138121,51.666666666666686,46.10666666666668,0.0,51.60678770210124,0.0,0.0,0.0,136.98608626778315,51.60866786174727,51.609607941570296,51.60678770210124,12.43753247303448,18.785519360441754,-0.15892508400270344,9.940090841209619,-2.3597735923279664,2.8,9.236100170605994,15931.040428670447,3187.3811589773886,984.1051100721616,-1604.7206721765613,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07702913917989879,0.0,0,0.5617789215656623,65.99961422222222,-241.54838880801697,0.19956079574041208,8.54522833247436,0.0026241361062688184,-7.229092416136868,1.2271974868915174,0.34797129011966227,-3237.9102191190445,37.145321733324266,0.16912512666371127,1137.2512746260488,-153.14616455388727
2025-01-01 00:07:00,1.5691119710439183,0.3057684556599396,0.9620000000000002,0.026151866184065304,0.00509614092766566,0.016033333333333337,0.027035298866304597,0.41974333884428056,1.1223333333333332,0.0,0.9620000000000002,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,On,17288.939988081336,19.444444444444457,0.7999999999999999,6388.146056363109,28.193440888888894,1.1223333333333332,1,22554.752711111112,22554.752711111112,Off,0.0,0,87.22395185079878,51.666666666666686,46.10666666666668,0.0,51.59219236073149,0.0,0.0,0.0,136.2874247668731,51.59500810022361,51.59641596996968,51.59219236073149,12.43753247303448,18.93923303454947,-0.005211409894986474,10.176749646821854,-2.293077879581103,2.8,9.236100170605994,15896.360786461335,3070.2789343539716,968.0952489227973,-1627.735612321944,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07738972812050822,0.0,0,0.5644087220326126,65.99961422222222,-253.21309087174512,0.19765155929216546,8.617535123071024,0.0026241166543410945,-7.532238789021281,1.2265516814116482,0.3486646880553602,-3351.8969766102523,34.029854601115,0.1688323815473657,1120.6079926736516,-152.5127437508543
2025-01-01 00:08:00,1.5691119710439183,0.3057684556599396,0.9620000000000002,0.026151866184065304,0.00509614092766566,0.016033333333333337,0.027035298866304597,0.41974333884428056,1.1223333333333332,0.0,0.9620000000000002,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,On,17288.939988081336,19.444444444444457,0.7999999999999999,6388.146056363109,28.193440888888894,1.1223333333333332,1,22554.752711111112,22554.752711111112,Off,0.0,0,86.78717049163093,51.666666666666686,46.10666666666668,0.0,51.57767191752524,0.0,0.0,0.0,135.60495389317333,51.58141800672061,51.5832910513183,51.57767191752524,12.43753247303448,19.089137137787723,0.0,10.397903041127703,-2.22773848733976,2.8,9.236100170605994,15862.39702986541,2960.4093466378636,952.740646193669,-1650.3060589095778,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07774075652192011,0.0,0,0.566968796815787,65.99961422222222,-264.6064008800371,0.19580929412250228,8.687568456094084,0.0026240963760405605,-7.82697310781852,1.2259225365760866,0.3493114118406298,-3458.789828090532,31.05311836528657,0.16854509661864422,1104.3492854585152,-151.60863926484618
2025-01-01 00:09:00,1.5691119710439183,0.3057684556599396,0.9620000000000002,0.026151866184065304,0.00509614092766566,0.016033333333333337,0.027035298866304597,0.41974333884428056,1.1223333333333332,0.0,0.9620000000000002,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,On,17288.939988081336,19.444444444444457,0.7999999999999999,6388.146056363109,28.193440888888894,1.1223333333333332,1,22554.752711111112,22554.752711111112,Off,0.0,0,86.36026463747676,51.666666666666686,46.10666666666668,0.0,51.56322464478862,0.0,0.0,0.0,134.93791349605743,51.56789596676695,51.57023162775612,51.56322464478862,12.43753247303448,19.2354121905926,0.0,10.604783728713917,-2.16361822031207,2.8,9.236100170605994,15829.320780448274,2857.303119128373,937.95348157832,-1672.4496290553386,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07808269495368374,0.0,0,0.5694625778119552,65.99961422222222,-275.53908015141144,0.19403011844357929,8.75543419336741,0.0026240752934419452,-8.113701695632304,1.225309245637702,0.34991531556304245,-3559.1105412887737,28.267604054037214,0.16826269509697334,1088.438419002349,-150.48493742402908
2025-01-01 00:10:00,1.5691119710439183,0.3057684556599396,0.9620000000000002,0.026151866184065304,0.00509614092766566,0.016033333333333337,0.027035298866304597,0.41974333884428056,1.1223333333333332,0.0,0.9620000000000002,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,On,17288.939988081336,19.444444444444457,0.7999999999999999,6388.146056363109,28.193440888888894,1.1223333333333332,1,22554.752711111112,22554.752711111112,Off,0.0,0,85.94279839246849,51.666666666666686,46.10666666666668,0.0,51.54884889587887,0.0,0.0,0.0,134.285622488232,51.55444044169082,51.557236214596806,51.54884889587887,12.43753247303448,19.378219845175494,0.0,10.798466676092035,-2.1006022913408318,2.8,9.236100170605994,15797.143002260278,2760.498014410011,923.6590365265151,-1694.1819167381263,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07841596573673539,0.0,0,0.5718931450373638,65.99961422222222,-285.98457065662063,0.19231053606934004,8.821944761461719,0.002624053427577381,-8.392789538520692,1.2247110851927798,0.3504797507544506,-3653.3167073538525,25.668665400754563,0.16798469479911454,1072.8446141821053,-149.18557765559007
2025-01-01 00:11:00,1.5691119710439183,0.3057684556599396,0.9620000000000002,0.026151866184065304,0.00509614092766566,0.016033333333333337,0.027035298866304597,0.41974333884428056,1.1223333333333332,0.0,0.9620000000000002,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,On,17288.939988081336,19.444444444444457,0.7999999999999999,6388.146056363109,28.193440888888894,1.1223333333333332,1,22554.752711111112,22554.752711111112,Off,0.0,0,85.53437616823733,51.666666666666686,46.10666666666668,0.0,51.53454309677737,0.0,0.0,0.0,133.64746276287082,51.54104996073599,51.54430339271531,51.53454309677737,12.43753247303448,19.5177067311542,0.0,10.979904294672174,-2.038595119353871,2.8,9.236100170605994,15765.856698154183,2669.5815400305496,909.7938989406941,-1715.516968298245,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07874095245540412,0.0,0,0.5742632959994627,65.99961422222222,-295.93582320259657,0.1906473694212733,8.886477767234513,0.0026240307985435562,-8.664568425983521,1.2241273985162915,0.3510076769611497,-3741.8165321806696,23.252015848110382,0.16771069490952967,1057.5421683101858,-147.74826936949177
2025-01-01 00:12:00,0.4467786377105852,0.3057684556599396,0.0,0.007446310628509753,0.00509614092766566,0.0,0.027035298866304597,0.41974333884428056,0.0,0.0,0.0,0.0,0.3057684556599396,0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006816077302631578,0.0,On,0.02021922156367302,0,On,0.012052064631027629,0,On,0.34869643370168074,0.26152232527626046,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,22554.752711111112,Off,0.0,0,85.13463301755513,51.666666666666686,46.10666666666668,0.0,51.52030573937662,0.0,0.0,0.0,133.0228640899299,51.527723114781615,51.53143180248412,51.52030573937662,12.43753247303448,19.654008068184407,0.0,11.149952923417583,-1.977517544060005,2.8,9.236100170605994,-1553.5041981085287,-3803.9694073009323,896.304398713794,-1736.467747085927,-0.0,-0.0,488.36950157368983,0.0,1.0,0.07905800880565418,0.0,0,0.576575610227758,65.99961422222222,-305.40595259629185,0.18903769974728526,8.949838547422685,0.0026240074255873664,-8.929344518645767,1.2235575799988792,0.35150174499614495,-3824.9799611940607,21.010553893128336,0.16744036441962587,1042.509696314905,-146.20529760111117
