Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.9657711397420512,0.603003023689892,0.0,0.01609618566236752,0.010050050394831533,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6481711210485668,0.05,0.0,0.0,0.1697425066914526,0.418677183665106,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.9699760117664,20.000000000000057,1.9747549360956886,0.0,0.5732711210485668,0.07490000000000001,1,1132.0699760117664,1132.0699760117664,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.259914912753466,51.666666666666686,46.10666666666668,0.0,51.701793447014815,0.0,0.0,0.0,37.259914912753466,51.71169743667792,51.71664943150948,51.701793447014815,12.43753247303448,19.686668622528348,0.0,2.8,926.112578295837,-598.4471842279689,-0.0,-0.0,320.33425811830364,0.0,1.0,0.027193442827659158,0.0,0.0,0.5060273029401487,65.99961422222222,-2.744471606264007,0.20328539706871154,9.183744585128261,0.002836732402042694,13.60739594763656,1.2197011436288054
2025-01-01 00:01:00,0.9660018450818306,0.6031520446178208,0.0,0.016100030751363844,0.01005253407696368,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6484018263883462,0.05,0.0,0.0,0.1697425066914526,0.4188262045930348,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.859510543179,20.000000000000057,1.9737679262012913,0.0,0.5735018263883462,0.07490000000000001,1,1131.959510543179,1131.959510543179,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.23078477110906,51.666666666666686,46.10666666666668,0.0,51.69625765997492,0.0,0.0,0.0,37.23078477110906,51.706468319779795,51.71157364968224,51.69625765997492,12.43753247303448,19.70646767938773,0.0,2.8,923.1730259735025,-599.459336237962,-0.0,-0.0,320.33425811830364,0.0,1.0,0.027207535090442856,0.0,0.0,0.506289537838979,65.99961422222222,-4.561406450018236,0.20363545862701496,9.216787574946688,0.002836826399104459,13.577707201613661,1.2231812784150407
2025-01-01 00:02:00,0.9662259901418646,0.6032968280236529,0.0,0.01610376650236441,0.010054947133727548,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6486259714483801,0.05,0.0,0.0,0.1697425066914526,0.41897098799886695,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.7522106620995,20.000000000000057,1.97280978548822,0.0,0.57372597144838,0.07490000000000001,1,1131.8522106620994,1131.8522106620994,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.20232631443011,51.666666666666686,46.10666666666668,0.0,51.69072627111791,0.0,0.0,0.0,37.20232631443011,51.701243291053,51.70650180102054,51.69072627111791,12.43753247303448,19.725693523239574,0.0,2.8,920.3050714803273,-600.4428313022075,-0.0,-0.0,320.33425811830364,0.0,1.0,0.027221217114265134,0.0,0.0,0.506544138834426,65.99961422222222,-6.338565997868248,0.20339923035529373,9.225291649496192,0.002836919924230249,13.548678709980818,1.2231009135791164
2025-01-01 00:03:00,0.9664438965696438,0.6034375816711428,0.0,0.016107398276160728,0.01005729302785238,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6488438778761594,0.05,0.0,0.0,0.1697425066914526,0.4191117416463568,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.647920259836,20.000000000000057,1.9718790702111724,0.0,0.5739438778761595,0.07490000000000001,1,1131.7479202598358,1131.7479202598358,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.17450630532185,51.666666666666686,46.10666666666668,0.0,51.68519918054092,0.0,0.0,0.0,37.17450630532185,51.69602225623217,51.7014337940778,51.68519918054092,12.43753247303448,19.744374627010487,0.0,2.8,917.4838731718946,-601.399070201108,-0.0,-0.0,320.33425811830364,0.0,1.0,0.02723450935460835,0.0,0.0,0.5067914865709202,65.99961422222222,-8.099235005136968,0.2031701672251166,9.234197112301718,0.002837013255535779,13.520255509754781,1.223022834073445
2025-01-01 00:04:00,0.9666558581159621,0.6035744953045584,0.0,0.01611093096859937,0.01005957492174264,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6490558394224777,0.05,0.0,0.0,0.1697425066914526,0.4192486552797724,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.5464967787548,20.000000000000057,1.9709744621199643,0.0,0.5741558394224777,0.07490000000000001,1,1131.6464967787547,1131.6464967787547,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.147294389993135,51.666666666666686,46.10666666666668,0.0,51.67967629328246,0.0,0.0,0.0,37.147294389993135,51.69080512571655,51.6963695419336,51.67967629328246,12.43753247303448,19.762536989931483,0.0,2.8,915.2878665157848,-602.3293322580545,-0.0,-0.0,320.33425811830364,0.0,1.0,0.027247430489047295,0.0,0.0,0.5070319286088227,65.99961422222222,-9.263556123219152,0.20294791549200505,9.242818781974808,0.0028371063969914114,13.49240903302548,1.222946930472128
2025-01-01 00:05:00,0.9668623945564385,0.6037079046657823,0.0,0.016114373242607307,0.01006179841109637,0.0,0.02298120539299782,0.0,0.24461881330048663,0.649262375862954,0.05,0.0,0.0,0.1697425066914526,0.41938206464099625,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.44768972378,20.000000000000057,1.9700936852343083,0.0,0.574362375862954,0.07490000000000001,1,1131.54768972378,1131.54768972378,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.12063778957775,51.666666666666686,46.10666666666668,0.0,51.674157518893786,0.0,0.0,0.0,37.12063778957775,51.685591814165264,51.69130896180101,51.674157518893786,12.43753247303448,19.78022588973361,0.0,2.8,913.7971932816389,-603.2358898311571,-0.0,-0.0,320.33425811830364,0.0,1.0,0.02726001289099147,0.0,0.0,0.5072660673664885,65.99961422222222,-9.74886472928761,0.20273188130523234,9.250479715949655,0.0028371993523808345,13.465089731430359,1.222873012946946
2025-01-01 00:06:00,0.9670640346012065,0.603838151267823,0.0,0.016117733910020107,0.010063969187797051,0.0,0.02298120539299782,0.0,0.24461881330048663,0.649464015907722,0.05,0.0,0.0,0.1697425066914526,0.41951231124303706,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.3512445849672,20.000000000000057,1.9692344338645185,0.0,0.574564015907722,0.07490000000000001,1,1131.451244584967,1131.451244584967,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.09448296878775,51.666666666666686,46.10666666666668,0.0,51.66864277477188,0.0,0.0,0.0,37.09448296878775,51.68038224364453,51.686251978080854,51.66864277477188,12.43753247303448,19.7974872617211,0.0,2.8,912.6239998659429,-604.1210557822619,-0.0,-0.0,320.33425811830364,0.0,1.0,0.02727228937805035,0.0,0.0,0.5074945135281368,65.99961422222222,-9.94044705506592,0.20252146595673406,9.258607557901403,0.0028372921251624537,13.438247364351495,1.2228008890372162
2025-01-01 00:07:00,0.9672611205288146,0.603965456200782,0.0,0.016121018675480242,0.0100660909366797,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6496611018353302,0.05,0.0,0.0,0.1697425066914526,0.41963961617599604,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.2569962437103,20.000000000000057,1.9683952039048136,0.0,0.5747611018353304,0.07490000000000001,1,1131.3569962437102,1131.3569962437102,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.06879507583897,51.666666666666686,46.10666666666668,0.0,51.66313198627183,0.0,0.0,0.0,37.06879507583897,51.67517634373376,51.68119852246473,51.66313198627183,12.43753247303448,19.814350990222238,0.0,2.8,911.4654098510196,-604.9863256658653,-0.0,-0.0,320.33425811830364,0.0,1.0,0.027284281332153246,0.0,0.0,0.507717664977923,65.99961422222222,-10.139518845129176,0.20231627543390407,9.266517527441103,0.0028373847184645926,13.411849197671108,1.2227304333811209
2025-01-01 00:08:00,0.9674538517137625,0.6040899482478636,0.0,0.01612423086189604,0.010068165804131059,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6498538330202781,0.05,0.0,0.0,0.1697425066914526,0.4197641082230775,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.164848065384,20.000000000000057,1.9675751044614482,0.0,0.5749538330202782,0.07490000000000001,1,1131.2648480653838,1131.2648480653838,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.04355356161462,51.666666666666686,46.10666666666668,0.0,51.657625083929716,0.0,0.0,0.0,37.04355356161462,51.66997404890356,51.67614853139049,51.657625083929716,12.43753247303448,19.830834671523018,0.0,2.8,910.3391864489996,-605.8325683608625,-0.0,-0.0,320.33425811830364,0.0,1.0,0.02729600138389113,0.0,0.0,0.5079357567513269,65.99961422222222,-10.32735137382543,0.20211607195343753,9.27421923638435,0.0028374771352008333,13.385875897931369,1.2226615719691043
2025-01-01 00:09:00,0.9676424248719508,0.6042117544749867,0.0,0.016127373747865846,0.010070195907916444,0.0,0.02298120539299782,0.0,0.24461881330048663,0.6500424061784663,0.05,0.0,0.0,0.1697425066914526,0.4198859144502006,0.01458333333333334,1,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004654961622807018,0.0,On,0.018326243770190803,0,On,0.018295471045216408,0,On,0.18950535424861456,0.14212901568646089,On,0,0,Off,HP On,1206.0747047926952,20.000000000000057,1.9667732593546445,0.0,0.5751424061784663,0.07490000000000001,1,1131.1747047926951,1131.1747047926951,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,1543.45541130732,Off,0.0,0.0,37.01873819591321,51.666666666666686,46.10666666666668,0.0,51.652122001336764,0.0,0.0,0.0,37.01873819591321,51.66477529650841,51.67110194409424,51.652122001336764,12.43753247303448,19.84695563068054,0.0,2.8,909.2513346225379,-606.6606415910754,-0.0,-0.0,320.33425811830364,0.0,1.0,0.02730746196144968,0.0,0.0,0.5081490201173833,65.99961422222222,-10.496986697385536,0.20192062253638038,9.281722145078412,0.0028375693781583396,13.360308436618395,1.2225942319694632
