Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,11.889852866614161,0.12802565573161975,0.0,0.19816421444356935,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,11.673608497777778,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,On,11673.608497777777,16.666666666666686,1.0,0.0,11.673608497777778,0.0,1,11673.608497777777,11673.608497777777,Off,0.0,0.0,36.291445980667156,51.666666666666686,46.10666666666668,0.0,50.50164417308107,0.0,0.0,0.0,36.291445980667156,47.71264053381908,50.50164417308107,46.318138714188095,12.43753247303448,16.624129859287926,0.0,6.261364246643292,2.8,9.236100170605994,10396.449469148072,-2847.202359048995,-1596.4081508269248,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08861117181635007,0.0,0,0.6658029788287162,131.99922844444444,-19.820381472396008,0.24029832083221267,7.663045138086154,0.0027659010576117048,-10.396170010945644,1.2326444966965753,0.6542220351689925,-2951.1421095713063,103.93975052231156
2025-01-01 00:01:00,11.889852866614161,0.12802565573161975,0.0,0.19816421444356935,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,11.673608497777778,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,On,11673.608497777777,16.666666666666686,1.0,0.0,11.673608497777778,0.0,1,11673.608497777777,11673.608497777777,Off,0.0,0.0,36.17036737008596,51.666666666666686,46.10666666666668,0.0,50.49792522749666,0.0,0.0,0.0,36.17036737008596,47.70958461358074,50.49792522749666,46.31541430662278,12.43753247303448,16.725112642224104,0.0,6.292049672666822,2.8,9.236100170605994,10361.77298325854,-2874.9554429251134,-1614.182460167544,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08894801385990488,0.0,0,0.6683339287235934,131.99922844444444,-36.722558021310505,0.23945578507838047,7.733818553871018,0.002765872364627573,-10.827515594721907,1.2358145658661437,0.6544023988884008,-2978.1251713839943,103.16972845888087
2025-01-01 00:02:00,11.889852866614161,0.12802565573161975,0.0,0.19816421444356935,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,11.673608497777778,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,On,11673.608497777777,16.666666666666686,1.0,0.0,11.673608497777778,0.0,1,11673.608497777777,11673.608497777777,Off,0.0,0.0,36.05263062341989,51.666666666666686,46.10666666666668,0.0,50.49421733306559,0.0,0.0,0.0,36.05263062341989,47.70653888876355,50.49421733306559,46.31269966661254,12.43753247303448,16.823233428309113,0.0,6.320715313725075,2.8,9.236100170605994,10327.880970810955,-2901.120685391432,-1631.528468606598,-0.0,-0.0,339.06950366961513,0.0,2.0,0.089274790765649,0.0,0,0.6707892515998983,131.99922844444444,-53.268562029841206,0.23796554859033994,7.780836716130959,0.002765842557804175,-11.245354024242706,1.2353964146760306,0.6545708457559369,-3003.34497272174,102.22428733030792
2025-01-01 00:03:00,0.2162443688363826,0.12802565573161975,0.0,0.0036040728139397097,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,0.0,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11673.608497777777,Off,0.0,0.0,35.93807728434275,51.666666666666686,46.10666666666668,0.0,50.49052018750525,0.0,0.0,0.0,35.93807728434275,47.703503077965976,50.49052018750525,46.309994523196345,12.43753247303448,16.918628123494212,0.0,6.347515736094049,2.8,9.236100170605994,-1378.8765847288103,-2925.8490648671373,-1648.4636975382857,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08959200096582158,0.0,0,0.6731726925572923,131.99922844444444,-69.48239086013976,0.23652651917867373,7.8268913927089585,0.002765811590244583,-11.650321467561644,1.2349901536810668,0.6547282929070052,-3026.9349721909934,101.08590732385612
2025-01-01 00:04:00,0.2162443688363826,0.12802565573161975,0.0,0.0036040728139397097,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,0.0,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11673.608497777777,Off,0.0,0.0,36.0246395282014,51.666666666666686,46.10666666666668,0.0,50.48683350286281,0.0,0.0,0.0,36.0246395282014,47.70047691312925,50.48683350286281,46.30729861826248,12.43753247303448,16.841180164655214,0.0,6.372584355466021,2.8,9.236100170605994,-1364.3059360593252,-2948.6128952358113,-1634.7091643967408,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08933450462976505,0.0,0,0.6712379271764751,131.99922844444444,-68.66627533219932,0.23768917625700933,7.789440663278667,0.0027657794969280025,-11.305339182698992,1.2353200064885093,0.6548755317960514,-3049.0104170240074,100.39752178819619
2025-01-01 00:05:00,0.2162443688363826,0.12802565573161975,0.0,0.0036040728139397097,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,0.0,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11673.608497777777,Off,0.0,0.0,36.1084947536061,51.666666666666686,46.10666666666668,0.0,50.48313909552432,0.0,0.0,0.0,36.1084947536061,47.6974434593211,50.48313909552432,46.30459564121949,12.43753247303448,16.766051495519672,0.0,6.396058166118389,2.8,9.236100170605994,-1347.2241784410724,-2970.01944041736,-1621.4106890754654,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08908441672012779,0.0,0,0.6693588269254297,131.99922844444444,-64.88299303522221,0.238823154083236,7.753237636214683,0.0027657483622550764,-10.970342672180186,1.2356401497804617,0.6550133736747775,-3069.690053468082,99.67061305072251
2025-01-01 00:06:00,0.2162443688363826,0.12802565573161975,0.0,0.0036040728139397097,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,0.0,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11673.608497777777,Off,0.0,0.0,36.18982145787081,51.666666666666686,46.10666666666668,0.0,50.47943721030783,0.0,0.0,0.0,36.18982145787081,47.69440294448593,50.47943721030783,46.30188581157499,12.43753247303448,16.693088931981226,0.0,6.418047127373511,2.8,9.236100170605994,-1329.6255349421772,-2990.078440288242,-1608.537325951476,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08884125307262515,0.0,0,0.6675317539104643,131.99922844444444,-60.15771266031629,0.23993026033046955,7.718199030550917,0.002765718157983374,-10.644688092553983,1.2359512215510464,0.6551424699780309,-3089.0691138203483,98.99067353210651
2025-01-01 00:07:00,0.2162443688363826,0.12802565573161975,0.0,0.0036040728139397097,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,0.0,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11673.608497777777,Off,0.0,0.0,36.26878687225936,51.666666666666686,46.10666666666668,0.0,50.47572807589021,0.0,0.0,0.0,36.26878687225936,47.69135558153781,50.47572807589021,46.299169334361615,12.43753247303448,16.622148957756476,0.0,6.438653239826608,2.8,9.236100170605994,-1312.1977244733162,-3008.87723930351,-1596.0602747030132,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08860455881535874,0.0,0,0.6657532903338146,131.99922844444444,-55.206953439918195,0.24101221296418285,7.6842467763685915,0.0027656888577016906,-10.327770712928574,1.23625382027424,0.655263424546946,-3107.2360637417155,98.35882443820559
2025-01-01 00:08:00,0.2162443688363826,0.12802565573161975,0.0,0.0036040728139397097,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,0.0,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11673.608497777777,Off,0.0,0.0,36.3455385029478,51.666666666666686,46.10666666666668,0.0,50.472011905826,0.0,0.0,0.0,36.3455385029478,47.688301569309075,50.472011905826,46.29644640105062,12.43753247303448,16.553104995414678,0.0,6.457969665318997,2.8,9.236100170605994,-1295.558136561332,-3026.503867843573,-1583.9541047219332,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08837393298730191,0.0,0,0.6640204234710072,131.99922844444444,-50.67353550901376,0.242070522174845,7.65069978185352,0.0027656604367165766,-10.019056942575608,1.2365484736802108,0.6553767885895896,-3124.271790517948,97.76792267437497
2025-01-01 00:09:00,0.2162443688363826,0.12802565573161975,0.0,0.0036040728139397097,0.002133760928860329,0.0,0.031011165586388795,0.0,0.18523320324999382,0.0,0.0,0.0,0.12802565573161975,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.006711691337719297,0.0,On,0.0242994742486695,0,On,0.014532328941167417,0,On,0.1310584801601707,0.09829386012012799,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11673.608497777777,Off,0.0,0.0,36.42021238484381,51.666666666666686,46.10666666666668,0.0,50.46828890033091,0.0,0.0,0.0,36.42021238484381,47.68524109421134,50.46828890033091,46.29371719115156,12.43753247303448,16.485840314266955,0.0,6.476081705090852,2.8,9.236100170605994,-1279.6383399921733,-3043.034905321239,-1572.1954530984424,-0.0,-0.0,339.06950366961513,0.0,2.0,0.08814900523793061,0.0,0,0.6623303705975048,131.99922844444444,-46.51239056334583,0.2431065917152825,7.618110980125676,0.002765632871850589,-9.71805384767615,1.2368356687939968,0.6554830665350371,-3140.2504334343384,97.21552811309992
