occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.75,0.599,0.0552,0.0824,0.0,0.0,0.0,0.0,0.467,0.0,0.211,0,0,0,0
0.75,0.596,0.0382,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0,0,0,0
0.75,0.596,0.0382,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.596,0.0382,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0,0,0,0
0.883,0.615,0.0356,0.0646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0333,0.0617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.613,0.0289,0.0584,0.0,0.0,0.0,0.0,0.0,0.0,0.199,0,0,0,0
1.0,0.596,0.0251,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0218,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0189,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0,0,0,0
1.0,0.596,0.0189,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0,0,0,0
1.0,0.596,0.0189,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0182,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0,0,0,0
1.0,0.578,0.0172,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.017,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.58,0.0187,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0203,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
1.0,0.596,0.0203,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0,0,0,0
1.0,0.596,0.0229,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0251,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0251,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0,0,0,0
1.0,0.596,0.0251,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0,0,0,0
1.0,0.602,0.0292,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.606,0.0327,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
1.0,0.606,0.0327,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.606,0.0327,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.867,0.614,0.0367,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.621,0.0403,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.621,0.0403,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.394,0,0,0,0
0.75,0.621,0.0403,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0,0,0,0
0.75,0.623,0.0436,0.153,0.0,0.0,0.0,0.0,0.0,0.533,0.133,0,0,0,0
0.75,0.626,0.0465,0.156,0.0,0.0,0.0,0.0,0.0,0.467,0.352,0,0,0,0
0.75,0.626,0.0465,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.626,0.0465,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.75,0.66,0.0688,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0,0,0,0
0.75,0.69,0.0884,0.269,0.0,0.0,0.0,0.0,0.0,0.533,0.169,0,0,0,0
0.75,0.69,0.0884,0.269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.75,0.69,0.0884,0.269,0.0,0.0,0.0,0.0,0.0,0.533,0.193,0,0,0,0
