Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.33950135908758794,0.19529556343682672,0.0,0.005658355984793132,0.003254926057280445,0.0,0.03305312552554021,0.0,0.2564482335620477,0.0,0.05,0.0,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,34.835181352198916,51.666666666666686,46.10666666666668,0.0,48.70618237199687,0.0,0.0,0.0,34.835181352198916,48.74249812460984,48.760656000916335,48.70618237199687,12.43753247303448,18.80073728728474,-0.19926271271531704,8.19423524002712,2.8,9.236100170605994,-813.4613183066125,-4725.922474390327,-822.8610074978028,-0.0,-0.0,342.76413733596087,0.0,1.0,0.03946106812809807,0.0,0,0.28779234109131835,65.99961422222222,-333.3644481447707,0.19103744036578804,8.410149014019048,0.002521379274541574,34.241945077559166,1.2236352615768604,0.6856253805866035,-4819.859957010897,93.93748262056995
2025-01-01 00:01:00,1.2169404215875879,0.19529556343682672,0.8672756756756755,0.020282340359793132,0.003254926057280445,0.014454594594594592,0.03305312552554021,0.0,0.2564482335620477,0.8774390624999999,0.05,0.8672756756756755,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,On,18999.028542819433,19.500000000000057,0.9250000000000003,5389.454266347234,25.417344590990986,0.8774390624999999,1,23511.043746666666,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,34.950586174306316,51.666666666666686,46.10666666666668,0.0,48.70101287851321,0.0,0.0,0.0,34.950586174306316,48.73760929875276,48.75590750887254,48.70101287851321,12.43753247303448,18.69665022464721,-0.3033497753528458,8.155744006759448,2.8,9.236100170605994,18195.07723003556,700.4407336681415,-814.6375886308205,-0.0,-0.0,342.76413733596087,0.0,1.0,0.039322504860389414,0.0,0,0.28678178944903415,65.99961422222222,-332.077861489013,0.1928539456570246,8.384647958104509,0.002521471680456297,34.30345847674056,1.2276472742703077,0.6853961654393632,-4783.867394108422,94.85386142932927
2025-01-01 00:02:00,1.2169404215875879,0.19529556343682672,0.8672756756756755,0.020282340359793132,0.003254926057280445,0.014454594594594592,0.03305312552554021,0.0,0.2564482335620477,0.8774390624999999,0.05,0.8672756756756755,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,On,18999.028542819433,19.500000000000057,0.9250000000000003,5389.454266347234,25.417344590990986,0.8774390624999999,1,23511.043746666666,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,34.75039213603226,51.666666666666686,46.10666666666668,0.0,48.695826294942236,0.0,0.0,0.0,34.75039213603226,48.732704276795744,48.751143267722505,48.695826294942236,12.43753247303448,18.863802799967647,-0.13619720003240943,8.271125603343982,2.8,9.236100170605994,18165.925960245408,589.1927517448039,-827.8596019521833,-0.0,-0.0,342.76413733596087,0.0,1.0,0.03954491754465661,0.0,0,0.2884038607747742,65.99961422222222,-348.007117957805,0.190855622807318,8.462952042610162,0.0025215639498425094,34.174514698383476,1.2269444843164254,0.6860830331275553,-4891.826174306491,91.56465970406111
2025-01-01 00:03:00,1.2169404215875879,0.19529556343682672,0.8672756756756755,0.020282340359793132,0.003254926057280445,0.014454594594594592,0.03305312552554021,0.0,0.2564482335620477,0.8774390624999999,0.05,0.8672756756756755,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,On,18999.028542819433,19.500000000000057,0.9250000000000003,5389.454266347234,25.417344590990986,0.8774390624999999,1,23511.043746666666,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,34.55595132460037,51.666666666666686,46.10666666666668,0.0,48.69066952944107,0.0,0.0,0.0,34.55595132460037,48.72782735039479,48.746406260871666,48.69066952944107,12.43753247303448,19.0260386480618,0.0,8.379025414877143,2.8,9.236100170605994,18138.326481759577,485.2967064195964,-840.7741493547898,-0.0,-0.0,342.76413733596087,0.0,1.0,0.039760257861539375,0.0,0,0.28997435282850825,65.99961422222222,-362.6920490410263,0.18893850942471047,8.539749855517549,0.002521655925048909,34.049213131302096,1.2262631338546728,0.6867247400495358,-4992.966881433093,88.80932150545546
2025-01-01 00:04:00,1.2169404215875879,0.19529556343682672,0.8672756756756755,0.020282340359793132,0.003254926057280445,0.014454594594594592,0.03305312552554021,0.0,0.2564482335620477,0.8774390624999999,0.05,0.8672756756756755,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,On,18999.028542819433,19.500000000000057,0.9250000000000003,5389.454266347234,25.417344590990986,0.8774390624999999,1,23511.043746666666,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,34.366872600915286,51.666666666666686,46.10666666666668,0.0,48.68554172651361,0.0,0.0,0.0,34.366872600915286,48.722977712132725,48.74169570494229,48.68554172651361,12.43753247303448,19.183693142415336,0.0,8.480087148519598,2.8,9.236100170605994,18113.165218577764,387.79135268411756,-853.4006390157444,-0.0,-0.0,342.76413733596087,0.0,1.0,0.0399690206067984,0.0,0,0.29149687419046716,65.99961422222222,-375.226822561887,0.18709643593995928,8.613089012748304,0.0025217476139432556,33.92729809704767,1.2256017467591596,0.6873252358611514,-5087.8575188219365,86.19460515882007
2025-01-01 00:05:00,1.2169404215875879,0.19529556343682672,0.8672756756756755,0.020282340359793132,0.003254926057280445,0.014454594594594592,0.03305312552554021,0.0,0.2564482335620477,0.8774390624999999,0.05,0.8672756756756755,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,On,18999.028542819433,19.500000000000057,0.9250000000000003,5389.454266347234,25.417344590990986,0.8774390624999999,1,23511.043746666666,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,34.182824654620056,51.666666666666686,46.10666666666668,0.0,48.68044208881016,0.0,0.0,0.0,34.182824654620056,48.71815460948544,48.73701086982309,48.68044208881016,12.43753247303448,19.337050289040246,0.0,8.574849226230315,2.8,9.236100170605994,18090.361262520568,296.23578206984166,-865.755216045196,-0.0,-0.0,342.76413733596087,0.0,1.0,0.04017162665158587,0.0,0,0.29297449430352035,65.99961422222222,-385.6762015896307,0.18532410295899657,8.685311975075031,0.0025218390238426814,33.808552441239314,1.22495907022308,0.6878878237178783,-5176.973284761836,83.75480048444426
2025-01-01 00:06:00,1.2169404215875879,0.19529556343682672,0.8672756756756755,0.020282340359793132,0.003254926057280445,0.014454594594594592,0.03305312552554021,0.0,0.2564482335620477,0.8774390624999999,0.05,0.8672756756756755,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,On,18999.028542819433,19.500000000000057,0.9250000000000003,5389.454266347234,25.417344590990986,0.8774390624999999,1,23511.043746666666,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,34.00352728733174,51.666666666666686,46.10666666666668,0.0,48.675369868234185,0.0,0.0,0.0,34.00352728733174,48.71335733642548,48.73235107052114,48.675369868234185,12.43753247303448,19.486350209964904,0.0,8.663781691953021,2.8,9.236100170605994,18068.738556989618,210.20781002354488,-877.8512016192672,-0.0,-0.0,342.76413733596087,0.0,1.0,0.04036843395349247,0.0,0,0.29440982377751485,65.99961422222222,-395.2029215465094,0.1836169437491692,8.755117282802336,0.0025219301615976367,33.69279181219099,1.2243340418872357,0.6884153838630186,-5260.72999002729,81.48353370360151
2025-01-01 00:07:00,1.2169404215875879,0.19529556343682672,0.8672756756756755,0.020282340359793132,0.003254926057280445,0.014454594594594592,0.03305312552554021,0.0,0.2564482335620477,0.8774390624999999,0.05,0.8672756756756755,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,On,18999.028542819433,19.500000000000057,0.9250000000000003,5389.454266347234,25.417344590990986,0.8774390624999999,1,23511.043746666666,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,33.8287530721417,51.666666666666686,46.10666666666668,0.0,48.6703243583449,0.0,0.0,0.0,33.8287530721417,48.708585226248886,48.72771566020089,48.6703243583449,12.43753247303448,19.631787709719237,0.0,8.747301256488294,2.8,9.236100170605994,18047.834260018764,129.33203309165947,-889.6988374318933,-0.0,-0.0,342.76413733596087,0.0,1.0,0.0405597366184996,0.0,0,0.29580500754802735,65.99961422222222,-404.2595827047386,0.18197109809858458,8.82261951359699,0.002522021033663477,33.57986524559186,1.2237257945489095,0.6889104660380713,-5339.497316012116,79.37508275654156
2025-01-01 00:08:00,0.33950135908758794,0.19529556343682672,0.0,0.005658355984793132,0.003254926057280445,0.0,0.03305312552554021,0.0,0.2564482335620477,0.0,0.05,0.0,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,33.65830499047731,51.666666666666686,46.10666666666668,0.0,48.665304886513205,0.0,0.0,0.0,33.65830499047731,48.703837644169155,48.72310402299714,48.665304886513205,12.43753247303448,19.77353148907493,0.0,8.825782553980302,2.8,9.236100170605994,-971.477212241511,-5336.186620486954,-901.306732811367,-0.0,-0.0,342.76413733596087,0.0,1.0,0.04074579097579867,0.0,0,0.29716191504185197,65.99961422222222,-412.9346167661049,0.18038315835426247,8.888661953101618,0.002522111646173793,33.469641442388685,1.2231335747189158,0.6893753586584156,-5413.608724138382,77.42210365142783
2025-01-01 00:09:00,0.33950135908758794,0.19529556343682672,0.0,0.005658355984793132,0.003254926057280445,0.0,0.03305312552554021,0.0,0.2564482335620477,0.0,0.05,0.0,0.0,0.0,0.18071223010349338,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.004544051535087718,0.0,On,0.028509073990452494,0,On,0.015498593424056495,0,On,0.18195479962641903,0.13646609971981424,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,23511.043746666666,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,13504.7168,Off,0.0,0.0,33.80483781993483,51.666666666666686,46.10666666666668,0.0,48.66031080940165,0.0,0.0,0.0,33.80483781993483,48.699113983049685,48.718515569873716,48.66031080940165,12.43753247303448,19.64285550580101,0.0,8.747925871258149,2.8,9.236100170605994,-952.0977387150623,-5260.287773371489,-890.603047236182,-0.0,-0.0,342.76413733596087,0.0,1.0,0.04057427813652045,0.0,0,0.2959110598601609,65.99961422222222,-404.2588288148411,0.18185902995435682,8.827643779616054,0.0025222020049832003,33.54882489502131,1.2236794030389648,0.6889141672510123,-5340.086786012294,79.79901264080603
