Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.1879646526256145,0.09037006259579951,0.0,2.187964652625614,0.09037006259579951,0.0,0.016602324499027377,0.0,0.12592135331177196,2.045440974814815,0.0,0.0,0.09037006259579951,0.0,1.0,0.0,0.0,0.0,0.0,0.005118174342105263,0.0,0.011484150156922113,0.0,0.0054279365173725835,0.0,0.12049341679439939,0.09037006259579951,0.0,0.0,2045.4409748148148,21.111111111111143,0.9666666666666667,0.0,2.045440974814815,0.0,0.9666666666666667,2045.4409748148148,2115.9734222222223,0.0,0.0,32.37979969894896,51.66666666666668,46.10666666666668,0.0,50.8039349951766,0.0,0.0,0.0,32.37979969894896,48.69559894358193,50.8039349951766,47.641430917784604,12.43753247303448,20.943929933042796,-0.024292482764351853,2.8,1459.472238854053,-884.9762449781035,0.0,0.0,332.087981301858,0.0,3.0,0.037422615551040914,0.0,0.0,0.5225880827892204,197.99884266666666,-33.08047228451621,0.2160924329796309,10.2360576974736,0.0032514055049891817,49.63068663647961,1.2176718947125265
2025-01-01 01:00:00,1.27065897325366,0.09037006259579951,0.0,1.27065897325366,0.09037006259579951,0.0,0.016218461423369482,0.0,0.12592135331177196,1.1285191585185186,0.0,0.0,0.09037006259579951,0.0,1.0,0.0,0.0,0.0,0.0,0.004734311266447367,0.0,0.011484150156922113,0.0,0.0054279365173725835,0.0,0.12049341679439939,0.09037006259579951,0.0,0.0,1128.5191585185187,21.111111111111143,0.5333333333333333,0.0,1.1285191585185186,0.0,0.5333333333333333,1128.5191585185187,2115.9734222222223,0.0,0.0,32.45294999746787,51.66666666666668,46.10666666666668,0.0,50.608892003940845,0.0,0.0,0.0,32.45294999746787,48.532301823364044,50.608892003940845,47.49400673307564,12.43753247303448,20.716592243937054,-0.05745346740840495,2.5,601.2398164719161,-831.0610805049133,0.0,0.0,331.7041182262002,0.0,3.0,0.03500617955971252,0.0,0.0,0.48884376445933686,197.99884266666666,-27.922379767889264,0.22020230648121616,10.15285009256582,0.003267212314667275,56.3521560799685,1.2186612463045812
2025-01-01 02:00:00,1.2001265258462526,0.09037006259579951,0.0,1.2001265258462526,0.09037006259579951,0.0,0.016218461423369482,0.0,0.12592135331177196,1.0579867111111112,0.0,0.0,0.09037006259579951,0.0,1.0,0.0,0.0,0.0,0.0,0.004734311266447367,0.0,0.011484150156922113,0.0,0.0054279365173725835,0.0,0.12049341679439939,0.09037006259579951,0.0,0.0,1057.9867111111112,21.111111111111143,0.5,0.0,1.0579867111111112,0.0,0.5,1057.9867111111112,2115.9734222222223,0.0,0.0,32.06140196466179,51.66666666666668,46.10666666666668,0.0,50.41501246360455,0.0,0.0,0.0,32.06140196466179,48.36981117434913,50.41501246360455,47.34721052972143,12.43753247303448,20.889467351093476,-0.054493524529018164,1.6500000000000001,518.3731594315751,-839.7847293148027,0.0,0.0,331.7041182262002,0.0,3.0,0.03335466845823903,0.0,0.0,0.4657812390982484,197.99884266666666,-31.532940590933645,0.21918202702364425,10.250567074613384,0.0032864426151582023,65.84946944794748,1.217931465697234
2025-01-01 03:00:00,2.1873248808328514,0.09037006259579951,0.0,2.187324880832851,0.09037006259579951,0.0,0.01596255270626422,0.0,0.12592135331177196,2.045440974814815,0.0,0.0,0.09037006259579951,0.0,1.0,0.0,0.0,0.0,0.0,0.004478402549342105,0.0,0.011484150156922113,0.0,0.0054279365173725835,0.0,0.12049341679439939,0.09037006259579951,0.0,0.0,2045.4409748148148,21.111111111111143,0.9666666666666667,0.0,2.045440974814815,0.0,0.9666666666666667,2045.4409748148148,2115.9734222222223,0.0,0.0,31.762082274767785,51.66666666666668,46.10666666666668,0.0,50.22180182066573,0.0,0.0,0.0,31.762082274767785,48.20766968397803,50.22180182066573,47.20060361563419,12.43753247303448,20.983436129768513,-0.0069987362642738304,1.6500000000000001,1464.8706886296497,-874.924725166061,0.0,0.0,331.4482095090949,0.0,3.0,0.03459637115107497,0.0,0.0,0.48312099528814684,197.99884266666666,-37.09377052819927,0.21918073643788732,10.313914819951071,0.0033061720241009157,47.766804940504635,1.2175270534077332
2025-01-01 04:00:00,2.379960899526552,0.09640009346295693,0.0,2.3799608995265515,0.09640009346295693,0.0,0.01632361625075163,1.1000131084444444,0.13510501631283708,1.1285191585185186,0.0,0.0,0.09640009346295693,0.0,1.0,0.0,0.0,0.0,0.0,0.004478402549342105,0.0,0.011845213701409524,0.0,0.006571558362227813,0.0,0.12853345795060928,0.09640009346295693,0.0,0.0,1128.5191585185187,21.111111111111143,0.5333333333333333,0.0,1.1285191585185186,0.0,0.5333333333333333,1128.5191585185187,2115.9734222222223,1100.0131084444445,0.2,34.1459081512461,51.66666666666668,46.10666666666668,0.0,51.04417267206699,0.22384853886490969,598.8116624076646,1100.0131084444445,34.1459081512461,49.95812790813149,51.04417267206699,49.415105526163735,12.43753247303448,20.671045733068745,-0.06529457017206847,0.55,512.2670255413325,-929.5131634140528,0.0,0.0,340.4301331737127,0.0,3.0,0.035157999536254356,0.0,0.0,0.4909638543916371,197.99884266666666,-27.16910273684619,0.22418811863457408,10.18539497267298,0.003318914570833709,61.452984069197015,1.2182401359164312
2025-01-01 05:00:00,2.8238926918339176,0.10379693132667006,0.0,2.8238926918339176,0.10379693132667007,0.0,0.02943189250312774,0.9166775903703706,0.14973824747893777,1.7280449614814815,0.0,0.0,0.10379693132667006,0.0,1.0,0.0,0.0,0.0,0.0,0.004990219983552631,0.0,0.02444167251957511,0.0,0.011342339043377616,0.0,0.13839590843556013,0.10379693132667006,0.0,0.0,1728.0449614814816,21.111111111111143,0.8166666666666667,0.0,1.7280449614814815,0.0,0.8166666666666667,1728.0449614814816,2115.9734222222223,916.6775903703705,0.16666666666666666,33.65149904919739,51.66666666666668,46.10666666666668,0.0,51.38959927861194,0.3070917385357746,833.1545832818357,916.6775903703705,33.65149904919739,49.97188509502389,51.390826500671324,49.261800781170486,12.43753247303448,21.104966079855394,0.0,-0.25000000000000006,1057.6433697406849,-1000.4704959067873,0.0,0.0,367.481269058243,0.0,3.0,0.0355906391904719,0.0,0.0,0.49700545047216144,197.99884266666666,-37.41236489225229,0.21974650840757592,10.40003274011814,0.003343257303485879,63.93553760865121,1.2158148675923435
2025-01-01 06:00:00,1.7021545621144054,0.10858075581461497,0.0,1.7021545621144054,0.10858075581461497,0.0,0.058566566282614994,0.0,0.16240660027623474,1.4811813955555557,0.0,0.0,0.10858075581461497,0.0,1.0,0.0,0.0,0.0,0.0,0.005629991776315789,0.0,0.0529365745062992,0.0,0.01763225919008138,0.0,0.14477434108615336,0.10858075581461497,0.0,0.0,1481.1813955555556,21.111111111111143,0.7,0.0,1.4811813955555557,0.0,0.7,1481.1813955555556,2115.9734222222223,0.0,0.0,33.77799505968882,51.66666666666668,46.10666666666668,0.0,51.35764656544696,0.19668689787451749,532.5843152040944,0.0,33.77799505968882,49.69235744318724,51.35764656544696,48.85971288205739,12.43753247303448,20.70093178716974,-0.05898063165218369,0.3,920.4592961571428,-940.7417916237008,0.0,0.0,408.8378053494856,0.0,3.0,0.03508861729160241,0.0,0.0,0.48999496609565946,197.99884266666666,-28.818113124197804,0.22622706361512376,10.236400193014244,0.0033571876955819295,41.12357475666301,1.2174768619915803
2025-01-01 07:00:00,2.54979275019048,0.10013871260059456,0.0,2.54979275019048,0.10013871260059456,0.0,0.0408458294660052,0.9166775903703706,0.14635415850225247,1.445915171851852,0.0,0.0,0.10013871260059456,0.0,1.0,0.0,0.0,0.0,0.0,0.005246128700657895,0.0,0.035599700765347304,0.0,0.012835875034793026,0.0,0.13351828346745945,0.10013871260059456,0.0,0.0,1445.915171851852,21.111111111111143,0.6833333333333333,0.0,1.445915171851852,0.0,0.6833333333333333,1445.915171851852,2115.9734222222223,916.6775903703705,0.16666666666666666,33.88087536552573,51.66666666666668,46.10666666666668,0.0,51.471671433167415,0.16725708667011255,456.02259074458266,916.6775903703705,33.88087536552573,50.16838520639947,51.471671433167415,49.51674209301551,12.43753247303448,21.115487397934423,-0.0045717853243375595,-0.55,672.5933196991431,-1039.1485674529113,0.0,0.0,301.05848797486885,0.7260624760516297,1.8667500000000001,0.036380197279795294,0.0,0.0,0.5080312337338222,123.20477984933333,-35.231772674666395,0.2210720404108454,10.428666789995292,0.003365438663093058,-1.53474871281094,1.2157556456621725
2025-01-01 08:00:00,2.0810143922875297,0.09037006259579951,0.0,2.0810143922875297,0.09037006259579951,0.0,0.01545073527205369,0.0,0.12592135331177196,1.9396423037037038,0.0,0.0,0.09037006259579951,0.0,1.0,0.0,0.0,0.0,0.0,0.003966585115131579,0.0,0.011484150156922113,0.0,0.0054279365173725835,0.0,0.12049341679439939,0.09037006259579951,0.0,0.0,1939.6423037037036,21.111111111111143,0.9166666666666666,0.0,1.9396423037037038,0.0,0.9166666666666666,1939.6423037037036,2115.9734222222223,0.0,0.0,34.14089203107586,51.66666666666668,46.10666666666668,0.0,51.382855097519055,0.0,0.0,0.0,34.14089203107586,49.94779190170568,51.382855097519055,49.230260303798985,12.43753247303448,20.657702033036966,-0.06471835945752905,-1.4,1041.1031370476942,-1080.7093501004647,0.0,0.0,198.8711640162177,72.35197997033191,0.9990000000000001,0.03705535805179862,0.0,0.0,0.5174595157558117,65.933614608,-16.700980571762884,0.22713174396392172,10.224449969381665,0.003360150798259032,-12.652104065189574,1.2182252321018996
2025-01-01 09:00:00,2.2565777846547324,0.09037006259579951,0.0,2.2565777846547324,0.09037006259579951,0.0,0.014683009120737904,0.0,0.12592135331177196,2.1159734222222224,0.0,0.0,0.09037006259579951,0.0,1.0,0.0,0.0,0.0,0.0,0.0031988589638157895,0.0,0.011484150156922113,0.0,0.0054279365173725835,0.0,0.12049341679439939,0.09037006259579951,0.0,0.0,2115.9734222222223,21.111111111111143,1.0,0.0,2.1159734222222224,0.0,1.0,2115.9734222222223,2115.9734222222223,0.0,0.0,33.44200723324291,51.66666666666668,46.10666666666668,0.0,51.186271690851555,0.0,0.0,0.0,33.44200723324291,49.77718011722633,51.186271690851555,49.07263433041373,12.43753247303448,21.086801698801946,0.0,-0.85,1247.9011656086209,-1069.6140709428923,0.0,0.0,198.1034378649019,239.22010848701944,0.9990000000000001,0.0369313385048191,0.0,0.0,0.515727644898308,65.933614608,3.438376464388734,0.2214296234432852,10.420553324369557,0.003361956697570655,25.95127126597151,1.2170577748597118
