Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.3967780359672591,0.23839498257873054,0.0,0.006612967266120985,0.003973249709645509,0.0,0.02171823019288751,0.0,0.3250598057743716,0.0,0.05,0.0,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,21.16503066282155,51.666666666666686,46.10666666666668,0.0,51.467853472109695,0.0,0.0,0.0,21.16503066282155,49.27506682144669,51.467853472109695,48.178673496115195,12.43753247303448,19.28569000505742,-0.21430999494263858,7.92620807528599,-2.6208471559297477,2.8,9.236100170605994,-368.52942492313645,-2515.9623832680895,1121.3335018779417,-728.3547520257947,-0.0,-0.0,387.4665887736887,0.0,0.933,0.033901442439278666,0.0,0.0,0.4387200028537337,61.577640069333334,-27.641261671030435,0.1960631232326721,8.805841245171,0.002667845088745025,20.401746951102588,1.2214980563561986,0.38549150863425147,-2575.305162719673,59.34277945158322,0.18255781323563894,1289.689722878306,-168.35622100036426
2025-01-01 00:01:00,0.8939311609672591,0.23839498257873054,0.49139459459459456,0.014898852682787652,0.003973249709645509,0.00818990990990991,0.02171823019288751,0.0,0.3250598057743716,0.49715312500000003,0.05,0.49139459459459456,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,On,10771.481764602917,20.000000000000057,0.9250000000000002,3046.925644841528,14.401355983183182,0.49715312500000003,1,13321.254284444445,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,21.22643088390082,51.666666666666686,46.10666666666668,0.0,51.464362953639096,0.0,0.0,0.0,21.22643088390082,49.27209648671169,51.464362953639096,48.175963253248,12.43753247303448,19.19551657477284,-0.30448342522721816,7.903016341839979,-2.549425624043642,2.8,9.236100170605994,10405.126225444692,543.3834761519779,1098.4399701520554,-722.2183694250854,-0.0,-0.0,387.4665887736887,0.0,0.933,0.03380070618364386,0.0,0.0,0.4374163707018353,61.577640069333334,-31.603758506828896,0.19775100485336752,8.787529627352228,0.002667942953602387,20.491254257367444,1.2254440073640525,0.38541350041144956,-2563.1353141642057,59.59314547465572,0.18216608252243746,1269.966674038499,-171.52670388644358
2025-01-01 00:02:00,0.8939311609672591,0.23839498257873054,0.49139459459459456,0.014898852682787652,0.003973249709645509,0.00818990990990991,0.02171823019288751,0.0,0.3250598057743716,0.49715312500000003,0.05,0.49139459459459456,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,On,10771.481764602917,20.000000000000057,0.9250000000000002,3046.925644841528,14.401355983183182,0.49715312500000003,1,13321.254284444445,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,21.09598394700823,51.666666666666686,46.10666666666668,0.0,51.4608633909161,0.0,0.0,0.0,21.09598394700823,49.26911753497008,51.4608633909161,48.173244606997066,12.43753247303448,19.377755659187013,-0.1222443408130438,8.033151671205351,-2.480540797787922,2.8,9.236100170605994,10377.566216539855,473.01021832537435,1078.1379467560143,-734.6413478811738,-0.0,-0.0,387.4665887736887,0.0,0.933,0.034004154594532654,0.0,0.0,0.44004920520631363,61.577640069333334,-46.740788955577,0.19552615282910696,8.872305160445313,0.0026680409313070298,20.27859121721641,1.2246805072235578,0.3858510224172058,-2631.4833668815227,57.56794036536884,0.18178746536513574,1251.0077168857458,-172.86977012973153
2025-01-01 00:03:00,0.8939311609672591,0.23839498257873054,0.49139459459459456,0.014898852682787652,0.003973249709645509,0.00818990990990991,0.02171823019288751,0.0,0.3250598057743716,0.49715312500000003,0.05,0.49139459459459456,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,On,10771.481764602917,20.000000000000057,0.9250000000000002,3046.925644841528,14.401355983183182,0.49715312500000003,1,13321.254284444445,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,20.96961291990196,51.666666666666686,46.10666666666668,0.0,51.457383298606835,0.0,0.0,0.0,20.96961291990196,49.26615689036318,51.457383298606835,48.17054368624135,12.43753247303448,19.554225331809256,0.0,8.154703288891065,-2.4137991449948615,2.8,9.236100170605994,10351.21220740606,407.2488678525483,1058.7343671826638,-746.7518107342571,-0.0,-0.0,387.4665887736887,0.0,0.933,0.034200643719308865,0.0,0.0,0.4425919792943764,61.577640069333334,-60.98433523628927,0.19339869776689378,8.954385975660735,0.0026681379526242084,20.07282194898459,1.2239420827961744,0.38625923788812827,-2695.4541088815495,55.777331892569805,0.18141987423648187,1232.698336690852,-173.96396950818828
2025-01-01 00:04:00,0.8939311609672591,0.23839498257873054,0.49139459459459456,0.014898852682787652,0.003973249709645509,0.00818990990990991,0.02171823019288751,0.0,0.3250598057743716,0.49715312500000003,0.05,0.49139459459459456,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,On,10771.481764602917,20.000000000000057,0.9250000000000002,3046.925644841528,14.401355983183182,0.49715312500000003,1,13321.254284444445,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,20.84704770352029,51.666666666666686,46.10666666666668,0.0,51.453922070718384,0.0,0.0,0.0,20.84704770352029,49.263213980871214,51.453922070718384,48.167859935947625,12.43753247303448,19.72530855788109,0.0,8.268401682395032,-2.3489496860695116,2.8,9.236100170605994,10328.758358046303,345.6063364893603,1040.5327497115718,-758.5682488459405,-0.0,-0.0,387.4665887736887,0.0,0.933,0.03439065234074262,0.0,0.0,0.4450508889141355,61.577640069333334,-71.62174648436331,0.19136116198609782,9.033287259236138,0.0026682340473951865,19.873475436020648,1.2232270455931182,0.3866406891910425,-2755.40610574345,54.08679739128181,0.1810619898475277,1214.9645010988527,-174.43175138728097
2025-01-01 00:05:00,0.8939311609672591,0.23839498257873054,0.49139459459459456,0.014898852682787652,0.003973249709645509,0.00818990990990991,0.02171823019288751,0.0,0.3250598057743716,0.49715312500000003,0.05,0.49139459459459456,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,On,10771.481764602917,20.000000000000057,0.9250000000000002,3046.925644841528,14.401355983183182,0.49715312500000003,1,13321.254284444445,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,20.728018379751372,51.666666666666686,46.10666666666668,0.0,51.450479141408515,0.0,0.0,0.0,20.728018379751372,49.26028827238052,51.450479141408515,48.16519283786653,12.43753247303448,19.891388083270815,0.0,8.374867316415363,-2.2857526517434947,2.8,9.236100170605994,10309.650440248577,287.78989442705733,1023.3159304370665,-770.1100856888897,-0.0,-0.0,387.4665887736887,0.0,0.933,0.03457465248746401,0.0,0.0,0.44743204260809055,61.577640069333334,-79.1878274391393,0.18940643430151965,9.109955959495789,0.002668329243447439,19.68008682392182,1.2225337184301275,0.38699753415034643,-2811.6443507111753,52.50860029670469,0.18071254279016774,1197.7362200356845,-174.420289598618
2025-01-01 00:06:00,0.8939311609672591,0.23839498257873054,0.49139459459459456,0.014898852682787652,0.003973249709645509,0.00818990990990991,0.02171823019288751,0.0,0.3250598057743716,0.49715312500000003,0.05,0.49139459459459456,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,On,10771.481764602917,20.000000000000057,0.9250000000000002,3046.925644841528,14.401355983183182,0.49715312500000003,1,13321.254284444445,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,20.61229855501797,51.666666666666686,46.10666666666668,0.0,51.447053984958394,0.0,0.0,0.0,20.61229855501797,49.257379268658205,51.447053984958394,48.16254191050812,12.43753247303448,20.052784887813207,0.0,8.474644447311958,-2.2240080141248026,2.8,9.236100170605994,10291.951567752123,233.52846373915963,1006.9479724582832,-781.3933017446319,-0.0,-0.0,387.4665887736887,0.0,0.933,0.034753041956618394,0.0,0.0,0.44974058828595265,61.577640069333334,-85.60348387985223,0.18752845483528816,9.184591980533263,0.002668423566610285,19.492264578252794,1.2218606912828536,0.38733166257044044,-2864.43721393627,51.040032833900945,0.1803704728863237,1180.9551905405353,-174.0072180822521
2025-01-01 00:07:00,0.3967780359672591,0.23839498257873054,0.0,0.006612967266120985,0.003973249709645509,0.0,0.02171823019288751,0.0,0.3250598057743716,0.0,0.05,0.0,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,20.499718714806043,51.666666666666686,46.10666666666668,0.0,51.44364610930313,0.0,0.0,0.0,20.499718714806043,49.254486505243804,51.44364610930313,48.15990670321415,12.43753247303448,20.20973921515423,0.0,8.568217546941648,-2.163546820015235,2.8,9.236100170605994,-496.57743363854007,-2864.346945303017,991.3100422674684,-792.4289198948018,-0.0,-0.0,387.4665887736887,0.0,0.933,0.034926124610604126,0.0,0.0,0.451980458243892,61.577640069333334,-91.615102517427,0.18572236733540468,9.256612779466064,0.0026685170410338244,19.309710189202775,1.22120689830448,0.38764475356055855,-2914.0244662149853,49.677520911968244,0.1800348835411391,1164.572248812648,-173.26220654517965
2025-01-01 00:08:00,0.3967780359672591,0.23839498257873054,0.0,0.006612967266120985,0.003973249709645509,0.0,0.02171823019288751,0.0,0.3250598057743716,0.0,0.05,0.0,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,20.580492698154664,51.666666666666686,46.10666666666668,0.0,51.44025504757743,0.0,0.0,0.0,20.580492698154664,49.2516095414668,51.44025504757743,48.15728678841148,12.43753247303448,20.09214877697062,0.0,8.504052280098696,-2.104227054965016,2.8,9.236100170605994,-483.0644747320958,-2829.5325658941547,976.3005743944816,-784.1551899517323,-0.0,-0.0,387.4665887736887,0.0,0.933,0.03479648743157141,0.0,0.0,0.4503028180179031,61.577640069333334,-86.3758735540523,0.18708499677047985,9.202824082172818,0.002668609689599016,19.428457992862334,1.2216965353459392,0.3874300869962063,-2880.0133000461715,50.48073415201675,0.1797050206295659,1148.546099970262,-172.24552557578042
2025-01-01 00:09:00,0.3967780359672591,0.23839498257873054,0.0,0.006612967266120985,0.003973249709645509,0.0,0.02171823019288751,0.0,0.3250598057743716,0.0,0.05,0.0,0.0,0.0,0.2238116492453972,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0035099780701754383,0.0,On,0.01820825212271207,0,On,0.026644273447175224,0,On,0.29841553232719636,0.2238116492453972,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13321.254284444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,8850.454484444444,Off,0.0,0.0,20.65861836962404,51.666666666666686,46.10666666666668,0.0,51.43685206108439,0.0,0.0,0.0,20.65861836962404,49.24872124173794,51.43685206108439,48.15465583206472,12.43753247303448,19.97830756320646,0.0,8.4444157466047,-2.045929872797733,2.8,9.236100170605994,-470.66437118051493,-2796.564313609486,961.8330951626974,-776.1784377057759,-0.0,-0.0,387.4665887736887,0.0,0.933,0.03467077485328572,0.0,0.0,0.4486759662164486,61.577640069333334,-81.95252224842775,0.18841513558976708,9.150257312710195,0.002668702870559251,19.543315964329643,1.222170932603358,0.38723046472570355,-2848.4340200028932,51.869706393407384,0.179380253064696,1132.8421753895248,-171.0090802268274
