Metric,Value
Total Electric Energy (kWh),1055.359345591366
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.4657768688768973
Peak Electric Power (kW),6.567489809020973
Other Electric Energy (kWh),261.44715248391634
HVAC Heating Electric Energy (kWh),267.2244273754075
Lighting Electric Energy (kWh),134.47065865589394
Water Heating Electric Energy (kWh),392.21710707614824
Average Temperature - Indoor (C),21.18292100475548
Unmet Heating Load (C-hours),69.83725575622763
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
