Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.090419145975285,0.1381915678632002,0.0,0.03484031909958808,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,1.7595989511111112,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,On,1759.598951111111,22.222222222222285,0.9999999999999999,0.0,1.7595989511111112,0.0,1,1759.598951111111,1759.598951111111,Off,0.0,0.0,20.77384820150786,51.666666666666686,46.10666666666668,0.0,51.822408971748544,0.07446450394441485,204.46331739798816,0.0,20.77384820150786,51.83709444540611,51.8444371822349,51.822408971748544,12.43753247303448,22.324005951935565,0.0,2.8,1109.8079088451677,-1231.9115525240322,-0.0,-0.0,584.3753046196076,0.0,4.0,0.048416450198548414,0.0,0,0.9009541699879151,263.9984568888889,-2.254794361518381,0.22073138596258637,11.217645614859265,0.0036268408857175814,12.36862636927788,1.2082387907422907
2025-01-01 00:01:00,2.090419145975285,0.1381915678632002,0.0,0.03484031909958808,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,1.7595989511111112,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,On,1759.598951111111,22.222222222222285,0.9999999999999999,0.0,1.7595989511111112,0.0,1,1759.598951111111,1759.598951111111,Off,0.0,0.0,20.73784729658712,51.666666666666686,46.10666666666668,0.0,51.815017500543604,0.0744784815317674,204.46331739798813,0.0,20.73784729658712,51.80548429622888,51.815017500543604,51.80071769407153,12.43753247303448,22.344232066695632,0.0,2.8,1106.6609479896092,-1233.7852950984113,-0.0,-0.0,584.3753046196076,0.0,4.0,0.04843990994734767,0.0,0,0.9013907191033684,263.9984568888889,-3.5280126426980782,0.22110914506373036,11.25164239943738,0.0036269271361702585,12.260529696988247,1.2116852061658305
2025-01-01 00:02:00,2.090419145975285,0.1381915678632002,0.0,0.03484031909958808,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,1.7595989511111112,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,On,1759.598951111111,22.222222222222285,0.9999999999999999,0.0,1.7595989511111112,0.0,1,1759.598951111111,1759.598951111111,Off,0.0,0.0,20.702267481862577,51.666666666666686,46.10666666666668,0.0,51.807627572882055,0.07449246144696613,204.46331739798816,0.0,20.702267481862577,51.77387919947705,51.807627572882055,51.757005012774556,12.43753247303448,22.36386518618745,0.0,2.8,1103.6128196974316,-1235.6051862074976,-0.0,-0.0,584.3753046196076,0.0,4.0,0.04846267799687639,0.0,0,0.901814396780713,263.9984568888889,-4.756249825789295,0.22085038894608422,11.260406536457202,0.0036270123896501956,12.155369705351294,1.2116046429718017
2025-01-01 00:03:00,2.090419145975285,0.1381915678632002,0.0,0.03484031909958808,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,1.7595989511111112,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,On,1759.598951111111,22.222222222222285,0.9999999999999999,0.0,1.7595989511111112,0.0,1,1759.598951111111,1759.598951111111,Off,0.0,0.0,20.66708905526596,51.666666666666686,46.10666666666668,0.0,51.800239126728094,0.07450644380710003,204.46331739798822,0.0,20.66708905526596,51.74227909605413,51.800239126728094,51.71329908071716,12.43753247303448,22.382933227969524,0.0,2.8,1100.6306850136584,-1237.3737189170913,-0.0,-0.0,584.3753046196076,0.0,4.0,0.04848478706305291,0.0,0,0.9022258118118561,263.9984568888889,-5.969851799968783,0.220599512535538,11.268879164071073,0.003627096917521238,12.052973095629401,1.2115264075221046
2025-01-01 00:04:00,2.090419145975285,0.1381915678632002,0.0,0.03484031909958808,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,1.7595989511111112,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,On,1759.598951111111,22.222222222222285,0.9999999999999999,0.0,1.7595989511111112,0.0,1,1759.598951111111,1759.598951111111,Off,0.0,0.0,20.632294142336463,51.666666666666686,46.10666666666668,0.0,51.79285210297475,0.07452042872388778,204.46331739798816,0.0,20.632294142336463,51.710683929628665,51.79285210297475,51.66959984295563,12.43753247303448,22.401461517094415,0.0,2.8,1098.0651227842316,-1239.0931543238346,-0.0,-0.0,584.3753046196076,0.0,4.0,0.04850626682537579,0.0,0,0.902625516485697,263.9984568888889,-6.815978622652297,0.22035614812352872,11.27638113923727,0.0036271807387435414,11.953217643766099,1.2114503950975168
2025-01-01 00:05:00,2.090419145975285,0.1381915678632002,0.0,0.03484031909958808,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,1.7595989511111112,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,On,1759.598951111111,22.222222222222285,0.9999999999999999,0.0,1.7595989511111112,0.0,1,1759.598951111111,1759.598951111111,Off,0.0,0.0,20.597856908978883,51.666666666666686,46.10666666666668,0.0,51.78546644517218,0.07453441630418221,204.46331739798816,0.0,20.597856908978883,51.679093646377716,51.78546644517218,51.62590724698049,12.43753247303448,22.41948668394647,0.0,2.8,1095.9495626163864,-1240.7668112522479,-0.0,-0.0,584.3753046196076,0.0,4.0,0.04852716003872029,0.0,0,0.9030143064033797,263.9984568888889,-7.257881862084214,0.22011977923118428,11.284315072751497,0.0036272638714421454,11.855928346065244,1.2113764547225454
2025-01-01 00:06:00,0.3308201948641737,0.1381915678632002,0.0,0.005513669914402895,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,0.0,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1759.598951111111,Off,0.0,0.0,20.563751852046636,51.666666666666686,46.10666666666668,0.0,51.778082100710755,0.07454840664771911,204.46331739798816,0.0,20.563751852046636,51.64750819610396,51.778082100710755,51.58222124380057,12.43753247303448,22.437044892476166,0.0,2.8,-665.5027689082626,-1242.397974735723,-0.0,-0.0,584.3753046196076,0.0,4.0,0.048547508883105675,0.0,0,0.9033929664688793,263.9984568888889,-7.480098792147325,0.21988989870856857,11.29200788117754,0.0036273463325423726,11.760932650271204,1.2113044374297064
2025-01-01 00:07:00,0.3308201948641737,0.1381915678632002,0.0,0.005513669914402895,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,0.0,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1759.598951111111,Off,0.0,0.0,20.574670372824244,51.666666666666686,46.10666666666668,0.0,51.77069902077177,0.0745623998471971,204.46331739798816,0.0,20.574670372824244,51.61592753218921,51.77069902077177,51.53854178789794,12.43753247303448,22.39067473011351,0.0,2.8,-660.2979393783959,-1238.092019024873,-0.0,-0.0,584.3753046196076,0.0,4.0,0.04849376216763769,0.0,0,0.9023928244257213,263.9984568888889,-6.581224973130482,0.220515694732441,11.271980098369186,0.003627428137785935,11.965630145453222,1.2114944307242652
2025-01-01 00:08:00,0.3308201948641737,0.1381915678632002,0.0,0.005513669914402895,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,0.0,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1759.598951111111,Off,0.0,0.0,20.58451595531787,51.666666666666686,46.10666666666668,0.0,51.763310513971014,0.07457640859224414,204.46331739798813,0.0,20.58451595531787,51.584345335951554,51.763310513971014,51.49486274694183,12.43753247303448,22.345826482606288,0.0,2.8,-654.628139910345,-1233.9330495911345,-0.0,-0.0,584.3753046196076,0.0,4.0,0.048441759095871006,0.0,0,0.9014251288559668,263.9984568888889,-5.070394938818221,0.22112310479467304,11.252716080055063,0.003627511353786623,12.16308753131796,1.2116782419868908
2025-01-01 00:09:00,0.3308201948641737,0.1381915678632002,0.0,0.005513669914402895,0.0023031927977200032,0.0,0.1020125701255241,0.0,0.22880762473864963,0.0,0.0,0.0,0.1381915678632002,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.01861984649122807,0.0,On,0.08339272363429603,0,On,0.04455220092104934,0,On,0.1491906733350711,0.1118930050013033,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1759.598951111111,Off,0.0,0.0,20.593322847335344,51.666666666666686,46.10666666666668,0.0,51.755916740393545,0.07459043259372912,204.4633173979882,0.0,20.593322847335344,51.552761757968874,51.755916740393545,51.45118426675654,12.43753247303448,22.302451669167983,0.0,2.8,-649.723038887684,-1229.9160159476562,-0.0,-0.0,584.3753046196076,0.0,4.0,0.048391445453965655,0.0,0,0.9004888709251186,263.9984568888889,-4.182327559635346,0.22171259729485995,11.234191721110946,0.0036275959301894658,12.353531110753895,1.211856064452017
