occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.641,0.124,0.149,0.0,0.0,0.0,0.0,0.0,0.0189,0,0,0,0
1.0,0.638,0.118,0.143,0.0,0.0,0.0,0.0,0.0,0.19,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.199,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.0192,0,0,0,0
1.0,0.596,0.0349,0.067,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0,0.0,0.0,0.0,0.0,0.0199,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0,0.0,0.0,0.0,0.0,0.0797,0,0,0,0
1.0,0.596,0.0231,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0177,0.0493,0.0,0.0,0.0,0.0,0.0,0.0189,0,0,0,0
1.0,0.596,0.0177,0.0493,0.0,0.0,0.0,0.0,0.0,0.152,0,0,0,0
1.0,0.596,0.0177,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0176,0.0493,0.0,0.0,0.0,0.0,0.0,0.0788,0,0,0,0
1.0,0.596,0.0164,0.0493,0.0,0.0,0.0,0.0,0.0,0.285,0,0,0,0
1.0,0.596,0.0164,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0164,0.0493,0.0,0.0,0.0,0.0,0.0,0.0788,0,0,0,0
0.983,0.594,0.0164,0.0493,0.0,0.0,0.0,0.0,0.0,0.103,0,0,0,0
0.767,0.564,0.0161,0.0494,0.0,0.0,0.105,0.0667,0.0,0.0582,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.326,0.867,0.0,0.116,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.665,0.0,0.0,0.0582,0,0,0,0
1.0,0.596,0.0193,0.0523,0.0,0.0,0.23,0.0,0.0,0.0582,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.3,0.0,0.0,0.0582,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0288,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.315,0.0,0.0,0.0582,0,0,0,0
1.0,0.597,0.024,0.078,0.0,0.0,0.545,0.0,0.0,0.0,0,0,0,0
1.0,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0.0203,0,0,0,0
1.0,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0.0609,0,0,0,0
0.983,0.603,0.0296,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.569,0.0188,0.0626,0.0,0.0,0.0,0.0,0.0,0.203,0,0,0,0
0.75,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.681,0.0603,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.694,0.0741,0.27,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.754,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.754,0.117,0.378,0.0,0.0,0.0,0.0,0.0,0.175,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.131,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.175,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.767,0.758,0.147,0.361,0.0,0.0,0.0,0.0,0.0,0.0193,0,0,0,0
1.0,0.818,0.196,0.444,0.0,0.0,0.0,0.0,0.0,0.193,0,0,0,0
0.983,0.813,0.193,0.437,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.0,0.115,0,0,0,0
0.75,0.749,0.149,0.338,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.69,0.119,0.244,0.0,0.0,0.0,0.0,0.0,0.137,0,0,0,0
0.75,0.685,0.115,0.238,0.0,0.0,0.0,0.0,0.0,0.099,0,0,0,0
0.75,0.626,0.0673,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.626,0.0675,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.626,0.0705,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.63,0.0742,0.156,0.0,0.0,0.0,0.0,0.0667,0.0582,0,0,0,0
0.75,0.69,0.125,0.249,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.75,0.691,0.126,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.75,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.717,0.147,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.767,0.833,0.255,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.919,0.332,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.402,0.817,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.983,0.967,0.396,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.306,0.625,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.871,0.312,0.634,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.885,0.41,0.752,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.885,0.41,0.752,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.885,0.41,0.752,0.0,0.0,0.0,0.0,0.0,0.0582,0,0,0,0
0.75,0.884,0.421,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.745,0.225,0.0667,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.745,0.613,1.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.745,0.338,1.0,0.0,0.0,0.0,0.0,0,0,0,0
0.767,0.875,0.596,0.749,0.4,1.0,0.0,0.0,0.0667,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.331,1.0,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.165,1.0,0.0,0.0,1.0,0.0,0,0,0,0
