Metric,Value
Total Electric Energy (kWh),1244.404087082679
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.7283390098370544
Peak Electric Power (kW),7.080394362585116
Other Electric Energy (kWh),183.39342813962017
HVAC Heating Electric Energy (kWh),907.6912315827923
Lighting Electric Energy (kWh),37.00757258485941
Water Heating Electric Energy (kWh),116.31185477540741
Average Temperature - Indoor (C),23.675658364716522
Unmet Heating Load (C-hours),494.17124882175403
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
