Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.29454454173435,51.666666666666686,46.10666666666668,0.0,50.71640532778587,0.5301821668629955,1414.8841164003886,0.0,116.08522584645993,49.193601527824214,50.71640532778587,48.43219962784339,12.43753247303448,21.36225722875402,0.0,7.0667468496847015,-0.5374270504263969,2.8,9.236100170605994,-4412.161447166331,-1582.973769419253,1999.882413178893,-5018.948998670482,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20747431716570572,0.0,0,1.513124765391874,176.0869707448889,-167.2427188294132,0.18128709814448288,9.907575717099444,0.002805124681958491,-149.1689166161467,1.2127849455599535,0.29457559040217834,-1637.9901477150693,55.016378295816295,0.4530695454719999,1970.5810596828971,29.301353495996246
2025-01-01 00:01:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.3276001174096,51.666666666666686,46.10666666666668,0.0,50.68210530514199,0.5306576659725977,1414.8841164003886,0.0,116.1368751834525,49.04093875246578,50.68210530514199,48.22035547612767,12.43753247303448,21.201276195495193,0.0,7.091782421430299,-0.1817922864250983,2.8,9.236100170605994,-4348.708143820036,-1593.1927258588955,1789.2884990312616,-4953.404681499513,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20655619004981526,0.0,0,1.5064287998583563,176.0869707448889,-169.3337326540883,0.1835943042877125,9.8588063088247,0.002804718530641455,-147.58990499489624,1.2169931566281975,0.29464090601258985,-1647.9665408161204,54.77381495722496,0.4530695454719999,1760.596805490369,28.691693540892604
2025-01-01 00:02:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.34820637116107,51.666666666666686,46.10666666666668,0.0,50.64774236605414,0.531134893318466,1414.8841164003886,0.0,116.16907245493917,48.88827082682058,50.64774236605414,48.0085350572038,12.43753247303448,21.04494891958262,0.0,7.115150910404117,0.14130962701704028,2.8,9.236100170605994,-4289.326586978868,-1602.8102848792046,1598.013853691823,-4890.085706273906,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20566300027719492,0.0,0,1.499914704120583,176.0869707448889,-173.271151038528,0.1853389597574762,9.788080169445061,0.002804318068150195,-146.0525631610222,1.2176401282766955,0.2947018592880311,-1657.28239259506,54.472107715855465,0.4530695454719999,1569.8215461794468,28.192307512376154
2025-01-01 00:03:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.35709902610077,51.666666666666686,46.10666666666668,0.0,50.613318611214765,0.5316138266739717,1414.8841164003884,0.0,116.18296722828245,48.73559969057887,50.613318611214765,47.79674023026093,12.43753247303448,20.893001899671205,0.0,7.136988635447247,0.43491185432240376,2.8,9.236100170605994,-4232.438040916486,-1611.875603881692,1424.2037350238336,-4828.853814659315,-0.0,-0.0,774.0302703335653,0.0,2.668,0.2047933156397366,0.0,0,1.4935720329842417,176.0869707448889,-177.6144965907364,0.1870522328651194,9.71954438602804,0.0028039219875617125,-144.55385491075168,1.2182696362283096,0.294758808397224,-1665.9912964496561,54.11569256796396,0.4530695454719999,1396.464352309174,27.7393827146595
2025-01-01 00:04:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.35486942155971,51.666666666666686,46.10666666666668,0.0,50.57883601874857,0.5320944453532108,1414.8841164003888,0.0,116.17948347118704,48.58292716880017,50.57883601874857,47.58497274382598,12.43753247303448,20.745215575196887,0.0,7.157413433628628,0.7017573798332969,2.8,9.236100170605994,-4170.943300207769,-1620.2373006230575,1266.2377581327207,-4769.5952209501975,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20394599992698254,0.0,0,1.4873924999866714,176.0869707448889,-175.3783495911369,0.18873532056469478,9.652352506660073,0.0028035301738905346,-143.09196229021302,1.218882535925048,0.294812062874836,-1674.1396009612488,53.902300338191324,0.4530695454719999,1238.9056310284457,27.33212710427515
2025-01-01 00:05:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.3417844855263,51.666666666666686,46.10666666666668,0.0,50.544296468254636,0.5325767298884476,1414.8841164003882,0.0,116.15903825863484,48.430254994409246,50.544296468254636,47.37323425748655,12.43753247303448,20.601491749245653,-0.009619361865489395,7.1765418381797215,0.9443329176257829,2.8,9.236100170605994,-4106.551555156683,-1628.0962883228497,1122.6426966437546,-4712.246793518298,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20312060355754635,0.0,0,1.4813728262992485,176.0869707448889,-168.33503197195057,0.1903881088918922,9.586471488917374,0.002803142517709913,-141.6660568012254,1.2194791839915609,0.2948619284862821,-1681.7732410453189,53.67695272246915,0.4530695454719999,1095.6771040542926,26.965592589461863
2025-01-01 00:06:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.31814257211052,51.666666666666686,46.10666666666668,0.0,50.50970179482041,0.5330606612844613,1414.8841164003884,0.0,116.12209776892269,48.27758485874163,50.50970179482041,47.16152639070224,12.43753247303448,20.461720417605797,-0.14939069350534595,7.194468441484087,1.164892464148109,2.8,9.236100170605994,-4042.879479031799,-1635.4614562715587,992.0835122893458,-4656.742050420431,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20231660294918566,0.0,0,1.4755091933999096,176.0869707448889,-160.1676989449329,0.19201067992234,9.522587742736874,0.0028027589122835562,-140.27521159079078,1.220059988980601,0.29490865348256745,-1688.9294869790574,53.46803070749871,0.4530695454719999,965.4479010358729,26.63561125347295
2025-01-01 00:07:00,0.6336210774977269,0.4305496381449009,0.0,0.010560351291628781,0.007175827302415015,0.0,0.02415383883746845,0.6094672386602584,0.0,0.0,0.0,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,17991.04936888889,Off,0.0,0,74.28435045558247,51.666666666666686,46.10666666666668,0.0,50.47505378379098,0.5335462210958024,1414.8841164003884,0.0,116.0692975868476,48.12491840664724,50.47505378379098,46.949850718075375,12.43753247303448,20.325750938159544,-0.28536017295159866,7.211280015676176,1.3654791830474418,2.8,9.236100170605994,-3981.2244817713527,-1642.367531392269,873.3500364423005,-4602.9998563942245,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20153323390803007,0.0,0,1.469796027969091,176.0869707448889,-152.25489571069372,0.19360366282939534,9.460625671101411,0.0028023792538293237,-138.91816521018478,1.2206255314166194,0.29495246547303905,-1695.642561729579,53.275030337310106,0.4530695454719999,847.01163767651,26.33839876579054
2025-01-01 00:08:00,0.6336210774977269,0.4305496381449009,0.9027647058823528,0.010560351291628781,0.007175827302415015,0.015046078431372546,0.02415383883746845,0.6094672386602584,0.0,0.0,0.9027647058823528,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,On,17991.04936888889,21.111111111111143,0.6800000000000002,0.0,26.457425542483655,0.0,1,17991.04936888889,17991.04936888889,Off,0.0,0,74.24083675337111,51.666666666666686,46.10666666666668,0.0,50.44035415271994,0.5340333916850661,1414.8841164003884,0.0,116.00130742714236,47.972257219597765,50.44035415271994,46.73820875303667,12.43753247303448,20.1934244274966,-0.4176866836145443,7.227055086439039,1.547945196838157,2.8,9.236100170605994,14069.305193133701,-1648.848004987706,765.3452713956821,-4550.937456194798,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20076967710401947,0.0,0,1.4642273545751252,176.0869707448889,-144.83698989395347,0.1951678642923835,9.399786218831746,0.002802003442458208,-137.59358674408656,1.2211764295855627,0.29499357035469453,-1701.943459252418,53.09545426471198,0.4530695454719999,739.2747297594118,26.070541636270274
2025-01-01 00:09:00,0.6336210774977269,0.4305496381449009,0.9027647058823528,0.010560351291628781,0.007175827302415015,0.015046078431372546,0.02415383883746845,0.6094672386602584,0.0,0.0,0.9027647058823528,0.0,0.4305496381449009,0,1,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.004544051535087718,0.0,On,0.0005511914060308523,0.0,On,0.019058595896349877,0,On,0.035401054467057144,0,On,0.509682541557865,0.3822619061683986,On,0,0,Off,On,17991.04936888889,21.111111111111143,0.6800000000000002,0.0,26.457425542483655,0.0,1,17991.04936888889,17991.04936888889,Off,0.0,0,73.50703418397694,51.666666666666686,46.10666666666668,0.0,50.40560454773489,0.5345221562811028,1414.8841164003882,0.0,114.85474091246397,47.81960281228331,50.40560454773489,46.52660194455752,12.43753247303448,20.31953923407065,-0.2915718770404929,7.241864942495162,1.7139695208045853,2.8,9.236100170605994,14009.72931907803,-1654.9320016806323,667.0747661026892,-4600.550632525358,-0.0,-0.0,774.0302703335653,0.0,2.668,0.20149741682026823,0.0,0,1.4695348114327167,176.0869707448889,-154.7996876190653,0.19362653129851562,9.456542612518833,0.002801631382351467,-138.3882222641351,1.220651918583758,0.29503215497787943,-1707.8603375461996,52.92833586556741,0.4530695454719999,641.2458040895303,25.828962013158826
