Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.6084883972226206,0.4210747703851714,0.5374306333695152,0.6084883972226206,0.4210747703851713,0.5374306333695151,0.021690696996407657,0.5867977002262129,0.0,0.04091004513422114,0.496520588235294,0.0,0.4210747703851714,0.0,1.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.004544051535087718,0.0,0.00048195747739650696,0.0,0.016664687983923433,0.0,0.02536467304598424,0.0,0.4970493845448923,0.3727870384086691,0.0,0.0,9895.077152888889,21.111111111111143,0.37400000000000005,0.0,14.55158404836601,0.0,0.55,9895.077152888889,17991.04936888889,928.0585185185186,0.0,81.38331479142516,51.66666666666668,46.10666666666668,0.0,51.71453365283195,0.13335287898742884,353.72102910009716,928.0585185185186,127.16142936160182,51.24957674284215,51.73557985512147,50.996052085557736,12.43753247303448,20.824071170274276,-0.06607749365185925,7.3676267338363335,2.7029898696802643,2.8,9.236100170605994,5672.968096537368,-1706.3766957761427,80.95579965679231,-4802.005114145457,0.0,0.0,766.2158149907003,0.0,2.9170000000000003,0.20439425266382577,0.0,0.0,1.4906616386759217,192.52087468622221,-186.3197571967638,0.1872725164993681,9.677113587454844,0.0027946808871126866,-125.48495775726589,1.2185047843095196,0.29535946460815005,-1758.2040706999335,51.827374923791005,0.4530695454719999,56.6490595983608,24.306740058431508
2025-01-01 01:00:00,0.5916326445680998,0.4143133442610898,0.4814745098039215,0.5916326445680999,0.4143133442610898,0.4814745098039215,0.019872008026639607,0.5717606365414604,0.0,0.0,0.4814745098039215,0.0,0.4143133442610898,0.0,1.0,0.0,0.0,0.0,0.0,0.06277405156945293,0.04708053867708968,0.0,0.0,0.004203247669956139,0.0,0.0004404171202158998,0.0,0.015228343236467568,0.0,0.0193428441933405,0.0,0.48964374077866696,0.3672328055840001,0.0,0.0,9595.226330074074,21.111111111111143,0.36266666666666675,0.0,14.110626955991282,0.0,0.5333333333333333,9595.226330074074,17991.04936888889,0.0,0.0,82.00986068822627,51.66666666666668,46.10666666666668,0.0,51.45616377076742,0.0,0.0,0.0,128.14040732535352,51.49019730880666,51.50721407782628,51.45616377076742,12.43753247303448,20.785449925952722,-0.06850820112875926,7.6812427945475905,3.433198486039616,2.5,9.236100170605994,5492.921397885089,-1482.2977780187857,-529.6449491012239,-4675.23530480139,0.0,0.0,755.3564253802599,0.0,3.0,0.19610791065988364,0.0,0.0,1.4302287645160916,197.99884266666666,-182.42605276785477,0.18651639611620846,9.639951253161483,0.0027766531010934977,-89.3764559540098,1.218737025927502,0.232658025235955,-1531.5748786512609,49.277100632475445,0.4530695454719999,-551.7170329392133,22.07208383798936
2025-01-01 02:00:00,0.5900230535022166,0.41310615096167724,0.5416588235294116,0.5900230535022166,0.41310615096167724,0.5416588235294116,0.019872008026639607,0.5701510454755769,0.0,0.0,0.5416588235294116,0.0,0.41310615096167724,0.0,1.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.004203247669956139,0.0,0.0004404171202158998,0.0,0.015228343236467568,0.0,0.0193428441933405,0.0,0.48964374077866696,0.3672328055840001,0.0,0.0,10794.629621333333,21.111111111111143,0.4080000000000001,0.0,15.874455325490194,0.0,0.6,10794.629621333333,17991.04936888889,0.0,0.0,80.01099145541721,51.66666666666668,46.10666666666668,0.0,50.69325101741336,0.0,0.0,0.0,125.01717414908939,50.733423953741564,50.75351042190568,50.69325101741336,12.43753247303448,20.776820551128665,-0.07161500202643355,8.230923571662114,2.994371212234092,1.6500000000000001,9.236100170605994,6606.646615521391,-1353.580720618039,-775.6783231988879,-4771.206661673416,0.0,0.0,753.7468343143765,0.0,3.0,0.19053749404441914,0.0,0.0,1.389603324945767,197.99884266666666,-170.52317845290233,0.18591412652268538,9.624319921200248,0.002766175520443609,-35.528492575218834,1.2187805408317827,0.1631568972876608,-1399.1517164127288,45.570995794689566,0.4530695454719999,-797.3528317576857,21.674508558797857
2025-01-01 03:00:00,0.9624868023048062,0.4212104656330334,0.5266127450980391,0.9624868023048063,0.4212104656330333,0.5266127450980391,0.019835500302096378,0.9426513020027099,0.0,0.0,0.5266127450980391,0.0,0.4212104656330334,0.0,1.0,0.0,0.0,0.0,0.0,0.05955486943768611,0.04466615207826457,0.3601434265032802,0.0,0.003976045093201754,0.0,0.0004457771663037201,0.0,0.015413678042590907,0.0,0.020893921322051767,0.0,0.5020590847396919,0.37654431355476875,0.0,0.0,10494.778798518519,21.111111111111143,0.3966666666666667,0.0,15.433498233115467,0.0,0.5833333333333334,10494.778798518519,17991.04936888889,0.0,0.0,77.84794853821671,51.66666666666668,46.10666666666668,0.0,49.96481193793298,0.0,0.0,0.0,121.6374195909636,49.99510165234274,50.01024650954762,49.96481193793298,12.43753247303448,20.848656276354397,-0.055432411956336004,8.089839740484777,2.7433869521290104,1.6500000000000001,9.236100170605994,6435.964717857906,-1585.957517466379,-626.9588863532131,-4911.683331037066,0.0,0.0,1024.501349618776,0.0,3.0,0.1954906980398046,0.0,0.0,1.425727389532854,197.99884266666666,-171.63209924232368,0.18475428583997086,9.651130837283045,0.0027610551417453404,-77.52727726909238,1.2184865387730741,0.19867044906797549,-1635.020647042054,49.06312957567513,0.4530695454719999,-648.6397723764923,21.68088602327914
2025-01-01 04:00:00,1.1660818823163643,0.4329086956615283,0.46642843137254897,1.1660818823163641,0.43290869566152823,0.4664284313725489,0.02326006202305509,1.1428218202933094,0.0,0.0,0.46642843137254897,0.0,0.4329086956615283,0.0,1.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.5402151397549203,0.0,0.003976045093201754,0.0,0.000542034660630826,0.0,0.01874198226922251,0.0,0.025395086323017797,0.0,0.5192663158435684,0.3894497368826762,0.0,0.0,9295.37550725926,21.111111111111143,0.35133333333333344,0.0,13.669669863616555,0.0,0.5166666666666667,9295.37550725926,17991.04936888889,0.0,0.0,72.9360485557303,51.66666666666668,46.10666666666668,0.0,49.06989145511875,0.1252428177189117,321.1949574587089,0.0,113.96257586832857,48.09952432840519,49.09259362320741,47.591638596959754,12.43753247303448,20.810792831384806,-0.05822851098844305,7.8314601071898515,2.503146296834186,0.55,9.236100170605994,4953.455055425251,-1524.058384958115,-1142.7274626657536,-5357.957566649786,0.0,0.0,1176.4718437426034,0.0,3.0,0.20091617621830568,0.0,0.0,1.4652957829038102,197.99884266666666,-160.4347289268258,0.18421424676999723,9.615431125912972,0.0027478732559595214,36.34856127852673,1.2180812625020212,0.1796948788359834,-1575.7789665876885,51.720581629573616,0.4530695454719999,-1164.6778822850595,21.95041961930569
2025-01-01 05:00:00,0.59086272704605,0.41248872204142156,0.6277071039577504,0.59086272704605,0.4124887220414215,0.6277071039577504,0.02077458820497518,0.5700881388410749,0.0,0.04091004513422114,0.5867970588235294,0.0,0.41248872204142156,0.0,1.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.004430450246710526,0.0,0.00045940061677693,0.0,0.015884737341487723,0.0,0.020103176119179358,0.0,0.4920396843500928,0.36902976326256953,0.0,0.0,11694.182089777778,21.111111111111143,0.4420000000000001,0.0,17.19732660261438,0.0,0.65,11694.182089777778,17991.04936888889,928.0585185185186,0.0,79.84385437482024,51.66666666666668,46.10666666666668,0.0,51.03260529442402,0.0,0.0,928.0585185185186,124.75602246065662,50.647625646175705,51.05083797158962,50.43690314488595,12.43753247303448,20.81285857550183,-0.05482229371879175,7.950523167174923,1.2919844214786629,-0.25000000000000006,9.236100170605994,6613.863403016996,-1611.8533195065395,-896.4007347345374,-5617.720325569938,0.0,0.0,693.8971455664324,0.0,2.083,0.2024969307310806,0.0,0.0,1.4768243365771516,137.4771964248889,-156.49550675727647,0.18503528217000842,9.627911180381403,0.002761942058961166,-30.633553060051632,1.2174509684019708,0.1589194619392695,-1662.4759436713105,50.62262416477095,0.4530695454719999,-920.3209916268728,23.920256892335285
2025-01-01 06:00:00,0.6564948304013585,0.4363032409941185,0.6044790164995337,0.6564948304013585,0.43630324099411844,0.6044790164995337,0.03990356026208051,0.616591270139278,0.0,0.032728036107376915,0.5717509803921568,0.0,0.4363032409941185,0.0,1.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.00499845668859649,0.0,0.0009811117693247708,0.0,0.03392399180415925,0.0,0.03485361548045317,0.0,0.5205731941552553,0.39042989561644137,0.0,0.0,11394.331266962963,21.111111111111143,0.4306666666666668,0.0,16.756369510239647,0.0,0.6333333333333333,11394.331266962963,17991.04936888889,742.4468148148148,0.0,80.63639735048001,51.66666666666668,46.10666666666668,0.0,51.44659425392955,0.22970383951365733,617.9953611863766,742.4468148148148,125.99437086012503,51.02556672178621,51.485883256501694,50.775763953142395,12.43753247303448,20.856462060342725,-0.046947526934514684,7.532532215445577,1.8666942099517878,0.3,9.236100170605994,6585.327267424923,-1727.15276852487,-909.3127423336559,-5438.3802114127275,0.0,0.0,796.0756779411573,0.0,2.6670000000000003,0.20130762566558588,0.0,0.0,1.4681506512131517,176.02097113066665,-166.69946606647017,0.18315576936992162,9.624462663824033,0.0027411353672276363,-118.22874491195684,1.2172856826425154,0.18787452614810354,-1781.6602431291226,54.50747460425269,0.4530695454719999,-932.748039781703,23.43529744804693
2025-01-01 07:00:00,0.811425565471612,0.4901759611156127,0.5606587208277319,0.8114255654716119,0.4901759611156126,0.5606587208277319,0.08109450608477067,0.7303310593868413,0.0,0.049092054161065365,0.5115666666666666,0.0,0.4901759611156127,0.0,1.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.004657652823464912,0.0,0.002148485140201296,0.0,0.07428836812110447,0.0,0.07676311123269092,0.0,0.589184305518814,0.44188822913911036,0.0,0.0,10194.927975703704,21.111111111111143,0.3853333333333334,0.0,14.992541140740737,0.0,0.5666666666666667,10194.927975703704,17991.04936888889,1113.6702222222223,0.0,77.08812574291316,51.66666666666668,46.10666666666668,0.0,51.57386239729469,0.5568311450313422,1518.5609697573136,1113.6702222222223,120.4501964733018,49.6362715374569,51.574229303555605,48.6671092012771,12.43753247303448,20.821866985957413,-0.052894296227879126,7.314021847208547,1.3128273850352785,-0.55,9.236100170605994,5192.787829797438,-1922.6176031698792,-1088.1052804483072,-5810.9224405619325,0.0,0.0,968.1815067519617,7.07191704099558,3.0,0.20617465770910468,0.0,0.0,1.5036462577036758,197.99884266666666,-159.39921209629577,0.18290907932892309,9.598048254199599,0.002731592829760097,19.72946187821235,1.2174359175468128,0.19029114658170718,-1978.4525639760257,55.83496080614646,0.4530695454719999,-1112.3763861345221,24.27110568621516
2025-01-01 08:00:00,1.6291115579297468,0.5037984983760501,0.6126610255263779,1.6291115579297468,0.5037984983760501,0.6126610255263779,0.09060562244945507,1.538505935480292,0.0,0.04091004513422114,0.5717509803921568,0.0,0.5037984983760501,0.0,1.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.7716114604742336,0.0,0.0035216399396929823,0.0,0.0024477543801045953,0.0,0.08463622812965749,0.0,0.09516314383799124,0.0,0.6057380974668473,0.4543035731001353,0.0,0.0,11394.331266962963,21.111111111111143,0.4306666666666668,0.0,16.756369510239647,0.0,0.6333333333333333,11394.331266962963,17991.04936888889,928.0585185185186,0.0,76.82281920152955,51.66666666666668,46.10666666666668,0.0,51.698893440331894,0.3392425888846669,931.0588007347385,928.0585185185186,120.03565500238993,49.45077606087382,51.698893440331894,48.32671737114478,12.43753247303448,20.76584653166088,-0.07288520995566987,6.7334333891414975,0.5873248914811856,-1.4,9.236100170605994,6631.824422638538,-2117.279554194212,-1164.7893904194304,-6212.264266613474,0.0,0.0,1508.135878599171,420.94876686314456,2.083,0.2119789332332226,0.0,0.0,1.5459772467180233,137.4771964248889,-58.37845631012188,0.18488061491905702,9.59747125278329,0.0027502620060487763,217.82541925395614,1.2182263311229773,0.20251146965177885,-2177.4059428069936,60.12638861278187,0.4530695454719999,-1190.227987613235,25.438597193804846
2025-01-01 09:00:00,1.4384958372930001,0.5003679428078721,0.6316609228246982,1.438495837293,0.5003679428078721,0.6316609228246982,0.08746087287813112,1.351034964414869,0.0,0.0900020992952865,0.5416588235294116,0.0,0.5003679428078721,0.0,1.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.5787085953556752,0.0,0.0028400322094298243,0.0,0.0023785204514702504,0.0,0.08224232021723105,0.0,0.10516911198203059,0.0,0.6011640233759433,0.45087301753195735,0.0,0.0,10794.629621333333,21.111111111111143,0.4080000000000001,0.0,15.874455325490194,0.0,0.6,10794.629621333333,17991.04936888889,2041.7287407407407,0.0,76.03443229288365,51.66666666666668,46.10666666666668,0.0,51.18742029807345,0.62181566295156,1679.158448486668,2041.7287407407407,118.80380045763071,49.22550787822432,51.18899513503247,48.242976831340734,12.43753247303448,20.843342022134667,-0.05149601365172707,6.639038794950685,0.6376757150345973,-0.85,9.236100170605994,6304.321901146648,-1920.1088204160874,-865.2729219019723,-5993.4127011461405,0.0,0.0,1366.3751774015395,1250.848714342307,2.0,0.20915994685559797,0.0,0.0,1.5254181810970027,131.99922844444444,136.7298035579166,0.18739393049437164,9.692093599983043,0.002799831564901013,382.27100703962674,1.2184798830863433,0.2000330892809352,-1979.3984974281327,59.289677012045146,0.4530695454719999,-890.0174424140714,24.74452051209924
