occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.594,0.0318,0.337,0.065,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
1.0,0.579,0.0233,0.382,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0191,0.376,0.061,0.0,0.0,0.0,0.0,0.0,0.333,0,0,0,0
1.0,0.594,0.022,0.337,0.0705,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.893,0.579,0.0187,0.382,0.0596,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.585,0.0221,0.376,0.0829,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.8,0.602,0.0276,0.337,0.112,0.0,0.0,0.0,0.0,0.0,0.227,0,0,0,0
0.8,0.608,0.0307,0.337,0.122,0.0,0.0,0.0,0.0,0.0,0.151,0,0,0,0
0.8,0.613,0.0333,0.337,0.131,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.8,0.639,0.0426,0.292,0.174,0.0,0.0,0.0,0.0,0.533,0.446,0,0,0,0
0.8,0.661,0.0508,0.253,0.211,0.268,0.533,0.0,0.0,0.467,0.0,0,0,0,0
0.8,0.665,0.0557,0.253,0.217,0.376,1.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.669,0.06,0.253,0.223,0.614,0.6,0.0,0.0,0.0,0.227,0,0,0,0
0.8,0.669,0.06,0.253,0.223,0.268,0.0,0.0,0.0,0.0,0.151,0,0,0,0
0.8,0.669,0.06,0.253,0.223,0.0,0.0,0.0,0.0,0.0,0.151,0,0,0,0
0.8,0.669,0.065,0.253,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.669,0.0693,0.253,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.669,0.0693,0.253,0.228,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.8,0.696,0.0836,0.208,0.276,0.0,0.0,0.0,0.0,0.0,0.201,0,0,0,0
0.8,0.748,0.118,0.124,0.359,0.0,0.0,0.0,0.0,0.0,0.227,0,0,0,0
0.8,0.772,0.137,0.0842,0.395,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.693,0.744,0.121,0.129,0.349,0.0,0.0,0.0,0.0,0.0,0.167,0,0,0,0
0.6,0.72,0.107,0.168,0.309,0.0,0.0,0.0,0.0,0.0,0.0418,0,0,0,0
