Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,36.82414720881155,51.666666666666686,46.10666666666668,0.0,51.38082547950084,0.17435010371233228,473.35993485427053,0.0,36.82414720881155,50.96848325049945,51.38082547950084,50.76231213599877,12.43753247303448,19.315216166290263,-0.184783833709794,2.8,2919.383929798245,-772.3256001377612,-0.0,-0.0,463.26306903808495,0.0,5.0,0.03588380732702906,0.0,0.0,0.5010993966638523,329.99807111111113,83.50036756458744,0.2575729933393926,9.776452828320107,0.003516033353391837,125.42638977135367,1.2207502306763691
2025-01-01 00:01:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,36.69066824952512,51.666666666666686,46.10666666666668,0.0,51.37144983037574,0.174392088837598,473.35993485427065,0.0,36.69066824952512,50.92552321351195,51.37144983037574,50.70255990508006,12.43753247303448,19.388215002046536,-0.11178499795352081,2.8,2900.04572851743,-777.2404536049389,-0.0,-0.0,463.26306903808495,0.0,5.0,0.03595324456488775,0.0,0.0,0.5020690529124183,329.99807111111113,69.0770197509502,0.2572013258304088,9.833732097955352,0.0035166829898691954,125.09596145644953,1.224010210197587
2025-01-01 00:02:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,36.56004883860987,51.666666666666686,46.10666666666668,0.0,51.36208097856371,0.17443406372748727,473.35993485427076,0.0,36.56004883860987,50.88257441611664,51.36208097856371,50.642821134893104,12.43753247303448,19.45876722436382,-0.041232775636235175,2.8,2881.0019622875534,-782.002262387748,-0.0,-0.0,463.26306903808495,0.0,5.0,0.036020314285344975,0.0,0.0,0.5030056479662607,329.99807111111113,54.795062303882666,0.2561215208388638,9.866177450402905,0.003517329189260653,124.77438425957094,1.223714607269742
2025-01-01 00:03:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,36.43214849484667,51.666666666666686,46.10666666666668,0.0,51.35271866622127,0.17447602950865226,473.35993485427065,0.0,36.43214849484667,50.83963661752533,51.35271866622127,50.58309559317736,12.43753247303448,19.526993330917115,0.0,2.8,2862.2475747991443,-786.617982512341,-0.0,-0.0,463.26306903808495,0.0,5.0,0.03608513502679495,0.0,0.0,0.5039108371546839,329.99807111111113,40.656394940066676,0.25508362960715625,9.89798247642873,0.0035179738831993858,124.4610153230132,1.2234288713630752
2025-01-01 00:04:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,36.30683515563442,51.666666666666686,46.10666666666668,0.0,51.343362648208974,0.17451798725296583,473.35993485427065,0.0,36.30683515563442,50.79670958877905,51.343362648208974,50.52338305906409,12.43753247303448,19.593006595732618,0.0,2.8,2849.123949575064,-791.0941963950918,-0.0,-0.0,463.26306903808495,0.0,5.0,0.03614781808259828,0.0,0.0,0.5047861746337265,329.99807111111113,32.008983598737224,0.254085334270392,9.927978901903138,0.003518617108191532,124.15545369755183,1.2231525154535858
2025-01-01 00:05:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,36.18381733814499,51.666666666666686,46.10666666666668,0.0,51.334012691330095,0.1745599379808015,473.3599348542706,0.0,36.18381733814499,50.75379311203915,51.334012691330095,50.46368332239367,12.43753247303448,19.657057320439222,0.0,2.8,2840.894350205238,-795.4469144068322,-0.0,-0.0,463.26306903808495,0.0,5.0,0.0362086044022935,0.0,0.0,0.5056350251430132,329.99807111111113,28.132102240651335,0.25312221606748886,9.957532495034368,0.0035192588989873003,123.85681796061907,1.222884481540998
2025-01-01 00:06:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,36.06284046815182,51.666666666666686,46.10666666666668,0.0,51.324668588744196,0.17460188259618864,473.3599348542706,0.0,36.06284046815182,50.71088699401127,51.324668588744196,50.40399619664481,12.43753247303448,19.71936410952093,0.0,2.8,2834.3041400974716,-799.6901641234558,-0.0,-0.0,463.26306903808495,0.0,5.0,0.03626770427132237,0.0,0.0,0.5064603252134149,329.99807111111113,25.78514184950906,0.2521904379093965,9.986143157775242,0.0035198992863902127,123.56433860384819,1.2226238461587178
2025-01-01 00:07:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,35.94376377624161,51.666666666666686,46.10666666666668,0.0,51.315330156629805,0.17464382190152017,473.35993485427065,0.0,35.94376377624161,50.6679910628375,51.315330156629805,50.34432151594135,12.43753247303448,19.780047777468724,0.0,2.8,2828.1932842028773,-803.8314421588656,-0.0,-0.0,463.26306903808495,0.0,5.0,0.03632523478060837,0.0,0.0,0.5072637099610323,329.99807111111113,23.815563990324222,0.25128775874326253,10.013875240039166,0.003520538297755863,123.27758989457642,1.2223700957625883
2025-01-01 00:08:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,35.82648986243464,51.666666666666686,46.10666666666668,0.0,51.305997223894735,0.17468575664354946,473.3599348542706,0.0,35.82648986243464,50.62510515851339,51.305997223894735,50.28465912582272,12.43753247303448,19.839191876045895,0.0,2.8,2822.317634339778,-807.8757821594131,-0.0,-0.0,463.26306903808495,0.0,5.0,0.036381277424437135,0.0,0.0,0.5080463174127474,329.99807111111113,21.98425412777275,0.25041255873315627,10.041398418568342,0.003521175958548097,122.9962772148432,1.2221228733255622
2025-01-01 00:09:00,3.293776528729916,0.08752998855985311,0.0,0.054896275478831934,0.0014588331426642184,0.0,0.016954087814245268,0.0,0.12187634758233776,3.1449460933333335,0.010000000000000002,0.0,0.0,0.08461332189318645,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003412116228070175,0.0,On,0.013541971586175093,0,On,0.009058585058089126,0,On,0.07950624956584591,0.05962968717438442,On,0,0,Off,On,3144.9460933333335,20.000000000000057,1.0,0.0,3.1449460933333335,0.0,1,3144.9460933333335,3144.9460933333335,Off,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,711.2874719933591,Off,0.0,0.0,35.710934145326746,51.666666666666686,46.10666666666668,0.0,51.29666962825478,0.1747276875308855,473.35993485427076,0.0,35.710934145326746,50.582229129236055,51.29666962825478,50.225008879726694,12.43753247303448,19.89686894787285,0.0,2.8,2816.6908589794803,-811.8275261081542,-0.0,-0.0,463.26306903808495,0.0,5.0,0.03643590305931578,0.0,0.0,0.508809137044193,329.99807111111113,20.309222716216027,0.2495634194224393,10.067503604483445,0.003521812292931107,122.72014482075828,1.2218818685086563
