Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.31308683024293416,0.0897856990041565,0.08746149267399625,0.31308683024293416,0.0897856990041565,0.08746149267399624,0.031901052202680934,0.24945500880948399,0.03173076923076923,0.0,0.08746149267399625,0.0,0.0897856990041565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035099780701754383,0.0,0.0283910741325055,0.0,0.022406986899372747,0.0,0.08640275238047265,0.06480206428535447,0.03122151798087189,0.0,0.03965827959191662,0.0,0.03645395899844736,0.0,2136.274418119658,16.666666666666686,0.164209408745548,0.0,2.563243683740438,0.03173076923076923,0.2,2104.543648888889,10522.718244444444,0.0,0.0,96.25082518179835,51.66666666666668,46.10666666666668,0.0,48.890304740847974,0.0,0.0,0.0,150.39191434655993,48.92324310378846,48.93971228525871,48.890304740847974,12.43753247303448,16.60265762833012,-0.040804739816160396,0.5096242796666048,2.8,9.236100170605994,1173.751692899992,310.71956406396015,-1085.8309882894036,0.0,0.0,233.97372599651817,0.0,1.0,0.06033370490475795,0.0,0.0,0.7807810312319837,65.99961422222222,-110.66546292678046,0.2406490322627018,7.662148796228684,0.002756435422153328,-23.858016363135434,1.236288402804164,0.16446618638487115,494.33606426456026,-183.61650020060011
2025-01-01 01:00:00,0.2710260938536719,0.07620069527911554,0.13119223901099436,0.2710260938536719,0.07620069527911555,0.13119223901099436,0.011210769286647819,0.2122191707208702,0.04759615384615385,0.0,0.13119223901099436,0.0,0.07620069527911554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0032467297149122803,0.0,0.007964039571735538,0.0,0.0023289497741462765,0.0,0.06912220190437811,0.05184165142828358,0.01632033894454667,0.0,0.047920421173565916,0.0,0.04404853378979057,0.0,3204.411627179487,16.666666666666686,0.24631411311832202,0.0,3.844865525610657,0.04759615384615385,0.3,3156.8154733333336,10522.718244444444,0.0,0.0,93.55059026545288,51.66666666666668,46.10666666666668,0.0,47.70435033926756,0.0,0.0,0.0,146.17279728977013,47.736684047006264,47.75285090087562,47.70435033926756,12.43753247303448,16.322815408679375,-0.06578658486183704,1.9799484378665217,2.5,9.236100170605994,2286.388372517657,-45.7868596129152,-964.523251441855,0.0,0.0,176.3017061885306,0.0,1.0,0.05362328005234042,0.0,0.0,0.6939411389272413,65.99961422222222,-129.8017094085059,0.24437107828069776,7.521033545360553,0.0027505987527978843,-12.347902737038334,1.2375449418694715,0.11603679215802493,103.31027682867735,-149.09713644159254
2025-01-01 02:00:00,0.26471942368643026,0.07557610441114551,0.1938198406157531,0.26471942368643026,0.07557610441114551,0.1938198406157531,0.011210769286647819,0.19269134670747473,0.060817307692307684,0.026185312990593644,0.16763452762515949,0.0,0.07557610441114551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0032467297149122803,0.0,0.007964039571735538,0.0,0.0023289497741462765,0.0,0.06912220190437811,0.05184165142828358,0.013482019128103772,0.0,0.03965827959191662,0.0,0.03645395899844736,0.0,4094.5259680626777,16.666666666666686,0.3147347000956337,0.0,4.912883727169173,0.060817307692307684,0.38333333333333336,4033.7086603703706,10522.718244444444,703.3706666666666,0.0,90.59972694017223,51.66666666666668,46.10666666666668,0.0,46.69999095192946,0.0,0.0,703.3706666666666,141.56207334401913,46.73311050828035,46.74967028645579,46.69999095192946,12.43753247303448,16.355422920866204,-0.05766073839941426,2.2285010066337274,1.6500000000000001,9.236100170605994,3215.7729614803316,-210.7158565512324,-919.9650989321684,0.0,0.0,175.46891836457056,0.0,1.0,0.047783893350656234,0.0,0.0,0.6183733882329894,65.99961422222222,-134.25682601474864,0.24378994523515288,7.535840286158722,0.002749759593237346,5.112159826222066,1.2374061920009187,0.07616151001692648,-58.15378315491639,-152.56207339631604
2025-01-01 03:00:00,0.2661526104385879,0.07495151354317545,0.1450270249814758,0.2661526104385879,0.07495151354317545,0.1450270249814758,0.011035270383139046,0.20487695544006426,0.05024038461538461,0.006546328247648411,0.1384806967338274,0.0,0.07495151354317545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.003071230811403509,0.0,0.007964039571735538,0.0,0.0023289497741462765,0.0,0.06912220190437811,0.05184165142828358,0.010643699311660872,0.0,0.047920421173565916,0.0,0.04404853378979057,0.0,3382.434495356125,16.666666666666686,0.25999823051378435,0.0,4.05846916592236,0.05024038461538461,0.31666666666666665,3332.1941107407406,10522.718244444444,175.84266666666664,0.0,107.14125263326356,51.66666666666668,46.10666666666668,0.0,52.31942025212049,0.0,0.0,175.84266666666664,167.40820723947434,52.348536901521896,52.36309522622261,52.31942025212049,12.43753247303448,16.382561364882513,-0.05373054174107868,2.0194059740325736,1.6500000000000001,9.236100170605994,2438.34078550807,-192.28498495411728,-982.6792730694776,0.0,0.0,174.4606316371017,0.0,1.0,0.05106235660515589,0.0,0.0,0.6608001201027662,65.99961422222222,-135.87506841567958,0.24344822217699927,7.54999176947494,0.0027506484860548926,-17.477347334132514,1.2372895647259543,0.0971881665621019,-30.16431396326474,-162.12067099085255
2025-01-01 04:00:00,0.32575781228074235,0.07432692267520541,0.14576915445666042,0.3257578122807423,0.07432692267520541,0.1457691544566604,0.011035270383139046,0.2618379265129879,0.052884615384615384,0.0,0.14576915445666042,0.0,0.07432692267520541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.003071230811403509,0.0,0.007964039571735538,0.0,0.0023289497741462765,0.0,0.06912220190437811,0.05184165142828358,0.011353279265771598,0.0,0.07766413086750337,0.0,0.07138900303862608,0.0,3560.4573635327633,16.666666666666686,0.27368234790924667,0.0,4.272072806234063,0.052884615384615384,0.3333333333333333,3507.5727481481485,10522.718244444444,0.0,0.0,103.3025748809623,51.66666666666668,46.10666666666668,0.0,51.028416325710445,0.0,0.0,0.0,161.41027325150358,51.059045301874626,51.07435978995671,51.028416325710445,12.43753247303448,16.37065744006508,-0.05705509681993653,2.0163250051260215,0.55,9.236100170605994,2516.1813819595964,-307.5361666772945,-1083.9020329378209,0.0,0.0,173.62784381314162,0.0,1.0,0.05229908398989139,0.0,0.0,0.6768046615830372,65.99961422222222,-134.0017924484875,0.24287226068601347,7.531766872354487,0.0027432534332257606,6.410415408077654,1.2367656389165298,0.09832568650017594,-148.24577272829123,-159.29039394900332
2025-01-01 05:00:00,0.3988875277956437,0.07432692267520541,0.16763452762515949,0.3988875277956437,0.07432692267520541,0.16763452762515946,0.01138626819015659,0.32668395191317934,0.060817307692307684,0.0,0.16763452762515949,0.0,0.07432692267520541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0034222286184210525,0.0,0.007964039571735538,0.0,0.0023289497741462765,0.0,0.06912220190437811,0.05184165142828358,0.012772439173993046,0.0,0.11071269719410055,0.0,0.1017673022039989,0.0,4094.5259680626777,16.666666666666686,0.3147347000956337,0.0,4.912883727169173,0.060817307692307684,0.38333333333333336,4033.7086603703706,10522.718244444444,0.0,0.0,99.63469928686153,51.66666666666668,46.10666666666668,0.0,49.76264526095448,0.0,0.0,0.0,155.67921763572113,49.794808865500805,49.81089066777396,49.76264526095448,12.43753247303448,16.337992436936574,-0.06276480702522233,1.2257157993062147,-0.25000000000000006,9.236100170605994,3016.538079779894,-328.65851594602645,-1120.0307186561947,0.0,0.0,173.9788416201592,0.0,1.0,0.05131634707845832,0.0,0.0,0.6640870215781726,65.99961422222222,-131.936011246748,0.24411173151085883,7.523855394951568,0.002753010137004568,15.807215871565111,1.2362768857604596,0.08246934433248213,-144.68728079948409,-183.97123514654237
2025-01-01 06:00:00,0.37626686224917766,0.07638324756060721,0.16034606990232644,0.37626686224917766,0.07638324756060721,0.16034606990232644,0.014276421138605737,0.303817364187495,0.05817307692307692,0.0,0.16034606990232644,0.0,0.07638324756060721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0038609758771929823,0.0,0.010415445261412755,0.0,0.0027573886476920536,0.0,0.07019839277032708,0.05264879457774529,0.018449078806878846,0.0,0.09418841403080196,0.0,0.08657815262131249,0.0,3916.5030998860398,16.666666666666686,0.3010505827001714,0.0,4.69928008685747,0.05817307692307692,0.36666666666666664,3858.3300229629626,10522.718244444444,0.0,0.0,95.59829388250738,51.66666666666668,46.10666666666668,0.0,48.53304846637033,0.029857211161213933,74.16231877909793,0.0,149.3723341914178,48.507432730070825,48.574683019106175,48.452990309185225,12.43753247303448,16.402924255054202,-0.05285280407135753,1.0323711007673504,0.3,9.236100170605994,2827.312289277343,-259.08347848159093,-1096.6444296648463,0.0,0.0,146.96405948429566,0.0,0.5,0.0518223862039558,0.0,0.0,0.6706356953397683,32.99980711111111,-139.5104404281462,0.242608442311621,7.548436453764626,0.0027473039173855815,-42.41662679005227,1.2360040344269276,0.09088283759380826,-86.22309523528398,-172.86038324630695
2025-01-01 07:00:00,0.3628495627229513,0.09617366050132489,0.15886181095195723,0.3628495627229513,0.09617366050132489,0.15886181095195723,0.06898200777872414,0.2409829395596118,0.052884615384615384,0.013092656495296822,0.14576915445666042,0.0,0.09617366050132489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035977275219298247,0.0,0.06538428025679431,0.0,0.01322301514849403,0.0,0.09492003437669717,0.07119002578252287,0.02341613848565392,0.0,0.03965827959191662,0.0,0.03645395899844736,0.0,3560.4573635327633,16.666666666666686,0.27368234790924667,0.0,4.272072806234063,0.052884615384615384,0.3333333333333333,3507.5727481481485,10522.718244444444,351.6853333333333,0.0,90.87164657112517,51.66666666666668,46.10666666666668,0.0,47.268064664377285,0.0,0.0,351.6853333333333,141.9869477673831,46.847546596202264,47.268064664377285,46.637287562114764,12.43753247303448,16.369595620544413,-0.053920884578726104,0.8255771367180854,-0.55,9.236100170605994,2503.1148549183936,-358.27139643694824,-1189.1599110741763,0.0,0.0,269.7917820781715,2.2785752214509247,1.0,0.05325720110945411,0.0,0.0,0.689203695818281,65.99961422222222,-137.9743796183649,0.24254207015454274,7.5245412297676655,0.0027407578896655608,14.130693440711314,1.2361510835369358,0.0971820206630223,-182.48526810084124,-175.78612833610697
2025-01-01 08:00:00,0.3936680271145354,0.10023437506271765,0.19530409956612232,0.3936680271145354,0.10023437506271764,0.19530409956612232,0.07743358598466359,0.2501286718991026,0.06610576923076923,0.013092656495296822,0.1822114430708255,0.0,0.10023437506271765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.002720233004385965,0.0,0.07471335298027763,0.0,0.016954461406127767,0.0,0.09950153263459412,0.07462614947594556,0.02341613848565392,0.0,0.03965827959191662,0.0,0.03645395899844736,0.0,4450.571704415954,16.666666666666686,0.34210293488655835,0.0,5.340091007792579,0.06610576923076923,0.4166666666666667,4384.465935185185,10522.718244444444,351.6853333333333,0.0,103.71088144852094,51.66666666666668,46.10666666666668,0.0,51.1241564518531,0.0,0.0,351.6853333333333,162.04825226331394,51.153165015592194,51.16766929746174,51.1241564518531,12.43753247303448,16.350397399778284,-0.06092915275379177,0.3026195625608446,-1.4,9.236100170605994,3333.658205863793,-417.0809315691712,-1302.8149166783378,0.0,0.0,287.0683877455489,165.78855259778447,1.0,0.05550881030987606,0.0,0.0,0.7183418658711901,65.99961422222222,-101.1669696193726,0.2438664479355458,7.531183126869032,0.0027511230433676227,62.795298537551005,1.2368059948468948,0.10673819176322419,-240.74526480090407,-176.3356667682671
2025-01-01 09:00:00,0.40812040452597853,0.1010645794450211,0.2478075625763227,0.40812040452597853,0.1010645794450211,0.24780756257632267,0.08017832256678727,0.2380382358053451,0.08990384615384615,0.0,0.2478075625763227,0.0,0.1010645794450211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0021937362938596492,0.0,0.07798458627292762,0.0,0.02032338246306892,0.0,0.10060847181099875,0.07545635385824903,0.022706558531543197,0.0,0.03139613801026732,0.0,0.028859384207104165,0.0,6052.777518005697,18.33333333333337,0.46525999144571933,0.0,7.262523770597908,0.08990384615384615,0.5666666666666667,5962.873671851851,10522.718244444444,0.0,0.0,94.5213396698703,51.66666666666668,46.10666666666668,0.0,49.89481909920042,0.05734703586163168,148.32463755819586,0.0,147.68959323417235,49.69594135515752,49.915046769495106,49.57627481284139,12.43753247303448,17.953493434949948,-0.10207399474453223,0.5287625997560781,-0.85,9.236100170605994,4861.239177805285,-323.5707018336472,-1423.482703319339,0.0,0.0,294.21149881867,478.34112620033113,1.0,0.05731354953889949,0.0,0.0,0.741697072692421,65.99961422222222,-62.26713569974311,0.22251705812548625,8.331142477002196,0.0027768027859751848,118.16927232911685,1.2305942960566933,0.10349920980544969,-193.49347858614195,-130.07722324750526
