occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.9,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.554,0.0217,0.479,0.0748,0.0,0.0,0.0,0.117,1.0,0,0,0,0,0
1.0,0.543,0.0271,0.566,0.113,0.0,0.0,0.0,0.156,1.0,0,0,0,0,0
0.9,0.55,0.0235,0.508,0.0876,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.559,0.0324,0.421,0.0823,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.556,0.0537,0.421,0.132,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.556,0.0537,0.421,0.132,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
1.0,0.556,0.0537,0.421,0.132,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.553,0.0783,0.421,0.161,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.55,0.115,0.421,0.205,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.55,0.115,0.421,0.205,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.55,0.115,0.421,0.205,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.545,0.17,0.421,0.263,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.538,0.253,0.421,0.35,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.538,0.253,0.421,0.35,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.9,0.54,0.229,0.421,0.32,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.544,0.202,0.421,0.27,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.544,0.213,0.421,0.263,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.213,0.421,0.263,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.544,0.213,0.421,0.263,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.544,0.219,0.421,0.259,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.544,0.228,0.421,0.254,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.228,0.421,0.254,0.397,0.4,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.228,0.421,0.254,0.256,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.544,0.244,0.421,0.253,0.603,1.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.269,0.421,0.252,0.192,1.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.269,0.421,0.252,0.0,1.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.269,0.421,0.252,0.0,1.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.284,0.421,0.252,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.544,0.306,0.421,0.251,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.544,0.306,0.421,0.251,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.544,0.306,0.421,0.251,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.551,0.318,0.421,0.252,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.563,0.336,0.421,0.252,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.563,0.336,0.421,0.252,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.563,0.336,0.421,0.252,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.575,0.343,0.421,0.252,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.592,0.353,0.421,0.253,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.592,0.353,0.421,0.253,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.65,0.588,0.309,0.421,0.226,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.589,0.245,0.421,0.187,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.601,0.25,0.421,0.189,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.5,0.601,0.25,0.421,0.189,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.601,0.25,0.421,0.189,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.604,0.267,0.519,0.193,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.607,0.292,0.667,0.201,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.6,0.617,0.347,0.716,0.231,0.0,0.0,0.0,0.252,1.0,0,0,0,0,0
0.75,0.63,0.43,0.789,0.276,0.0,0.0,0.0,0.162,1.0,0,0,0,0,0
0.75,0.626,0.483,0.816,0.294,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.621,0.563,0.855,0.321,0.0,0.0,0.4,0.0,1.0,0,0,0,0,0
0.75,0.621,0.563,0.855,0.321,0.0,0.0,1.0,0.15,1.0,0,0,0,0,0
0.75,0.621,0.563,0.855,0.321,0.0,0.0,0.467,0.0,1.0,0,0,0,0,0
0.75,0.613,0.603,0.855,0.353,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.601,0.662,0.855,0.402,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.75,0.601,0.662,0.855,0.402,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.601,0.662,0.855,0.402,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.586,0.72,0.913,0.504,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
1.0,0.563,0.808,1.0,0.657,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.563,0.808,1.0,0.657,0.0,0.0,0.0,0.232,1.0,0,0,0,0,0
1.0,0.563,0.808,1.0,0.657,0.0,0.0,0.0,0.0176,1.0,0,0,0,0,0
1.0,0.548,0.64,0.942,0.56,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.525,0.387,0.855,0.414,0.0,0.0,0.0,0.153,1.0,0,0,0,0,0
1.0,0.53,0.338,0.797,0.366,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.537,0.264,0.711,0.293,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.529,0.209,0.711,0.235,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.518,0.125,0.711,0.149,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.526,0.104,0.653,0.129,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.54,0.0717,0.566,0.0991,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.548,0.0503,0.508,0.0792,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.552,0.0188,0.479,0.0495,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.536,0.0198,0.566,0.0497,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.536,0.0198,0.566,0.0497,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.536,0.0198,0.566,0.0497,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
1.0,0.536,0.0205,0.566,0.0576,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.536,0.0215,0.566,0.0694,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.536,0.0215,0.566,0.0694,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.536,0.0215,0.566,0.0694,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.539,0.0238,0.566,0.0868,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.543,0.0271,0.566,0.113,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.543,0.0271,0.566,0.113,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.543,0.0271,0.566,0.113,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.547,0.0314,0.508,0.121,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.552,0.0379,0.421,0.133,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.549,0.0458,0.421,0.167,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.543,0.0576,0.421,0.217,0.0,0.0,0.0,0.114,1.0,0,0,0,0,0
1.0,0.546,0.0703,0.421,0.216,0.0,0.0,0.0,0.121,1.0,0,0,0,0,0
1.0,0.55,0.0892,0.421,0.214,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.55,0.0892,0.421,0.214,0.0,0.0,0.0,0.208,1.0,0,0,0,0,0
1.0,0.55,0.0892,0.421,0.214,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.547,0.119,0.421,0.242,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.544,0.164,0.421,0.283,0.0,0.0,0.0,0.116,1.0,0,0,0,0,0
1.0,0.544,0.164,0.421,0.283,0.0,0.0,0.0,0.0771,1.0,0,0,0,0,0
1.0,0.544,0.164,0.421,0.283,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.544,0.176,0.421,0.28,0.0,0.0,0.0,0.276,1.0,0,0,0,0,0
1.0,0.544,0.194,0.421,0.275,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.544,0.194,0.421,0.275,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.9,0.546,0.171,0.421,0.245,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.85,0.547,0.166,0.421,0.225,0.406,0.4,0.0,0.0,1.0,0,0,0,0,0
1.0,0.544,0.213,0.421,0.263,0.363,1.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.544,0.213,0.421,0.263,0.303,1.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.544,0.213,0.421,0.263,0.534,1.0,0.0,0.377,1.0,0,0,0,0,0
0.9,0.546,0.191,0.421,0.232,0.205,1.0,0.0,0.281,1.0,0,0,0,0,0
0.85,0.547,0.186,0.421,0.213,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.544,0.228,0.421,0.254,0.0,0.0667,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.544,0.228,0.421,0.254,0.0,0.0,0.0,0.225,1.0,0,0,0,0,0
1.0,0.544,0.244,0.421,0.253,0.0,0.0,0.0,0.118,1.0,0,0,0,0,0
1.0,0.544,0.269,0.421,0.252,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.544,0.269,0.421,0.252,0.0,0.0,0.0,0.174,1.0,0,0,0,0,0
1.0,0.544,0.269,0.421,0.252,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
1.0,0.544,0.284,0.421,0.252,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.544,0.306,0.421,0.251,0.0,0.0,0.0,0.211,1.0,0,0,0,0,0
1.0,0.544,0.306,0.421,0.251,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.544,0.306,0.421,0.251,0.0,0.0,0.0,0.253,1.0,0,0,0,0,0
1.0,0.551,0.318,0.421,0.252,0.0,0.0,0.0,0.368,1.0,0,0,0,0,0
1.0,0.563,0.336,0.421,0.252,0.0,0.0,0.0,0.0764,1.0,0,0,0,0,0
1.0,0.563,0.336,0.421,0.252,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.563,0.336,0.421,0.252,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.575,0.343,0.421,0.252,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.592,0.353,0.421,0.253,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.592,0.353,0.421,0.253,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.592,0.353,0.421,0.253,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.603,0.358,0.421,0.255,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.621,0.365,0.421,0.258,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.9,0.621,0.365,0.421,0.258,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.621,0.365,0.421,0.258,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.624,0.391,0.568,0.266,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.63,0.43,0.789,0.276,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.63,0.43,0.789,0.276,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.63,0.43,0.789,0.276,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.65,0.619,0.41,0.758,0.258,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.601,0.382,0.711,0.23,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.4,0.593,0.309,0.653,0.194,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.581,0.2,0.566,0.14,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.579,0.213,0.566,0.151,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.575,0.233,0.566,0.167,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.575,0.233,0.566,0.167,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.575,0.233,0.566,0.167,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.57,0.226,0.566,0.181,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.562,0.216,0.566,0.201,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.35,0.562,0.295,0.624,0.262,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.563,0.413,0.711,0.353,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.552,0.354,0.711,0.329,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.537,0.264,0.711,0.293,0.0,0.0,0.0,0.114,1.0,0,0,0,0,0
0.5,0.537,0.264,0.711,0.293,0.0,0.0,0.0,0.0948,1.0,0,0,0,0,0
0.6,0.532,0.313,0.768,0.341,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.522,0.282,0.797,0.308,0.0,0.0,0.0,0.287,1.0,0,0,0,0,0
0.75,0.526,0.104,0.653,0.129,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.54,0.0717,0.566,0.0991,0.0,0.0,0.0,0.0989,1.0,0,0,0,0,0
0.75,0.54,0.0717,0.566,0.0991,0.0,0.0,0.0,0.0396,1.0,0,0,0,0,0
0.75,0.538,0.0562,0.566,0.0866,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.526,0.0396,0.624,0.0752,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0497,0.711,0.0864,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0497,0.711,0.0864,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0411,0.711,0.0765,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0283,0.711,0.0617,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.511,0.0283,0.711,0.0617,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0283,0.711,0.0617,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0242,0.711,0.0567,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0181,0.711,0.0493,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.511,0.0181,0.711,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.511,0.0181,0.711,0.0493,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.511,0.0172,0.711,0.0493,0.0,0.0,0.0,0.253,1.0,0,0,0,0,0
1.0,0.521,0.0158,0.653,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.536,0.0159,0.566,0.0493,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.536,0.0159,0.566,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.536,0.0168,0.566,0.0495,0.0,0.0,0.0,0.117,1.0,0,0,0,0,0
1.0,0.536,0.0181,0.566,0.0497,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.536,0.0181,0.566,0.0497,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.536,0.0181,0.566,0.0497,0.0,0.0,0.0,0.178,1.0,0,0,0,0,0
1.0,0.536,0.0197,0.566,0.0576,0.0,0.0,0.0,0.102,1.0,0,0,0,0,0
1.0,0.536,0.0221,0.566,0.0694,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.9,0.536,0.0221,0.566,0.0694,0.0,0.0,0.4,0.0,1.0,0,0,0,0,0
0.75,0.536,0.0221,0.566,0.0694,0.0,0.0,0.533,0.0633,1.0,0,0,0,0,0
0.75,0.532,0.0295,0.624,0.112,0.0,0.0,0.0,0.112,1.0,0,0,0,0,0
0.75,0.524,0.0407,0.711,0.177,0.0,0.0,0.0,0.0561,1.0,0,0,0,0,0
0.65,0.524,0.0407,0.711,0.177,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.524,0.0407,0.711,0.177,0.0,0.0,0.0,0.104,1.0,0,0,0,0,0
0.5,0.532,0.0456,0.595,0.193,0.0,0.0,0.0,0.144,1.0,0,0,0,0,0
0.4,0.547,0.0456,0.421,0.184,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.25,0.552,0.0345,0.421,0.133,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.25,0.552,0.0345,0.421,0.133,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.25,0.554,0.0365,0.421,0.133,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.25,0.556,0.0396,0.421,0.132,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.556,0.0396,0.421,0.132,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.556,0.0396,0.421,0.132,0.0,0.0,0.0,0.212,1.0,0,0,0,0,0
0.25,0.558,0.0301,0.421,0.0988,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.15,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0.4,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0.8,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.1,0.559,0.0337,0.421,0.0763,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.556,0.0604,0.421,0.117,0.0,0.0,0.0,0.253,0,0,0,0,0,0
0.15,0.558,0.0426,0.421,0.0898,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.1,0.559,0.0348,0.421,0.0763,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.556,0.0633,0.421,0.117,0.0,0.0,0.0,0.19,0,0,0,0,0,0
0.25,0.558,0.0657,0.421,0.117,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0695,0.421,0.117,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0695,0.421,0.117,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0695,0.421,0.117,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.566,0.0751,0.421,0.117,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.572,0.0836,0.421,0.117,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.572,0.0836,0.421,0.117,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.572,0.0836,0.421,0.117,0.0,0.0,0.0,0.127,0,0.6,0,0,0,0
0.35,0.583,0.124,0.421,0.146,0.0,0.0,0.0,0.19,0,1.0,0,0,0,0
0.6,0.609,0.218,0.421,0.217,0.0,0.0,0.0,0.0,0,0.6,0,0,0,0
0.75,0.621,0.268,0.421,0.258,0.534,0.4,0.0,0.0,1.0,0,0,0,0,0
0.75,0.621,0.268,0.421,0.258,0.299,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.624,0.305,0.568,0.266,0.517,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.63,0.36,0.789,0.276,0.372,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.63,0.36,0.789,0.276,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.63,0.36,0.789,0.276,0.0,1.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.626,0.416,0.816,0.294,0.0,1.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.621,0.502,0.855,0.321,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.75,0.621,0.502,0.855,0.321,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.629,0.567,0.913,0.357,0.0,0.0,0.0,0.117,1.0,0,0,0,0,0
1.0,0.63,0.726,1.0,0.455,0.0,0.0,0.0,0.0194,1.0,0,0,0,0,0
1.0,0.609,0.739,0.942,0.472,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.601,0.619,0.855,0.402,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.601,0.619,0.855,0.402,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
