occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.933,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.667,0.571,0.0179,0.393,0.0561,0.0,0.0,0,0,0,0
0.667,0.608,0.026,0.281,0.0831,0.0,0.075,0,0,0,0
0.667,0.611,0.0279,0.281,0.0966,0.0,0.149,0,0,0,0
0.667,0.621,0.0355,0.281,0.151,0.0,0.0982,0,0,0,0
0.667,0.621,0.0355,0.281,0.151,0.0,0.0,0,0,0,0
0.667,0.621,0.0355,0.281,0.151,0.0,0.151,0,0,0,0
0.667,0.625,0.0374,0.281,0.157,0.0,0.0759,0,0,0,0
0.667,0.64,0.0449,0.281,0.182,0.0,0.0,0,0,0,0
0.667,0.64,0.0449,0.281,0.182,0.0,0.0768,0,0,0,0
0.6,0.625,0.0391,0.309,0.155,0.0,0.102,0,0,0,0
0.333,0.579,0.0232,0.393,0.0777,0.0,0.0,0,0,0,0
0.333,0.647,0.0527,0.281,0.191,0.0,0.193,0,0,0,0
0.333,0.647,0.0527,0.281,0.191,0.0,0.075,0,0,0,0
0.333,0.647,0.0527,0.281,0.191,0.0,0.199,0,0,0,0
0.333,0.647,0.0542,0.281,0.192,0.0,0.211,0,0,0,0
0.333,0.647,0.0604,0.281,0.196,0.0,0.101,0,0,0,0
0.267,0.63,0.0515,0.309,0.166,0.0,0.0,0,0,0,0
0.0667,0.579,0.0248,0.393,0.0786,0.0,0.144,0,0,0,0
0.333,0.647,0.0616,0.281,0.195,0.0,0.0,0,0,0,0
0.333,0.647,0.0664,0.281,0.191,0.0,0.0,0,0,0,0
0.333,0.647,0.0664,0.281,0.191,0.0,0.0,0,0,0,0
0.333,0.647,0.0664,0.281,0.191,0.0,0.0,0,0,0,0
0.333,0.647,0.0676,0.281,0.19,0.0,0.0,0,0,0,0
0.333,0.647,0.0724,0.281,0.185,0.0,0.0,0,0,0,0
0.333,0.647,0.0724,0.281,0.185,0.0,0.075,0,0,0,0
0.333,0.647,0.0724,0.281,0.185,0.0,0.075,0,0,0,0
0.333,0.647,0.0731,0.281,0.184,0.0,0.0,0,0,0,0
0.333,0.647,0.0759,0.281,0.181,0.0,0.075,0,0,0,0
0.333,0.647,0.0759,0.281,0.181,0.0,0.15,0,0,0,0
0.333,0.647,0.0759,0.281,0.181,0.0,0.075,0,0,0,0
