Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,72.52655672915938,51.666666666666686,46.10666666666668,0.0,51.51636414449615,0.0,0.0,0.0,113.32274488931152,50.99233065082335,51.51636414449615,50.730313903986946,12.43753247303448,23.977857372385493,-1.0776981831701065,2.8,5109.858909626517,-1817.6310507626874,-0.0,-64.74700203772768,634.6001369416041,0.0,6.0,0.06585762459084052,0.0,0.002345956706557045,0.9524288525731955,395.9976853333333,-96.05267195056894,0.18372218884185884,11.63048767606238,0.003324887924990011,101.09362684988602,1.2052425611406976
2025-01-01 00:11:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,72.418860698311,51.666666666666686,46.10666666666668,0.0,51.500056510063516,0.0,0.0,0.0,113.15446984111092,50.97726380023951,51.500056510063516,50.715867445327525,12.43753247303448,24.002890824589606,-1.0526647309659936,2.8,5105.531040577926,-1820.6942450362346,-0.0,-66.11249006952818,634.6001369416041,0.0,6.0,0.06589072564724344,0.0,0.00239260378666199,0.9535424953571111,395.9976853333333,-95.95185869381218,0.18347520523407093,11.641917367301897,0.003325418268933833,100.73274454261588,1.2051406411051977
2025-01-01 00:12:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,72.31203609566157,51.666666666666686,46.10666666666668,0.0,51.483773382066175,0.0,0.0,0.0,112.98755639947119,50.962219322701905,51.483773382066175,50.701442293019774,12.43753247303448,24.027621936999857,-1.0279336185557426,2.8,5101.26610448984,-1823.7224314215066,-0.0,-67.46208016380137,634.6001369416041,0.0,6.0,0.06592342211359346,0.0,0.00243860091353533,0.954641411972234,395.9976853333333,-95.83901830235352,0.1832318274119626,11.653184697332268,0.0033259467643565214,100.37524837694826,1.2050399655546995
2025-01-01 00:13:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,72.2060557751657,51.666666666666686,46.10666666666668,0.0,51.46751456718095,0.0,0.0,0.0,112.8219621486964,50.9471970371778,51.46751456718095,50.68703827217623,12.43753247303448,24.052060645416617,-1.0034949101389827,2.8,5097.061702948918,-1826.7167547141414,-0.0,-68.79629304313045,634.6001369416041,0.0,6.0,0.06595572729626088,0.0,0.002483969959347324,0.9557260936692634,395.9976853333333,-95.71488367131195,0.18299193180625342,11.663520603371174,0.0033264734281684147,100.02103278995116,1.2049404935764751
2025-01-01 00:14:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,72.10089362372146,51.666666666666686,46.10666666666668,0.0,51.451279878072825,0.0,0.0,0.0,112.65764628706478,50.9321967682739,51.451279878072825,50.67265521337443,12.43753247303448,24.076216506317486,-0.9793390492381135,2.8,5092.915459226391,-1829.6783172099374,-0.0,-70.1156299115861,634.6001369416041,0.0,6.0,0.06598765399082183,0.0,0.002528731899173173,0.9567970120384315,395.9976853333333,-95.5802280295865,0.18275539986330624,11.674477923080785,0.0033269982767536554,99.6699963929801,1.204842185829833
2025-01-01 00:15:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,71.99652451736755,51.666666666666686,46.10666666666668,0.0,51.4350691331672,0.0,0.0,0.0,112.4945695583868,50.91721834602167,51.4350691331672,50.65829295244892,12.43753247303448,24.10009871299204,-0.9554568425635601,2.8,5088.825245660818,-1832.60818044336,-0.0,-71.42057326416412,634.6001369416041,0.0,6.0,0.06601921450394199,0.0,0.0025729068529971484,0.9578546199016631,395.9976853333333,-95.4356350091595,0.18252211781453154,11.685287892594726,0.0033275213259908957,99.32204178466296,1.2047450044786683
2025-01-01 00:16:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,71.89292426444929,51.666666666666686,46.10666666666668,0.0,51.41888215643175,0.0,0.0,0.0,112.33269416320202,50.902261605671946,51.41888215643175,50.64395133029205,12.43753247303448,24.12371611644483,-0.9318394391107709,2.8,5084.78909184521,-1835.5073675272351,-0.0,-72.71158796162854,634.6001369416041,0.0,6.0,0.06605042068152417,0.0,0.002616514135684041,0.9588993524034714,395.9976853333333,-95.28158704342752,0.18229197639725847,11.695955140319242,0.003328042591273076,98.9770753192426,1.2046489131048201
2025-01-01 00:17:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,71.79006955962697,51.666666666666686,46.10666666666668,0.0,51.40271877717084,0.0,0.0,0.0,112.17198368691713,50.88732638750115,51.40271877717084,50.629630192666305,12.43753247303448,24.147077242438154,-0.9084783131174454,2.8,5080.805120746423,-1838.3768650352717,-0.0,-73.98912209934413,634.6001369416041,0.0,6.0,0.06608128393171672,0.0,0.002659572298964613,0.9599316279185619,395.9976853333333,-95.11852649646235,0.18206487062169419,11.706484124290528,0.0033285620875260578,98.63500691479908,1.2045538766372188
2025-01-01 00:18:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,71.68793794505527,51.666666666666686,46.10666666666668,0.0,51.38657882983007,0.0,0.0,0.0,112.01240303914885,50.87241253662723,51.38657882983007,50.61532939002581,12.43753247303448,24.17019030568035,-0.8853652498752496,2.8,5076.87152739695,-1841.2176245483083,-0.0,-75.25360772430867,634.6001369416041,0.0,6.0,0.06611181524411748,0.0,0.002702099167415532,0.9609518488224501,395.9976853333333,-94.9468747079343,0.18184069957235668,11.71610156094042,0.0033290798292263052,98.2957498912159,1.2044598612927195
2025-01-01 00:19:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,71.58650777611194,51.666666666666686,46.10666666666668,0.0,51.370462153809356,0.0,0.0,0.0,111.85391840017492,50.857519902833594,51.370462153809356,50.60104877734572,12.43753247303448,24.193063222504456,-0.8624923330511436,2.8,5072.986573390021,-1844.0305640276292,-0.0,-76.50546147337802,634.6001369416041,0.0,6.0,0.0661420252069546,0.0,0.0027441118710036985,0.9619604021858472,395.9976853333333,-94.7670354864735,0.1816193662289008,11.726366104976996,0.003329595830417767,97.9592208245083,1.204366834523158
2025-01-01 00:20:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,71.48575818932672,51.666666666666686,46.10666666666668,0.0,51.354368593283596,0.0,0.0,0.0,111.696497170823,50.842648340400146,51.354368593283596,50.58678821395843,12.43753247303448,24.215703622598213,-0.8398519329573872,2.8,5069.148584571803,-1846.816569083079,-0.0,-77.74508516300794,634.6001369416041,0.0,6.0,0.06617192402298776,0.0,0.0027856268752892302,0.9629576604184819,395.9976853333333,-94.57939555961106,0.18140077729993168,11.73650481476868,0.00333011010472804,97.62533941187738,1.204274764966349
2025-01-01 00:21:00,6.705299175085098,0.16909493176430604,0.0,0.11175498625141829,0.002818248862738434,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003412116228070175,0.0,On,0.011255742693619118,0,On,0.011481909708436055,0,On,0.18581751487041906,0.13936313615281426,On,0,0,Off,On,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1,6347.920266666667,6347.920266666667,Off,0.0,0,71.3856690726588,51.666666666666686,46.10666666666668,0.0,51.338297997030416,0.0,0.0,0.0,111.54010792602938,50.82779770794103,51.338297997030416,50.57254756339634,12.43753247303448,24.23811885997486,-0.8174366955807386,2.8,5065.355948729046,-1849.5764941583552,-0.0,-78.97286634060498,634.6001369416041,0.0,6.0,0.06620152152438254,0.0,0.0028266600096844277,0.9639439818714366,395.9976853333333,-94.38432514949554,0.1811848430674974,11.746521534425996,0.003330622665383868,97.2940283455155,1.2041836224002482
