Metric,Value
Total Electric Energy (kWh),1881.032815902453
Total Gas Energy (therms),23.59255795913799
Average Electric Power (kW),2.6125455776422957
Peak Electric Power (kW),8.393809573265337
Other Electric Energy (kWh),344.10410835122786
HVAC Heating Electric Energy (kWh),1501.0206156119662
Lighting Electric Energy (kWh),35.9080919392593
Water Heating Gas Energy (therms),23.59255795913799
Average Temperature - Indoor (C),21.70410457085553
Unmet Heating Load (C-hours),225.81415921639254
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
