Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,6.705299175085098,0.16909493176430604,0.0,6.705299175085098,0.16909493176430604,0.0,0.014667858921689293,0.23694181872751083,6.453689497435898,0.0,0.0,0.16909493176430604,0.0,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.003412116228070175,0.0,0.011255742693619118,0.0,0.011481909708436055,0.0,0.18581751487041906,0.13936313615281426,0.0,0.0,6453.6894974358975,25.5555555555556,1.0,0.0,6.347920266666667,0.10576923076923077,1.0,6347.920266666667,6347.920266666667,0.0,0.0,70.6380937879615,51.66666666666668,46.10666666666668,0.0,51.20588545521938,0.0,0.0,0.0,110.37202154368984,50.70537994353641,51.20588545521938,50.455127187694934,12.43753247303448,24.394016784036165,-0.6615387715194374,2.8,5041.268843997309,-1869.0335696233508,0.0,-87.5902017160192,634.6001369416041,0.0,6.0,0.0664067316980839,0.0,0.0031011353861909157,0.9706425503261967,395.9976853333333,-90.39701904082298,0.17974682121814414,11.815775440589425,0.003334669321649368,94.88130935186952,1.203493038288175
2025-01-01 01:00:00,5.843560273522823,0.16835163687401875,0.0,5.843560273522823,0.16835163687401875,0.0,0.01441195020458403,0.23595075887379444,5.593197564444444,0.0,0.0,0.16835163687401875,0.0,1.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0031562075109649117,0.0,0.011255742693619118,0.0,0.011481909708436055,0.0,0.18581751487041906,0.13936313615281426,0.0,0.0,5593.197564444445,25.5555555555556,0.8666666666666667,0.0,5.501530897777778,0.09166666666666666,0.8666666666666667,5501.530897777778,6347.920266666667,0.0,0.0,65.99765559694363,51.66666666666668,46.10666666666668,0.0,50.28869038098732,0.0,0.0,0.0,103.12133687022443,49.857077108865774,50.28869038098732,49.64127047280501,12.43753247303448,25.273100991784155,-0.03860126064700431,2.5,4169.8185471592815,-1870.4507772239838,0.0,-118.7839276582451,633.3531683707824,0.0,6.0,0.06302287974962201,0.0,0.004002715003260705,0.9359788604819188,395.9976853333333,-67.49748077371605,0.17202426990499445,12.213719365309341,0.0033634909376327755,99.55944631870605,1.199984630631975
2025-01-01 02:00:00,5.304761755549449,0.16760834198373145,0.0,5.304761755549449,0.16760834198373145,0.0,0.01441195020458403,0.23495969902007804,5.055390106324787,0.0,0.0,0.16760834198373145,0.0,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0031562075109649117,0.0,0.011255742693619118,0.0,0.011481909708436055,0.0,0.18581751487041906,0.13936313615281426,0.0,0.0,5055.390106324787,25.5555555555556,0.7833333333333333,0.0,4.972537542222223,0.0828525641025641,0.7833333333333333,4972.537542222223,6347.920266666667,0.0,0.0,63.616769453663814,51.66666666666668,46.10666666666668,0.0,49.4162631309099,0.0,0.0,0.0,99.4012022713497,49.04863074056345,49.4162631309099,48.86481454539023,12.43753247303448,25.350065342628636,-0.02617981937792019,1.6500000000000001,3714.3195658015516,-1829.7249972605728,0.0,-103.76569004837991,632.3621085170661,0.0,6.0,0.05898444302167364,0.0,0.0033454853723395633,0.8704062316379363,395.9976853333333,-39.94196173134784,0.17303576338749121,12.281998117368484,0.003399052903606317,120.00695032091792,1.1996494783472889
2025-01-01 03:00:00,0.25247971203997327,0.1695119617818589,0.03871440426507711,0.2524797120399733,0.1695119617818589,0.03871440426507711,0.01433193387159999,0.2381477781683733,0.0,0.03871440426507711,0.0,0.1695119617818589,0.0,1.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.002985601699561403,0.0,0.011346332172038587,0.0,0.0121318291258947,0.0,0.18934673445497208,0.14201005084122903,0.0,0.0,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,6347.920266666667,879.2133333333333,0.0,71.64790705975675,51.66666666666668,46.10666666666668,0.0,49.85666872082466,0.1830446207227632,483.28906376428296,879.2133333333333,111.94985478086991,49.3604176930537,49.85666872082466,49.11229217916822,12.43753247303448,22.697953736672048,0.0,1.6500000000000001,-931.1687562205066,-1580.2277882318003,0.0,-17.704473711711103,635.2231259614585,0.0,6.0,0.05737695328038556,0.0,0.0005831499632264412,0.8093838120703452,395.9976853333333,31.54037976154616,0.20575664379441438,11.1993221428276,0.0034374734877222505,106.23135384158216,1.2103926317871112
2025-01-01 04:00:00,0.2524764748336686,0.1693842284470169,0.0,0.25247647483366853,0.1693842284470169,0.0,0.014354581241204858,0.23812189359246366,0.0,0.0,0.0,0.1693842284470169,0.0,1.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002985601699561403,0.0,0.011368979541643455,0.0,0.01227625566310773,0.0,0.1901674831955658,0.14262561239667434,0.0,0.0,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,6347.920266666667,0.0,0.0,78.85423312701268,51.66666666666668,46.10666666666668,0.0,51.55441389256808,0.0584264627134625,161.36462495376972,0.0,123.2097392609573,49.31551415366185,51.55441389256808,48.196064284208745,12.43753247303448,19.984149991124095,0.0,0.55,-737.8803692068781,-1380.9997631024482,0.0,0.0,605.4626099433123,0.0,5.55,0.05421778681302327,0.0,0.0,0.7571242374827649,366.2978589333333,37.656783952257825,0.24447492051497502,10.041285803475807,0.003467073316518856,114.2703231335686,1.2209890808005766
2025-01-01 05:00:00,1.115740073723664,0.16907644766929425,0.0696859276771388,1.115740073723664,0.16907644766929425,0.06968592767713878,0.01650758243240127,0.23874055829980964,0.860491932991453,0.0696859276771388,0.0,0.16907644766929425,0.0,1.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003326813322368421,0.0,0.01318076911003285,0.0,0.013305294740750586,0.0,0.18975710882526894,0.14231783161895167,0.0,0.0,860.491932991453,18.888888888888914,0.13333333333333333,0.0,0.8463893688888889,0.014102564102564103,0.13333333333333333,846.389368888889,6347.920266666667,1582.5839999999998,0.0,86.1423882343156,51.66666666666668,46.10666666666668,0.0,51.688615622857206,0.360568837550076,967.7853441741053,1582.5839999999998,134.59748161611813,50.61868503143045,51.697889553535774,50.07444580503851,12.43753247303448,18.585506964754305,-0.03957434586460984,-0.25000000000000006,140.25509142605995,-1271.5603769251657,0.0,0.0,542.2303880184421,0.0,4.549499999999999,0.05130598619558776,0.0,0.0,0.7164624002561639,300.265244904,9.09314734133044,0.26927143778208623,9.449071718366405,0.003504457833312937,76.43988363579231,1.2261965787326334
2025-01-01 06:00:00,2.217712172712973,0.17573375451560933,0.06194304682412337,2.217712172712973,0.17573375451560933,0.06194304682412337,0.027561375147994092,0.2540439483342097,1.9361068492307691,0.06194304682412337,0.0,0.17573375451560933,0.0,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.003753327850877193,0.0,0.023808047297116896,0.0,0.019732275646730517,0.0,0.19665139824625621,0.14748854868469213,0.0,0.0,1936.106849230769,18.888888888888914,0.3,0.0,1.90437608,0.03173076923076923,0.3,1904.3760800000002,6347.920266666667,1406.7413333333332,0.0,85.23434646421111,51.66666666666668,46.10666666666668,0.0,51.81673594821742,0.47954322498093577,1314.0553186696636,1406.7413333333332,133.17866635032985,50.26921022201473,51.81747605515354,49.49470725197726,12.43753247303448,18.55513112928589,-0.06615764398458701,0.3,1200.9137988640643,-1236.7970854752268,0.0,0.0,531.9701817222992,0.0,4.002000000000001,0.051558317412307306,0.0,0.0,0.7199860793157817,264.1304561173334,-30.3661466137773,0.27043010352366126,9.44443286184537,0.0035127244422216005,13.505023022592257,1.2263185405612698
2025-01-01 07:00:00,3.2850141955784076,0.17438876114113555,0.023228642559046265,3.285014195578408,0.17438876114113555,0.02322864255904626,0.022792978037118987,0.25049945207120333,3.0117217654700856,0.023228642559046265,0.0,0.17438876114113555,0.0,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0034974191337719296,0.0,0.019295558903347058,0.0,0.0179811038830225,0.0,0.1928759540395251,0.14465696552964377,0.0,0.0,3011.7217654700858,18.888888888888914,0.4666666666666667,0.0,2.962362791111111,0.049358974358974364,0.4666666666666667,2962.362791111111,6347.920266666667,527.528,0.0,87.48288179078128,51.66666666666668,46.10666666666668,0.0,51.58290991265217,0.1743984003432408,470.81449176037563,527.528,136.69200279809576,51.14492333309996,51.597774335452065,50.91106562052396,12.43753247303448,18.557207671128182,-0.06203233162994319,-0.55,2098.9481911336443,-1333.5358567843257,0.0,0.0,461.0569368962222,4.567491547897658,3.0495,0.05290631417724649,0.0,0.0,0.7388101789844659,201.26582357066667,-40.29465444833783,0.27039933005679473,9.445480003899185,0.0035128327967063337,-9.956330428904488,1.2263096394087059
2025-01-01 08:00:00,2.8995041279436053,0.18522726554072566,0.0696859276771388,2.899504127943605,0.18522726554072566,0.06968592767713878,0.037804431388311084,0.28022389758093497,2.5814757989743593,0.0696859276771388,0.0,0.18522726554072566,0.0,1.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0026443900767543858,0.0,0.0351600413115567,0.0,0.033254210193300646,0.0,0.2063362333852622,0.15475217503894662,0.0,0.0,2581.475798974359,18.888888888888914,0.4,0.0,2.5391681066666667,0.0423076923076923,0.4,2539.1681066666665,6347.920266666667,1582.5839999999998,0.0,85.98308551917061,51.66666666666668,46.10666666666668,0.0,51.792095549383454,0.6088993194356147,1655.8988321315774,1582.5839999999998,134.3485711237041,50.6460059387421,51.79433856794353,50.07071811486136,12.43753247303448,18.629929986143427,-0.04882330392766079,-1.4,1636.5356912168527,-1457.6921123693871,0.0,0.0,501.58363529894433,326.8842289169705,3.0,0.05504314100265554,0.0,0.0,0.7686498953565095,197.99884266666666,11.168369312936301,0.2694752261732513,9.485003567000563,0.003515122426265747,31.806248468706915,1.2265783099407825
2025-01-01 09:00:00,2.356688526700276,0.1836268054965679,0.03871440426507711,2.356688526700276,0.1836268054965679,0.03871440426507711,0.03485802172157731,0.27816216412399775,2.0436683408547007,0.03871440426507711,0.0,0.1836268054965679,0.0,1.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0021325726425438594,0.0,0.03272544907903345,0.0,0.033326423461907166,0.0,0.2042022866597185,0.15315171499478886,0.0,0.0,2043.6683408547008,18.888888888888914,0.31666666666666665,0.0,2.010174751111111,0.03349358974358974,0.31666666666666665,2010.1747511111112,6347.920266666667,879.2133333333333,0.0,83.11712352355201,51.66666666666668,46.10666666666668,0.0,51.33031087332709,0.2686235265694298,726.94562338899,879.2133333333333,129.87050550555003,49.45418275326709,51.33031087332709,48.5161186932371,12.43753247303448,18.54313857883472,-0.05657158579472104,-0.85,1237.3252193753542,-1384.441095551144,0.0,0.0,450.4921386833948,939.989551426632,2.2995,0.054041284694212786,0.0,0.0,0.7546594737959081,151.76611290399998,127.60583538840265,0.2721621663415367,9.465658708971175,0.0035293814221661244,52.2414078441315,1.2275481898541731
