Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.209760508480269,0.13446323655763173,0.0,0.209760508480269,0.13446323655763173,0.0,0.013452505021998797,0.0,0.17630800345827022,0.0,0.020000000000000004,0.0,0.0,0.1286299032242984,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05868172968480915,0.04401129726360685,0.0,0.0,0.0034871436403508763,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,0.0,17.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,5126.986017777778,0.0,18.5555555555556,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,39.13283208163527,51.66666666666668,46.10666666666668,0.0,50.669463706257666,0.0,0.0,0.0,39.13283208163527,50.61870390463771,50.669463706257666,50.59332400382774,12.43753247303448,16.98717329461388,-0.07567080054043611,5.301905376182828,-1.1645858469467207,2.8,9.236100170605994,-124.8162297310685,-1168.3696180135964,900.6619647466877,-379.09501468703576,0.0,0.0,247.86238614616002,0.0,1.0,0.020503469979206587,0.0,0.0,0.2699527291030466,65.99961422222222,6.416398809807278,0.22325719445397482,7.687666003429608,0.0026214896566479373,36.261887989048475,1.2347461250322944,0.370121196454781,-1207.089041406675,38.71942339307873,0.19532835352089753,1013.4185004568002,-112.75653571011236
2025-01-01 01:00:00,1.6262523675391962,0.13336295412604157,0.0,1.6262523675391964,0.13336295412604157,0.0,0.013190969248972482,0.0,0.17484096021614998,1.418220438074074,0.020000000000000004,0.0,0.0,0.12752962079270824,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057214686442688914,0.042911014832016675,0.0,0.0,0.0032256078673245604,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,890.2937882170422,17.5555555555556,0.26666666666666666,527.926649857032,1.3671962714074075,0.05102416666666667,0.26666666666666666,1367.1962714074075,5126.986017777778,0.0,18.5555555555556,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,38.61956242337906,51.66666666666668,46.10666666666668,0.0,50.45763052582433,0.0,0.0,0.0,38.61956242337906,50.421796615547315,50.45763052582433,50.40387966040881,12.43753247303448,17.23085443649433,-0.07747480810347061,6.20892099889825,0.3014329660029172,2.5,9.236100170605994,737.0249338422999,-783.7544763717125,347.1249421647153,-385.7121109215168,0.0,0.0,246.13380713101347,0.0,1.0,0.02008220025912911,0.0,0.0,0.2644062088926275,65.99961422222222,-13.690550584238993,0.22077170439871088,7.817259435226855,0.002631995933880069,36.92858386606522,1.2337635008430603,0.2903750904055244,-1338.1994162277613,26.518289999016655,0.14671864071483695,444.3814047328721,-97.25646256815679
2025-01-01 02:00:00,1.7134241016767056,0.13226267169445138,0.0,1.7134241016767058,0.13226267169445138,0.0,0.013190969248972482,0.0,0.17337391697402976,1.5068592154537037,0.020000000000000004,0.0,0.0,0.12642933836111805,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05574764320056869,0.04181073240042651,0.0,0.0,0.0032256078673245604,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,945.9371499806074,17.5555555555556,0.2833333333333333,560.9220654730965,1.4526460383703705,0.054213177083333335,0.2833333333333333,1452.6460383703704,5126.986017777778,0.0,18.5555555555556,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,38.48711181342282,51.66666666666668,46.10666666666668,0.0,50.248173953415,0.0,0.0,0.0,38.48711181342282,50.22697328985862,50.248173953415,50.216372958080434,12.43753247303448,17.14932869115428,-0.08285617689938297,6.596729499144615,0.6170234064537479,1.6500000000000001,9.236100170605994,776.1871663600251,-691.8877140362357,27.11148366761333,-401.5791652219968,0.0,0.0,244.66676388889326,0.0,1.0,0.019769149062701212,0.0,0.0,0.26028451510565437,65.99961422222222,-12.837582287478604,0.22284491612835117,7.791347785531705,0.0026431373328269854,40.705579515661654,1.2341015782576308,0.19826116936764343,-1274.297081405067,21.487301895734845,0.09144327815113686,135.1154854442465,-108.00400177663317
2025-01-01 03:00:00,1.711782701252568,0.1311623892628612,0.0,1.711782701252568,0.1311623892628612,0.0,0.01301661206695494,0.0,0.17190687373190952,1.5068592154537037,0.020000000000000004,0.0,0.0,0.12532905592952787,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05428059995844845,0.040710449968836326,0.0,0.0,0.003051250685307017,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,945.9371499806074,17.5555555555556,0.2833333333333333,560.9220654730965,1.4526460383703705,0.054213177083333335,0.2833333333333333,1452.6460383703704,5126.986017777778,0.0,18.5555555555556,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,38.26909315872363,51.66666666666668,46.10666666666668,0.0,50.04017639707238,0.0,0.0,0.0,38.26909315872363,50.0333813774799,50.040182109449695,50.029978155306345,12.43753247303448,17.14258571248178,-0.07200061194395832,6.501348912872907,0.4902791318258355,1.6500000000000001,9.236100170605994,766.6551853403349,-925.4164448179872,76.1971189031687,-408.6491430619168,0.0,0.0,243.02536346475546,0.0,1.0,0.02014989223631756,0.0,0.0,0.26529745481338796,65.99961422222222,-13.658185043111054,0.22390474201240954,7.801981578476995,0.0026547311632428966,32.631900957974295,1.2341212161419435,0.24509707301844505,-1510.5465855427597,24.208075251675897,0.11178101133405074,193.1687079581016,-116.97158905493293
2025-01-01 04:00:00,1.7103156580104477,0.13006210683127103,0.0,1.7103156580104477,0.13006210683127103,0.0,0.01301661206695494,0.0,0.17043983048978928,1.5068592154537037,0.020000000000000004,0.0,0.0,0.1242287734979377,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052813556716328224,0.03961016753724616,0.0,0.0,0.003051250685307017,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,945.9371499806074,17.5555555555556,0.2833333333333333,560.9220654730965,1.4526460383703705,0.054213177083333335,0.2833333333333333,1452.6460383703704,5126.986017777778,0.0,18.5555555555556,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,37.987925255173174,51.66666666666668,46.10666666666668,0.0,49.83355155647053,0.0,0.0,0.0,37.987925255173174,49.84094250339313,49.844637976854436,49.83355155647053,12.43753247303448,17.191278604301193,-0.05657272284994803,6.325221470321253,0.6069159361648361,0.55,9.236100170605994,712.3503014472346,-898.7302538362711,-59.09814018732249,-459.7425491063546,0.0,0.0,241.55832022263522,0.0,1.0,0.020961065629670997,0.0,0.0,0.27597752367654216,65.99961422222222,-15.402619649653428,0.22382508956980132,7.831869751290796,0.002663278595461906,41.62638527488561,1.2333286250010131,0.21945541561153167,-1485.8907706168043,26.238451307436772,0.10916919083894844,61.18277009177531,-120.2809102790978
2025-01-01 05:00:00,2.5670725467080584,0.13807979502950382,0.0,2.567072546708058,0.13807979502950382,0.0,0.0317800205865301,0.7333420722962963,0.18645246099189836,1.5954979928333333,0.020000000000000004,0.0,0.0,0.1322464616961705,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052813556716328224,0.03961016753724616,0.0,0.0,0.0033999650493421046,0.0,0.028380055537187993,0.0,0.010123845397004326,0.0,0.12351505887856581,0.09263629415892433,0.0,0.0,1001.5805117441724,17.5555555555556,0.3,593.917481089161,1.5380958053333336,0.05740218750000001,0.3,1538.0958053333336,5126.986017777778,0.0,18.5555555555556,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,733.3420722962964,0.13333333333333333,37.09874734846084,51.66666666666668,46.10666666666668,0.0,49.51138078729824,0.3261791917031592,837.3236190115475,733.3420722962964,37.09874734846084,49.08827890440388,49.525328490421884,48.86278025983306,12.43753247303448,17.214292484105137,-0.06159918341876901,6.485148467101212,-0.10769866726757998,-0.25000000000000006,9.236100170605994,769.9069361671341,-1021.5789654150647,-133.84376834508282,-491.01346274166286,0.0,0.0,275.5860416791511,0.0,1.0,0.02132677787605001,0.0,0.0,0.2807925632321169,65.99961422222222,-16.24615451452649,0.22466047370003747,7.856854417567056,0.0026783727842596547,44.20231820613555,1.2326012428646724,0.19301854014474173,-1636.8312476070032,21.33480110277751,0.08554242761576794,13.422175015350167,-147.26594336043297
2025-01-01 06:00:00,6.098506175559708,0.1376077971599399,0.0,6.098506175559708,0.1376077971599399,0.0,0.02611642510970325,0.5500065542222222,0.1840565534500048,5.318326642777778,0.020000000000000004,0.0,0.0,0.13177446382660657,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05574764320056869,0.04181073240042651,0.0,0.0,0.003835858004385964,0.0,0.022280567105317284,0.0,0.008357268347862632,0.0,0.11995164190157345,0.08996373142618007,0.0,0.0,3338.601705813908,20.000000000000057,1.0,1979.72493696387,5.126986017777778,0.19134062500000001,1.0,5126.986017777778,5126.986017777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,550.0065542222222,0.1,38.28477600278118,51.66666666666668,46.10666666666668,0.0,51.54595597437891,0.0,0.0,550.0065542222222,38.28477600278118,51.55165934824665,51.554511035180525,51.54595597437891,12.43753247303448,18.669227412193877,-0.8011165016082537,7.314617534246772,-0.3752470687325836,0.3,9.236100170605994,2966.1088371975866,-208.2682119249061,-32.797796516313696,-535.6343608095908,0.0,0.0,214.97628647104233,0.0,0.2,0.02217262627070955,0.0,0.0,0.29192917000050017,13.199922844444444,-51.83479427777292,0.20539609634853273,8.550740004369667,0.002682857197592435,-12.317169275565162,1.226454174668097,0.23875161360684427,-2192.906086360458,4.9129374716816505,0.09809218713590065,90.860456307019,-123.65825282333272
2025-01-01 07:00:00,5.528174329849055,0.13446323655763173,0.0,5.528174329849055,0.13446323655763173,0.0,0.013539683613007569,0.0,0.17630800345827022,5.318326642777778,0.020000000000000004,0.0,0.0,0.1286299032242984,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05868172968480915,0.04401129726360685,0.0,0.0,0.0035743222313596485,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,3338.601705813908,20.000000000000057,1.0,1979.72493696387,5.126986017777778,0.19134062500000001,1.0,5126.986017777778,5126.986017777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,36.90660436879206,51.66666666666668,46.10666666666668,0.0,51.50422297154922,0.0,0.0,0.0,36.90660436879206,51.52373490912827,51.5334908779178,51.50422297154922,12.43753247303448,19.802984471942935,-0.01122944344002382,7.503564280717449,-0.6398184512003138,-0.55,9.236100170605994,2835.910117762864,-614.6577612681444,-122.32675295639514,-634.8387966484646,0.0,0.0,181.94995051494658,1.7312244154235006,0.0,0.023645123686101,0.0,0.0,0.3113163613532433,0.0,-49.80274191752618,0.190966246145153,9.07217431736586,0.0026778791833152395,-10.28164432308983,1.22170915179492,0.24389254966829746,-2597.153335489046,2.7706372570316065,0.09463616658039002,7.942711559502822,-130.26946451589797
2025-01-01 08:00:00,3.4900777074496063,0.1355635189892219,0.0,3.4900777074496063,0.1355635189892219,0.0,0.01266789770291985,0.0,0.17777504670039043,3.279634763046296,0.020000000000000004,0.0,0.0,0.12973018565588856,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06014877292692938,0.04511157969519702,0.0,0.0,0.0027025363212719294,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,2058.80438525191,20.000000000000057,0.6166666666666667,1220.8303777943865,3.1616413776296297,0.11799338541666667,0.6166666666666667,3161.64137762963,5126.986017777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,36.752109749927065,51.66666666666668,46.10666666666668,0.0,51.304825100480976,0.0,0.0,0.0,36.752109749927065,51.33779924734894,51.354286320782926,51.304825100480976,12.43753247303448,19.749335670492094,-0.04266677534344794,6.293939705488788,-1.0838198010994917,-1.4,9.236100170605994,1564.026178650332,-1364.3176773737143,-152.30236031055514,-679.8533971928106,0.0,0.0,182.54520784697908,114.72513920968346,0.0,0.024308336144204593,0.0,0.0,0.3200483473644782,0.0,2.5299827442534726,0.1917074170618572,9.051191814134901,0.0026779194512924773,12.333009569120788,1.222506951217463,0.25637453159296625,-2608.8026367000452,23.654581531944576,0.09892432927437982,-32.620269280020736,-119.68209103053441
2025-01-01 09:00:00,2.691805639486887,0.1355635189892219,0.0,2.6918056394868866,0.1355635189892219,0.0,0.012144826156867218,0.0,0.17777504670039043,2.4818857666296297,0.020000000000000004,0.0,0.0,0.12973018565588856,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06014877292692938,0.04511157969519702,0.0,0.0,0.002179464775219298,0.0,0.00996536138164792,0.0,0.004801465825872298,0.0,0.11282480794758877,0.08461860596069155,0.0,0.0,1558.0141293798238,20.000000000000057,0.4666666666666667,923.871637249806,2.392593474962963,0.08929229166666668,0.4666666666666667,2392.593474962963,5126.986017777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,952.8743604759597,0.0,0.0,36.59487748915626,51.66666666666668,46.10666666666668,0.0,51.106289970646266,0.0,0.0,0.0,36.59487748915626,51.152549724586,51.17567960155587,51.106289970646266,12.43753247303448,19.698732432754923,-0.04104854343833182,5.883982585101982,-0.8945320854159091,-0.85,9.236100170605994,1147.5049300051312,-1283.7737657355492,-20.028029095304955,-647.628387311413,0.0,0.0,182.02213630092643,290.3438248185115,0.0,0.02387266584234408,0.0,0.0,0.3143122262544579,0.0,55.09705163579398,0.19291034558134496,9.04001966533437,0.002685050944215511,36.43872933737916,1.2233267305924693,0.25163412803109186,-2238.0781734729235,30.432770487567954,0.10441446287065512,6.998185587283076,-27.02621468258803
