Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Pool Heater Gas Power (therms/hour),Pool Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,11.160161868599863,0.13633422280582044,0.0016761343234846632,0.1860026978099977,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,5.39895600888889,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,On,5398.956008888889,19.500000000000057,0.9999999999999999,0.0,5.39895600888889,0.0,1,5398.956008888889,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,33.84570471598545,51.666666666666686,46.10666666666668,0.0,50.246648630188616,0.0,0.0,5500.065542222223,33.84570471598545,48.23026638698218,50.246648630188616,47.22207526537897,12.43753247303448,19.438343343689578,0.0,2.8,5132.944269169475,-561.5726768292715,-0.0,-0.0,318.3091802208164,0.0,2.0,0.025898716115564675,0.0,0,0.3351563824601185,131.99922844444444,-22.74824311095908,0.1966334473593581,8.915200449511463,0.0027012970167636695,76.12048664431097,1.2208361071866036
2025-01-01 00:01:00,11.160161868599863,0.13633422280582044,0.0016761343234846632,0.1860026978099977,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,5.39895600888889,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,On,5398.956008888889,19.500000000000057,0.9999999999999999,0.0,5.39895600888889,0.0,1,5398.956008888889,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,34.28056128467506,51.666666666666686,46.10666666666668,0.0,50.24330841585613,0.0,0.0,5500.065542222223,34.28056128467506,48.69054928222956,50.24330841585613,47.914169715416286,12.43753247303448,19.507790440749535,0.0,2.8,5120.116196147443,-564.950327605736,-0.0,-0.0,318.3091802208164,0.0,2.0,0.025946189965351155,0.0,0,0.33577074356145237,131.99922844444444,-32.19866535652733,0.1963842968188194,8.970947847992502,0.0027016623560548536,76.0381657269261,1.2241115094429025
2025-01-01 00:02:00,11.160161868599863,0.13633422280582044,0.0016761343234846632,0.1860026978099977,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,5.39895600888889,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,On,5398.956008888889,19.500000000000057,0.9999999999999999,0.0,5.39895600888889,0.0,1,5398.956008888889,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,34.71757034205348,51.666666666666686,46.10666666666668,0.0,50.24000164857849,0.0,0.0,5500.065542222223,34.71757034205348,49.1507955603912,50.24000164857849,48.60619251629757,12.43753247303448,19.575353509144986,0.0,2.8,5107.388117698758,-568.2440131645567,-0.0,-0.0,318.3091802208164,0.0,2.0,0.025992349381432085,0.0,0,0.33636809452051625,131.99922844444444,-41.63305824639097,0.1955874444802774,9.00296225486903,0.002702026323752643,75.95729583622284,1.2238287070422766
2025-01-01 00:03:00,11.160161868599863,0.13633422280582044,0.0016761343234846632,0.1860026978099977,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,5.39895600888889,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,On,5398.956008888889,19.500000000000057,0.9999999999999999,0.0,5.39895600888889,0.0,1,5398.956008888889,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,35.15664934596589,51.666666666666686,46.10666666666668,0.0,50.236728122746214,0.0,0.0,5500.065542222223,35.15664934596589,49.61100504021686,50.236728122746214,49.298143498952186,12.43753247303448,19.641103309144576,0.0,2.8,5094.7958811621775,-571.4565551208339,-0.0,-0.0,318.3091802208164,0.0,2.0,0.026037244837365626,0.0,0,0.33694908851776467,131.99922844444444,-51.012752826694246,0.1948161690764153,9.033236762928379,0.0027023899883712073,75.87773803533932,1.2235536128565474
2025-01-01 00:04:00,5.761205859710974,0.13633422280582044,0.0016761343234846632,0.09602009766184956,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,0.0,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,35.59771906075093,51.666666666666686,46.10666666666668,0.0,50.23348764021653,0.0,0.0,5500.065542222223,35.59771906075093,50.071177547406734,50.23348764021653,49.99002250100183,12.43753247303448,19.705107765916686,0.0,2.8,-312.975307666293,-574.590684830098,-0.0,-0.0,318.3091802208164,0.0,2.0,0.026080924711539513,0.0,0,0.3375143516199628,131.99922844444444,-56.69380305701146,0.19406934137720233,9.063237631418264,0.002702753353764689,75.79944311357366,1.2232859328506986
2025-01-01 00:05:00,5.761205859710974,0.13633422280582044,0.0016761343234846632,0.09602009766184956,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,0.0,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,36.21134209581851,51.666666666666686,46.10666666666668,0.0,50.53131291433306,0.0,0.0,5500.065542222223,36.21134209581851,50.53131291433306,50.531312914333064,50.53131291433306,12.43753247303448,19.63187072776828,0.0,2.8,-307.09464950970136,-571.0050187413624,-0.0,-0.0,318.3091802208164,0.0,2.0,0.02603094211761992,0.0,0,0.3368675247545184,131.99922844444444,-54.398810989155415,0.1949801032182632,9.03033066718158,0.002703116423647044,75.8245735525304,1.2235916598742413
2025-01-01 00:06:00,5.761205859710974,0.13633422280582044,0.0016761343234846632,0.09602009766184956,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,0.0,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,36.82944443883116,51.666666666666686,46.10666666666668,0.0,50.99139661114813,0.0,0.0,5500.065542222223,36.82944443883116,50.991396611148126,50.99139661114813,50.99139661114813,12.43753247303448,19.56071547927451,0.0,2.8,-301.0237185144333,-567.5297709595388,-0.0,-0.0,318.3091802208164,0.0,2.0,0.025982350828601865,0.0,0,0.33623870282474805,131.99922844444444,-51.803127775710905,0.1958702964560534,8.99780998757936,0.002703479523154229,75.8482778575808,1.223888835375693
2025-01-01 00:07:00,5.761205859710974,0.13633422280582044,0.0016761343234846632,0.09602009766184956,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,5.500065542222223,0.18912267354964565,0.0,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Lower On,5500.065542222223,1.0,37.44518557744777,51.666666666666686,46.10666666666668,0.0,51.45142826067193,0.0,0.0,5500.065542222223,37.44518557744777,51.45142826067194,51.451428260671946,51.45142826067193,12.43753247303448,19.491537562050304,0.0,2.8,-295.0960872692461,-564.1591311437901,-0.0,-0.0,318.3091802208164,0.0,2.0,0.025935082016785314,0.0,0,0.33562699512846955,131.99922844444444,-49.24613634627238,0.19674083695986389,8.966336646888717,0.0027038426479810518,75.87062779641471,1.2241778837483397
2025-01-01 00:08:00,0.2611403174887507,0.13633422280582044,0.0016761343234846632,0.0043523386248125115,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,0.0,0.18912267354964565,0.0,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Off,0.0,0.0,37.79917796580672,51.666666666666686,46.10666666666668,0.0,51.91140806172963,0.0,0.0,0.0,37.79917796580672,51.91140806172963,51.91140806172964,51.91140806172963,12.43753247303448,19.424238799279735,0.0,2.8,-289.4234913507302,-560.8876605529547,-0.0,-0.0,318.3091802208164,0.0,2.0,0.02588907091282708,0.0,0,0.3350315634828687,131.99922844444444,-46.84501101859193,0.19759259511275143,8.93515031384442,0.002704205794043598,75.89169093430615,1.2244592042517457
2025-01-01 00:09:00,0.2611403174887507,0.13633422280582044,0.0016761343234846632,0.0043523386248125115,0.002272237046763674,2.793557205807772e-05,0.02201764393910505,0.0,0.18912267354964565,0.0,0.05,0.0016761343234846632,0.0,0.0,0.1217508894724871,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.018507665868929612,0,On,0.00906582733935165,0,On,0.10154341141048925,0.07615755855786692,On,0.017722326913644504,0,On,0.0016761343234846632,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,5398.956008888889,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,4552.56664,Off,0.0,0.0,37.87168604280326,51.666666666666686,46.10666666666668,0.0,51.907990520358936,0.0,0.0,0.0,37.87168604280326,51.90822518295979,51.90834251426023,51.907990520358936,12.43753247303448,19.3587289262678,0.0,2.8,-284.0001626785625,-557.7103645000002,-0.0,-0.0,318.3091802208164,0.0,2.0,0.0258442579449565,0.0,0,0.3344516369671378,131.99922844444444,-44.598978399378694,0.19842637269682567,8.905620888265098,0.002704568957466172,75.9115293479931,1.224733164070879
