Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,42.70536199112288,51.666666666666686,46.10666666666668,0.0,50.18384104519435,0.0,0.0,0.0,42.70536199112288,49.83620562647195,50.18384104519435,49.66238791711076,12.43753247303448,13.145145066797745,0.0,2.8,9.236100170605994,-365.40764539402755,-667.5191149697534,-0.0,-0.0,375.62946293663526,0.0,1.0,0.049511885991415414,0.0,0.0,0.8931022572561055,65.99961422222222,-73.51799336090939,0.3044740543459952,5.9875735826152665,0.002800668884104528,-15.407065918887131,1.2475970982851388
2025-01-01 00:01:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,42.76978598380298,51.666666666666686,46.10666666666668,0.0,50.179925360462725,0.0,0.0,0.0,42.76978598380298,49.83260962260746,50.179925360462725,49.65895175367983,12.43753247303448,13.086166943188216,0.0,2.8,9.236100170605994,-360.81469216194466,-662.6632253090303,-0.0,-0.0,375.62946293663526,0.0,1.0,0.04943353288426634,0.0,0.0,0.8916889130568965,65.99961422222222,-73.78092978954957,0.3065319428862998,5.978415177978114,0.002800568023809488,-15.280332534417372,1.2514993817913096
2025-01-01 00:02:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,42.832430850376774,51.666666666666686,46.10666666666668,0.0,50.17600390112997,0.0,0.0,0.0,42.832430850376774,49.82900819392238,50.17600390112997,49.65551034031859,12.43753247303448,13.028712483222348,0.0,2.8,9.236100170605994,-356.49223520788416,-657.9445022434684,-0.0,-0.0,375.62946293663526,0.0,1.0,0.049357214163477665,0.0,0.0,0.8903122654006331,65.99961422222222,-74.17719590105104,0.3076749059431359,5.949107816059172,0.0028004683050618278,-15.156706215984716,1.251750713473234
2025-01-01 00:03:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,42.8933788256829,51.666666666666686,46.10666666666668,0.0,50.1720768281073,0.0,0.0,0.0,42.8933788256829,49.82540149022799,50.1720768281073,49.65206382128834,12.43753247303448,12.972711158810194,0.0,2.8,9.236100170605994,-352.31242464028617,-653.3562590556156,-0.0,-0.0,375.62946293663526,0.0,1.0,0.04928283589301802,0.0,0.0,0.8889706198561707,65.99961422222222,-74.58562852130581,0.308793382394708,5.920852689947157,0.002800369412953792,-15.036002014570673,1.2519957869063392
2025-01-01 00:04:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,42.952701309957675,51.666666666666686,46.10666666666668,0.0,50.16814429486911,0.0,0.0,0.0,42.952701309957675,49.82178965441096,50.16814429486911,49.6486123341819,12.43753247303448,12.918101747087231,0.0,2.8,9.236100170605994,-347.78667736898456,-648.8926462309848,-0.0,-0.0,375.62946293663526,0.0,1.0,0.04921031649042233,0.0,0.0,0.8876625048277046,65.99961422222222,-74.52349407463498,0.30988827571731353,5.892619631380042,0.0028002713276012612,-14.918099052856963,1.2522348626925641
2025-01-01 00:05:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,43.01044509803069,51.666666666666686,46.10666666666668,0.0,50.16420644843258,0.0,0.0,0.0,43.01044509803069,49.81817282334574,50.16420644843258,49.645156010802324,12.43753247303448,12.864844166558937,0.0,2.8,9.236100170605994,-342.6779795130825,-644.5496034752546,-0.0,-0.0,375.62946293663526,0.0,1.0,0.0491396024388223,0.0,0.0,0.8863869549705518,65.99961422222222,-73.75783897446323,0.3109600844391643,5.865136930048092,0.0028001740299525113,-14.802916406417555,1.2524681094385541
2025-01-01 00:06:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,43.06664383560122,51.666666666666686,46.10666666666668,0.0,50.16026343158246,0.0,0.0,0.0,43.06664383560122,49.81455112996639,50.16026343158246,49.64169497915835,12.43753247303448,12.81290963338337,-0.02042369995000115,2.8,9.236100170605994,-337.5750869107043,-640.3240375890031,-0.0,-0.0,375.62946293663526,0.0,1.0,0.049070655204334936,0.0,0.0,0.8851432752051939,65.99961422222222,-72.88051225833648,0.3120090943350915,5.838388918792287,0.00280007750151874,-14.690394524939041,1.252695646684757
2025-01-01 00:07:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,43.12135209303812,51.666666666666686,46.10666666666668,0.0,50.15631538405992,0.0,0.0,0.0,43.12135209303812,49.81092470437383,50.15631538405992,49.638229364530794,12.43753247303448,12.762251376351093,-0.07108195698227782,2.8,9.236100170605994,-332.57176899280296,-636.2114357748756,-0.0,-0.0,375.62946293663526,0.0,1.0,0.04900341235965229,0.0,0.0,0.8839303394592033,65.99961422222222,-71.98979615456267,0.3130359745250249,5.813334009896341,0.002799981724229601,-14.580440252014743,1.252917673134387
2025-01-01 00:08:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,43.174624618194834,51.666666666666686,46.10666666666668,0.0,50.15236244067078,0.0,0.0,0.0,43.174624618194834,49.807293672073925,50.15236244067078,49.63475928777551,12.43753247303448,12.712822467250433,-0.12051086608293815,2.8,9.236100170605994,-327.7394655840624,-632.2073228317519,-0.0,-0.0,375.62946293663526,0.0,1.0,0.04893781126822953,0.0,0.0,0.882747017885909,65.99961422222222,-71.16160568894574,0.31404141664693946,5.787974493873356,0.0027998866806571822,-14.472960352001582,1.253134388615844
2025-01-01 00:09:00,0.37106966765913263,0.17011185642286847,0.0,0.006184494460985544,0.0028351976070478077,0.0,0.04792568194137142,0.0,0.2731439857177612,0.0,0.05,0.0,0.0,0.0,0.15552852308953513,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004698999451754385,0.0,On,0.04322668248961704,0,On,0.06577262159838095,0,On,0.16342598492456561,0.12256948869342417,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,8209.801035555556,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,3673.6463777777776,Off,0.0,0.0,43.226515610747846,51.666666666666686,46.10666666666668,0.0,50.148404731269416,0.0,0.0,0.0,43.226515610747846,49.803658153962466,50.148404731269416,49.631284865309,12.43753247303448,12.66457644461186,-0.16875688872151073,2.8,9.236100170605994,-323.06629223864127,-628.307309667229,-0.0,-0.0,375.62946293663526,0.0,1.0,0.048873789915980376,0.0,0.0,0.8815921918666332,65.99961422222222,-70.38844550804757,0.315026121417845,5.763271957697707,0.0027997923540152136,-14.367862681798005,1.2533459913314535
