Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.4656534963158126,0.1982037605693615,1.191205882352941,0.007760891605263543,0.0033033960094893586,0.019853431372549017,0.1530944076126936,0.0,0.312559088703119,0.0,1.191205882352941,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,On,23739.34614222222,15.000000000000057,0.6800000000000002,0.0,34.91080315032679,0.0,1,23739.34614222222,23739.34614222222,Off,0.0,0.0,40.6568742177525,51.666666666666686,46.10666666666668,0.0,50.68158598414276,0.0,0.0,0.0,40.6568742177525,49.06366812732223,50.68158598414276,48.254709198911975,12.43753247303448,14.180043221521263,-0.3199567784787938,5.913731422157716,-1.7330968623417462,2.8,9.236100170605994,20591.804781213854,-851.8231041047555,5378.39891657793,-3809.017400041049,-0.0,-0.0,647.9282889197448,0.0,3.0,0.2568333361724402,0.0,0,2.403705919584214,197.99884266666666,13.547750112938104,0.2771373927565745,6.416110770034564,0.0027265085589840638,-144.5092449175586,1.2431591716851624,0.2173917416658045,-882.1487910201231,30.325686915367537,0.9061390909439998,5353.12663538059,25.272281197339822
2025-01-01 00:01:00,0.4656534963158126,0.1982037605693615,1.191205882352941,0.007760891605263543,0.0033033960094893586,0.019853431372549017,0.1530944076126936,0.0,0.312559088703119,0.0,1.191205882352941,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,On,23739.34614222222,15.000000000000057,0.6800000000000002,0.0,34.91080315032679,0.0,1,23739.34614222222,23739.34614222222,Off,0.0,0.0,40.27236476206303,51.666666666666686,46.10666666666668,0.0,50.677656143825075,0.0,0.0,0.0,40.27236476206303,49.06024461631591,50.677656143825075,48.25153885256134,12.43753247303448,14.50707446961508,0.0,5.947993519708875,-1.0243786384705906,2.8,9.236100170605994,20381.54904769926,-862.0564673541448,4540.252590109185,-3966.5592880766553,-0.0,-0.0,647.9282889197448,0.0,3.0,0.25998477574947565,0.0,0,2.433200276038962,197.99884266666666,-39.16609536604935,0.27207556117788184,6.600283369872359,0.002726015973323207,-147.8189769438235,1.2453735209926238,0.21745908012782408,-892.1318167084797,30.075349354334836,0.9061390909439998,4516.202449466672,24.050140642513192
2025-01-01 00:02:00,0.4656534963158126,0.1982037605693615,1.191205882352941,0.007760891605263543,0.0033033960094893586,0.019853431372549017,0.1530944076126936,0.0,0.312559088703119,0.0,1.191205882352941,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,On,23739.34614222222,15.000000000000057,0.6800000000000002,0.0,34.91080315032679,0.0,1,23739.34614222222,23739.34614222222,Off,0.0,0.0,39.901257466086875,51.666666666666686,46.10666666666668,0.0,50.673761147670845,0.0,0.0,0.0,39.901257466086875,49.05685348291803,50.673761147670845,48.24839965054163,12.43753247303448,14.822619464085586,0.0,5.979920412476381,-0.42506729194157167,2.8,9.236100170605994,20177.96655331654,-871.7926410061448,3831.6021750005875,-4120.940550063255,-0.0,-0.0,647.9282889197448,0.0,3.0,0.26301444209147673,0.0,0,2.461554955494372,197.99884266666666,-88.36732776217309,0.2665390145019221,6.756245315030343,0.002725513001754346,-150.96691531555172,1.244009284944417,0.21752181023313935,-901.4397633252368,29.647122319092013,0.9061390909439998,3808.4766652148464,23.125509785741066
2025-01-01 00:03:00,0.4656534963158126,0.1982037605693615,1.191205882352941,0.007760891605263543,0.0033033960094893586,0.019853431372549017,0.1530944076126936,0.0,0.312559088703119,0.0,1.191205882352941,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,On,23739.34614222222,15.000000000000057,0.6800000000000002,0.0,34.91080315032679,0.0,1,23739.34614222222,23739.34614222222,Off,0.0,0.0,39.54283585437809,51.666666666666686,46.10666666666668,0.0,50.66989978356196,0.0,0.0,0.0,39.54283585437809,49.05349359860008,50.66989978356196,48.24529050611915,12.43753247303448,15.127292860624715,0.0,6.009694545405335,0.08184181557468578,2.8,9.236100170605994,19978.134222545777,-880.7369042226296,3232.212944628756,-4272.200245430103,-0.0,-0.0,647.9282889197448,0.0,3.0,0.2659293273385624,0.0,0,2.48883539746404,197.99884266666666,-136.93996316608354,0.26130991196370434,6.906477051723291,0.002724998755625037,-153.9608058991979,1.2426949069022903,0.21758029428856437,-910.1247315087569,29.387827286127255,0.9061390909439998,3209.868533166132,22.344411462623867
2025-01-01 00:04:00,0.4656534963158126,0.1982037605693615,0.0,0.007760891605263543,0.0033033960094893586,0.0,0.1530944076126936,0.0,0.312559088703119,0.0,0.0,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,23739.34614222222,Off,0.0,0.0,39.19652593296937,51.666666666666686,46.10666666666668,0.0,50.6660709041722,0.0,0.0,0.0,39.19652593296937,49.05016389516436,50.6660709041722,48.242210390660446,12.43753247303448,15.421586917485895,0.0,6.037503493232772,0.5106949184650335,2.8,9.236100170605994,-3943.5190181327316,-889.1149733546075,2725.1286573129387,-4420.3445022042515,-0.0,-0.0,647.9282889197448,0.0,3.0,0.2687351675808241,0.0,0,2.515095286076022,197.99884266666666,-171.1028048482247,0.256365117324023,7.050181752299601,0.002724473756560773,-156.80807194715823,1.2414279623152733,0.21763490402055635,-918.2405041372875,29.125530782680045,0.9061390909439998,2703.436608708644,21.69204860429501
2025-01-01 00:05:00,0.4656534963158126,0.1982037605693615,0.0,0.007760891605263543,0.0033033960094893586,0.0,0.1530944076126936,0.0,0.312559088703119,0.0,0.0,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,23739.34614222222,Off,0.0,0.0,39.363800540498154,51.666666666666686,46.10666666666668,0.0,50.662273414084375,0.0,0.0,0.0,39.363800540498154,49.046863352746314,50.662273414084375,48.23915832207729,12.43753247303448,15.27450094834008,0.0,6.063499303286294,0.8736081014276569,2.8,9.236100170605994,-3860.5743618206398,-896.951460653266,2296.020390408235,-4346.053568586242,-0.0,-0.0,647.9282889197448,0.0,3.0,0.2673340284149075,0.0,0,2.5019820097487866,197.99884266666666,-162.449082154142,0.25874783231042403,6.977516749287954,0.0027239385027553564,-154.709719757735,1.2420614465283832,0.21768594082011392,-925.8306568805925,28.879196227326446,0.9061390909439998,2274.8730273329784,21.147363075256777
2025-01-01 00:06:00,0.4656534963158126,0.1982037605693615,0.0,0.007760891605263543,0.0033033960094893586,0.0,0.1530944076126936,0.0,0.312559088703119,0.0,0.0,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,23739.34614222222,Off,0.0,0.0,39.525074690363866,51.666666666666686,46.10666666666668,0.0,50.658460878172406,0.0,0.0,0.0,39.525074690363866,49.043548724974414,50.658460878172406,48.23609264837542,12.43753247303448,15.132558057392794,0.0,6.087819768025105,1.1808133178797346,2.8,9.236100170605994,-3780.239703488007,-904.2830570301655,1932.7880343330435,-4274.833130302506,-0.0,-0.0,647.9282889197448,0.0,3.0,0.2659796106701085,0.0,0,2.4893059996977493,197.99884266666666,-153.33486210524566,0.2610698379580095,6.907019115713419,0.002723410680874487,-152.67706269028616,1.2426734014102983,0.21773367763271015,-932.9347335475334,28.651676517367775,0.9061390909439998,1912.0948920632322,20.693142269811126
2025-01-01 00:07:00,0.4656534963158126,0.1982037605693615,0.0,0.007760891605263543,0.0033033960094893586,0.0,0.1530944076126936,0.0,0.312559088703119,0.0,0.0,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,23739.34614222222,Off,0.0,0.0,39.68071603951574,51.666666666666686,46.10666666666668,0.0,50.65463383910709,0.0,0.0,0.0,39.68071603951574,49.040220517117035,50.65463383910709,48.23301385612201,12.43753247303448,14.995442762115474,0.0,6.1105896033713085,1.4409516379479503,2.8,9.236100170605994,-3702.306934772686,-911.1478706529301,1625.2127635021618,-4206.477151234317,-0.0,-0.0,647.9282889197448,0.0,3.0,0.26466914237308353,0.0,0,2.477041312994963,197.99884266666666,-143.75807245811362,0.2633341507046372,6.838531824090236,0.0027228900503040447,-150.70632968415242,1.2432651237721988,0.21777836134700193,-939.5885688324706,28.44069817954047,0.9061390909439998,1604.8979773869044,20.314786115257416
2025-01-01 00:08:00,0.4656534963158126,0.1982037605693615,0.0,0.007760891605263543,0.0033033960094893586,0.0,0.1530944076126936,0.0,0.312559088703119,0.0,0.0,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,23739.34614222222,Off,0.0,0.0,39.831031739546304,51.666666666666686,46.10666666666668,0.0,50.65079280631236,0.0,0.0,0.0,39.831031739546304,49.036879203484006,50.65079280631236,48.22992240206984,12.43753247303448,14.862891551293814,0.0,6.131921847619377,1.6613207623848603,2.8,9.236100170605994,-3627.742772544002,-917.57938890262,1364.6643986029815,-4140.810702968366,-0.0,-0.0,647.9282889197448,0.0,3.0,0.2634003221959202,0.0,0,2.4651664114880663,197.99884266666666,-134.8603584953809,0.26554314148784347,6.77249201307881,0.0027223763845478466,-148.79433899174427,1.2438376931543358,0.21782021560395726,-945.8246790263988,28.245290123778773,0.9061390909439998,1344.6644404778074,19.999958125174107
2025-01-01 00:09:00,0.4656534963158126,0.1982037605693615,0.0,0.007760891605263543,0.0033033960094893586,0.0,0.1530944076126936,0.0,0.312559088703119,0.0,0.0,0.0,0.0,0.1982037605693615,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.024126206140350874,0.0,On,0.006304265596535697,0.0,On,0.12266393587580703,0,On,0.04828740794397027,0,On,0.22462928661049303,0.16847196495786973,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,23739.34614222222,Off,0.0,0.0,39.97631125128204,51.666666666666686,46.10666666666668,0.0,50.64693826143609,0.0,0.0,0.0,39.97631125128204,49.033525232521484,50.64693826143609,48.22681871806419,12.43753247303448,14.734656092354562,0.0,6.151919436366955,1.8480840303936528,2.8,9.236100170605994,-3556.308306245949,-923.6083489968947,1143.8542453723194,-4077.670831850705,-0.0,-0.0,647.9282889197448,0.0,3.0,0.26217097172563736,0.0,0,2.4536609073868445,197.99884266666666,-126.56576331498815,0.26769912167043214,6.708203607278243,0.00272186946905244,-146.93808635838644,1.2443921294555031,0.21785944394019896,-951.6727073292707,28.064358332375967,0.9061390909439998,1124.1160041992755,19.73824117304396
