Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,88.83404785519215,51.666666666666686,46.10666666666668,0.0,49.628613335860464,0.0,0.0,0.0,138.80319977373773,49.424851348273066,49.628613335860464,49.32297035447937,12.43753247303448,16.32609551336062,0.0,7.657635701422573,2.8,9.236100170605994,-266.8811305310187,-2392.2443513493963,-774.1538089744198,-0.0,-0.0,572.2475454231409,0.0,3.0,0.04391745380806534,0.0,0,0.568337630309193,197.99884266666666,-64.97486697973983,0.27592553786512375,7.936706058855112,0.003118044258155675,51.95922237218649,1.233651503307961,0.3845871633400972,-2434.6547159848437,42.41036463544728
2025-01-01 00:01:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,88.98451240974634,51.666666666666686,46.10666666666668,0.0,49.61372422434482,0.0,0.0,0.0,139.03830064022867,49.41101039070366,49.61372422434482,49.30965347388309,12.43753247303448,16.256145074878734,0.0,7.621794940921943,2.8,9.236100170605994,-264.09671050814643,-2372.9416327313893,-768.519454128647,-0.0,-0.0,572.2475454231409,0.0,3.0,0.04382445792853513,0.0,0,0.567134166692388,197.99884266666666,-67.82480180264052,0.2779903368929039,7.926600340471435,0.0031182910451914474,52.15027311260775,1.2375540236968028,0.38446631833224565,-2415.9318970760837,42.990264344694424
2025-01-01 00:02:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,89.13044150892274,51.666666666666686,46.10666666666668,0.0,49.59881057266562,0.0,0.0,0.0,139.26631485769178,49.39714598971853,49.59881057266562,49.29631369824499,12.43753247303448,16.187861381316655,0.0,7.58814017837044,2.8,9.236100170605994,-261.58880516340685,-2354.8547620602417,-763.0348244157245,-0.0,-0.0,572.2475454231409,0.0,3.0,0.04373362738617551,0.0,0,0.565958724795643,197.99884266666666,-70.80152617082322,0.2792258407767944,7.894208971038803,0.003118537958564174,52.33619977845673,1.2378459019833257,0.38435280930767046,-2398.361080748288,43.506318688046086
2025-01-01 00:03:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,89.27201815139011,51.666666666666686,46.10666666666668,0.0,49.58387313645939,0.0,0.0,0.0,139.48752836154705,49.3832588519729,49.58387313645939,49.28295170972966,12.43753247303448,16.121176942943592,-0.04548972372309379,7.556536286372745,2.8,9.236100170605994,-259.54565690599827,-2337.8765769836455,-757.6934178728192,-0.0,-0.0,572.2475454231409,0.0,3.0,0.043644876166015166,0.0,0,0.56481019149557,197.99884266666666,-74.09978445632011,0.28043892629398764,7.862103425938486,0.003118785693806291,52.517109589172634,1.238131072326547,0.3842461868235396,-2381.8698795276036,43.99330254395811
2025-01-01 00:04:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,89.40943141318172,51.666666666666686,46.10666666666668,0.0,49.568912640871574,0.0,0.0,0.0,139.70223658309644,49.36934965560956,49.568912640871574,49.26956816297856,12.43753247303448,16.05602197666299,-0.1106446900036957,7.526856156819918,2.8,9.236100170605994,-255.2849409203693,-2322.073416641161,-752.4886323276015,-0.0,-0.0,572.2475454231409,0.0,3.0,0.0435581149020544,0.0,0,0.5636874103029811,197.99884266666666,-75.04385401590855,0.2816304628173648,7.831360098554718,0.003119034228134943,52.69321839734911,1.2384098241908597,0.38414602761662003,-2366.390346449744,44.31692980858278
2025-01-01 00:05:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,89.54268473705457,51.666666666666686,46.10666666666668,0.0,49.553929779545705,0.0,0.0,0.0,139.91044490164776,49.35541904931195,49.553929779545705,49.25616368419507,12.43753247303448,15.992395849695017,-0.1742708169716689,7.498972183855727,2.8,9.236100170605994,-248.82182747974366,-2306.9713060849463,-747.419449138918,-0.0,-0.0,572.2475454231409,0.0,3.0,0.04347334609105083,0.0,0,0.5625904135285221,197.99884266666666,-73.6499237639667,0.28280009906464254,7.80142196019188,0.0031192835397590053,52.86451909674054,1.2386821515408377,0.3840519059607703,-2351.8545038235384,44.88319773859218
2025-01-01 00:06:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,89.6717835961952,51.666666666666686,46.10666666666668,0.0,49.53892524553022,0.0,0.0,0.0,140.112161869055,49.34146768122709,49.53892524553022,49.242738899075526,12.43753247303448,15.930297172026922,-0.23636949463976364,7.472784899726626,2.8,9.236100170605994,-241.80070267718804,-2293.066951639725,-742.484811210162,-0.0,-0.0,572.2475454231409,0.0,3.0,0.04339057112528491,0.0,0,0.5615192191897536,197.99884266666666,-71.56343689016681,0.2839475028549555,7.771739543425337,0.003119533606881752,53.031007203276374,1.2389480517873233,0.38396349042673183,-2338.2092416117075,45.142289971982194
2025-01-01 00:07:00,0.5269617715361643,0.1987953881066729,0.0,0.008782696192269405,0.0033132564684445484,0.0,0.09421716179544007,0.4327446097407243,0.0,0.0,0.0,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,14026.383377777778,Off,0.0,0,89.79684227404621,51.666666666666686,46.10666666666668,0.0,49.523899730940485,0.0,0.0,0.0,140.3075660531972,49.32749619864925,49.523899730940485,49.22929443250364,12.43753247303448,15.869684002548054,-0.29698266411863194,7.448172834555415,2.8,9.236100170605994,-234.90307972021128,-2279.7819975718976,-737.6804736471256,-0.0,-0.0,572.2475454231409,0.0,3.0,0.043309737208827866,0.0,0,0.5604731440523245,197.99884266666666,-69.47015149622655,0.28507308723516006,7.7428445125669825,0.0031197844077119003,53.1928098340956,1.239207696415713,0.38388037470541175,-2325.390158772576,45.60816120067818
2025-01-01 00:08:00,1.0504305215361645,0.1987953881066729,0.5174054054054054,0.017507175358936075,0.0033132564684445484,0.008623423423423423,0.09421716179544007,0.4327446097407243,0.52346875,0.0,0.5174054054054054,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,On,10488.39197806594,16.666666666666686,0.9250000000000003,4061.4601497118383,15.163657705705702,0.52346875,1,14026.383377777778,14026.383377777778,Off,0.0,0,89.91801404859298,51.666666666666686,46.10666666666668,0.0,49.50885390884311,0.0,0.0,0.0,140.49689695092653,49.313505231066564,49.50885390884311,49.215830892178296,12.43753247303448,15.810499850197914,-0.3561668164687717,7.425047328231684,2.8,9.236100170605994,10260.126337774418,1793.9384904846129,-733.0010965947222,-0.0,-0.0,572.2475454231409,0.0,3.0,0.04323077193258021,0.0,0,0.5594512510670107,197.99884266666666,-67.5120891199402,0.2861775505501117,7.714706848695846,0.003120035921049857,53.35010181211442,1.2394613198124302,0.38380226273873747,-2313.3501030508537,45.82844382362805
2025-01-01 00:09:00,1.0504305215361645,0.1987953881066729,0.5174054054054054,0.017507175358936075,0.0033132564684445484,0.008623423423423423,0.09421716179544007,0.4327446097407243,0.52346875,0.0,0.5174054054054054,0.0,0.1987953881066729,0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.02105986842105263,0.0,On,0.07315729337438744,0,On,0.030750292118353784,0,On,0.22541812332690825,0.16906359249518113,On,0.07134935238251174,0,On,0.06558444776429484,0,On,0,0,Off,On,10488.39197806594,16.666666666666686,0.9250000000000003,4061.4601497118383,15.163657705705702,0.52346875,1,14026.383377777778,14026.383377777778,Off,0.0,0,89.32910611287974,51.666666666666686,46.10666666666668,0.0,49.49378842676442,0.0,0.0,0.0,139.5767283013746,49.29949538408537,49.49378842676442,49.20234886274585,12.43753247303448,16.015921845712956,-0.15074482095372943,7.605875066799713,2.8,9.236100170605994,10233.824638495682,1696.8074399596294,-749.2922462246019,-0.0,-0.0,572.2475454231409,0.0,3.0,0.04350469465594379,0.0,0,0.5629960966348952,197.99884266666666,-77.52263876879687,0.282465780779451,7.813815376176503,0.003120288126498901,52.64946604043111,1.238580624469498,0.38441262879008586,-2407.6190745281706,42.96636477596179
