Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,12.794992222181946,0.1271022469992575,0.0,12.794992222181946,0.1271022469992575,0.0,0.06701490464164929,0.0,0.17813534357448432,12.549841973965814,0.0,0.0,0.1271022469992575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.006861256853070177,0.0,0.03753871652722022,0.0,0.022614931261358894,0.0,0.008665680908807623,0.0,0.11047482215410453,0.08285611661557837,12549.841973965813,21.111111111111143,0.55,0.0,12.50489005088889,0.04495192307692308,0.55,12504.890050888887,22736.16372888889,0.0,0.0,33.73667862537707,51.66666666666668,46.10666666666668,0.0,50.720531432223886,0.0,0.0,0.0,33.73667862537707,49.80470750961388,50.720531432223886,49.34679554830888,12.43753247303448,20.84288511749303,-0.04860735573662562,1.1039674971177782,2.8,9.236100170605994,3476.8213022735085,1221.0022369019741,-6652.8239370597985,0.0,0.0,303.4166248875686,0.0,1.0,0.282885086943455,0.0,0.0,2.037203360062241,65.99961422222222,-213.64496472691195,0.17230315047352598,9.437562124463605,0.00257347330351305,-142.46085928755164,1.21858920785738,0.0,0.0,77.69232933431633
2025-01-01 01:00:00,14.694493965081815,0.12599609373966553,0.0,14.694493965081815,0.12599609373966553,0.0,0.06650031037766903,0.0,0.17666047256169504,14.451333182142452,0.0,0.0,0.12599609373966553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05751996949878289,0.04313997712408715,0.0,0.0,0.006346662589089913,0.0,0.03753871652722022,0.0,0.022614931261358894,0.0,0.008665680908807623,0.0,0.11047482215410453,0.08285611661557837,14451.333182142449,21.111111111111143,0.6333333333333333,0.0,14.39957036162963,0.051762820512820516,0.6333333333333333,14399.570361629629,22736.16372888889,0.0,0.0,33.583339025746305,51.66666666666668,46.10666666666668,0.0,50.529422719090164,0.0,0.0,0.0,33.583339025746305,49.63466201308988,50.529422719090164,49.187281660089745,12.43753247303448,20.803853581740807,-0.054386620324179624,2.5874996431173805,2.5,9.236100170605994,5131.283056226229,-1790.403965192672,-6521.705266571519,0.0,0.0,301.427159610799,0.0,1.0,0.2732213511421358,0.0,0.0,1.9676097478364527,65.99961422222222,-209.5053825270119,0.17134716052514057,9.396982352097076,0.00255288654335316,-104.79355554314924,1.2188251565035744,0.0,0.0,70.25390750475472
2025-01-01 02:00:00,13.93242261079837,0.12488994048007354,0.0,13.932422610798369,0.12488994048007354,0.0,0.06650031037766903,0.0,0.17518560154890575,13.690736698871797,0.0,0.0,0.12488994048007354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.006346662589089913,0.0,0.03753871652722022,0.0,0.022614931261358894,0.0,0.008665680908807623,0.0,0.11047482215410453,0.08285611661557837,13690.736698871795,21.111111111111143,0.6,0.0,13.641698237333335,0.049038461538461545,0.6,13641.698237333334,22736.16372888889,0.0,0.0,33.32155394084668,51.66666666666668,46.10666666666668,0.0,50.339591625303406,0.0,0.0,0.0,33.32155394084668,49.46562286346993,50.339591625303406,49.0286384825532,12.43753247303448,20.85904377524897,-0.051486784183573775,1.745572467658863,1.6500000000000001,9.236100170605994,4304.694657611557,-2610.597749534893,-6746.236133818346,0.0,0.0,299.95228859800966,0.0,1.0,0.2682012341039617,0.0,0.0,1.931457261296509,65.99961422222222,-201.61085626554342,0.1699705063922511,9.40862717735897,0.0025408668608752085,-34.202939579910414,1.2186054281383958,0.0,0.0,79.78684709000294
2025-01-01 03:00:00,8.606429294048342,0.12378378722048157,0.0,8.60642929404834,0.12378378722048158,0.0,0.06615724753501552,0.0,0.17371073053611644,8.36656131597721,0.0,0.0,0.12378378722048157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457022747320427,0.040927670604903196,0.0,0.0,0.006003599746436405,0.0,0.03753871652722022,0.0,0.022614931261358894,0.0,0.008665680908807623,0.0,0.11047482215410453,0.08285611661557837,8366.561315977207,19.444444444444457,0.3666666666666666,0.0,8.33659336725926,0.02996794871794872,0.36666666666666664,8336.593367259258,22736.16372888889,0.0,0.0,34.91621011998127,51.66666666666668,46.10666666666668,0.0,50.147098460073785,0.0,0.0,0.0,34.91621011998127,49.2939225835542,50.147098460073785,48.86733464529441,12.43753247303448,19.316021661762285,-0.056251103715297644,1.5587901123467598,1.6500000000000001,9.236100170605994,843.2555070571249,-1176.2482669081,-6017.763212500377,0.0,0.0,298.13435474256687,0.0,1.0,0.260107341644736,0.0,0.0,1.8731689114507186,65.99961422222222,-130.36468796683096,0.18670130002856075,8.690085761083619,0.0025355816232164765,-117.92607925215994,1.225041713018461,0.0,0.0,78.34653946195621
2025-01-01 04:00:00,12.788235081024157,0.12267763396088958,0.0,12.788235081024155,0.1226776339608896,0.0,0.06615724753501552,0.0,0.17223585952332712,12.549841973965814,0.0,0.0,0.12267763396088958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.006003599746436405,0.0,0.03753871652722022,0.0,0.022614931261358894,0.0,0.008665680908807623,0.0,0.11047482215410453,0.08285611661557837,12549.841973965813,19.444444444444457,0.55,0.0,12.50489005088889,0.04495192307692308,0.55,12504.890050888887,22736.16372888889,0.0,0.0,34.87872577007992,51.66666666666668,46.10666666666668,0.0,49.949309465129886,0.0,0.0,0.0,34.87872577007992,49.117106485160974,49.949309465129886,48.701004995176525,12.43753247303448,19.170649018680997,-0.06003206414299059,0.6734851751108909,0.55,9.236100170605994,3625.1089400571223,-4299.14447475476,-6551.184438156792,0.0,0.0,296.6594837297775,0.0,1.0,0.26720717881737915,0.0,0.0,1.9242985496380243,65.99961422222222,-160.2396846885132,0.1865477248649622,8.592845888754388,0.0025128183060983984,27.4292771241937,1.22508953439229,0.0,0.0,92.67012830382616
2025-01-01 05:00:00,11.743202724014962,0.1342878104439444,0.0,11.743202724014964,0.1342878104439444,0.0,0.13712430856762794,0.0,0.19713116638750405,11.40894724905983,0.0,0.0,0.1342878104439444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.006689725431743422,0.0,0.0813973386766702,0.0,0.04903724445921432,0.0,0.018080752462244835,0.0,0.12595505746484426,0.09446629309863315,11408.94724905983,19.444444444444457,0.49999999999999994,0.0,11.368081864444445,0.040865384615384616,0.5,11368.081864444444,22736.16372888889,0.0,0.0,33.742781744308004,51.66666666666668,46.10666666666668,0.0,49.62866901458129,0.11403185005781157,295.8874872648322,0.0,33.742781744308004,48.118427938901796,49.62866901458129,47.36330740106205,12.43753247303448,19.161204827372977,-0.05818468763198054,-0.31753286812694875,-0.25000000000000006,9.236100170605994,2441.140608865001,-1705.0762236726564,-6904.303729369404,0.0,0.0,391.4382351548151,0.0,1.0,0.2700273204869835,0.0,0.0,1.9446078637388344,65.99961422222222,-173.1516961682745,0.18842887257426363,8.613665853988921,0.0025380424933707665,51.322654627074044,1.2244956125148565,0.0,0.0,96.51124961640787
2025-01-01 06:00:00,14.593856255220912,0.14862630128987447,0.0,14.593856255220912,0.14862630128987445,0.0,0.3314985689048631,1.1000131084444444,0.23220436227046387,12.93014021560114,0.0,0.0,0.14862630128987447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.007547382538377194,0.0,0.2021608364701211,0.0,0.12179034989636484,0.0,0.0340359605506312,0.0,0.1421233032338391,0.10659247742537928,12930.140215601139,19.444444444444457,0.5666666666666667,0.0,12.883826113037037,0.04631410256410256,0.5666666666666667,12883.826113037037,22736.16372888889,1100.0131084444445,0.2,36.35753316638759,51.66666666666668,46.10666666666668,0.0,51.109890949220635,0.21672953838389095,580.6618294680744,1100.0131084444445,36.35753316638759,50.28727141017145,51.109890949220635,49.875961640646864,12.43753247303448,19.090398669510503,-0.0736042291202029,0.37853757372547847,0.3,9.236100170605994,4186.975586236872,-2616.6098566653745,-6592.148158235674,0.0,0.0,619.7539141711804,0.0,1.0,0.2669381363003768,0.0,0.0,1.922361033858883,65.99961422222222,-184.7423421795464,0.18815148367442597,8.563318405312293,0.0025231279021277085,-111.677052209991,1.2248032059868128,0.0,0.0,91.11759212006203
2025-01-01 07:00:00,14.229597876699788,0.1581732907300994,0.0,14.229597876699788,0.1581732907300994,0.0,0.5027208088445848,0.9166775903703706,0.2603575035190189,12.549841973965814,0.0,0.0,0.1581732907300994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.007032788274396931,0.0,0.3093327300037163,0.0,0.18635529056647163,0.0,0.049459782545552944,0.0,0.15190288046189374,0.11392716034642025,12549.841973965813,19.444444444444457,0.55,0.0,12.50489005088889,0.04495192307692308,0.55,12504.890050888887,22736.16372888889,916.6775903703705,0.16666666666666666,35.402045194369904,51.66666666666668,46.10666666666668,0.0,51.190326065255974,0.202108489423165,544.821936644447,916.6775903703705,35.402045194369904,49.517506851570054,51.190326065255974,48.6810972447271,12.43753247303448,19.167213450519696,-0.05507035249168642,-0.4612519623449846,-0.55,9.236100170605994,3517.6728178501944,-3407.246287354369,-7150.677462376789,0.0,0.0,818.4447249534934,8.36658434381764,1.0,0.27498153248056856,0.0,0.0,1.980285733607632,65.99961422222222,-189.9680238991593,0.18665403747328607,8.589887155574052,0.0025150556721248315,50.66135185268703,1.2244873226230153,0.0,0.0,100.55364277655141
2025-01-01 08:00:00,14.084036756479346,0.13709110671096442,0.0,14.084036756479346,0.13709110671096442,0.0,0.18913384402764954,0.0,0.204166213579901,13.690736698871797,0.0,0.0,0.13709110671096442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.005317474061129387,0.0,0.11471009421553197,0.0,0.06910627575098818,0.0,0.021378071298615034,0.0,0.12231843075692446,0.0917388230676933,13690.736698871795,19.444444444444457,0.6,0.0,13.641698237333335,0.049038461538461545,0.6,13641.698237333334,22736.16372888889,0.0,0.0,37.55170848764626,51.66666666666668,46.10666666666668,0.0,51.6034552406258,0.023560736920449153,64.17841273068193,0.0,37.55170848764626,51.37094146796805,51.6034552406258,51.25468458163919,12.43753247303448,19.10241797852448,-0.07232334970245642,-1.3175116633513997,-1.4,9.236100170605994,3608.2390193643637,-3282.1688580906343,-7674.797627104638,0.0,0.0,401.2376710101214,536.6828760387567,0.25,0.2831087687415916,0.0,0.0,2.0388142095971964,16.499903555555555,-70.79038363855555,0.18927559729277352,8.59090904046897,0.002538951539650557,257.48631077787275,1.22531641866073,0.0,0.0,108.44429754664314
2025-01-01 09:00:00,14.201085835249092,0.16595068825455778,0.0,14.201085835249092,0.16595068825455778,0.0,0.5936232121433861,0.0,0.2970241658692381,13.310438457236469,0.0,0.0,0.16595068825455778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.00428828553316886,0.0,0.36777282114903376,0.0,0.22156210546118346,0.0,0.07575658152982764,0.0,0.16079787281504893,0.12059840461128665,13310.438457236469,19.444444444444457,0.5833333333333334,0.0,13.262762175185186,0.04767628205128205,0.5833333333333334,13262.762175185186,22736.16372888889,0.0,0.0,36.06657360507591,51.66666666666668,46.10666666666668,0.0,51.24088564652012,0.11892574950415204,321.63293999084897,0.0,36.06657360507591,50.139587236356,51.24088564652012,49.58893803127395,12.43753247303448,19.169015319819596,-0.050338632874782144,-0.9889772765853002,-0.85,9.236100170605994,4336.633130121126,-1874.6576897869527,-7377.419383922311,0.0,0.0,945.3911411377929,1379.28763049204,1.0,0.27892696948050144,0.0,0.0,2.008698887514129,65.99961422222222,120.31060711646889,0.19322942305677487,8.69864288431527,0.0026017687962150726,526.7754499058108,1.225605553949206,0.0,0.0,101.5392035836406
