Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,23.063044746335795,0.1271022469992575,0.0,0.3843840791055966,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,22.81789449811966,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,On,22817.89449811966,21.111111111111143,0.9999999999999999,0.0,22.73616372888889,0.08173076923076923,1,22736.16372888889,22736.16372888889,Off,0.0,0.0,33.34077990916137,51.666666666666686,46.10666666666668,0.0,50.81491135387322,0.0,0.0,0.0,33.34077990916137,49.888642388357354,50.81491135387322,49.425507905599424,12.43753247303448,21.267467159268307,0.0,-2.67535573911935,2.8,9.236100170605994,11467.672950302658,4688.6935712034765,-6892.021264192075,-0.0,-0.0,303.41662488756856,0.0,1.0,0.2863661108712722,0.0,0,2.062272032712432,65.99961422222222,-198.03800888856188,0.1680933141729872,9.619948805738456,0.00258498680906576,-155.35899421461747,1.21333662537821,0,0,125.11467157954472
2025-01-01 00:01:00,0.24515024821613363,0.1271022469992575,0.0,0.004085837470268893,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,0.0,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,22736.16372888889,Off,0.0,0.0,33.23095719340284,51.666666666666686,46.10666666666668,0.0,50.81175153594609,0.0,0.0,0.0,33.23095719340284,49.885834928876655,50.81175153594609,49.42287662534194,12.43753247303448,21.359035778073284,0.0,-2.4382055329236465,2.8,9.236100170605994,-6855.680400839928,120.80681843684485,-6944.267418129207,-0.0,-0.0,303.41662488756856,0.0,1.0,0.28711334299711666,0.0,0,2.067653241789109,65.99961422222222,-214.82960759828973,0.16761342327403086,9.68460655856316,0.0025845693034161612,-155.52303518691951,1.216502893369015,0,0,120.80681843684485
2025-01-01 00:02:00,0.24515024821613363,0.1271022469992575,0.0,0.004085837470268893,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,0.0,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,22736.16372888889,Off,0.0,0.0,33.421988564370054,51.666666666666686,46.10666666666668,0.0,50.808601702733874,0.0,0.0,0.0,33.421988564370054,49.8830367170148,50.808601702733874,49.420254224155265,12.43753247303448,21.192039327873093,0.0,-2.333056673574384,2.8,9.236100170605994,-6758.368055760394,119.33977501709529,-6849.103371858881,-0.0,-0.0,303.41662488756856,0.0,1.0,0.28574996253161067,0.0,0,2.057834826490578,65.99961422222222,-212.68130878908238,0.16931194996869603,9.609056103917524,0.002584152444744708,-154.15156371720397,1.2171933888186115,0,0,119.33977501709529
2025-01-01 00:03:00,0.24515024821613363,0.1271022469992575,0.0,0.004085837470268893,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,0.0,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,22736.16372888889,Off,0.0,0.0,33.60778960613856,51.666666666666686,46.10666666666668,0.0,50.80543465296618,0.0,0.0,0.0,33.60778960613856,49.88022241936146,50.80543465296618,49.417616302559104,12.43753247303448,21.02952204875097,0.0,-2.2294625628497853,2.8,9.236100170605994,-6666.457999470234,117.69948874128372,-6756.997700780879,-0.0,-0.0,303.41662488756856,0.0,1.0,0.2844204616381781,0.0,0,2.0482603956975964,65.99961422222222,-212.87692357692362,0.17098312276656227,9.534976077818813,0.0025837394965111614,-152.81182233173166,1.21786612186437,0,0,117.69948874128372
2025-01-01 00:04:00,0.24515024821613363,0.1271022469992575,0.0,0.004085837470268893,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,0.0,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,22736.16372888889,Off,0.0,0.0,33.78860930093338,51.666666666666686,46.10666666666668,0.0,50.802250859710824,0.0,0.0,0.0,33.78860930093338,49.87739247633637,50.802250859710824,49.41496328464914,12.43753247303448,20.871270390169155,0.0,-2.1273737679462417,2.8,9.236100170605994,-6573.214115573089,116.14400439447611,-6667.790357768761,-0.0,-0.0,303.41662488756856,0.0,1.0,0.28312329287086374,0.0,0,2.0389188054430747,65.99961422222222,-208.8403826918958,0.17262788395458806,9.462272363378519,0.0025833303633625076,-151.50242146243036,1.2185219174007134,0,0,116.14400439447611
2025-01-01 00:05:00,0.24515024821613363,0.1271022469992575,0.0,0.004085837470268893,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,0.0,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,22736.16372888889,Off,0.0,0.0,33.9645766615181,51.666666666666686,46.10666666666668,0.0,50.79905077351925,0.0,0.0,0.0,33.9645766615181,49.87454730739371,50.79905077351925,49.41229557433094,12.43753247303448,20.717173890447125,0.0,-2.0267408722900204,2.8,9.236100170605994,-6478.507054946406,114.64879131360193,-6581.382387696316,-0.0,-0.0,303.41662488756856,0.0,1.0,0.28185773919800283,0.0,0,2.0298048920072396,65.99961422222222,-200.54129213765864,0.17424617418702631,9.39166987739353,0.002582924954263329,-150.2225877992489,1.2191611778439593,0,0,114.64879131360193
2025-01-01 00:06:00,0.24515024821613363,0.1271022469992575,0.0,0.004085837470268893,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,0.0,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,22736.16372888889,Off,0.0,0.0,34.13581200188795,51.666666666666686,46.10666666666668,0.0,50.79583483327355,0.0,0.0,0.0,34.13581200188795,49.871687321124156,50.79583483327355,49.40961356504946,12.43753247303448,20.56712955325699,-0.0439815578541527,-1.9275206857602145,2.8,9.236100170605994,-6385.4541316568975,113.21243889866548,-6497.681103862614,-0.0,-0.0,303.41662488756856,0.0,1.0,0.2806231349500388,0.0,0,2.0209138615557043,65.99961422222222,-191.189652681852,0.17583791032894566,9.322359841659214,0.002582523180681177,-148.97159477501205,1.2197842778393484,0,0,113.21243889866548
2025-01-01 00:07:00,0.24515024821613363,0.1271022469992575,0.0,0.004085837470268893,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,0.0,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,22736.16372888889,Off,0.0,0.0,34.302480159346686,51.666666666666686,46.10666666666668,0.0,50.79260346697313,0.0,0.0,0.0,34.302480159346686,49.86881291598735,50.79260346697313,49.40691764049446,12.43753247303448,20.420996105901374,-0.1901150052097691,-1.8296743106014561,2.8,9.236100170605994,-6295.259670157246,111.8314487352249,-6416.574592015015,-0.0,-0.0,303.41662488756856,0.0,1.0,0.27941848920430823,0.0,0,2.0122385779364675,65.99961422222222,-182.10170302979978,0.17740348204559708,9.255039743096544,0.0025821249564351822,-147.74849056432325,1.2203917541481504,0,0,111.8314487352249
2025-01-01 00:08:00,23.063044746335795,0.1271022469992575,0.0,0.3843840791055966,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,22.81789449811966,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,On,22817.89449811966,21.111111111111143,0.9999999999999999,0.0,22.73616372888889,0.08173076923076923,1,22736.16372888889,22736.16372888889,Off,0.0,0.0,34.46475845817881,51.666666666666686,46.10666666666668,0.0,50.78935708770928,0.0,0.0,0.0,34.46475845817881,49.865924476562796,50.78935708770928,49.40420817098956,12.43753247303448,20.27862152949203,-0.33248958161911446,-1.7331663193981348,2.8,9.236100170605994,12046.250042368645,4674.081353154977,-6337.947336263184,-0.0,-0.0,303.41662488756856,0.0,1.0,0.2782427107419554,0.0,0,2.003771182712226,65.99961422222222,-173.5348447514667,0.17894346752806933,9.189632347882707,0.0025817301983342184,-146.55226226289403,1.2209841917637916,0,0,110.50245353104457
2025-01-01 00:09:00,23.063044746335795,0.1271022469992575,0.0,0.3843840791055966,0.0021183707833209585,0.0,0.06701490464164929,0.0,0.17813534357448435,22.81789449811966,0.0,0.0,0.1271022469992575,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.006861256853070177,0.0,On,0.03753871652722022,0,On,0.022614931261358894,0.0,On,0.008665680908807623,0,On,0.11047482215410453,0.08285611661557837,On,On,22817.89449811966,21.111111111111143,0.9999999999999999,0.0,22.73616372888889,0.08173076923076923,1,22736.16372888889,22736.16372888889,Off,0.0,0.0,34.324923815512186,51.666666666666686,46.10666666666668,0.0,50.78609609253639,0.0,0.0,0.0,34.324923815512186,49.863022372498435,50.78609609253639,49.40148551247946,12.43753247303448,20.395889542083456,-0.21522156902768685,-1.509807372823815,2.8,9.236100170605994,11971.0713205499,4670.44285432304,-6402.6811368623385,-0.0,-0.0,303.41662488756856,0.0,1.0,0.2792113026919052,0.0,0,2.0107465195752874,65.99961422222222,-183.97976597105801,0.17762485491621824,9.242673130216524,0.0025813388263368916,-146.90144524614425,1.2204967118392025,0,0,106.86395469910795
