Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.6586895560877002,0.18014011668513882,1.1760081726427793,0.027644825934795003,0.003002335278085647,0.01960013621071299,0.01707312667250768,0.2271560127485256,1.364460416666667,0.05,0.0,0.006470672642779253,1.1695375000000001,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,On,21096.36100880353,19.444444444444457,0.8,7688.711776752027,34.27576546111111,1.364460416666667,1,27420.61236888889,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,88.42500547516808,51.666666666666686,46.10666666666668,0.0,51.61298282021919,0.0,0.0,0.0,138.1640710549501,51.66507415347262,51.69111982009933,51.61298282021919,12.43753247303448,18.709985497189837,-0.2344589472546197,9.805014898057605,-2.170269518720866,2.8,9.236100170605994,16976.602714456767,2803.4069788127517,11745.9737208376,-4496.817970896538,-0.0,-0.0,458.3697300624944,0.0,2.0,0.21687918481959975,0.0,0,2.029774592950255,131.99922844444444,-81.31005351272023,0.2071628631295802,8.59748578739691,0.0027195959345094117,-125.80000314516255,1.2238692749508224,0.5417000348528797,-4945.219564127494,59.914766188218444,1.8122781818879996,11738.766213762452,7.207507075146293
2025-01-01 00:01:00,1.6586895560877002,0.18014011668513882,1.1760081726427793,0.027644825934795003,0.003002335278085647,0.01960013621071299,0.01707312667250768,0.2271560127485256,1.364460416666667,0.05,0.0,0.006470672642779253,1.1695375000000001,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,On,21096.36100880353,19.444444444444457,0.8,7688.711776752027,34.27576546111111,1.364460416666667,1,27420.61236888889,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,87.73869239614277,51.666666666666686,46.10666666666668,0.0,51.59828642083605,0.0,0.0,0.0,137.09170686897306,51.65129692752822,51.677802180874316,51.59828642083605,12.43753247303448,18.95194471806496,0.0,9.969047969622212,-1.4596942590546127,2.8,9.236100170605994,16861.522997131367,2677.290664498625,10066.113615806711,-4595.746096247272,-0.0,-0.0,458.3697300624944,0.0,2.0,0.21833007076455568,0.0,0,2.0433534499105934,131.99922844444444,-97.46164548738766,0.2046166985743846,8.733380224027625,0.0027191603639758386,-127.17699559925839,1.226427938883397,0.5424501512298864,-5068.027617980849,56.60650572744757,1.8122781818879996,10060.531900897184,5.581714909528211
2025-01-01 00:02:00,1.6586895560877002,0.18014011668513882,1.1760081726427793,0.027644825934795003,0.003002335278085647,0.01960013621071299,0.01707312667250768,0.2271560127485256,1.364460416666667,0.05,0.0,0.006470672642779253,1.1695375000000001,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,On,21096.36100880353,19.444444444444457,0.8,7688.711776752027,34.27576546111111,1.364460416666667,1,27420.61236888889,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,87.07560891284668,51.666666666666686,46.10666666666668,0.0,51.58370473254589,0.0,0.0,0.0,136.05563892632293,51.63762663389679,51.66458758457224,51.58370473254589,12.43753247303448,19.1853541759872,0.0,10.122328440261288,-0.8548479171067332,2.8,9.236100170605994,16749.386275268418,2559.088405856154,8636.531320489068,-4691.982738667024,-0.0,-0.0,458.3697300624944,0.0,2.0,0.21972674416207263,0.0,0,2.0564249310639715,131.99922844444444,-113.36172493058424,0.20162602797189963,8.841119782364597,0.002718720944402931,-128.48468379318345,1.2254490464469965,0.543150160102605,-5183.066355917748,53.44298502187593,1.8122781818879996,8632.007798404882,4.523522084185607
2025-01-01 00:03:00,1.6586895560877002,0.18014011668513882,1.1760081726427793,0.027644825934795003,0.003002335278085647,0.01960013621071299,0.01707312667250768,0.2271560127485256,1.364460416666667,0.05,0.0,0.006470672642779253,1.1695375000000001,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,On,21096.36100880353,19.444444444444457,0.8,7688.711776752027,34.27576546111111,1.364460416666667,1,27420.61236888889,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,86.43443823769022,51.666666666666686,46.10666666666668,0.0,51.56923388409342,0.0,0.0,0.0,135.05380974639095,51.624059653247016,51.651472537823814,51.56923388409342,12.43753247303448,19.410700969513467,0.0,10.265733624360994,-0.33982591577350535,2.8,9.236100170605994,16640.256638262657,2448.261727945338,7419.298556971724,-4785.641753846676,-0.0,-0.0,458.3697300624944,0.0,2.0,0.22107242385729214,0.0,0,2.0690191616162377,131.99922844444444,-128.8323467566925,0.19878363935791926,8.945445609479766,0.0027182766519113443,-129.72623619992405,1.224505464669775,0.5438042541540772,-5290.938859580964,50.48881077427526,1.8122781818879996,7415.6305283548,3.6680286169236984
2025-01-01 00:04:00,1.6586895560877002,0.18014011668513882,1.1760081726427793,0.027644825934795003,0.003002335278085647,0.01960013621071299,0.01707312667250768,0.2271560127485256,1.364460416666667,0.05,0.0,0.006470672642779253,1.1695375000000001,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,On,21096.36100880353,19.444444444444457,0.8,7688.711776752027,34.27576546111111,1.364460416666667,1,27420.61236888889,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,85.81404628211865,51.666666666666686,46.10666666666668,0.0,51.55487022357636,0.0,0.0,0.0,134.0844473158104,51.610592571412205,51.63845374533014,51.55487022357636,12.43753247303448,19.628404316603742,0.0,10.400026465398113,0.0988600937623691,2.8,9.236100170605994,16535.54532391023,2344.277339347298,6382.570237158005,-4876.818311513642,-0.0,-0.0,458.3697300624944,0.0,2.0,0.22236989261093865,0.0,0,2.0811621854545517,131.99922844444444,-142.36710344215237,0.1960788544831403,9.045223288509325,0.0027178277205324054,-130.90517702717054,1.2235952818694122,0.5444160727972789,-5392.171478810522,47.7370414057931,1.8122781818879996,6379.5433528417725,3.0268843162318424
2025-01-01 00:05:00,0.2942291394210333,0.18014011668513882,0.006470672642779253,0.004903818990350555,0.003002335278085647,0.00010784454404632087,0.01707312667250768,0.2271560127485256,0.0,0.05,0.0,0.006470672642779253,0.0,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,85.21335864940173,51.666666666666686,46.10666666666668,0.0,51.540610288021234,0.0,0.0,0.0,133.1458728896902,51.597222150924495,51.625528082376135,51.540610288021234,12.43753247303448,19.8388613669459,0.0,10.5258805498172,0.4726876889489848,2.8,9.236100170605994,-4660.989985034597,-5442.048440983219,5499.211146284883,-4965.606613543294,-0.0,-0.0,458.3697300624944,0.0,2.0,0.22362177454943652,0.0,0,2.092878561805975,131.99922844444444,-153.75310155379768,0.19350190136383413,9.14140707352043,0.0027173743723272374,-132.02483188298854,1.2227166947886579,0.5449888222342792,-5487.230907674453,45.18246669123421,1.8122781818879996,5496.638567171707,2.572579113176159
2025-01-01 00:06:00,0.2942291394210333,0.18014011668513882,0.006470672642779253,0.004903818990350555,0.003002335278085647,0.00010784454404632087,0.01707312667250768,0.2271560127485256,0.0,0.05,0.0,0.006470672642779253,0.0,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,85.65891186504005,51.666666666666686,46.10666666666668,0.0,51.52645079343938,0.0,0.0,0.0,133.84204978912507,51.58394532171443,51.61269258585196,51.52645079343938,12.43753247303448,19.659510184416238,0.0,10.366470868115329,0.7914092748179091,2.8,9.236100170605994,-4575.075262404694,-5317.89214232429,4746.156992697555,-4889.901373835923,-0.0,-0.0,458.3697300624944,0.0,2.0,0.2225550712801095,0.0,0,2.082895274585037,131.99922844444444,-143.54361863126564,0.19563506336789419,9.058299416448072,0.002716916818014571,-130.47399775494196,1.2234659690182264,0.5442632628335066,-5366.857166814237,48.96502448994653,1.8122781818879996,4743.8829731938185,2.2740195037369535
2025-01-01 00:07:00,0.2942291394210333,0.18014011668513882,0.006470672642779253,0.004903818990350555,0.003002335278085647,0.00010784454404632087,0.01707312667250768,0.2271560127485256,0.0,0.05,0.0,0.006470672642779253,0.0,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,86.08650228865598,51.666666666666686,46.10666666666668,0.0,51.5122175491472,0.0,0.0,0.0,134.51015982602496,51.570599072239254,51.59978983378529,51.5122175491472,12.43753247303448,19.486783618023935,0.0,10.217932159379655,1.063304691989553,2.8,9.236100170605994,-4493.846597561863,-5202.9458380621345,4103.823686600338,-4817.428556236375,-0.0,-0.0,458.3697300624944,0.0,2.0,0.22152614827086392,0.0,0,2.0732655732192478,131.99922844444444,-134.7877713879837,0.1977137266497695,8.978589692802586,0.0027164649153025833,-128.97359852179446,1.2241884441168032,0.5435863114551006,-5254.955236690621,52.00939862848678,1.8122781818879996,4101.721270543788,2.102416056550445
2025-01-01 00:08:00,0.2942291394210333,0.18014011668513882,0.006470672642779253,0.004903818990350555,0.003002335278085647,0.00010784454404632087,0.01707312667250768,0.2271560127485256,0.0,0.05,0.0,0.006470672642779253,0.0,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,86.49748407074475,51.666666666666686,46.10666666666668,0.0,51.49791354785639,0.0,0.0,0.0,135.15231886053866,51.55718620122591,51.58682252791067,51.49791354785639,12.43753247303448,19.3201798225686,0.0,10.079255619470128,1.2954023588894394,2.8,9.236100170605994,-4415.636612807321,-5095.787281085182,3555.5872532261565,-4747.931212875579,-0.0,-0.0,458.3697300624944,0.0,2.0,0.22053219297193694,0.0,0,2.0639631350255203,131.99922844444444,-126.07512999423732,0.19974156746348787,8.900609385864005,0.0027160184729235312,-127.52005843473884,1.2248861254117085,0.5429535441743336,-5150.712326509847,54.92504542466477,1.8122781818879996,3553.5537636841877,2.0334895419688923
2025-01-01 00:09:00,0.2942291394210333,0.18014011668513882,0.006470672642779253,0.004903818990350555,0.003002335278085647,0.00010784454404632087,0.01707312667250768,0.2271560127485256,0.0,0.05,0.0,0.006470672642779253,0.0,0.0,0.1655567833518055,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004021034356725146,0.0,On,0.00044207977497224795,0.0,On,0.012610012540810286,0,On,0.006413634946118234,0,On,0.18109998365375166,0.1358249877403137,On,0.006470672642779253,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27420.61236888889,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,12717.820866666667,Off,0.0,0,86.89289403057917,51.666666666666686,46.10666666666668,0.0,51.48354155673333,0.0,0.0,0.0,135.77014692277996,51.54370929641533,51.57379316625633,51.48354155673333,12.43753247303448,19.15931500097171,0.0,9.949611417137225,1.4936688587312363,2.8,9.236100170605994,-4340.519898114937,-4995.808974841128,3087.335667607105,-4681.207522916546,-0.0,-0.0,458.3697300624944,0.0,2.0,0.21957107466164913,0.0,0,2.054968018557039,131.99922844444444,-117.68210526088541,0.20172109867718138,8.825585785221417,0.0027155773133991958,-126.11061400408673,1.2255605359364647,0.542361322869865,-5053.459642385665,57.65066754453754,1.8122781818879996,3085.2885959910686,2.047071616036384
