Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.8627543130321446,0.18014011668513882,0.493777964309446,0.2271560127485256,0.5685251736111112,0.01707312667250768,0.05,0.006470672642779253,0.4873072916666667,0.0,0.0,51.238837469099515,19.166420402119517,-0.059861110194205897
2025-01-01 01:00:00,0.8614616756016737,0.17939682179485153,0.4906896887299377,0.2261649528948092,0.5685251736111112,0.016771549095753294,0.05,0.003382397063270973,0.4873072916666667,0.0,0.0,50.439905202557206,19.167169044670107,-0.060235237897192914
2025-01-01 02:00:00,0.8604706157479574,0.17865352690456424,0.4901014457624123,0.2251738930410928,0.5685251736111112,0.016771549095753294,0.05,0.0027941540957455865,0.4873072916666667,0.0,0.0,49.65931509777809,19.113918231649077,-0.07136314480942575
2025-01-01 03:00:00,0.7910554833430713,0.17791023201427691,0.43103632779488693,0.22418283318737642,0.5003021527777779,0.016570497377917038,0.05,0.0022059111282201993,0.4288304166666667,0.0,0.0,48.90576388251033,19.127954629915077,-0.07367484438262444
2025-01-01 04:00:00,0.8582874443226882,0.17716693712398962,0.4896602635367683,0.22319177333366003,0.5685251736111112,0.016570497377917038,0.05,0.0023529718701015465,0.4873072916666667,0.0,0.0,48.174854395160274,19.156891981659705,-0.061851426569375374
2025-01-01 05:00:00,0.8814305547028053,0.17716693712398962,0.5094466766871977,0.22319177333366003,0.5912661805555557,0.01697260081358955,0.05,0.0026470933538642397,0.5067995833333334,0.0,0.0,47.44800216924283,19.139858214321755,-0.06536810108098354
2025-01-01 06:00:00,0.8839153037048286,0.17865352690456424,0.5106231626222484,0.2251738930410928,0.5912661805555557,0.017475230108180195,0.05,0.0038235792889150127,0.5067995833333334,0.0,0.0,46.73631096450125,19.159025370190175,-0.06361152861068439
2025-01-01 07:00:00,0.9083368527799516,0.18014011668513882,0.5776021646001771,0.2271560127485256,0.6140071875000002,0.017173652531425807,0.05,0.00485300448208444,0.5262918750000001,0.04645728511809253,0.0,48.856026267023324,19.134098223283203,-0.06858390279243114
2025-01-01 08:00:00,0.9538046679333756,0.18088341157542612,0.5701294628154179,0.22814707260224198,0.659489201388889,0.01616839394224452,0.05,0.00485300448208444,0.5652764583333334,0.0,0.0,51.554746255427126,19.15427097289155,-0.06721378459923014
2025-01-01 09:00:00,0.9304605058354224,0.18088341157542612,0.5504901104068698,0.22814707260224198,0.6367481944444446,0.01556523878873575,0.05,0.004705943740203093,0.5457841666666667,0.0,0.0,50.75185551868703,19.145838854901545,-0.06876801247160837
2025-01-01 10:00:00,0.8156638854005657,0.18014011668513882,0.45317571281541785,0.2271560127485256,0.5230431597222223,0.01546471292981762,0.05,0.00485300448208444,0.4483227083333334,0.0,0.0,49.977623916571744,19.136575856555787,-0.07491772041158538
2025-01-01 11:00:00,0.8384048923450101,0.18014011668513882,0.4726680044820845,0.2271560127485256,0.5457841666666668,0.01546471292981762,0.05,0.00485300448208444,0.46781500000000004,0.0,0.0,49.20944946189036,19.216609955330814,-0.05083313391699609
2025-01-01 12:00:00,0.7040414962446943,0.1816267064657134,0.3555671937402031,0.22913813245595838,0.40933812500000005,0.01556523878873575,0.05,0.004705943740203093,0.35086125000000007,0.0,0.0,48.459660128516674,19.13172878016011,-0.06274863166141222
2025-01-01 13:00:00,0.7498250877103375,0.1816267064657134,0.39455177707353645,0.22913813245595838,0.45482013888888895,0.015866816365490137,0.05,0.004705943740203093,0.3898458333333334,0.0,0.0,47.73034115650737,19.16550530671669,-0.05286700268080023
2025-01-01 14:00:00,0.659062111650396,0.1816267064657134,0.31658261040686975,0.22913813245595838,0.3638561111111112,0.016067868083326393,0.05,0.004705943740203093,0.3118766666666667,0.0,0.0,47.034970177156275,19.161457256677572,-0.05640686643697581
2025-01-01 15:00:00,0.6585736810912702,0.18088341157542612,0.36318695626684366,0.22814707260224198,0.3638561111111112,0.016570497377917038,0.05,0.00485300448208444,0.3118766666666667,0.04645728511809253,0.0,46.59911990858463,19.153907796756645,-0.056730343456817184
2025-01-01 16:00:00,0.8249067228587303,0.21894257459593477,0.31849440005132734,0.33124038902785696,0.3638561111111112,0.0798102227197623,0.05,0.006617733384660599,0.3118766666666667,0.0,0.0,51.60681592829734,19.130532502067645,-0.05687925035537506
2025-01-01 17:00:00,1.0183793693872656,0.23973976277958953,0.46017134244469354,0.38945490793014415,0.45482013888888895,0.12410432256823234,0.05,0.008382462287236759,0.3898458333333334,0.06194304682412337,0.0,51.66418355671143,19.13716275838691,-0.07037718206473158
