Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.926396279960755,51.666666666666686,46.10666666666668,0.0,49.19522896111512,0.0,0.0,0.0,32.926396279960755,47.71916399796949,49.19522896111512,46.98113151639668,12.43753247303448,19.4626637537943,-0.09289180176130074,7.070610454206998,2.8,9.236100170605994,194.17446666741589,-548.7610152807163,-258.8790403452338,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011921607179326946,0.0,0.0,0.5883646364754551,65.99961422222222,25.58107692461818,0.26650391287776554,10.015254938459904,0.003672402212939964,5.931004062227939,1.2200202051679547,0.10032425818200388,-558.3590606236826,9.598045342966278
2025-01-01 00:01:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.92561616108487,51.666666666666686,46.10666666666668,0.0,49.19000523952804,0.0,0.0,0.0,32.92561616108487,47.71454305410569,49.19000523952804,46.97681196139451,12.43753247303448,19.45869551571093,-0.09686003984467106,7.092997281046548,2.8,9.236100170605994,192.81407066975734,-551.9000856925421,-258.78384858256936,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011920062295562979,0.0,0.0,0.5882883921435869,65.99961422222222,24.12548916429517,0.2673562504054762,10.037572155125435,0.0036725108444670084,5.933355114335076,1.223600555895374,0.10034414826468947,-561.3972957421809,9.497210049638783
2025-01-01 00:02:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.92535807063377,51.666666666666686,46.10666666666668,0.0,49.1847817685789,0.0,0.0,0.0,32.92535807063377,47.70992221972503,49.1847817685789,46.972492445298094,12.43753247303448,19.454278710147022,-0.10127684540857729,7.11368497449693,2.8,9.236100170605994,191.4598270459168,-554.8342010940829,-258.67791289205513,-0.0,-0.0,427.4724300880315,0.0,1.0,0.01191834267334034,0.0,0.0,0.5882035239803705,65.99961422222222,22.6653098499404,0.267437560150612,10.036048378547964,0.0036726192010653005,5.9364493022390095,1.2236189460835898,0.10036252520943854,-564.2059445440577,9.371743449974847
2025-01-01 00:03:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.925582695097845,51.666666666666686,46.10666666666668,0.0,49.179558470646256,0.0,0.0,0.0,32.925582695097845,47.7053014215652,49.179558470646256,46.96817289702468,12.43753247303448,19.44944705344774,-0.10610850210785827,7.132817856384362,2.8,9.236100170605994,190.1115627825872,-557.5804262429701,-258.56204703454,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011916461407076785,0.0,0.0,0.5881106782319222,65.99961422222222,21.2011797290957,0.26752580488272315,10.033711533472411,0.003672727612541144,5.940219475561659,1.2236390716748409,0.10037951801549089,-566.8043706362162,9.223944393246075
2025-01-01 00:04:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.92625642660931,51.666666666666686,46.10666666666668,0.0,49.17433527395286,0.0,0.0,0.0,32.92625642660931,47.700680591881216,49.17433527395286,46.963853250845396,12.43753247303448,19.444229363585116,-0.11132619197048399,7.150521824626709,2.8,9.236100170605994,189.5200703597549,-560.0486812481704,-258.4369472446745,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011914429684325597,0.0,0.0,0.5880104070352673,65.99961422222222,20.484587516397884,0.2676205133181778,10.031771736121264,0.0036728360910837058,5.944618489328907,1.223660812311824,0.10039523917459246,-569.2094770728938,9.16079582472338
2025-01-01 00:05:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.92726778126864,51.666666666666686,46.10666666666668,0.0,49.16911211171756,0.0,0.0,0.0,32.92726778126864,47.696059667644654,49.16911211171756,46.95953344560821,12.43753247303448,19.438721397287146,-0.11683415826845334,7.166929086571254,2.8,9.236100170605994,189.43687769571355,-562.3989344830939,-258.30491408436495,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011912284761854101,0.0,0.0,0.5879045491160096,65.99961422222222,20.269361692046967,0.2677200989866265,10.029083867834984,0.0036729446480310117,5.949490033815377,1.2236837676784327,0.10040980665828252,-571.4390595019246,9.040125018830778
2025-01-01 00:06:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.928540103789054,51.666666666666686,46.10666666666668,0.0,49.16388893373006,0.0,0.0,0.0,32.928540103789054,47.69143860147294,49.16388893373006,46.95521343534439,12.43753247303448,19.43298899206327,-0.12256656349233097,7.1821315074333265,2.8,9.236100170605994,189.40624937617233,-564.5434677692481,-258.16752954233704,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011910052254002048,0.0,0.0,0.5877943686134111,65.99961422222222,20.101348830477832,0.2678234714893262,10.026876588708596,0.003673053291901337,5.954726619490036,1.2237076625445282,0.10042330251596622,-573.5054613650332,8.961993595785096
2025-01-01 00:07:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.930051563199,51.666666666666686,46.10666666666668,0.0,49.158665701174094,0.0,0.0,0.0,32.930051563199,47.68681735674142,49.158665701174094,46.95089318452509,12.43753247303448,19.427050874834176,-0.12850468072142363,7.196230381009359,2.8,9.236100170605994,189.4149664992741,-566.5359962710476,-258.02524572969503,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011907739432893936,0.0,0.0,0.5876802244271417,65.99961422222222,19.96778214093761,0.26793032397246885,10.024562279279817,0.0036731620292738444,5.9602976280510065,1.2237324186882736,0.10043581708538915,-575.4223312912051,8.8863350201575
2025-01-01 00:08:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.9317833294898,51.666666666666686,46.10666666666668,0.0,49.15344237847867,0.0,0.0,0.0,32.9317833294898,47.68219589988924,49.15344237847867,46.946572660594526,12.43753247303448,19.420923196242704,-0.13463235931289574,7.20931057163079,2.8,9.236100170605994,189.42132610198883,-568.3843145277648,-257.8784527725442,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011905352568851257,0.0,0.0,0.5875624260150935,65.99961422222222,19.82734878650151,0.26804039211711433,10.021552738680874,0.0036732708661749523,5.966176649149131,1.2237579686554028,0.10044742604799636,-577.2011052471781,8.816790719413355
2025-01-01 00:09:00,0.3868435475613913,0.19521656869575088,0.0,0.006447392459356521,0.0032536094782625144,0.0,0.02755664834780485,0.0,0.3492868992135864,0.0,0.010000000000000002,0.0,0.0,0.0,0.1922999020290842,0,0.0029166666666666685,1,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.002524835526315789,0.0,On,0.02503181282148906,0,On,0.09288702984147404,0,On,0.21958188136545673,0.16468641102409248,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,1120.1177866666667,Off,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.0,248.24629821693728,Off,0.0,0.0,32.9337223748113,51.666666666666686,46.10666666666668,0.0,49.148218932871984,0.0,0.0,0.0,32.9337223748113,47.67757419999816,49.148218932871984,46.94225183356126,12.43753247303448,19.414617122747785,-0.1409384328078147,7.221450002005949,2.8,9.236100170605994,189.49094343966485,-570.0985357085974,-257.7274211884876,-0.0,-0.0,427.4724300880315,0.0,1.0,0.011902895992078952,0.0,0.0,0.5874411870849836,65.99961422222222,19.745934540120917,0.2681534943805219,10.019047113919537,0.003673379808154257,5.972345410327681,1.2237842658325868,0.10045819886450738,-578.8522924915126,8.753756782915154
