Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.5256516949452593,0.29755154461741684,0.0,0.008760861582420988,0.00495919241029028,0.0,0.07727462796039612,0.0,0.14381455514866442,0.30456251183619876,0.0,0.0,0.0,0.1008235964495506,0.19672794816786623,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.69492665375409,51.666666666666686,46.10666666666668,0.0,50.3428755419778,0.0,0.0,0.0,21.69492665375409,49.11144425820511,50.3428755419778,48.49572861631878,12.43753247303448,HP On,483.57616145699404,18.33333333333337,1.5940355567244588,0.0,0.30135174164975126,0.003210770186447472,0.5280048924363576,480.3653912705466,2357.8542499278697,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3307.9740768531915,18.341225663748656,0,2.8,500.13328006811656,-283.3384395956676,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989512456483211,0.0,0,0.2603228764620235,65.99961422222222,19.441995620392763,0.2066382563608259,8.344659614334866,0.002650457509627903,40.10218865629921,1.2254687101672128
2025-01-01 00:01:00,0.5256781966075706,0.29756866300016893,0.0,0.008761303276792844,0.004959477716669482,0.0,0.07727462796039612,0.0,0.14381455514866442,0.3045890134985101,0.0,0.0,0.0,0.1008235964495506,0.1967450665506183,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.69288271133087,51.666666666666686,46.10666666666668,0.0,50.339457395565965,0.0,0.0,0.0,21.69288271133087,49.1083995570072,50.339457395565965,48.49287063772783,12.43753247303448,HP On,492.7922800757806,18.33333333333337,1.62811867252121,0.0,0.29963010942158436,0.004958904076925712,0.5362125381514999,487.8333759988549,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.432641742466,18.341072311281387,0,2.8,505.38076182650354,-283.33445141477245,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011828,0.0,0,0.2603217809563138,65.99961422222222,15.469370579098143,0.20726533463422575,8.367291070854463,0.0026507332234483303,40.08998207697362,1.2290489050042868
2025-01-01 00:02:00,0.5244843332146734,0.2967975034301305,0.0,0.008741405553577889,0.004946625057168841,0.0,0.07727462796039612,0.0,0.14381455514866442,0.30339515010561274,0.0,0.0,0.0,0.1008235964495506,0.1959739069805799,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.690730977148156,51.666666666666686,46.10666666666668,0.0,50.336039611657164,0.0,0.0,0.0,21.690730977148156,49.1053551426595,50.336039611657164,48.490012908160665,12.43753247303448,HP On,497.8691019812269,18.33333333333337,1.6515280259045415,0.0,0.29848900452995636,0.004906145575656413,0.5418508266837377,492.9629564055705,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.4418838560564,18.341072311281387,0,2.8,506.42722952663934,-283.33445141477245,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011828,0.0,0,0.2603217809563138,65.99961422222222,11.43901637378762,0.20728673261594457,8.36783405722034,0.0026510080504407265,40.077759736813455,1.2290487010965108
2025-01-01 00:03:00,0.5233713547045545,0.2960785903330112,0.0,0.008722855911742575,0.0049346431722168535,0.0,0.07727462796039612,0.0,0.14381455514866442,0.302282171595494,0.0,0.0,0.0,0.1008235964495506,0.1952549938834606,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.688579457212644,51.666666666666686,46.10666666666668,0.0,50.332622206260794,0.0,0.0,0.0,21.688579457212644,49.10231103028964,50.332622206260794,48.48715544230408,12.43753247303448,HP On,502.90453821496294,18.33333333333337,1.6745967948753977,0.0,0.2973959677002692,0.004886203895224683,0.5474075539517738,498.01833431973824,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.4527943798853,18.34107231128139,0,2.8,507.4106309303865,-283.3344514147726,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011831,0.0,0,0.26032178095631386,65.99961422222222,7.38698154379891,0.20730812405873045,8.36837682658228,0.0026512827936914633,40.065541120883715,1.229048497251046
2025-01-01 00:04:00,0.5226739400987661,0.29562810500048653,0.0,0.008711232334979436,0.004927135083341442,0.0,0.07727462796039612,0.0,0.14381455514866442,0.3015847569897055,0.0,0.0,0.0,0.1008235964495506,0.19480450855093595,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.68642815150746,51.666666666666686,46.10666666666668,0.0,50.32920517933298,0.0,0.0,0.0,21.68642815150746,49.0992672198676,50.32920517933298,48.48429824013491,12.43753247303448,HP On,505.99136197762135,18.33333333333337,1.6888508817568229,0.0,0.29673563669774783,0.004849120291957607,0.5508412638618497,501.14224168566375,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.449961916097,18.341072311281387,0,2.8,508.3486381862715,-283.33445141477245,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011828,0.0,0,0.2603217809563138,65.99961422222222,5.238165037025372,0.2073295089645852,8.368237405860512,0.0026515574532260298,40.053326228050835,1.2290482934678733
2025-01-01 00:05:00,0.5223502878143857,0.2954190462773951,0.0,0.008705838130239762,0.004923650771289919,0.0,0.07727462796039612,0.0,0.14381455514866442,0.30126110470532513,0.0,0.0,0.0,0.1008235964495506,0.19459544982784455,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.684277059965098,51.666666666666686,46.10666666666668,0.0,50.325788530829854,0.0,0.0,0.0,21.684277059965098,49.09622371136328,50.325788530829854,48.48144130163,12.43753247303448,HP On,507.38356855545146,18.33333333333337,1.6953277429364049,0.0,0.29643929203753705,0.004821812667788154,0.5524015534005428,502.5617558876633,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.4608644664713,18.34107231128139,0,2.8,509.2714747081315,-283.3344514147726,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011831,0.0,0,0.26032178095631386,65.99961422222222,4.768794981055365,0.20735088733551,8.368779778626655,0.0026518320290699073,40.041115057181564,1.2290480897469742
2025-01-01 00:06:00,0.5221196690997986,0.2952700813038128,0.0,0.008701994484996643,0.004921168021730214,0.0,0.07727462796039612,0.0,0.14381455514866442,0.301030485990738,0.0,0.0,0.0,0.1008235964495506,0.19444648485426225,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.68212618265306,51.666666666666686,46.10666666666668,0.0,50.322372260707546,0.0,0.0,0.0,21.68212618265306,49.09318050474664,50.322372260707546,48.47858462676619,12.43753247303448,HP On,508.44821976005727,18.33333333333337,1.7002226246311631,0.0,0.2962168408633968,0.004813645127341215,0.5535807651776856,503.63457463271607,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.471762660496,18.341072311281387,0,2.8,510.19411946310106,-283.33445141477245,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011828,0.0,0,0.2603217809563138,65.99961422222222,4.626788531419045,0.20737225917350535,8.369321934696941,0.002652106521248569,40.02890760714307,1.2290478860883294
2025-01-01 00:07:00,0.5219208445163055,0.2951416533100979,0.0,0.008698680741938424,0.004919027555168298,0.0,0.07727462796039612,0.0,0.14381455514866442,0.300831661407245,0.0,0.0,0.0,0.1008235964495506,0.1943180568605473,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.679975519520724,51.666666666666686,46.10666666666668,0.0,50.3189563689222,0.0,0.0,0.0,21.679975519520724,49.090137599987614,50.3189563689222,48.47572821552032,12.43753247303448,HP On,509.383713310412,18.33333333333337,1.704513208823754,0.0,0.2960229124041021,0.004808749003142873,0.5546144146962556,504.57496430726917,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.468920107627,18.341072311281387,0,2.8,511.1186265427835,-283.33445141477245,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011828,0.0,0,0.2603217809563138,65.99961422222222,4.615802060746699,0.20739362448057136,8.369182012214376,0.0026523809297874807,40.016703876802794,1.2290476824919199
2025-01-01 00:08:00,0.5217267088547233,0.29501625406073184,0.0,0.008695445147578721,0.004916937567678864,0.0,0.07727462796039612,0.0,0.14381455514866442,0.30063752574566266,0.0,0.0,0.0,0.1008235964495506,0.1941926576111812,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.67782507053433,51.666666666666686,46.10666666666668,0.0,50.31554085542996,0.0,0.0,0.0,21.67782507053433,49.087094997056134,50.31554085542996,48.472872067869226,12.43753247303448,HP On,510.3107358707557,18.33333333333337,1.7087576171339602,0.0,0.2958320377182816,0.004805488027381051,0.5556369558355828,505.50524784337466,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.479810339682,18.341072311281387,0,2.8,512.0457028806078,-283.33445141477245,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011828,0.0,0,0.2603217809563138,65.99961422222222,4.615855838227223,0.2074149832587071,8.369723772259999,0.0026526552547121,40.00450386502858,1.2290474789577261
2025-01-01 00:09:00,0.5215289463263506,0.29488851208685374,0.0,0.008692149105439176,0.0049148085347808955,0.0,0.07727462796039612,0.0,0.14381455514866442,0.3004397632172901,0.0,0.0,0.0,0.1008235964495506,0.19406491563730313,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.01861984649122807,0.0,On,0.058654781469168055,0,On,0.009383093215930241,0,On,0.09478906778407847,0.07109180083805883,On,0,0,Off,Off,0.0,0.0,21.675674835626378,51.666666666666686,46.10666666666668,0.0,50.31212572018697,0.0,0.0,0.0,21.675674835626378,49.08405269592215,50.31212572018697,48.47001618378975,12.43753247303448,HP On,511.2625004026196,18.33333333333337,1.7131131212207562,0.0,0.295637158974762,0.004802604242528038,0.5566862780470873,506.45989616009155,2357.858493035885,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3308.490696221569,18.34107231128139,0,2.8,512.9744217872703,-283.3344514147726,-0.0,-0.0,280.4535625863973,0.0,1.0,0.013989453585011831,0.0,0,0.26032178095631386,65.99961422222222,4.59281021302607,0.20743633550991147,8.370265315917273,0.002652929496047877,39.99230757068856,1.2290472754857296
