Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.31148252209340066,0.13681916854450368,0.07189312500000002,0.3114825220934007,0.13681916854450368,0.07189312500000002,0.009608802235783899,0.16799840735761679,0.0838753125,0.05,0.0,0.07189312500000002,0.0,0.12223583521117035,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.002864089912280702,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,1413.2703745666804,11.666666666666686,0.11999999999999998,356.18877993331995,2.1069798025000006,0.0838753125,0.15,1685.583842,11237.225613333334,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,98.30056641399786,51.66666666666668,46.10666666666668,0.0,47.98722507430564,0.0,0.0,0.0,153.59463502187162,48.0225095130692,48.040151732451,47.98722507430564,12.43753247303448,11.385265345102054,-0.06488160689332645,6.73460053952588,2.8,9.236100170605994,892.6207651963211,-638.5328631284998,-717.4542411787685,0.0,0.0,234.97311345298627,0.0,1.0,0.06408711696475561,0.0,0.0,1.6063830118897968,65.99961422222222,-38.16848164457706,0.3372215594237398,5.042601748559476,0.0027536357268790643,-27.29170898202729,1.2589572187661522,0.19694375330369104,-1009.9659131350141,15.244270073194365
2025-01-01 01:00:00,0.31027665549626327,0.1360758736542164,0.07189312500000002,0.3102766554962632,0.1360758736542164,0.07189312500000002,0.009393995492362845,0.1670073475039004,0.0838753125,0.05,0.0,0.07189312500000002,0.0,0.12149254032088304,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.002649283168859649,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,1413.2703745666804,11.666666666666686,0.11999999999999998,356.18877993331995,2.1069798025000006,0.0838753125,0.15,1685.583842,11237.225613333334,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,95.15745700140413,51.66666666666668,46.10666666666668,0.0,46.78206896653698,0.0,0.0,0.0,148.68352656469395,46.81687151479514,46.83427278892421,46.78206896653698,12.43753247303448,11.351064602527718,-0.06442079523198538,6.981812865328544,2.5,9.236100170605994,947.5530953249678,-507.2039386310376,-656.5858388991036,0.0,0.0,233.7672468558488,0.0,1.0,0.05707105569235433,0.0,0.0,1.4305211199503998,65.99961422222222,-42.89868719845763,0.33645401340547465,5.008953399486987,0.0027410654894189147,-13.693132926372899,1.2591790693825708,0.1543008336361484,-876.251133060032,12.858414495674529
2025-01-01 02:00:00,0.2999661164758802,0.1353325787639291,0.10261940426507712,0.2999661164758802,0.1353325787639291,0.10261940426507712,0.009393995492362845,0.166016287650184,0.07455583333333334,0.05,0.03871440426507711,0.06390500000000002,0.0,0.12074924543059574,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.002649283168859649,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,1256.2403329481604,11.666666666666686,0.10666666666666666,316.6122488296177,1.872870935555556,0.07455583333333334,0.13333333333333333,1498.2967484444446,11237.225613333334,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,879.2133333333333,0.0,107.90250987601365,51.66666666666668,46.10666666666668,0.0,51.50050390373611,0.0,0.0,879.2133333333333,168.5976716812713,51.52890804679924,51.54311011833081,51.50050390373611,12.43753247303448,11.369956590358733,-0.056457358777890106,7.410019147758443,1.6500000000000001,9.236100170605994,796.4390970807704,-474.06433555276294,-651.4407781193478,0.0,0.0,232.7761870021324,0.0,1.0,0.05114418529884032,0.0,0.0,1.2819604674397023,65.99961422222222,-41.136644750174746,0.33578768286241495,5.0162692307472865,0.002739110534999227,4.708335425077578,1.2590968142440502,0.10676434100598736,-800.9921028893058,10.315518506925057
2025-01-01 03:00:00,0.2988318521265497,0.1345892838736418,0.06390500000000002,0.2988318521265497,0.1345892838736418,0.06390500000000002,0.009250790996748812,0.1650252277964676,0.07455583333333334,0.05,0.0,0.06390500000000002,0.0,0.12000595054030845,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.0025060786732456143,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,1256.2403329481604,11.666666666666686,0.10666666666666666,316.6122488296177,1.872870935555556,0.07455583333333334,0.13333333333333333,1498.2967484444446,11237.225613333334,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,106.87182198512363,51.66666666666668,46.10666666666668,0.0,51.19946606739983,0.0,0.0,0.0,166.9872218517557,51.22865913090042,51.24325566265072,51.19946606739983,12.43753247303448,11.397130925209451,-0.05540081288627752,7.301657940677687,1.6500000000000001,9.236100170605994,747.3830408178766,-613.0945104374584,-698.900089080489,0.0,0.0,231.64192265280198,0.0,1.0,0.054914637627745046,0.0,0.0,1.376469174573833,65.99961422222222,-41.59912570259667,0.33533235991530785,5.031978191348586,0.002740282312576748,-19.510317374969947,1.2589758592516713,0.13106635172136324,-941.6158950769016,11.90913580982529
2025-01-01 04:00:00,0.3257992297728334,0.1338459889833545,0.08786937500000001,0.3257992297728334,0.1338459889833545,0.08786937500000003,0.009250790996748812,0.16403416794275122,0.10251427083333334,0.05,0.0,0.08786937500000001,0.0,0.11926265565002116,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0025060786732456143,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,1727.3304578037205,11.666666666666686,0.14666666666666664,435.34184214072434,2.5751975363888895,0.10251427083333334,0.18333333333333332,2060.1580291111113,11237.225613333334,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,103.38054921161019,51.66666666666668,46.10666666666668,0.0,49.886650617303516,0.0,0.0,0.0,161.5321081431409,49.91756086485868,49.933015988636264,49.886650617303516,12.43753247303448,11.387162326684566,-0.0577907108699652,7.111911040253488,0.55,9.236100170605994,1104.8951459281236,-473.3712078033334,-814.46123640565,0.0,0.0,230.6508627990856,0.0,1.0,0.0572464949130445,0.0,0.0,1.4349186119438513,65.99961422222222,-38.624938269032604,0.3335663932081187,5.004143076956777,0.0027252704513979695,7.4495774904976555,1.2584403516822957,0.11807542455668217,-921.7610700500869,13.048020106029115
2025-01-01 05:00:00,0.6522674095973947,0.1338459889833545,0.3674537500000001,0.6522674095973947,0.1338459889833545,0.3674537500000001,0.009537199987976882,0.16403416794275122,0.4286960416666667,0.05,0.0,0.3674537500000001,0.0,0.11926265565002116,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0027924876644736846,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,7223.381914451922,18.33333333333337,0.6133333333333333,1820.520430770302,10.769007879444446,0.4286960416666667,0.7666666666666667,8615.206303555557,11237.225613333334,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,85.51640443974863,51.66666666666668,46.10666666666668,0.0,48.68928616044586,0.0,0.0,0.0,133.61938193710725,48.72392000615278,48.74123692900625,48.68928616044586,12.43753247303448,16.851294944525314,-1.044749525555239,9.230506673477986,-0.25000000000000006,9.236100170605994,5709.051440850653,466.8761131294852,-1622.0797626934175,0.0,0.0,230.93727179031364,0.0,1.0,0.07169140478748767,0.0,0.0,1.7969891641789537,65.99961422222222,-123.18798269816445,0.23735793897538363,7.747714352767915,0.0027436466768880523,2.9139249107513043,1.234145402320992,0.11073933817145641,-1353.8549039543916,0.21058631357483287
2025-01-01 06:00:00,0.5023294780051838,0.14265718688169723,0.21567937500000003,0.5023294780051838,0.14265718688169723,0.21567937500000006,0.020282478633948685,0.18042106187123508,0.2516259375,0.05,0.0,0.21567937500000003,0.0,0.1280738535483639,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0031504989035087724,0.0,0.017131979730439915,0.0,0.009655923806749839,0.0,0.13310486362326232,0.09982864771744672,0.0,0.0,4239.811123700041,18.33333333333337,0.36,1068.56633979996,6.320939407500001,0.2516259375,0.45,5056.751526000001,11237.225613333334,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,79.32914553040062,51.66666666666668,46.10666666666668,0.0,47.64904910821746,0.04213380821300127,102.1508175913802,0.0,123.95178989125095,47.614740609053136,47.69489289160094,47.5517425760875,12.43753247303448,18.043547040150486,-0.07214981720132828,8.637794086232523,0.3,9.236100170605994,2676.668229829062,-329.0453859171852,-1740.3232468669598,0.0,0.0,257.3858142737776,0.0,1.0,0.0746267001924378,0.0,0.0,1.8705641492416019,65.99961422222222,-80.20546127779666,0.21681051065509704,8.304089321540129,0.002723605380434991,-40.34565805320311,1.2290581712013806,0.1289781531760305,-1410.885259708276,13.273533991131
2025-01-01 07:00:00,0.5702507645510145,0.1659530030803455,0.2773771776771389,0.5702507645510146,0.1659530030803455,0.2773771776771388,0.05048728213659125,0.22745702408108998,0.2423064583333333,0.05,0.0696859276771388,0.20769125000000002,0.0,0.1513696697470122,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0029356921600877197,0.0,0.04755158997650353,0.0,0.025630797751740375,0.0,0.1621838321806939,0.1216378741355204,0.0,0.0,4082.781082081521,18.33333333333337,0.3466666666666666,1028.9898086962576,6.086830540555557,0.2423064583333333,0.43333333333333335,4869.464432444444,11237.225613333334,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,1582.5839999999998,0.0,85.1227367202974,51.66666666666668,46.10666666666668,0.0,51.25323451350457,0.379342474089149,1021.0807666351769,1582.5839999999998,133.00427612546466,49.69942903525565,51.25323451350457,48.92252629613119,12.43753247303448,18.057450755396136,-0.06100484359018055,8.401941511032279,-0.55,9.236100170605994,2465.980327435827,-496.04371557778006,-1884.0058182877572,0.0,0.0,316.0911486316993,3.469644192531601,0.75,0.07676096514788763,0.0,0.0,1.9240608133089185,49.499710666666665,-48.88608498963624,0.21556289912434512,8.295206756957755,0.002710307645351892,-7.288445495939221,1.2290091562763332,0.13052127585482706,-1544.2022320944152,19.16870782037752
2025-01-01 08:00:00,0.4888992658835206,0.13756246343479098,0.22366750000000005,0.4888992658835206,0.13756246343479098,0.22366750000000007,0.008964382005520742,0.16898946721133318,0.26094541666666665,0.05,0.0,0.22366750000000005,0.0,0.12297913010145763,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002219669682017544,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,4396.841165318561,18.33333333333337,0.3733333333333333,1108.142870903662,6.555048274444445,0.26094541666666665,0.4666666666666667,5244.038619555557,11237.225613333334,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,83.86094868703337,51.66666666666668,46.10666666666668,0.0,50.854234325405216,0.0,0.0,0.0,131.03273232348963,49.29752309416964,50.854234325405216,48.51916747855186,12.43753247303448,18.09000149102841,-0.059467348643450005,7.967577624429215,-1.4,9.236100170605994,2523.9099086720353,-588.095204452721,-2051.0253660568947,0.0,0.0,169.32013885421722,187.33394963124297,0.0,0.07958873722134825,0.0,0.0,1.9949406599214854,0.0,8.773970556151493,0.21532945736767004,8.315642098070766,0.0027115467294842625,26.291531489531796,1.2294483820901811,0.13889769047548997,-1720.1036647790575,23.865589422674365
2025-01-01 09:00:00,0.4418722565633451,0.13756246343479098,0.18372687500000004,0.4418722565633451,0.13756246343479098,0.18372687500000004,0.008534768518678636,0.16898946721133318,0.21434802083333335,0.05,0.0,0.18372687500000004,0.0,0.12297913010145763,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.001790056195175439,0.0,0.006744712323503197,0.0,0.005017293742722955,0.0,0.12333871946623813,0.09250403959967857,0.0,0.0,3611.690957225961,18.33333333333337,0.30666666666666664,910.260215385151,5.384503939722223,0.21434802083333335,0.38333333333333336,4307.603151777778,11237.225613333334,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7817.96496,0.0,0.0,81.23273444664879,51.66666666666668,46.10666666666668,0.0,49.706278162927475,0.0,0.0,0.0,126.92614757288875,48.268325292108024,49.706278162927475,47.54934885669831,12.43753247303448,18.036735991625157,-0.06874935908005562,7.8301152056510785,-0.85,9.236100170605994,1943.0609326737037,-637.4749331272537,-1949.0078116868797,0.0,0.0,168.89052536737518,575.4092354670175,0.0,0.07810818679710615,0.0,0.0,1.9578297527315631,0.0,111.48726176724732,0.2189268564501418,8.335191246500269,0.002746450097016247,98.45702014459427,1.2302642928091283,0.13716439336828806,-1572.997986708659,25.262838196254425
