Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.76043686948767,51.666666666666686,46.10666666666668,0.0,50.21916294001456,0.0,0.0,0.0,73.06318260857448,49.18571539758582,50.21916294001456,48.66899162637145,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3228.111191093002,18.315307380256,0.0,2.8,556.1863540752026,-706.6617634704023,-0.0,-0.0,224.8152699028116,0.0,1.0,0.0349489036898013,0.0,0,0.6503442608185378,65.99961422222222,16.25990569834891,0.22510000904405236,8.602844214651281,0.0028836423659449073,6.821483200079765,1.2254052252556449
2025-01-01 00:01:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.72804481099564,51.666666666666686,46.10666666666668,0.0,50.20846964361378,0.0,0.0,0.0,73.01257001718069,49.176001265999815,50.20846964361378,48.65976707719283,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3228.5937336740562,18.326969946689356,0.0,2.8,552.6468120723194,-707.419476652968,-0.0,-0.0,224.8152699028116,0.0,1.0,0.034960098557418724,0.0,0,0.6505525797395042,65.99961422222222,13.478076878031413,0.22559603984207222,8.631548487950862,0.0028836892679892858,6.797474958636929,1.2289355837410731
2025-01-01 00:02:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.69624215979638,51.666666666666686,46.10666666666668,0.0,50.1977838544663,0.0,0.0,0.0,72.96287837468184,49.16629386362207,50.1977838544663,48.65054886819997,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3228.6943659315666,18.338249755682376,0.0,2.8,549.1300305185994,-708.1526254799212,-0.0,-0.0,224.8152699028116,0.0,1.0,0.034970925006875604,0.0,0,0.6507540429765721,65.99961422222222,10.694444151264571,0.22544004576308616,8.636487904241822,0.0028837358707005842,6.774115321195037,1.2288879926975318
2025-01-01 00:03:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.66500118954425,51.666666666666686,46.10666666666668,0.0,50.1871054424259,0.0,0.0,0.0,72.91406435866288,49.15659306800765,50.1871054424259,48.64133688079853,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3228.8036681785875,18.34916500755374,0.0,2.8,545.6353445766811,-708.86236321051,-0.0,-0.0,224.8152699028116,0.0,1.0,0.03498140060549585,0.0,0,0.6509489774300755,65.99961422222222,7.909495939935066,0.22528931406823102,8.641878796875062,0.0028837823150594556,6.7513593019805604,1.2288419422771992
2025-01-01 00:04:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.634295878949644,51.666666666666686,46.10666666666668,0.0,50.17643428345765,0.0,0.0,0.0,72.86608731085882,49.14689876247151,50.17643428345765,48.632131001978436,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3228.9090606643463,18.359732781543535,0.0,2.8,543.4296785597254,-709.5497730041805,-0.0,-0.0,224.8152699028116,0.0,1.0,0.034991541835448024,0.0,0,0.6511376898073099,65.99961422222222,6.391239716649819,0.22514359211150517,8.646426789375518,0.002883828605134258,6.729178937213593,1.2287973601373146
2025-01-01 00:05:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.60403316292733,51.666666666666686,46.10666666666668,0.0,50.16577025926209,0.0,0.0,0.0,72.81880181707395,49.13721083573435,50.16577025926209,48.62293112397049,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3228.997920567494,18.37001446831601,0.0,2.8,542.3057652483097,-710.2188245688408,-0.0,-0.0,224.8152699028116,0.0,1.0,0.03500140768789589,0.0,0,0.6513212778412724,65.99961422222222,5.936377969894522,0.22500200288488975,8.651469826900234,0.002883874744805365,6.707474871038702,1.2287539871948048
2025-01-01 00:06:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.574135583070806,51.666666666666686,46.10666666666668,0.0,50.155113272045455,0.0,0.0,0.0,72.77208684854813,49.12752919585047,50.155113272045455,48.613737157752986,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3229.0965095183997,18.38006116416067,0.0,2.8,541.5537633813383,-710.8728239564773,-0.0,-0.0,224.8152699028116,0.0,1.0,0.035011047255283756,0.0,0,0.6515006550653224,65.99961422222222,5.838375490559612,0.22486381728298754,8.656383774292966,0.002883920737282537,6.686164414473996,1.2287116078361187
2025-01-01 00:07:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.54456770179817,51.666666666666686,46.10666666666668,0.0,50.14446324108094,0.0,0.0,0.0,72.72588703405964,49.11785376696555,50.14446324108094,48.604549029907865,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3229.192573654707,18.389896212038195,0.0,2.8,540.8467194244593,-711.5132748878189,-0.0,-0.0,224.8152699028116,0.0,1.0,0.03502048298709584,0.0,0,0.6516762392291372,65.99961422222222,5.77178246502204,0.22472869954626448,8.661181391944586,0.002883966585217344,6.665209670470897,1.2286701234771615
2025-01-01 00:08:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.51531349681804,51.666666666666686,46.10666666666668,0.0,50.13382009345079,0.0,0.0,0.0,72.68017733877818,49.10818448058718,50.13382009345079,48.59536667415538,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3229.2735389869554,18.399530131649218,0.0,2.8,540.152191081071,-712.140848099566,-0.0,-0.0,224.8152699028116,0.0,1.0,0.03502972502337084,0.0,0,0.651848219022926,65.99961422222222,5.704827333380997,0.22459649556731945,8.665868442006635,0.002884012291005775,6.644593437833482,1.2286294896037822
2025-01-01 00:09:00,0.13210256254115774,0.06199964187105193,0.0408817753288583,0.0022017093756859624,0.0010333273645175322,0.0006813629221476382,0.010866695493567974,0.08447492954758976,0.03676093750000001,0.0,0.0,0.004546640193723164,0.03633513513513513,0.0,0.06199964187105193,0,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007763387745029962,0,On,0.0018087403861871596,0,On,0.04500591472017968,0.03375443604013475,On,0.004546640193723164,On,On,1021.7729419444444,18.33333333333337,0.9250000000000003,0.0,1.0648778426426424,0.03676093750000001,1,985.0120044444444,985.0120044444444,Off,0.0,0,46.48635955204269,51.666666666666686,46.10666666666668,0.0,50.12318375976874,0.0,0.0,0.0,72.63493680006671,49.098521271551434,50.12318375976874,48.58619002744279,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3229.3651596998166,18.408971723725834,0.0,2.8,539.4684112176733,-712.7561035414623,-0.0,-0.0,224.8152699028116,0.0,1.0,0.035038781851163214,0.0,0,0.6520167523774563,65.99961422222222,5.636302911879591,0.22446707595284965,8.669795914083421,0.002884057856928064,6.624301299003573,1.2285896689608056
