Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.32750832156890597,0.17694721828042295,0.0,0.005458472026148433,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,0.0,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,21.164934721382334,51.666666666666686,46.10666666666668,0.0,50.390649400465875,0.0,0.0,0.0,21.164934721382334,47.62503941963898,50.390649400465875,46.24223442922554,12.43753247303448,17.6735786062873,0.0,-2.8,-0.7830829341351615,2.8,9.236100170605994,-1686.3271353982648,80.69510476386381,268.8935801636869,-2123.670593678349,-0.0,-0.0,502.03928034202795,0.0,3.0,0.10956050578341933,0.0,0.0,2.8356542938283873,197.99884266666666,-64.69582206194349,0.23385153628710187,8.293962509817113,0.002877182441008678,-23.969471750665146,1.2281139801746614,0,0,80.69510476386381,0.08110589266348178,378.72756966901767,-109.83398950533076
2025-01-01 00:01:00,0.32750832156890597,0.17694721828042295,0.0,0.005458472026148433,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,0.0,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,21.278785722234957,51.666666666666686,46.10666666666668,0.0,50.388412357811454,0.0,0.0,0.0,21.278785722234957,47.62325722687673,50.388412357811454,46.240679661409374,12.43753247303448,17.510115501398698,-0.10099560971244514,-2.6697625406368934,-0.7047225857335594,2.8,9.236100170605994,-1652.0936939296987,79.200371081008,259.49395072099986,-2090.188800879225,-0.0,-0.0,502.03928034202795,0.0,3.0,0.1090314485042832,0.0,0.0,2.8219611885023754,197.99884266666666,-63.9441733925019,0.23694798111219284,8.239052821792486,0.0028769537221503085,-23.012800295523586,1.232394321555789,0,0,79.200371081008,0.08093498373636131,369.66436132374537,-110.1704106027455
2025-01-01 00:02:00,0.32750832156890597,0.17694721828042295,0.0,0.005458472026148433,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,0.0,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,21.388878372003013,51.666666666666686,46.10666666666668,0.0,50.38616507471647,0.0,0.0,0.0,21.388878372003013,47.621465447294,50.38616507471647,46.23911563358276,12.43753247303448,17.351979502942385,-0.259131608168758,-2.5420448048433517,-0.6301868801811153,2.8,9.236100170605994,-1619.266153712127,77.86820548416448,250.76776098949767,-2057.9981104011217,-0.0,-0.0,502.03928034202795,0.0,3.0,0.10851886564738929,0.0,0.0,2.8086944755687258,197.99884266666666,-63.3073236530334,0.23930948822499312,8.164286062941805,0.0028767348946159748,-22.087607954538836,1.2330653434842387,0,0,77.86820548416448,0.08077208101259495,361.07440612745177,-110.30664513795409
2025-01-01 00:03:00,11.57000921490224,0.17694721828042295,0.0,0.19283348691503735,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,11.242500893333334,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,On,11242.500893333334,18.111111111111143,1.0,0.0,11.242500893333334,0.0,1,11242.500893333334,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,21.495389173957246,51.666666666666686,46.10666666666668,0.0,50.383907891062066,0.0,0.0,0.0,21.495389173957246,47.619664397362634,50.383907891062066,46.23754265051292,12.43753247303448,17.198920300347307,-0.41219081076383546,-2.4166978381553905,-0.5589771412649973,2.8,9.236100170605994,7406.188228595324,2325.064994935631,242.6769621092726,-2027.0286299981267,-0.0,-0.0,502.03928034202795,0.0,3.0,0.10802202216789641,0.0,0.0,2.7958351305345794,197.99884266666666,-62.82313641524373,0.24162058335716716,8.09090128956262,0.002876524978984227,-21.192258181358678,1.2337155176403276,0,0,76.56481626896462,0.08061613993452259,352.8959706965067,-110.21900858723409
2025-01-01 00:04:00,11.57000921490224,0.17694721828042295,0.0,0.19283348691503735,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,11.242500893333334,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,On,11242.500893333334,18.111111111111143,1.0,0.0,11.242500893333334,0.0,1,11242.500893333334,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,21.28007237556153,51.666666666666686,46.10666666666668,0.0,50.381641130768394,0.0,0.0,0.0,21.28007237556153,47.617854378692044,50.381641130768394,46.235961002653866,12.43753247303448,17.50283520980866,-0.1082759013024841,-2.1803075614716296,-0.4906600442738588,2.8,9.236100170605994,7337.4282709059935,2322.5035488992116,235.11949568086908,-2088.702478208573,-0.0,-0.0,502.03928034202795,0.0,3.0,0.1090078666794827,0.0,0.0,2.821350841714784,197.99884266666666,-69.9092458941283,0.23700527366333596,8.235143110706112,0.0028763236786964563,-22.755374484259814,1.2324256591208056,0,0,74.00337023254507,0.08046624936359974,345.075740530418,-109.95624484954892
2025-01-01 00:05:00,11.57000921490224,0.17694721828042295,0.0,0.19283348691503735,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,11.242500893333334,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,On,11242.500893333334,18.111111111111143,1.0,0.0,11.242500893333334,0.0,1,11242.500893333334,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,21.072447973714922,51.666666666666686,46.10666666666668,0.0,50.379393891381895,0.0,0.0,0.0,21.072447973714922,47.616062490766694,50.379393891381895,46.2343967904591,12.43753247303448,17.795845387281062,0.0,-1.9482323027931807,-0.4248694181272519,2.8,9.236100170605994,7271.964315869848,2320.1326223401056,228.00927779762617,-2148.8512688325127,-0.0,-0.0,502.03928034202795,0.0,3.0,0.1099557008867851,0.0,0.0,2.8458827669788707,197.99884266666666,-75.22441030633394,0.23264726150590098,8.373348421771382,0.0028761073045129263,-24.249051307442183,1.231184649823151,0,0,71.63244367343914,0.08032163758588341,337.5688311530126,-109.55955335538641
2025-01-01 00:06:00,11.57000921490224,0.17694721828042295,0.0,0.19283348691503735,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,11.242500893333334,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,On,11242.500893333334,18.111111111111143,1.0,0.0,11.242500893333334,0.0,1,11242.500893333334,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,20.87212720138207,51.666666666666686,46.10666666666668,0.0,50.37716547724551,0.0,0.0,0.0,20.87212720138207,47.61428808584856,50.37716547724551,46.232849390150086,12.43753247303448,18.0785022176189,0.0,-1.7202681442517183,-0.3612960586894829,2.8,9.236100170605994,7208.460615985001,2317.8361020597044,221.28648161182474,-2207.511649748798,-0.0,-0.0,502.03928034202795,0.0,3.0,0.1108675807052474,0.0,0.0,2.869484117704557,197.99884266666666,-80.06772927489553,0.2285265545751835,8.505881620741384,0.0028758764949773827,-25.676856894800093,1.2299898736716857,0,0,69.33592339303797,0.08018165171689971,330.3374562043132,-109.05097459248843
2025-01-01 00:07:00,0.32750832156890597,0.17694721828042295,0.0,0.005458472026148433,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,0.0,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,20.6787861885442,51.666666666666686,46.10666666666668,0.0,50.37495522785746,0.0,0.0,0.0,20.6787861885442,47.612530548935695,50.37495522785746,46.23131820947482,12.43753247303448,18.35126496748849,0.0,-1.4962483049209832,-0.299677275051152,2.8,9.236100170605994,-1847.2633091474286,67.12711438962252,214.8984092127499,-2264.709025783413,-0.0,-0.0,502.03928034202795,0.0,3.0,0.11174524137061691,0.0,0.0,2.8921998054104825,197.99884266666666,-84.59356370604351,0.2246259104270437,8.633052563389459,0.0028756318577694384,-27.04182990098914,1.2288391323523669,0,0,67.12711438962252,0.08004573610595914,323.3496044595971,-108.45119524684722
2025-01-01 00:08:00,0.32750832156890597,0.17694721828042295,0.0,0.005458472026148433,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,0.0,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,20.810535868022363,51.666666666666686,46.10666666666668,0.0,50.37276251200343,0.0,0.0,0.0,20.810535868022363,47.61078929229765,50.37276251200343,46.22980268244477,12.43753247303448,18.162427472513894,0.0,-1.3893268321044623,-0.23979069771111156,2.8,9.236100170605994,-1803.6814545249467,66.31309206474597,208.80027731064519,-2225.0488409941136,-0.0,-0.0,502.03928034202795,0.0,3.0,0.11113786535044445,0.0,0.0,2.876479647792964,197.99884266666666,-80.67189387286122,0.22728472580046083,8.544372493847979,0.0028753739744626487,-25.946432082859612,1.2296358942284593,0,0,66.31309206474597,0.07991341980167019,316.57823229657225,-107.77795498592707
2025-01-01 00:09:00,0.32750832156890597,0.17694721828042295,0.0,0.005458472026148433,0.002949120304673716,0.0,0.07654311712629042,0.0,0.24096520444261554,0.0,0.010000000000000002,0.0,0.0,0.17403055161375627,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.017054057017543856,0.0,On,0.029744530054373282,0,On,0.029744530054373282,0.0,On,0.008924468957607118,0,On,0.19239834133635272,0.1442987560022645,On,0,0,Off,Off,0.0,18.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11242.500893333334,Off,0.0,19.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1087.8799644444446,Off,0.0,0.0,20.937562284109198,51.666666666666686,46.10666666666668,0.0,50.3705579370348,0.0,0.0,0.0,20.937562284109198,47.609036941681374,50.3705579370348,46.22827644400466,12.43753247303448,17.98028571182585,0.0,-1.2839203542592996,-0.18144873478493448,2.8,9.236100170605994,-1762.7004380251974,65.43949993219798,202.9542802621528,-2187.0578397100503,-0.0,-0.0,502.03928034202795,0.0,3.0,0.11055099892852482,0.0,0.0,2.861290321335218,197.99884266666666,-77.68187865717493,0.22988298455002473,8.459113207234187,0.0028751266977031747,-24.889636366694244,1.2304053830049035,0,0,65.43949993219798,0.07978430522354182,310.0005508634722,-107.04627060131942
