Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,37.632353583601784,51.666666666666686,46.10666666666668,0.0,51.31356271213335,0.0,0.0,0.0,37.632353583601784,49.98583510298197,51.31356271213335,49.32197129840629,12.43753247303448,17.690990367581755,0.0,2.578268685914948,2.8,9.236100170605994,-970.0040042247045,-273.59877557510083,-1502.6929216594785,-0.0,-0.0,835.401820433276,0.0,4.0,0.07743352072271041,0.0,0,0.3717651177725981,263.9984568888889,-302.7129029985021,0.22956053599537726,8.244044826526334,0.002827265614209294,222.8332742299901,1.228077443331796,0.22471833758187754,64.93565059973301,-338.5344261748338
2025-01-01 00:01:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,37.70575048786408,51.666666666666686,46.10666666666668,0.0,51.309951872341045,0.0,0.0,0.0,37.70575048786408,49.98266627165477,51.309951872341045,49.319023471311645,12.43753247303448,17.624722980222423,0.0,2.542590730968211,2.8,9.236100170605994,-962.1295289499423,-261.97555754797645,-1492.7616712161855,-0.0,-0.0,835.401820433276,0.0,4.0,0.07726560984312963,0.0,0,0.3709589629272542,263.9984568888889,-304.7696781670328,0.23122762371739122,8.23603629552963,0.002827660050486629,222.98820901130114,1.2319452190601001,0.22505285270830555,75.49641955715317,-337.4719771051296
2025-01-01 00:02:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,37.77753786699805,51.666666666666686,46.10666666666668,0.0,51.306334465877555,0.0,0.0,0.0,37.77753786699805,49.97949125994322,51.306334465877555,49.316069656976055,12.43753247303448,17.55983273302586,0.0,2.508223164855595,2.8,9.236100170605994,-954.8630709380394,-250.21005565091303,-1483.0623034502564,-0.0,-0.0,835.401820433276,0.0,4.0,0.07710105281159789,0.0,0,0.37016891020026044,263.9984568888889,-307.20258792105903,0.23220867775707182,8.205516018500326,0.0028280535217928733,223.1387631510632,1.2322199128348184,0.22537461219078506,85.69854601059846,-335.9086016615115
2025-01-01 00:03:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,37.847782741928164,51.666666666666686,46.10666666666668,0.0,51.30271063832569,0.0,0.0,0.0,37.847782741928164,49.97631020337732,51.30271063832569,49.31310998590314,12.43753247303448,17.49626215947829,0.0,2.475287146086275,2.8,9.236100170605994,-948.0953232306866,-237.98612505215075,-1473.5846848977546,-0.0,-0.0,835.401820433276,0.0,4.0,0.0769397120762262,0.0,0,0.36939429919294525,263.9984568888889,-309.91245876620803,0.23317495095633958,8.175694225570794,0.0028284471709835307,223.28484982039123,1.2324891330173722,0.2256825386236438,95.50257710733813,-333.48870215948887
2025-01-01 00:04:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,37.91654606388837,51.666666666666686,46.10666666666668,0.0,51.2990805292071,0.0,0.0,0.0,37.91654606388837,49.97312323184361,51.2990805292071,49.310144583161865,12.43753247303448,17.43395900422177,0.0,2.4438892332740796,2.8,9.236100170605994,-938.4120940844876,-225.97550709213644,-1464.3195724707612,-0.0,-0.0,835.401820433276,0.0,4.0,0.07678146271419915,0.0,0,0.36863453013992625,263.9984568888889,-309.4943420470025,0.2341269684189998,8.146542965142155,0.002828840991848784,223.42664670929508,1.2327530940365237,0.22597569428789208,104.87319176201956,-330.848698854156
2025-01-01 00:05:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,37.98384796522457,51.666666666666686,46.10666666666668,0.0,51.29544427253114,0.0,0.0,0.0,37.98384796522457,49.96993047009621,51.29544427253114,49.307173568878746,12.43753247303448,17.372906089360708,0.0,2.414086902980816,2.8,9.236100170605994,-925.6518858865005,-214.45350219558736,-1455.263024701918,-0.0,-0.0,835.401820433276,0.0,4.0,0.0766262684515355,0.0,0,0.36788942888664095,263.9984568888889,-305.7906816178584,0.23506475070848148,8.11805357164048,0.0028292349784299754,223.56419854554463,1.2330118619634882,0.22625360095960748,113.78962592197148,-328.24312811755885
2025-01-01 00:06:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,38.04970473181831,51.666666666666686,46.10666666666668,0.0,51.2918020004855,0.0,0.0,0.0,38.04970473181831,49.96673204119401,51.2918020004855,49.304197061548265,12.43753247303448,17.313089540973152,0.0,2.3859084496235488,2.8,9.236100170605994,-912.4166343251126,-203.0390581921368,-1446.411639011176,-0.0,-0.0,835.401820433276,0.0,4.0,0.07647410115858741,0.0,0,0.3671588603801854,263.9984568888889,-301.40681574721253,0.23598827621272916,8.090219186390064,0.0028296291248321287,223.69753792614338,1.2332654890932968,0.22651605138683614,122.23990481910738,-325.2789630112442
2025-01-01 00:07:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,38.11415894345191,51.666666666666686,46.10666666666668,0.0,51.28815384378393,0.0,0.0,0.0,38.11415894345191,49.96352806682454,51.28815384378393,49.30121517834484,12.43753247303448,17.254472885142746,-0.023304892635081842,2.359381705999918,2.8,9.236100170605994,-899.2409377080365,-192.00955174441972,-1437.758725464782,-0.0,-0.0,835.401820433276,0.0,4.0,0.07632487491548838,0.0,0,0.3664424121117522,263.9984568888889,-296.8840326765305,0.23689786831951917,8.063020475112769,0.002830023425206736,223.8267847330548,1.2335141239398717,0.2267628404369479,130.21231642286787,-322.2218681672876
2025-01-01 00:08:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,38.17725635204336,51.666666666666686,46.10666666666668,0.0,51.28449992928905,0.0,0.0,0.0,38.17725635204336,49.9603186650899,51.28449992928905,49.29822803299032,12.43753247303448,17.197016918071412,-0.080760859706416,2.3345099949578523,2.8,9.236100170605994,-886.5309808572514,-181.8069457121384,-1429.2972679073823,-0.0,-0.0,835.401820433276,0.0,4.0,0.07617849644814847,0.0,0,0.3657396362642628,263.9984568888889,-292.63553338314523,0.2377939034308771,8.035812952428238,0.0028304178738745973,223.9520703211093,1.2337579269881391,0.2269939883258197,137.70267210186304,-319.50961781400144
2025-01-01 00:09:00,0.9410592202305609,0.350425718423289,0.0,0.015684320337176014,0.00584042864038815,0.0,0.05069795257650795,0.0,0.8403612676540528,0.0,0.05,0.0,0.0,0.3358423850899557,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.42388995147582176,0.060401046766694985,On,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005773848684210526,0.0,On,0.04492410389229742,0,On,0.04921619841388335,0,On,0.32761272361569205,0.24570954271176895,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,21913.22004888889,Off,0.0,19.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,16221.19292888889,Off,0.0,0.0,38.23904458041158,51.666666666666686,46.10666666666668,0.0,51.28084037972549,0.0,0.0,0.0,38.23904458041158,49.957103950239656,51.28084037972549,49.29523573549674,12.43753247303448,17.140680824021402,-0.1370969537564264,2.311268166470973,2.8,9.236100170605994,-874.2418802089372,-171.5124073652546,-1421.0200903377347,-0.0,-0.0,835.401820433276,0.0,4.0,0.07603486796655828,0.0,0,0.36505006333931356,263.9984568888889,-288.62361030447863,0.23867679465957087,8.00982382211428,0.002830812465341859,224.07353327291653,1.2339970659523931,0.227209776183975,144.71558132223504,-316.22798868748964
