Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.20830336111839,51.666666666666686,46.10666666666668,0.0,51.614015386376636,0.0,0.0,0.0,18.20830336111839,51.444485481715674,51.614015386376636,51.3597205293852,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.3651830440967,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.1131844026118,25.593874669940455,0,2.8,209.655514362419,-678.1530866590455,-0.0,-7.677595041851901,848.8946578417366,0.0,7.0,0.0228292652890013,0.0,0.0002584576512885215,0.5889259365128103,461.9972995555555,46.591538221579846,0.26931348196837035,14.318891342871225,0.005401167949581324,142.24190701409964,1.1937409888094588
2025-01-01 00:01:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.206330884676717,51.666666666666686,46.10666666666668,0.0,51.611282401239606,0.0,0.0,0.0,18.206330884676717,51.4419300988863,51.611282401239606,51.35725394770966,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.6000609124153,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.663064926043,25.5941149392101,0,2.8,205.34507862099508,-678.163758957131,-0.0,-7.683447010601113,848.8946578417366,0.0,7.0,0.02282938391641049,0.0,0.0002586519248332429,0.588933918048616,461.9972995555555,42.29762674699068,0.2701645569621877,14.348505100035341,0.005402544144567336,142.1378681755309,1.1972261103843573
2025-01-01 00:02:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.204639286437267,51.666666666666686,46.10666666666668,0.0,51.60854973719567,0.0,0.0,0.0,18.204639286437267,51.439374992877475,51.60854973719567,51.35478762071838,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.5930633681724,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.69454331357,25.593956642334565,0,2.8,201.0340681819822,-678.1567277073307,-0.0,-7.679591548640149,848.8946578417366,0.0,7.0,0.022829305761007012,0.0,0.0002585239317410611,0.5889286595743964,461.9972995555555,37.975729596216425,0.2702350737050246,14.349809701796975,0.005403915329804987,142.03922439612893,1.1972257608040375
2025-01-01 00:03:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.20321470208292,51.666666666666686,46.10666666666668,0.0,51.60581735249043,0.0,0.0,0.0,18.20321470208292,51.436820124270284,51.60581735249043,51.35232151016022,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.597673568185,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.7220932883615,25.593419426894354,0,2.8,196.73651008398195,-678.1328658240242,-0.0,-7.6665072653775805,848.8946578417366,0.0,7.0,0.022829040522587454,0.0,0.00025808954830016073,0.5889108134896855,461.9972995555555,33.641225331647135,0.2703116228068654,14.350943120901704,0.005405285563839226,141.945436610402,1.197226930440527
2025-01-01 00:04:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.202043662004215,51.666666666666686,46.10666666666668,0.0,51.603085207430524,0.0,0.0,0.0,18.202043662004215,51.434265455591586,51.603085207430524,51.349855579672116,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.613319301061,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.746026422301,25.592522382121274,0,2.8,194.5373830526081,-678.0930218912745,-0.0,-7.644659342660996,848.8946578417366,0.0,7.0,0.022828597623585425,0.0,0.0002573641764019996,0.58888101301799,461.9972995555555,31.38040644480692,0.27039390541537206,14.351914000874643,0.005406654891777049,141.85626716247276,1.197229542772788
2025-01-01 00:05:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.20104156792079,51.666666666666686,46.10666666666668,0.0,51.60035326432495,0.0,0.0,0.0,18.20104156792079,51.43171095125854,51.60035326432495,51.34738979472534,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.6394446166155,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.7665253404966,25.59138560109067,0,2.8,194.05973064408744,-678.0425309653455,-0.0,-7.616973027241963,848.8946578417366,0.0,7.0,0.022828036354478835,0.0,0.00025644488249049267,0.5888432465407911,461.9972995555555,30.824576794938178,0.27048000127862537,14.352776175242958,0.005408023356523606,141.77020172278046,1.1972331165084051
2025-01-01 00:06:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.20014079946604,51.666666666666686,46.10666666666668,0.0,51.597621498057045,0.0,0.0,0.0,18.20014079946604,51.429156587561,51.597621498057045,51.34492413231299,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.6725519530974,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.7847274587643,25.590105080267964,0,2.8,193.89195708515285,-677.9856575354312,-0.0,-7.585786583554666,848.8946578417366,0.0,7.0,0.022827404109470522,0.0,0.00025540926110513286,0.5888007022942056,461.9972995555555,30.56874336240209,0.27056837411923296,14.35357266074849,0.005409390986928234,141.68602880092658,1.1972372669286264
2025-01-01 00:07:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.199325521046067,51.666666666666686,46.10666666666668,0.0,51.59488989356089,0.0,0.0,0.0,18.199325521046067,51.42660235027878,51.59488989356089,51.342458578637725,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.7098455326054,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.8015416514354,25.58870329187526,0,2.8,193.87930637191369,-677.9234002778747,-0.0,-7.551647525843455,848.8946578417366,0.0,7.0,0.022826711981891616,0.0,0.00025427545795076,0.588754126113008,461.9972995555555,30.45969633389528,0.2706586661577147,14.354313551060773,0.005410757800594254,141.6034655445931,1.1972419039732796
2025-01-01 00:08:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.198585968422595,51.666666666666686,46.10666666666668,0.0,51.592158438124386,0.0,0.0,0.0,18.198585968422595,51.42404822741404,51.592158438124386,51.33999312205888,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.7506708795668,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.8171811818315,25.58719408910928,0,2.8,193.89417403862393,-677.8563750083554,-0.0,-7.51489343708218,848.8946578417366,0.0,7.0,0.022825966809700737,0.0,0.00025305465065687604,0.5887039775421756,461.9972995555555,30.370784642324864,0.27075065753715827,14.355005077355166,0.005412123812500139,141.52233784252198,1.1972469721247434
2025-01-01 00:09:00,0.4108330889326406,0.2876726423184173,0.0,0.006847218148877343,0.004794544038640288,0.0,0.01170758333305033,0.0,0.39912550559959026,0.0,0.0,0.0,0.0,0.2876726423184173,0.0,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004278193530701754,0.0,On,0.007429389802348575,0,On,0.015561982508366975,0,On,0.34193900923513476,0.256454256926351,On,0,0,Off,Off,0.0,0.0,18.19791730539748,51.666666666666686,46.10666666666668,0.0,51.58942712048683,0.0,0.0,0.0,18.19791730539748,51.421494208339325,51.58942712048683,51.33752775226558,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,2270.794624536821,0.0,Off,0.0,26.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.8317777049992,25.58558432850907,0,2.8,193.89507188842606,-677.7848867796001,-0.0,-7.475691496018397,848.8946578417366,0.0,7.0,0.022825171976363856,0.0,0.0002517523588488436,0.5886504836834202,461.9972995555555,30.26099232230799,0.2708442405154382,14.355650336852303,0.005413489036008874,141.44255997336975,1.197252443906243
